cdn1_allcolo.ns1180 S3FIFO-0.7000-1.9000 cache size      190, 4271180 req, miss ratio 0.8326, byte miss ratio 0.8326
cdn1_allcolo.ns1180 S3FIFO-0.7000-1.9000 cache size      572, 4271180 req, miss ratio 0.7329, byte miss ratio 0.7329
cdn1_allcolo.ns1180 S3FIFO-0.7000-1.9000 cache size     1907, 4271180 req, miss ratio 0.5864, byte miss ratio 0.5864
cdn1_allcolo.ns1180 S3FIFO-0.7000-1.9000 cache size     5721, 4271180 req, miss ratio 0.4213, byte miss ratio 0.4213
cdn1_allcolo.ns1180 S3FIFO-0.7000-1.9000 cache size    19070, 4271180 req, miss ratio 0.2303, byte miss ratio 0.2303
cdn1_allcolo.ns1180 S3FIFO-0.7000-1.9000 cache size    38141, 4271180 req, miss ratio 0.1403, byte miss ratio 0.1403
cdn1_allcolo.ns1180 S3FIFO-0.7000-1.9000 cache size    76282, 4271180 req, miss ratio 0.0788, byte miss ratio 0.0788
cdn1_allcolo.ns1180 S3FIFO-0.7000-1.9000 cache size   152564, 4271180 req, miss ratio 0.0477, byte miss ratio 0.0477
cdn1_allcolo.ns1180 S3FIFO-0.0250-0.9000 cache size      190, 4271180 req, miss ratio 0.7590, byte miss ratio 0.7590
cdn1_allcolo.ns1180 S3FIFO-0.0250-0.9000 cache size      572, 4271180 req, miss ratio 0.6392, byte miss ratio 0.6392
cdn1_allcolo.ns1180 S3FIFO-0.0250-0.9000 cache size     1907, 4271180 req, miss ratio 0.4869, byte miss ratio 0.4869
cdn1_allcolo.ns1180 S3FIFO-0.0250-0.9000 cache size     5721, 4271180 req, miss ratio 0.3339, byte miss ratio 0.3339
cdn1_allcolo.ns1180 S3FIFO-0.0250-0.9000 cache size    19070, 4271180 req, miss ratio 0.1749, byte miss ratio 0.1749
cdn1_allcolo.ns1180 S3FIFO-0.0250-0.9000 cache size    38141, 4271180 req, miss ratio 0.1067, byte miss ratio 0.1067
cdn1_allcolo.ns1180 S3FIFO-0.0250-0.9000 cache size    76282, 4271180 req, miss ratio 0.0641, byte miss ratio 0.0641
cdn1_allcolo.ns1180 S3FIFO-0.0250-0.9000 cache size   152564, 4271180 req, miss ratio 0.0460, byte miss ratio 0.0460
cdn1_allcolo.ns1180 S3FIFO-0.3500-0.9000 cache size      190, 4271180 req, miss ratio 0.7820, byte miss ratio 0.7820
cdn1_allcolo.ns1180 S3FIFO-0.3500-0.9000 cache size      572, 4271180 req, miss ratio 0.6702, byte miss ratio 0.6702
cdn1_allcolo.ns1180 S3FIFO-0.3500-0.9000 cache size     1907, 4271180 req, miss ratio 0.5211, byte miss ratio 0.5211
cdn1_allcolo.ns1180 S3FIFO-0.3500-0.9000 cache size     5721, 4271180 req, miss ratio 0.3667, byte miss ratio 0.3667
cdn1_allcolo.ns1180 S3FIFO-0.3500-0.9000 cache size    19070, 4271180 req, miss ratio 0.1976, byte miss ratio 0.1976
cdn1_allcolo.ns1180 S3FIFO-0.3500-0.9000 cache size    38141, 4271180 req, miss ratio 0.1204, byte miss ratio 0.1204
cdn1_allcolo.ns1180 S3FIFO-0.3500-0.9000 cache size    76282, 4271180 req, miss ratio 0.0685, byte miss ratio 0.0685
cdn1_allcolo.ns1180 S3FIFO-0.3500-0.9000 cache size   152564, 4271180 req, miss ratio 0.0460, byte miss ratio 0.0460
cdn1_allcolo.ns1180 S3FIFO-0.0250-1.9000 cache size      190, 4271180 req, miss ratio 0.7632, byte miss ratio 0.7632
cdn1_allcolo.ns1180 S3FIFO-0.0250-1.9000 cache size      572, 4271180 req, miss ratio 0.6451, byte miss ratio 0.6451
cdn1_allcolo.ns1180 S3FIFO-0.0250-1.9000 cache size     1907, 4271180 req, miss ratio 0.4943, byte miss ratio 0.4943
cdn1_allcolo.ns1180 S3FIFO-0.0250-1.9000 cache size     5721, 4271180 req, miss ratio 0.3418, byte miss ratio 0.3418
cdn1_allcolo.ns1180 S3FIFO-0.0250-1.9000 cache size    19070, 4271180 req, miss ratio 0.1803, byte miss ratio 0.1803
cdn1_allcolo.ns1180 S3FIFO-0.0250-1.9000 cache size    38141, 4271180 req, miss ratio 0.1089, byte miss ratio 0.1089
cdn1_allcolo.ns1180 S3FIFO-0.0250-1.9000 cache size    76282, 4271180 req, miss ratio 0.0641, byte miss ratio 0.0641
cdn1_allcolo.ns1180 S3FIFO-0.0250-1.9000 cache size   152564, 4271180 req, miss ratio 0.0460, byte miss ratio 0.0460
cdn1_allcolo.ns1180 S3FIFO-0.6000-1.9000 cache size      190, 4271180 req, miss ratio 0.8175, byte miss ratio 0.8175
cdn1_allcolo.ns1180 S3FIFO-0.6000-1.9000 cache size      572, 4271180 req, miss ratio 0.7147, byte miss ratio 0.7147
cdn1_allcolo.ns1180 S3FIFO-0.6000-1.9000 cache size     1907, 4271180 req, miss ratio 0.5686, byte miss ratio 0.5686
cdn1_allcolo.ns1180 S3FIFO-0.6000-1.9000 cache size     5721, 4271180 req, miss ratio 0.4070, byte miss ratio 0.4070
cdn1_allcolo.ns1180 S3FIFO-0.6000-1.9000 cache size    19070, 4271180 req, miss ratio 0.2213, byte miss ratio 0.2213
cdn1_allcolo.ns1180 S3FIFO-0.6000-1.9000 cache size    38141, 4271180 req, miss ratio 0.1342, byte miss ratio 0.1342
cdn1_allcolo.ns1180 S3FIFO-0.6000-1.9000 cache size    76282, 4271180 req, miss ratio 0.0752, byte miss ratio 0.0752
cdn1_allcolo.ns1180 S3FIFO-0.6000-1.9000 cache size   152564, 4271180 req, miss ratio 0.0469, byte miss ratio 0.0469
cdn1_allcolo.ns1180 S3FIFO-0.8000-0.9000 cache size      190, 4271180 req, miss ratio 0.8443, byte miss ratio 0.8443
cdn1_allcolo.ns1180 S3FIFO-0.8000-0.9000 cache size      572, 4271180 req, miss ratio 0.7462, byte miss ratio 0.7462
cdn1_allcolo.ns1180 S3FIFO-0.8000-0.9000 cache size     1907, 4271180 req, miss ratio 0.5998, byte miss ratio 0.5998
cdn1_allcolo.ns1180 S3FIFO-0.8000-0.9000 cache size     5721, 4271180 req, miss ratio 0.4346, byte miss ratio 0.4346
cdn1_allcolo.ns1180 S3FIFO-0.8000-0.9000 cache size    19070, 4271180 req, miss ratio 0.2424, byte miss ratio 0.2424
cdn1_allcolo.ns1180 S3FIFO-0.8000-0.9000 cache size    38141, 4271180 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_allcolo.ns1180 S3FIFO-0.8000-0.9000 cache size    76282, 4271180 req, miss ratio 0.0830, byte miss ratio 0.0830
cdn1_allcolo.ns1180 S3FIFO-0.8000-0.9000 cache size   152564, 4271180 req, miss ratio 0.0491, byte miss ratio 0.0491
cdn1_allcolo.ns1180 S3FIFO-0.8500-1.9000 cache size      190, 4271180 req, miss ratio 0.8595, byte miss ratio 0.8595
cdn1_allcolo.ns1180 S3FIFO-0.8500-1.9000 cache size      572, 4271180 req, miss ratio 0.7651, byte miss ratio 0.7651
cdn1_allcolo.ns1180 S3FIFO-0.8500-1.9000 cache size     1907, 4271180 req, miss ratio 0.6164, byte miss ratio 0.6164
cdn1_allcolo.ns1180 S3FIFO-0.8500-1.9000 cache size     5721, 4271180 req, miss ratio 0.4445, byte miss ratio 0.4445
cdn1_allcolo.ns1180 S3FIFO-0.8500-1.9000 cache size    19070, 4271180 req, miss ratio 0.2450, byte miss ratio 0.2450
cdn1_allcolo.ns1180 S3FIFO-0.8500-1.9000 cache size    38141, 4271180 req, miss ratio 0.1505, byte miss ratio 0.1505
cdn1_allcolo.ns1180 S3FIFO-0.8500-1.9000 cache size    76282, 4271180 req, miss ratio 0.0852, byte miss ratio 0.0852
cdn1_allcolo.ns1180 S3FIFO-0.8500-1.9000 cache size   152564, 4271180 req, miss ratio 0.0501, byte miss ratio 0.0501
cdn1_allcolo.ns1180 S3FIFO-0.8500-0.9000 cache size      190, 4271180 req, miss ratio 0.8538, byte miss ratio 0.8538
cdn1_allcolo.ns1180 S3FIFO-0.8500-0.9000 cache size      572, 4271180 req, miss ratio 0.7583, byte miss ratio 0.7583
cdn1_allcolo.ns1180 S3FIFO-0.8500-0.9000 cache size     1907, 4271180 req, miss ratio 0.6114, byte miss ratio 0.6114
cdn1_allcolo.ns1180 S3FIFO-0.8500-0.9000 cache size     5721, 4271180 req, miss ratio 0.4438, byte miss ratio 0.4438
cdn1_allcolo.ns1180 S3FIFO-0.8500-0.9000 cache size    19070, 4271180 req, miss ratio 0.2483, byte miss ratio 0.2483
cdn1_allcolo.ns1180 S3FIFO-0.8500-0.9000 cache size    38141, 4271180 req, miss ratio 0.1527, byte miss ratio 0.1527
cdn1_allcolo.ns1180 S3FIFO-0.8500-0.9000 cache size    76282, 4271180 req, miss ratio 0.0852, byte miss ratio 0.0852
cdn1_allcolo.ns1180 S3FIFO-0.8500-0.9000 cache size   152564, 4271180 req, miss ratio 0.0501, byte miss ratio 0.0501
