cdn1_allcolo.ns1639 S3FIFO-0.9000-0.9000 cache size      191, 4247871 req, miss ratio 0.8725, byte miss ratio 0.8725
cdn1_allcolo.ns1639 S3FIFO-0.9000-0.9000 cache size      574, 4247871 req, miss ratio 0.7826, byte miss ratio 0.7826
cdn1_allcolo.ns1639 S3FIFO-0.9000-0.9000 cache size     1914, 4247871 req, miss ratio 0.6360, byte miss ratio 0.6360
cdn1_allcolo.ns1639 S3FIFO-0.9000-0.9000 cache size     5742, 4247871 req, miss ratio 0.4631, byte miss ratio 0.4631
cdn1_allcolo.ns1639 S3FIFO-0.9000-0.9000 cache size    19140, 4247871 req, miss ratio 0.2591, byte miss ratio 0.2591
cdn1_allcolo.ns1639 S3FIFO-0.9000-0.9000 cache size    38281, 4247871 req, miss ratio 0.1591, byte miss ratio 0.1591
cdn1_allcolo.ns1639 S3FIFO-0.9000-0.9000 cache size    76562, 4247871 req, miss ratio 0.0886, byte miss ratio 0.0886
cdn1_allcolo.ns1639 S3FIFO-0.9000-0.9000 cache size   153124, 4247871 req, miss ratio 0.0521, byte miss ratio 0.0521
cdn1_allcolo.ns1639 S3FIFO-0.4500-0.9000 cache size      191, 4247871 req, miss ratio 0.8039, byte miss ratio 0.8039
cdn1_allcolo.ns1639 S3FIFO-0.4500-0.9000 cache size      574, 4247871 req, miss ratio 0.6959, byte miss ratio 0.6959
cdn1_allcolo.ns1639 S3FIFO-0.4500-0.9000 cache size     1914, 4247871 req, miss ratio 0.5463, byte miss ratio 0.5463
cdn1_allcolo.ns1639 S3FIFO-0.4500-0.9000 cache size     5742, 4247871 req, miss ratio 0.3877, byte miss ratio 0.3877
cdn1_allcolo.ns1639 S3FIFO-0.4500-0.9000 cache size    19140, 4247871 req, miss ratio 0.2106, byte miss ratio 0.2106
cdn1_allcolo.ns1639 S3FIFO-0.4500-0.9000 cache size    38281, 4247871 req, miss ratio 0.1275, byte miss ratio 0.1275
cdn1_allcolo.ns1639 S3FIFO-0.4500-0.9000 cache size    76562, 4247871 req, miss ratio 0.0715, byte miss ratio 0.0715
cdn1_allcolo.ns1639 S3FIFO-0.4500-0.9000 cache size   153124, 4247871 req, miss ratio 0.0466, byte miss ratio 0.0466
cdn1_allcolo.ns1639 S3FIFO-0.1000-0.9000 cache size      191, 4247871 req, miss ratio 0.7732, byte miss ratio 0.7732
cdn1_allcolo.ns1639 S3FIFO-0.1000-0.9000 cache size      574, 4247871 req, miss ratio 0.6568, byte miss ratio 0.6568
cdn1_allcolo.ns1639 S3FIFO-0.1000-0.9000 cache size     1914, 4247871 req, miss ratio 0.5030, byte miss ratio 0.5030
cdn1_allcolo.ns1639 S3FIFO-0.1000-0.9000 cache size     5742, 4247871 req, miss ratio 0.3476, byte miss ratio 0.3476
cdn1_allcolo.ns1639 S3FIFO-0.1000-0.9000 cache size    19140, 4247871 req, miss ratio 0.1821, byte miss ratio 0.1821
cdn1_allcolo.ns1639 S3FIFO-0.1000-0.9000 cache size    38281, 4247871 req, miss ratio 0.1100, byte miss ratio 0.1100
cdn1_allcolo.ns1639 S3FIFO-0.1000-0.9000 cache size    76562, 4247871 req, miss ratio 0.0652, byte miss ratio 0.0652
cdn1_allcolo.ns1639 S3FIFO-0.1000-0.9000 cache size   153124, 4247871 req, miss ratio 0.0464, byte miss ratio 0.0464
cdn1_allcolo.ns1639 S3FIFO-0.7000-0.9000 cache size      191, 4247871 req, miss ratio 0.8368, byte miss ratio 0.8368
cdn1_allcolo.ns1639 S3FIFO-0.7000-0.9000 cache size      574, 4247871 req, miss ratio 0.7369, byte miss ratio 0.7369
cdn1_allcolo.ns1639 S3FIFO-0.7000-0.9000 cache size     1914, 4247871 req, miss ratio 0.5903, byte miss ratio 0.5903
cdn1_allcolo.ns1639 S3FIFO-0.7000-0.9000 cache size     5742, 4247871 req, miss ratio 0.4261, byte miss ratio 0.4261
cdn1_allcolo.ns1639 S3FIFO-0.7000-0.9000 cache size    19140, 4247871 req, miss ratio 0.2357, byte miss ratio 0.2357
cdn1_allcolo.ns1639 S3FIFO-0.7000-0.9000 cache size    38281, 4247871 req, miss ratio 0.1436, byte miss ratio 0.1436
cdn1_allcolo.ns1639 S3FIFO-0.7000-0.9000 cache size    76562, 4247871 req, miss ratio 0.0797, byte miss ratio 0.0797
cdn1_allcolo.ns1639 S3FIFO-0.7000-0.9000 cache size   153124, 4247871 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_allcolo.ns1639 S3FIFO-0.0050-1.9000 cache size      191, 4247871 req, miss ratio 1.0000, byte miss ratio 1.0000
