tencentBlock.ns14737 S3FIFO-0.2500-1.9000 cache size       83, 2628979 req, miss ratio 0.3138, byte miss ratio 0.3138
tencentBlock.ns14737 S3FIFO-0.2500-1.9000 cache size      249, 2628979 req, miss ratio 0.1525, byte miss ratio 0.1525
tencentBlock.ns14737 S3FIFO-0.2500-1.9000 cache size      831, 2628979 req, miss ratio 0.1137, byte miss ratio 0.1137
tencentBlock.ns14737 S3FIFO-0.2500-1.9000 cache size     2495, 2628979 req, miss ratio 0.0966, byte miss ratio 0.0966
tencentBlock.ns14737 S3FIFO-0.2500-1.9000 cache size     8317, 2628979 req, miss ratio 0.0772, byte miss ratio 0.0772
tencentBlock.ns14737 S3FIFO-0.2500-1.9000 cache size    16634, 2628979 req, miss ratio 0.0634, byte miss ratio 0.0634
tencentBlock.ns14737 S3FIFO-0.2500-1.9000 cache size    33268, 2628979 req, miss ratio 0.0455, byte miss ratio 0.0455
tencentBlock.ns14737 S3FIFO-0.2500-1.9000 cache size    66536, 2628979 req, miss ratio 0.0324, byte miss ratio 0.0324
tencentBlock.ns14737 S3FIFO-0.0250-1.9000 cache size       83, 2628979 req, miss ratio 0.2945, byte miss ratio 0.2945
tencentBlock.ns14737 S3FIFO-0.0250-1.9000 cache size      249, 2628979 req, miss ratio 0.1645, byte miss ratio 0.1645
tencentBlock.ns14737 S3FIFO-0.0250-1.9000 cache size      831, 2628979 req, miss ratio 0.1141, byte miss ratio 0.1141
tencentBlock.ns14737 S3FIFO-0.0250-1.9000 cache size     2495, 2628979 req, miss ratio 0.0963, byte miss ratio 0.0963
tencentBlock.ns14737 S3FIFO-0.0250-1.9000 cache size     8317, 2628979 req, miss ratio 0.0760, byte miss ratio 0.0760
tencentBlock.ns14737 S3FIFO-0.0250-1.9000 cache size    16634, 2628979 req, miss ratio 0.0623, byte miss ratio 0.0623
tencentBlock.ns14737 S3FIFO-0.0250-1.9000 cache size    33268, 2628979 req, miss ratio 0.0437, byte miss ratio 0.0437
tencentBlock.ns14737 S3FIFO-0.0250-1.9000 cache size    66536, 2628979 req, miss ratio 0.0324, byte miss ratio 0.0324
tencentBlock.ns14737 S3FIFO-0.0100-1.9000 cache size       83, 2628979 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns14737 S3FIFO-0.0100-1.9000 cache size      249, 2628979 req, miss ratio 0.1706, byte miss ratio 0.1706
tencentBlock.ns14737 S3FIFO-0.0100-1.9000 cache size      831, 2628979 req, miss ratio 0.1200, byte miss ratio 0.1200
tencentBlock.ns14737 S3FIFO-0.0100-1.9000 cache size     2495, 2628979 req, miss ratio 0.0976, byte miss ratio 0.0976
tencentBlock.ns14737 S3FIFO-0.0100-1.9000 cache size     8317, 2628979 req, miss ratio 0.0762, byte miss ratio 0.0762
tencentBlock.ns14737 S3FIFO-0.0100-1.9000 cache size    16634, 2628979 req, miss ratio 0.0625, byte miss ratio 0.0625
tencentBlock.ns14737 S3FIFO-0.0100-1.9000 cache size    33268, 2628979 req, miss ratio 0.0437, byte miss ratio 0.0437
tencentBlock.ns14737 S3FIFO-0.0100-1.9000 cache size    66536, 2628979 req, miss ratio 0.0324, byte miss ratio 0.0324
tencentBlock.ns14737 S3FIFO-0.9900-1.9000 cache size       83, 2628979 req, miss ratio 0.3940, byte miss ratio 0.3940
tencentBlock.ns14737 S3FIFO-0.9900-1.9000 cache size      249, 2628979 req, miss ratio 0.2179, byte miss ratio 0.2179
tencentBlock.ns14737 S3FIFO-0.9900-1.9000 cache size      831, 2628979 req, miss ratio 0.1442, byte miss ratio 0.1442
tencentBlock.ns14737 S3FIFO-0.9900-1.9000 cache size     2495, 2628979 req, miss ratio 0.1125, byte miss ratio 0.1125
tencentBlock.ns14737 S3FIFO-0.9900-1.9000 cache size     8317, 2628979 req, miss ratio 0.0861, byte miss ratio 0.0861
tencentBlock.ns14737 S3FIFO-0.9900-1.9000 cache size    16634, 2628979 req, miss ratio 0.0708, byte miss ratio 0.0708
tencentBlock.ns14737 S3FIFO-0.9900-1.9000 cache size    33268, 2628979 req, miss ratio 0.0523, byte miss ratio 0.0523
tencentBlock.ns14737 S3FIFO-0.9900-1.9000 cache size    66536, 2628979 req, miss ratio 0.0369, byte miss ratio 0.0369
tencentBlock.ns14737 S3FIFO-0.5500-1.9000 cache size       83, 2628979 req, miss ratio 0.3428, byte miss ratio 0.3428
tencentBlock.ns14737 S3FIFO-0.5500-1.9000 cache size      249, 2628979 req, miss ratio 0.1677, byte miss ratio 0.1677
tencentBlock.ns14737 S3FIFO-0.5500-1.9000 cache size      831, 2628979 req, miss ratio 0.1201, byte miss ratio 0.1201
tencentBlock.ns14737 S3FIFO-0.5500-1.9000 cache size     2495, 2628979 req, miss ratio 0.1014, byte miss ratio 0.1014
tencentBlock.ns14737 S3FIFO-0.5500-1.9000 cache size     8317, 2628979 req, miss ratio 0.0793, byte miss ratio 0.0793
tencentBlock.ns14737 S3FIFO-0.5500-1.9000 cache size    16634, 2628979 req, miss ratio 0.0659, byte miss ratio 0.0659
tencentBlock.ns14737 S3FIFO-0.5500-1.9000 cache size    33268, 2628979 req, miss ratio 0.0485, byte miss ratio 0.0485
tencentBlock.ns14737 S3FIFO-0.5500-1.9000 cache size    66536, 2628979 req, miss ratio 0.0334, byte miss ratio 0.0334
tencentBlock.ns14737 S3FIFO-0.0250-0.9000 cache size       83, 2628979 req, miss ratio 0.2839, byte miss ratio 0.2839
tencentBlock.ns14737 S3FIFO-0.0250-0.9000 cache size      249, 2628979 req, miss ratio 0.1642, byte miss ratio 0.1642
tencentBlock.ns14737 S3FIFO-0.0250-0.9000 cache size      831, 2628979 req, miss ratio 0.1147, byte miss ratio 0.1147
tencentBlock.ns14737 S3FIFO-0.0250-0.9000 cache size     2495, 2628979 req, miss ratio 0.0956, byte miss ratio 0.0956
tencentBlock.ns14737 S3FIFO-0.0250-0.9000 cache size     8317, 2628979 req, miss ratio 0.0757, byte miss ratio 0.0757
tencentBlock.ns14737 S3FIFO-0.0250-0.9000 cache size    16634, 2628979 req, miss ratio 0.0622, byte miss ratio 0.0622
tencentBlock.ns14737 S3FIFO-0.0250-0.9000 cache size    33268, 2628979 req, miss ratio 0.0437, byte miss ratio 0.0437
tencentBlock.ns14737 S3FIFO-0.0250-0.9000 cache size    66536, 2628979 req, miss ratio 0.0324, byte miss ratio 0.0324
tencentBlock.ns14737 S3FIFO-0.4000-0.9000 cache size       83, 2628979 req, miss ratio 0.3276, byte miss ratio 0.3276
tencentBlock.ns14737 S3FIFO-0.4000-0.9000 cache size      249, 2628979 req, miss ratio 0.1572, byte miss ratio 0.1572
tencentBlock.ns14737 S3FIFO-0.4000-0.9000 cache size      831, 2628979 req, miss ratio 0.1162, byte miss ratio 0.1162
tencentBlock.ns14737 S3FIFO-0.4000-0.9000 cache size     2495, 2628979 req, miss ratio 0.0970, byte miss ratio 0.0970
tencentBlock.ns14737 S3FIFO-0.4000-0.9000 cache size     8317, 2628979 req, miss ratio 0.0773, byte miss ratio 0.0773
tencentBlock.ns14737 S3FIFO-0.4000-0.9000 cache size    16634, 2628979 req, miss ratio 0.0642, byte miss ratio 0.0642
tencentBlock.ns14737 S3FIFO-0.4000-0.9000 cache size    33268, 2628979 req, miss ratio 0.0468, byte miss ratio 0.0468
tencentBlock.ns14737 S3FIFO-0.4000-0.9000 cache size    66536, 2628979 req, miss ratio 0.0325, byte miss ratio 0.0325
tencentBlock.ns14737 S3FIFO-0.9900-0.9000 cache size       83, 2628979 req, miss ratio 0.3965, byte miss ratio 0.3965
tencentBlock.ns14737 S3FIFO-0.9900-0.9000 cache size      249, 2628979 req, miss ratio 0.2187, byte miss ratio 0.2187
