cdn1_colo28.ns1553 S3FIFO-0.3000-1.9000 cache size     1127, 5575253 req, miss ratio 0.8502, byte miss ratio 0.8502
cdn1_colo28.ns1553 S3FIFO-0.3000-1.9000 cache size     3382, 5575253 req, miss ratio 0.7646, byte miss ratio 0.7646
cdn1_colo28.ns1553 S3FIFO-0.3000-1.9000 cache size    11275, 5575253 req, miss ratio 0.6563, byte miss ratio 0.6563
cdn1_colo28.ns1553 S3FIFO-0.3000-1.9000 cache size    33827, 5575253 req, miss ratio 0.5333, byte miss ratio 0.5333
cdn1_colo28.ns1553 S3FIFO-0.3000-1.9000 cache size   112759, 5575253 req, miss ratio 0.3899, byte miss ratio 0.3899
cdn1_colo28.ns1553 S3FIFO-0.3000-1.9000 cache size   225518, 5575253 req, miss ratio 0.3130, byte miss ratio 0.3130
cdn1_colo28.ns1553 S3FIFO-0.3000-1.9000 cache size   451037, 5575253 req, miss ratio 0.2461, byte miss ratio 0.2461
cdn1_colo28.ns1553 S3FIFO-0.3000-1.9000 cache size   902075, 5575253 req, miss ratio 0.2051, byte miss ratio 0.2051
cdn1_colo28.ns1553 S3FIFO-0.5500-1.9000 cache size     1127, 5575253 req, miss ratio 0.8611, byte miss ratio 0.8611
cdn1_colo28.ns1553 S3FIFO-0.5500-1.9000 cache size     3382, 5575253 req, miss ratio 0.7844, byte miss ratio 0.7844
cdn1_colo28.ns1553 S3FIFO-0.5500-1.9000 cache size    11275, 5575253 req, miss ratio 0.6831, byte miss ratio 0.6831
cdn1_colo28.ns1553 S3FIFO-0.5500-1.9000 cache size    33827, 5575253 req, miss ratio 0.5635, byte miss ratio 0.5635
cdn1_colo28.ns1553 S3FIFO-0.5500-1.9000 cache size   112759, 5575253 req, miss ratio 0.4126, byte miss ratio 0.4126
cdn1_colo28.ns1553 S3FIFO-0.5500-1.9000 cache size   225518, 5575253 req, miss ratio 0.3287, byte miss ratio 0.3287
cdn1_colo28.ns1553 S3FIFO-0.5500-1.9000 cache size   451037, 5575253 req, miss ratio 0.2549, byte miss ratio 0.2549
cdn1_colo28.ns1553 S3FIFO-0.5500-1.9000 cache size   902075, 5575253 req, miss ratio 0.2051, byte miss ratio 0.2051
cdn1_colo28.ns1553 S3FIFO-0.0050-1.9000 cache size     1127, 5575253 req, miss ratio 0.8638, byte miss ratio 0.8638
cdn1_colo28.ns1553 S3FIFO-0.0050-1.9000 cache size     3382, 5575253 req, miss ratio 0.7839, byte miss ratio 0.7839
cdn1_colo28.ns1553 S3FIFO-0.0050-1.9000 cache size    11275, 5575253 req, miss ratio 0.6628, byte miss ratio 0.6628
cdn1_colo28.ns1553 S3FIFO-0.0050-1.9000 cache size    33827, 5575253 req, miss ratio 0.5194, byte miss ratio 0.5194
cdn1_colo28.ns1553 S3FIFO-0.0050-1.9000 cache size   112759, 5575253 req, miss ratio 0.3785, byte miss ratio 0.3785
cdn1_colo28.ns1553 S3FIFO-0.0050-1.9000 cache size   225518, 5575253 req, miss ratio 0.3079, byte miss ratio 0.3079
cdn1_colo28.ns1553 S3FIFO-0.0050-1.9000 cache size   451037, 5575253 req, miss ratio 0.2455, byte miss ratio 0.2455
cdn1_colo28.ns1553 S3FIFO-0.0050-1.9000 cache size   902075, 5575253 req, miss ratio 0.2051, byte miss ratio 0.2051
cdn1_colo28.ns1553 S3FIFO-0.9000-0.9000 cache size     1127, 5575253 req, miss ratio 0.8903, byte miss ratio 0.8903
cdn1_colo28.ns1553 S3FIFO-0.9000-0.9000 cache size     3382, 5575253 req, miss ratio 0.8312, byte miss ratio 0.8312
cdn1_colo28.ns1553 S3FIFO-0.9000-0.9000 cache size    11275, 5575253 req, miss ratio 0.7347, byte miss ratio 0.7347
cdn1_colo28.ns1553 S3FIFO-0.9000-0.9000 cache size    33827, 5575253 req, miss ratio 0.6177, byte miss ratio 0.6177
cdn1_colo28.ns1553 S3FIFO-0.9000-0.9000 cache size   112759, 5575253 req, miss ratio 0.4597, byte miss ratio 0.4597
cdn1_colo28.ns1553 S3FIFO-0.9000-0.9000 cache size   225518, 5575253 req, miss ratio 0.3649, byte miss ratio 0.3649
cdn1_colo28.ns1553 S3FIFO-0.9000-0.9000 cache size   451037, 5575253 req, miss ratio 0.2782, byte miss ratio 0.2782
cdn1_colo28.ns1553 S3FIFO-0.9000-0.9000 cache size   902075, 5575253 req, miss ratio 0.2110, byte miss ratio 0.2110
cdn1_colo28.ns1553 S3FIFO-0.0250-0.9000 cache size     1127, 5575253 req, miss ratio 0.8646, byte miss ratio 0.8646
cdn1_colo28.ns1553 S3FIFO-0.0250-0.9000 cache size     3382, 5575253 req, miss ratio 0.7771, byte miss ratio 0.7771
cdn1_colo28.ns1553 S3FIFO-0.0250-0.9000 cache size    11275, 5575253 req, miss ratio 0.6446, byte miss ratio 0.6446
cdn1_colo28.ns1553 S3FIFO-0.0250-0.9000 cache size    33827, 5575253 req, miss ratio 0.5096, byte miss ratio 0.5096
cdn1_colo28.ns1553 S3FIFO-0.0250-0.9000 cache size   112759, 5575253 req, miss ratio 0.3737, byte miss ratio 0.3737
cdn1_colo28.ns1553 S3FIFO-0.0250-0.9000 cache size   225518, 5575253 req, miss ratio 0.3039, byte miss ratio 0.3039
cdn1_colo28.ns1553 S3FIFO-0.0250-0.9000 cache size   451037, 5575253 req, miss ratio 0.2431, byte miss ratio 0.2431
cdn1_colo28.ns1553 S3FIFO-0.0250-0.9000 cache size   902075, 5575253 req, miss ratio 0.2051, byte miss ratio 0.2051
cdn1_colo28.ns1553 S3FIFO-0.9900-0.9000 cache size     1127, 5575253 req, miss ratio 0.8992, byte miss ratio 0.8992
cdn1_colo28.ns1553 S3FIFO-0.9900-0.9000 cache size     3382, 5575253 req, miss ratio 0.8474, byte miss ratio 0.8474
cdn1_colo28.ns1553 S3FIFO-0.9900-0.9000 cache size    11275, 5575253 req, miss ratio 0.7553, byte miss ratio 0.7553
cdn1_colo28.ns1553 S3FIFO-0.9900-0.9000 cache size    33827, 5575253 req, miss ratio 0.6370, byte miss ratio 0.6370
cdn1_colo28.ns1553 S3FIFO-0.9900-0.9000 cache size   112759, 5575253 req, miss ratio 0.4752, byte miss ratio 0.4752
cdn1_colo28.ns1553 S3FIFO-0.9900-0.9000 cache size   225518, 5575253 req, miss ratio 0.3769, byte miss ratio 0.3769
cdn1_colo28.ns1553 S3FIFO-0.9900-0.9000 cache size   451037, 5575253 req, miss ratio 0.2861, byte miss ratio 0.2861
cdn1_colo28.ns1553 S3FIFO-0.9900-0.9000 cache size   902075, 5575253 req, miss ratio 0.2166, byte miss ratio 0.2166
cdn1_colo28.ns1553 S3FIFO-0.0100-0.9000 cache size     1127, 5575253 req, miss ratio 0.8644, byte miss ratio 0.8644
cdn1_colo28.ns1553 S3FIFO-0.0100-0.9000 cache size     3382, 5575253 req, miss ratio 0.7850, byte miss ratio 0.7850
cdn1_colo28.ns1553 S3FIFO-0.0100-0.9000 cache size    11275, 5575253 req, miss ratio 0.6568, byte miss ratio 0.6568
cdn1_colo28.ns1553 S3FIFO-0.0100-0.9000 cache size    33827, 5575253 req, miss ratio 0.5123, byte miss ratio 0.5123
cdn1_colo28.ns1553 S3FIFO-0.0100-0.9000 cache size   112759, 5575253 req, miss ratio 0.3748, byte miss ratio 0.3748
cdn1_colo28.ns1553 S3FIFO-0.0100-0.9000 cache size   225518, 5575253 req, miss ratio 0.3054, byte miss ratio 0.3054
cdn1_colo28.ns1553 S3FIFO-0.0100-0.9000 cache size   451037, 5575253 req, miss ratio 0.2445, byte miss ratio 0.2445
cdn1_colo28.ns1553 S3FIFO-0.0100-0.9000 cache size   902075, 5575253 req, miss ratio 0.2051, byte miss ratio 0.2051
cdn1_colo28.ns1553 S3FIFO-0.4000-1.9000 cache size     1127, 5575253 req, miss ratio 0.8527, byte miss ratio 0.8527
