cdn1_allcolo.ns1605 S3FIFO-0.9000-1.9000 cache size        7, 1724371 req, miss ratio 0.2262, byte miss ratio 0.2262
cdn1_allcolo.ns1605 S3FIFO-0.9000-1.9000 cache size       21, 1724371 req, miss ratio 0.1665, byte miss ratio 0.1665
cdn1_allcolo.ns1605 S3FIFO-0.9000-1.9000 cache size       70, 1724371 req, miss ratio 0.1135, byte miss ratio 0.1135
cdn1_allcolo.ns1605 S3FIFO-0.9000-1.9000 cache size      212, 1724371 req, miss ratio 0.0709, byte miss ratio 0.0709
cdn1_allcolo.ns1605 S3FIFO-0.9000-1.9000 cache size      708, 1724371 req, miss ratio 0.0351, byte miss ratio 0.0351
cdn1_allcolo.ns1605 S3FIFO-0.9000-1.9000 cache size     1416, 1724371 req, miss ratio 0.0210, byte miss ratio 0.0210
cdn1_allcolo.ns1605 S3FIFO-0.9000-1.9000 cache size     2832, 1724371 req, miss ratio 0.0118, byte miss ratio 0.0118
cdn1_allcolo.ns1605 S3FIFO-0.9000-1.9000 cache size     5664, 1724371 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns1605 S3FIFO-0.9500-1.9000 cache size        7, 1724371 req, miss ratio 0.2262, byte miss ratio 0.2262
cdn1_allcolo.ns1605 S3FIFO-0.9500-1.9000 cache size       21, 1724371 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns1605 S3FIFO-0.9500-1.9000 cache size       70, 1724371 req, miss ratio 0.1148, byte miss ratio 0.1148
cdn1_allcolo.ns1605 S3FIFO-0.9500-1.9000 cache size      212, 1724371 req, miss ratio 0.0724, byte miss ratio 0.0724
cdn1_allcolo.ns1605 S3FIFO-0.9500-1.9000 cache size      708, 1724371 req, miss ratio 0.0359, byte miss ratio 0.0359
cdn1_allcolo.ns1605 S3FIFO-0.9500-1.9000 cache size     1416, 1724371 req, miss ratio 0.0215, byte miss ratio 0.0215
cdn1_allcolo.ns1605 S3FIFO-0.9500-1.9000 cache size     2832, 1724371 req, miss ratio 0.0121, byte miss ratio 0.0121
cdn1_allcolo.ns1605 S3FIFO-0.9500-1.9000 cache size     5664, 1724371 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns1605 S3FIFO-0.0100-0.9000 cache size        7, 1724371 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1605 S3FIFO-0.0100-0.9000 cache size       21, 1724371 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1605 S3FIFO-0.0100-0.9000 cache size       70, 1724371 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1605 S3FIFO-0.0100-0.9000 cache size      212, 1724371 req, miss ratio 0.0571, byte miss ratio 0.0571
cdn1_allcolo.ns1605 S3FIFO-0.0100-0.9000 cache size      708, 1724371 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_allcolo.ns1605 S3FIFO-0.0100-0.9000 cache size     1416, 1724371 req, miss ratio 0.0148, byte miss ratio 0.0148
cdn1_allcolo.ns1605 S3FIFO-0.0100-0.9000 cache size     2832, 1724371 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_allcolo.ns1605 S3FIFO-0.0100-0.9000 cache size     5664, 1724371 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns1605 S3FIFO-0.3500-0.9000 cache size        7, 1724371 req, miss ratio 0.1875, byte miss ratio 0.1875
cdn1_allcolo.ns1605 S3FIFO-0.3500-0.9000 cache size       21, 1724371 req, miss ratio 0.1449, byte miss ratio 0.1449
cdn1_allcolo.ns1605 S3FIFO-0.3500-0.9000 cache size       70, 1724371 req, miss ratio 0.0933, byte miss ratio 0.0933
cdn1_allcolo.ns1605 S3FIFO-0.3500-0.9000 cache size      212, 1724371 req, miss ratio 0.0585, byte miss ratio 0.0585
cdn1_allcolo.ns1605 S3FIFO-0.3500-0.9000 cache size      708, 1724371 req, miss ratio 0.0285, byte miss ratio 0.0285
cdn1_allcolo.ns1605 S3FIFO-0.3500-0.9000 cache size     1416, 1724371 req, miss ratio 0.0165, byte miss ratio 0.0165
cdn1_allcolo.ns1605 S3FIFO-0.3500-0.9000 cache size     2832, 1724371 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_allcolo.ns1605 S3FIFO-0.3500-0.9000 cache size     5664, 1724371 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns1605 S3FIFO-0.1000-1.9000 cache size        7, 1724371 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1605 S3FIFO-0.1000-1.9000 cache size       21, 1724371 req, miss ratio 0.1404, byte miss ratio 0.1404
cdn1_allcolo.ns1605 S3FIFO-0.1000-1.9000 cache size       70, 1724371 req, miss ratio 0.0910, byte miss ratio 0.0910
cdn1_allcolo.ns1605 S3FIFO-0.1000-1.9000 cache size      212, 1724371 req, miss ratio 0.0558, byte miss ratio 0.0558
cdn1_allcolo.ns1605 S3FIFO-0.1000-1.9000 cache size      708, 1724371 req, miss ratio 0.0262, byte miss ratio 0.0262
cdn1_allcolo.ns1605 S3FIFO-0.1000-1.9000 cache size     1416, 1724371 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_allcolo.ns1605 S3FIFO-0.1000-1.9000 cache size     2832, 1724371 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns1605 S3FIFO-0.1000-1.9000 cache size     5664, 1724371 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns1605 S3FIFO-0.5000-1.9000 cache size        7, 1724371 req, miss ratio 0.1914, byte miss ratio 0.1914
cdn1_allcolo.ns1605 S3FIFO-0.5000-1.9000 cache size       21, 1724371 req, miss ratio 0.1518, byte miss ratio 0.1518
cdn1_allcolo.ns1605 S3FIFO-0.5000-1.9000 cache size       70, 1724371 req, miss ratio 0.0988, byte miss ratio 0.0988
cdn1_allcolo.ns1605 S3FIFO-0.5000-1.9000 cache size      212, 1724371 req, miss ratio 0.0620, byte miss ratio 0.0620
cdn1_allcolo.ns1605 S3FIFO-0.5000-1.9000 cache size      708, 1724371 req, miss ratio 0.0302, byte miss ratio 0.0302
cdn1_allcolo.ns1605 S3FIFO-0.5000-1.9000 cache size     1416, 1724371 req, miss ratio 0.0175, byte miss ratio 0.0175
cdn1_allcolo.ns1605 S3FIFO-0.5000-1.9000 cache size     2832, 1724371 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns1605 S3FIFO-0.5000-1.9000 cache size     5664, 1724371 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns1605 S3FIFO-0.0010-0.9000 cache size        7, 1724371 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1605 S3FIFO-0.0010-0.9000 cache size       21, 1724371 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1605 S3FIFO-0.0010-0.9000 cache size       70, 1724371 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1605 S3FIFO-0.0010-0.9000 cache size      212, 1724371 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1605 S3FIFO-0.0010-0.9000 cache size      708, 1724371 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1605 S3FIFO-0.0010-0.9000 cache size     1416, 1724371 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_allcolo.ns1605 S3FIFO-0.0010-0.9000 cache size     2832, 1724371 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns1605 S3FIFO-0.0010-0.9000 cache size     5664, 1724371 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns1605 S3FIFO-0.7500-0.9000 cache size        7, 1724371 req, miss ratio 0.2052, byte miss ratio 0.2052
cdn1_allcolo.ns1605 S3FIFO-0.7500-0.9000 cache size       21, 1724371 req, miss ratio 0.1598, byte miss ratio 0.1598
cdn1_allcolo.ns1605 S3FIFO-0.7500-0.9000 cache size       70, 1724371 req, miss ratio 0.1070, byte miss ratio 0.1070
cdn1_allcolo.ns1605 S3FIFO-0.7500-0.9000 cache size      212, 1724371 req, miss ratio 0.0671, byte miss ratio 0.0671
cdn1_allcolo.ns1605 S3FIFO-0.7500-0.9000 cache size      708, 1724371 req, miss ratio 0.0334, byte miss ratio 0.0334
cdn1_allcolo.ns1605 S3FIFO-0.7500-0.9000 cache size     1416, 1724371 req, miss ratio 0.0196, byte miss ratio 0.0196
cdn1_allcolo.ns1605 S3FIFO-0.7500-0.9000 cache size     2832, 1724371 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_allcolo.ns1605 S3FIFO-0.7500-0.9000 cache size     5664, 1724371 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns1605 S3FIFO-0.6000-1.9000 cache size        7, 1724371 req, miss ratio 0.1952, byte miss ratio 0.1952
