cdn1_colo28.ns571 S3FIFO-0.8500-1.9000 cache size       15, 2088299 req, miss ratio 0.9366, byte miss ratio 0.9366
cdn1_colo28.ns571 S3FIFO-0.8500-1.9000 cache size       45, 2088299 req, miss ratio 0.8662, byte miss ratio 0.8662
cdn1_colo28.ns571 S3FIFO-0.8500-1.9000 cache size      152, 2088299 req, miss ratio 0.7513, byte miss ratio 0.7513
cdn1_colo28.ns571 S3FIFO-0.8500-1.9000 cache size      456, 2088299 req, miss ratio 0.5579, byte miss ratio 0.5579
cdn1_colo28.ns571 S3FIFO-0.8500-1.9000 cache size     1522, 2088299 req, miss ratio 0.2307, byte miss ratio 0.2307
cdn1_colo28.ns571 S3FIFO-0.8500-1.9000 cache size     3044, 2088299 req, miss ratio 0.0940, byte miss ratio 0.0940
cdn1_colo28.ns571 S3FIFO-0.8500-1.9000 cache size     6089, 2088299 req, miss ratio 0.0316, byte miss ratio 0.0316
cdn1_colo28.ns571 S3FIFO-0.8500-1.9000 cache size    12179, 2088299 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_colo28.ns571 S3FIFO-0.7000-0.9000 cache size       15, 2088299 req, miss ratio 0.9024, byte miss ratio 0.9024
cdn1_colo28.ns571 S3FIFO-0.7000-0.9000 cache size       45, 2088299 req, miss ratio 0.8266, byte miss ratio 0.8266
cdn1_colo28.ns571 S3FIFO-0.7000-0.9000 cache size      152, 2088299 req, miss ratio 0.7241, byte miss ratio 0.7241
cdn1_colo28.ns571 S3FIFO-0.7000-0.9000 cache size      456, 2088299 req, miss ratio 0.5388, byte miss ratio 0.5388
cdn1_colo28.ns571 S3FIFO-0.7000-0.9000 cache size     1522, 2088299 req, miss ratio 0.2210, byte miss ratio 0.2210
cdn1_colo28.ns571 S3FIFO-0.7000-0.9000 cache size     3044, 2088299 req, miss ratio 0.0864, byte miss ratio 0.0864
cdn1_colo28.ns571 S3FIFO-0.7000-0.9000 cache size     6089, 2088299 req, miss ratio 0.0280, byte miss ratio 0.0280
cdn1_colo28.ns571 S3FIFO-0.7000-0.9000 cache size    12179, 2088299 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_colo28.ns571 S3FIFO-0.9000-0.9000 cache size       15, 2088299 req, miss ratio 0.9428, byte miss ratio 0.9428
cdn1_colo28.ns571 S3FIFO-0.9000-0.9000 cache size       45, 2088299 req, miss ratio 0.8716, byte miss ratio 0.8716
