io_traces.ns239 S3FIFO-0.4500-0.9000 cache size     1621, 39800000 req, miss ratio 0.2273, byte miss ratio 0.2273
io_traces.ns239 S3FIFO-0.4500-0.9000 cache size     4864, 39800000 req, miss ratio 0.2008, byte miss ratio 0.2008
io_traces.ns239 S3FIFO-0.4500-0.9000 cache size    16215, 39800000 req, miss ratio 0.1792, byte miss ratio 0.1792
io_traces.ns239 S3FIFO-0.4500-0.9000 cache size    48645, 39800000 req, miss ratio 0.1404, byte miss ratio 0.1404
io_traces.ns239 S3FIFO-0.4500-0.9000 cache size   162152, 39800000 req, miss ratio 0.0721, byte miss ratio 0.0721
io_traces.ns239 S3FIFO-0.4500-0.9000 cache size   324305, 39800000 req, miss ratio 0.0544, byte miss ratio 0.0544
io_traces.ns239 S3FIFO-0.4500-0.9000 cache size   648610, 39800000 req, miss ratio 0.0477, byte miss ratio 0.0477
io_traces.ns239 S3FIFO-0.4500-0.9000 cache size  1297220, 39800000 req, miss ratio 0.0415, byte miss ratio 0.0415
io_traces.ns239 S3FIFO-0.0100-1.9000 cache size     1621, 39800000 req, miss ratio 0.2301, byte miss ratio 0.2301
io_traces.ns239 S3FIFO-0.0100-1.9000 cache size     4864, 39800000 req, miss ratio 0.1998, byte miss ratio 0.1998
io_traces.ns239 S3FIFO-0.0100-1.9000 cache size    16215, 39800000 req, miss ratio 0.1776, byte miss ratio 0.1776
io_traces.ns239 S3FIFO-0.0100-1.9000 cache size    48645, 39800000 req, miss ratio 0.1421, byte miss ratio 0.1421
io_traces.ns239 S3FIFO-0.0100-1.9000 cache size   162152, 39800000 req, miss ratio 0.0922, byte miss ratio 0.0922
io_traces.ns239 S3FIFO-0.0100-1.9000 cache size   324305, 39800000 req, miss ratio 0.0711, byte miss ratio 0.0711
io_traces.ns239 S3FIFO-0.0100-1.9000 cache size   648610, 39800000 req, miss ratio 0.0573, byte miss ratio 0.0573
io_traces.ns239 S3FIFO-0.0100-1.9000 cache size  1297220, 39800000 req, miss ratio 0.0424, byte miss ratio 0.0424
io_traces.ns239 S3FIFO-0.8000-1.9000 cache size     1621, 39800000 req, miss ratio 0.2615, byte miss ratio 0.2615
