tencentBlock.ns14002 S3FIFO-0.0100-1.9000 cache size     3422, 12588320 req, miss ratio 0.6210, byte miss ratio 0.6210
tencentBlock.ns14002 S3FIFO-0.0100-1.9000 cache size    10268, 12588320 req, miss ratio 0.5710, byte miss ratio 0.5710
tencentBlock.ns14002 S3FIFO-0.0100-1.9000 cache size    34227, 12588320 req, miss ratio 0.5083, byte miss ratio 0.5083
tencentBlock.ns14002 S3FIFO-0.0100-1.9000 cache size   102682, 12588320 req, miss ratio 0.3990, byte miss ratio 0.3990
tencentBlock.ns14002 S3FIFO-0.0100-1.9000 cache size   342276, 12588320 req, miss ratio 0.3290, byte miss ratio 0.3290
tencentBlock.ns14002 S3FIFO-0.0100-1.9000 cache size   684552, 12588320 req, miss ratio 0.3021, byte miss ratio 0.3021
tencentBlock.ns14002 S3FIFO-0.0100-1.9000 cache size  1369105, 12588320 req, miss ratio 0.2858, byte miss ratio 0.2858
tencentBlock.ns14002 S3FIFO-0.0100-1.9000 cache size  2738210, 12588320 req, miss ratio 0.2733, byte miss ratio 0.2733
tencentBlock.ns14002 S3FIFO-0.8500-0.9000 cache size     3422, 12588320 req, miss ratio 0.6503, byte miss ratio 0.6503
tencentBlock.ns14002 S3FIFO-0.8500-0.9000 cache size    10268, 12588320 req, miss ratio 0.6133, byte miss ratio 0.6133
tencentBlock.ns14002 S3FIFO-0.8500-0.9000 cache size    34227, 12588320 req, miss ratio 0.5390, byte miss ratio 0.5390
tencentBlock.ns14002 S3FIFO-0.8500-0.9000 cache size   102682, 12588320 req, miss ratio 0.4742, byte miss ratio 0.4742
tencentBlock.ns14002 S3FIFO-0.8500-0.9000 cache size   342276, 12588320 req, miss ratio 0.3818, byte miss ratio 0.3818
tencentBlock.ns14002 S3FIFO-0.8500-0.9000 cache size   684552, 12588320 req, miss ratio 0.3355, byte miss ratio 0.3355
tencentBlock.ns14002 S3FIFO-0.8500-0.9000 cache size  1369105, 12588320 req, miss ratio 0.2977, byte miss ratio 0.2977
tencentBlock.ns14002 S3FIFO-0.8500-0.9000 cache size  2738210, 12588320 req, miss ratio 0.2738, byte miss ratio 0.2738
tencentBlock.ns14002 S3FIFO-0.0500-0.9000 cache size     3422, 12588320 req, miss ratio 0.6461, byte miss ratio 0.6461
tencentBlock.ns14002 S3FIFO-0.0500-0.9000 cache size    10268, 12588320 req, miss ratio 0.5800, byte miss ratio 0.5800
tencentBlock.ns14002 S3FIFO-0.0500-0.9000 cache size    34227, 12588320 req, miss ratio 0.5073, byte miss ratio 0.5073
tencentBlock.ns14002 S3FIFO-0.0500-0.9000 cache size   102682, 12588320 req, miss ratio 0.3987, byte miss ratio 0.3987
tencentBlock.ns14002 S3FIFO-0.0500-0.9000 cache size   342276, 12588320 req, miss ratio 0.3309, byte miss ratio 0.3309
tencentBlock.ns14002 S3FIFO-0.0500-0.9000 cache size   684552, 12588320 req, miss ratio 0.3035, byte miss ratio 0.3035
tencentBlock.ns14002 S3FIFO-0.0500-0.9000 cache size  1369105, 12588320 req, miss ratio 0.2858, byte miss ratio 0.2858
tencentBlock.ns14002 S3FIFO-0.0500-0.9000 cache size  2738210, 12588320 req, miss ratio 0.2733, byte miss ratio 0.2733
tencentBlock.ns14002 S3FIFO-0.6500-1.9000 cache size     3422, 12588320 req, miss ratio 0.6441, byte miss ratio 0.6441
tencentBlock.ns14002 S3FIFO-0.6500-1.9000 cache size    10268, 12588320 req, miss ratio 0.5910, byte miss ratio 0.5910
tencentBlock.ns14002 S3FIFO-0.6500-1.9000 cache size    34227, 12588320 req, miss ratio 0.5253, byte miss ratio 0.5253
tencentBlock.ns14002 S3FIFO-0.6500-1.9000 cache size   102682, 12588320 req, miss ratio 0.4546, byte miss ratio 0.4546
tencentBlock.ns14002 S3FIFO-0.6500-1.9000 cache size   342276, 12588320 req, miss ratio 0.3599, byte miss ratio 0.3599
tencentBlock.ns14002 S3FIFO-0.6500-1.9000 cache size   684552, 12588320 req, miss ratio 0.3202, byte miss ratio 0.3202
tencentBlock.ns14002 S3FIFO-0.6500-1.9000 cache size  1369105, 12588320 req, miss ratio 0.2873, byte miss ratio 0.2873
tencentBlock.ns14002 S3FIFO-0.6500-1.9000 cache size  2738210, 12588320 req, miss ratio 0.2733, byte miss ratio 0.2733
tencentBlock.ns14002 S3FIFO-0.9900-1.9000 cache size     3422, 12588320 req, miss ratio 0.6764, byte miss ratio 0.6764
tencentBlock.ns14002 S3FIFO-0.9900-1.9000 cache size    10268, 12588320 req, miss ratio 0.6315, byte miss ratio 0.6315
