tencentBlock.ns7894 S3FIFO-0.5500-1.9000 cache size      276, 5751466 req, miss ratio 0.6832, byte miss ratio 0.6832
tencentBlock.ns7894 S3FIFO-0.5500-1.9000 cache size      830, 5751466 req, miss ratio 0.6596, byte miss ratio 0.6596
tencentBlock.ns7894 S3FIFO-0.5500-1.9000 cache size     2767, 5751466 req, miss ratio 0.6376, byte miss ratio 0.6376
tencentBlock.ns7894 S3FIFO-0.5500-1.9000 cache size     8302, 5751466 req, miss ratio 0.4305, byte miss ratio 0.4305
tencentBlock.ns7894 S3FIFO-0.5500-1.9000 cache size    27674, 5751466 req, miss ratio 0.2477, byte miss ratio 0.2477
tencentBlock.ns7894 S3FIFO-0.5500-1.9000 cache size    55349, 5751466 req, miss ratio 0.1004, byte miss ratio 0.1004
tencentBlock.ns7894 S3FIFO-0.5500-1.9000 cache size   110698, 5751466 req, miss ratio 0.0606, byte miss ratio 0.0606
tencentBlock.ns7894 S3FIFO-0.5500-1.9000 cache size   221396, 5751466 req, miss ratio 0.0490, byte miss ratio 0.0490
tencentBlock.ns7894 S3FIFO-0.0500-0.9000 cache size      276, 5751466 req, miss ratio 0.6816, byte miss ratio 0.6816
tencentBlock.ns7894 S3FIFO-0.0500-0.9000 cache size      830, 5751466 req, miss ratio 0.6532, byte miss ratio 0.6532
tencentBlock.ns7894 S3FIFO-0.0500-0.9000 cache size     2767, 5751466 req, miss ratio 0.5404, byte miss ratio 0.5404
tencentBlock.ns7894 S3FIFO-0.0500-0.9000 cache size     8302, 5751466 req, miss ratio 0.3214, byte miss ratio 0.3214
tencentBlock.ns7894 S3FIFO-0.0500-0.9000 cache size    27674, 5751466 req, miss ratio 0.1723, byte miss ratio 0.1723
tencentBlock.ns7894 S3FIFO-0.0500-0.9000 cache size    55349, 5751466 req, miss ratio 0.0819, byte miss ratio 0.0819
tencentBlock.ns7894 S3FIFO-0.0500-0.9000 cache size   110698, 5751466 req, miss ratio 0.0562, byte miss ratio 0.0562
tencentBlock.ns7894 S3FIFO-0.0500-0.9000 cache size   221396, 5751466 req, miss ratio 0.0490, byte miss ratio 0.0490
tencentBlock.ns7894 S3FIFO-0.3500-1.9000 cache size      276, 5751466 req, miss ratio 0.6782, byte miss ratio 0.6782
tencentBlock.ns7894 S3FIFO-0.3500-1.9000 cache size      830, 5751466 req, miss ratio 0.6535, byte miss ratio 0.6535
tencentBlock.ns7894 S3FIFO-0.3500-1.9000 cache size     2767, 5751466 req, miss ratio 0.6184, byte miss ratio 0.6184
tencentBlock.ns7894 S3FIFO-0.3500-1.9000 cache size     8302, 5751466 req, miss ratio 0.3824, byte miss ratio 0.3824
tencentBlock.ns7894 S3FIFO-0.3500-1.9000 cache size    27674, 5751466 req, miss ratio 0.2591, byte miss ratio 0.2591
tencentBlock.ns7894 S3FIFO-0.3500-1.9000 cache size    55349, 5751466 req, miss ratio 0.0869, byte miss ratio 0.0869
tencentBlock.ns7894 S3FIFO-0.3500-1.9000 cache size   110698, 5751466 req, miss ratio 0.0580, byte miss ratio 0.0580
tencentBlock.ns7894 S3FIFO-0.3500-1.9000 cache size   221396, 5751466 req, miss ratio 0.0490, byte miss ratio 0.0490
tencentBlock.ns7894 S3FIFO-0.7500-0.9000 cache size      276, 5751466 req, miss ratio 0.6936, byte miss ratio 0.6936
tencentBlock.ns7894 S3FIFO-0.7500-0.9000 cache size      830, 5751466 req, miss ratio 0.6657, byte miss ratio 0.6657
tencentBlock.ns7894 S3FIFO-0.7500-0.9000 cache size     2767, 5751466 req, miss ratio 0.6414, byte miss ratio 0.6414
tencentBlock.ns7894 S3FIFO-0.7500-0.9000 cache size     8302, 5751466 req, miss ratio 0.4631, byte miss ratio 0.4631
tencentBlock.ns7894 S3FIFO-0.7500-0.9000 cache size    27674, 5751466 req, miss ratio 0.2521, byte miss ratio 0.2521
tencentBlock.ns7894 S3FIFO-0.7500-0.9000 cache size    55349, 5751466 req, miss ratio 0.1170, byte miss ratio 0.1170
tencentBlock.ns7894 S3FIFO-0.7500-0.9000 cache size   110698, 5751466 req, miss ratio 0.0664, byte miss ratio 0.0664
tencentBlock.ns7894 S3FIFO-0.7500-0.9000 cache size   221396, 5751466 req, miss ratio 0.0494, byte miss ratio 0.0494
tencentBlock.ns7894 S3FIFO-0.6500-0.9000 cache size      276, 5751466 req, miss ratio 0.6874, byte miss ratio 0.6874
tencentBlock.ns7894 S3FIFO-0.6500-0.9000 cache size      830, 5751466 req, miss ratio 0.6622, byte miss ratio 0.6622
tencentBlock.ns7894 S3FIFO-0.6500-0.9000 cache size     2767, 5751466 req, miss ratio 0.6330, byte miss ratio 0.6330
tencentBlock.ns7894 S3FIFO-0.6500-0.9000 cache size     8302, 5751466 req, miss ratio 0.4431, byte miss ratio 0.4431
tencentBlock.ns7894 S3FIFO-0.6500-0.9000 cache size    27674, 5751466 req, miss ratio 0.2463, byte miss ratio 0.2463
tencentBlock.ns7894 S3FIFO-0.6500-0.9000 cache size    55349, 5751466 req, miss ratio 0.1082, byte miss ratio 0.1082
tencentBlock.ns7894 S3FIFO-0.6500-0.9000 cache size   110698, 5751466 req, miss ratio 0.0626, byte miss ratio 0.0626
tencentBlock.ns7894 S3FIFO-0.6500-0.9000 cache size   221396, 5751466 req, miss ratio 0.0491, byte miss ratio 0.0491
tencentBlock.ns7894 S3FIFO-0.4500-0.9000 cache size      276, 5751466 req, miss ratio 0.6797, byte miss ratio 0.6797
tencentBlock.ns7894 S3FIFO-0.4500-0.9000 cache size      830, 5751466 req, miss ratio 0.6554, byte miss ratio 0.6554
tencentBlock.ns7894 S3FIFO-0.4500-0.9000 cache size     2767, 5751466 req, miss ratio 0.6087, byte miss ratio 0.6087
tencentBlock.ns7894 S3FIFO-0.4500-0.9000 cache size     8302, 5751466 req, miss ratio 0.3892, byte miss ratio 0.3892
tencentBlock.ns7894 S3FIFO-0.4500-0.9000 cache size    27674, 5751466 req, miss ratio 0.2597, byte miss ratio 0.2597
tencentBlock.ns7894 S3FIFO-0.4500-0.9000 cache size    55349, 5751466 req, miss ratio 0.0935, byte miss ratio 0.0935
tencentBlock.ns7894 S3FIFO-0.4500-0.9000 cache size   110698, 5751466 req, miss ratio 0.0593, byte miss ratio 0.0593
tencentBlock.ns7894 S3FIFO-0.4500-0.9000 cache size   221396, 5751466 req, miss ratio 0.0490, byte miss ratio 0.0490
tencentBlock.ns7894 S3FIFO-0.9900-0.9000 cache size      276, 5751466 req, miss ratio 0.7192, byte miss ratio 0.7192
tencentBlock.ns7894 S3FIFO-0.9900-0.9000 cache size      830, 5751466 req, miss ratio 0.6871, byte miss ratio 0.6871
tencentBlock.ns7894 S3FIFO-0.9900-0.9000 cache size     2767, 5751466 req, miss ratio 0.6518, byte miss ratio 0.6518
tencentBlock.ns7894 S3FIFO-0.9900-0.9000 cache size     8302, 5751466 req, miss ratio 0.4918, byte miss ratio 0.4918
tencentBlock.ns7894 S3FIFO-0.9900-0.9000 cache size    27674, 5751466 req, miss ratio 0.2563, byte miss ratio 0.2563
tencentBlock.ns7894 S3FIFO-0.9900-0.9000 cache size    55349, 5751466 req, miss ratio 0.1343, byte miss ratio 0.1343
tencentBlock.ns7894 S3FIFO-0.9900-0.9000 cache size   110698, 5751466 req, miss ratio 0.0782, byte miss ratio 0.0782
tencentBlock.ns7894 S3FIFO-0.9900-0.9000 cache size   221396, 5751466 req, miss ratio 0.0554, byte miss ratio 0.0554
tencentBlock.ns7894 S3FIFO-0.2500-0.9000 cache size      276, 5751466 req, miss ratio 0.6776, byte miss ratio 0.6776
tencentBlock.ns7894 S3FIFO-0.2500-0.9000 cache size      830, 5751466 req, miss ratio 0.6516, byte miss ratio 0.6516
tencentBlock.ns7894 S3FIFO-0.2500-0.9000 cache size     2767, 5751466 req, miss ratio 0.5751, byte miss ratio 0.5751
tencentBlock.ns7894 S3FIFO-0.2500-0.9000 cache size     8302, 5751466 req, miss ratio 0.3428, byte miss ratio 0.3428
tencentBlock.ns7894 S3FIFO-0.2500-0.9000 cache size    27674, 5751466 req, miss ratio 0.2304, byte miss ratio 0.2304
tencentBlock.ns7894 S3FIFO-0.2500-0.9000 cache size    55349, 5751466 req, miss ratio 0.0837, byte miss ratio 0.0837
