cdn1_colo28.ns74 S3FIFO-0.4500-1.9000 cache size     1897, 85144373 req, miss ratio 0.0274, byte miss ratio 0.0274
cdn1_colo28.ns74 S3FIFO-0.4500-1.9000 cache size     5691, 85144373 req, miss ratio 0.0248, byte miss ratio 0.0248
cdn1_colo28.ns74 S3FIFO-0.4500-1.9000 cache size    18970, 85144373 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns74 S3FIFO-0.4500-1.9000 cache size    56911, 85144373 req, miss ratio 0.0233, byte miss ratio 0.0233
cdn1_colo28.ns74 S3FIFO-0.4500-1.9000 cache size   189703, 85144373 req, miss ratio 0.0228, byte miss ratio 0.0228
cdn1_colo28.ns74 S3FIFO-0.4500-1.9000 cache size   379407, 85144373 req, miss ratio 0.0226, byte miss ratio 0.0226
cdn1_colo28.ns74 S3FIFO-0.4500-1.9000 cache size   758815, 85144373 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_colo28.ns74 S3FIFO-0.4500-1.9000 cache size  1517631, 85144373 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_colo28.ns74 S3FIFO-0.5000-1.9000 cache size     1897, 85144373 req, miss ratio 0.0275, byte miss ratio 0.0275
cdn1_colo28.ns74 S3FIFO-0.5000-1.9000 cache size     5691, 85144373 req, miss ratio 0.0249, byte miss ratio 0.0249
cdn1_colo28.ns74 S3FIFO-0.5000-1.9000 cache size    18970, 85144373 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns74 S3FIFO-0.5000-1.9000 cache size    56911, 85144373 req, miss ratio 0.0233, byte miss ratio 0.0233
cdn1_colo28.ns74 S3FIFO-0.5000-1.9000 cache size   189703, 85144373 req, miss ratio 0.0228, byte miss ratio 0.0228
cdn1_colo28.ns74 S3FIFO-0.5000-1.9000 cache size   379407, 85144373 req, miss ratio 0.0226, byte miss ratio 0.0226
cdn1_colo28.ns74 S3FIFO-0.5000-1.9000 cache size   758815, 85144373 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_colo28.ns74 S3FIFO-0.5000-1.9000 cache size  1517631, 85144373 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_colo28.ns74 S3FIFO-0.9500-0.9000 cache size     1897, 85144373 req, miss ratio 0.0292, byte miss ratio 0.0292
cdn1_colo28.ns74 S3FIFO-0.9500-0.9000 cache size     5691, 85144373 req, miss ratio 0.0260, byte miss ratio 0.0260
cdn1_colo28.ns74 S3FIFO-0.9500-0.9000 cache size    18970, 85144373 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_colo28.ns74 S3FIFO-0.9500-0.9000 cache size    56911, 85144373 req, miss ratio 0.0236, byte miss ratio 0.0236
cdn1_colo28.ns74 S3FIFO-0.9500-0.9000 cache size   189703, 85144373 req, miss ratio 0.0230, byte miss ratio 0.0230
cdn1_colo28.ns74 S3FIFO-0.9500-0.9000 cache size   379407, 85144373 req, miss ratio 0.0227, byte miss ratio 0.0227
cdn1_colo28.ns74 S3FIFO-0.9500-0.9000 cache size   758815, 85144373 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_colo28.ns74 S3FIFO-0.9500-0.9000 cache size  1517631, 85144373 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_colo28.ns74 S3FIFO-0.7000-1.9000 cache size     1897, 85144373 req, miss ratio 0.0279, byte miss ratio 0.0279
cdn1_colo28.ns74 S3FIFO-0.7000-1.9000 cache size     5691, 85144373 req, miss ratio 0.0252, byte miss ratio 0.0252
cdn1_colo28.ns74 S3FIFO-0.7000-1.9000 cache size    18970, 85144373 req, miss ratio 0.0239, byte miss ratio 0.0239
cdn1_colo28.ns74 S3FIFO-0.7000-1.9000 cache size    56911, 85144373 req, miss ratio 0.0234, byte miss ratio 0.0234
cdn1_colo28.ns74 S3FIFO-0.7000-1.9000 cache size   189703, 85144373 req, miss ratio 0.0229, byte miss ratio 0.0229
cdn1_colo28.ns74 S3FIFO-0.7000-1.9000 cache size   379407, 85144373 req, miss ratio 0.0226, byte miss ratio 0.0226
cdn1_colo28.ns74 S3FIFO-0.7000-1.9000 cache size   758815, 85144373 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_colo28.ns74 S3FIFO-0.7000-1.9000 cache size  1517631, 85144373 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_colo28.ns74 S3FIFO-0.4000-1.9000 cache size     1897, 85144373 req, miss ratio 0.0275, byte miss ratio 0.0275
cdn1_colo28.ns74 S3FIFO-0.4000-1.9000 cache size     5691, 85144373 req, miss ratio 0.0248, byte miss ratio 0.0248
cdn1_colo28.ns74 S3FIFO-0.4000-1.9000 cache size    18970, 85144373 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns74 S3FIFO-0.4000-1.9000 cache size    56911, 85144373 req, miss ratio 0.0233, byte miss ratio 0.0233
cdn1_colo28.ns74 S3FIFO-0.4000-1.9000 cache size   189703, 85144373 req, miss ratio 0.0228, byte miss ratio 0.0228
cdn1_colo28.ns74 S3FIFO-0.4000-1.9000 cache size   379407, 85144373 req, miss ratio 0.0226, byte miss ratio 0.0226
cdn1_colo28.ns74 S3FIFO-0.4000-1.9000 cache size   758815, 85144373 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_colo28.ns74 S3FIFO-0.4000-1.9000 cache size  1517631, 85144373 req, miss ratio 0.0223, byte miss ratio 0.0223
