cdn1_colo28.ns1586 S3FIFO-0.4000-0.9000 cache size       96, 3298653 req, miss ratio 0.8903, byte miss ratio 0.8903
cdn1_colo28.ns1586 S3FIFO-0.4000-0.9000 cache size      289, 3298653 req, miss ratio 0.8244, byte miss ratio 0.8244
cdn1_colo28.ns1586 S3FIFO-0.4000-0.9000 cache size      964, 3298653 req, miss ratio 0.6905, byte miss ratio 0.6905
cdn1_colo28.ns1586 S3FIFO-0.4000-0.9000 cache size     2893, 3298653 req, miss ratio 0.4777, byte miss ratio 0.4777
cdn1_colo28.ns1586 S3FIFO-0.4000-0.9000 cache size     9646, 3298653 req, miss ratio 0.1911, byte miss ratio 0.1911
cdn1_colo28.ns1586 S3FIFO-0.4000-0.9000 cache size    19293, 3298653 req, miss ratio 0.0963, byte miss ratio 0.0963
cdn1_colo28.ns1586 S3FIFO-0.4000-0.9000 cache size    38586, 3298653 req, miss ratio 0.0525, byte miss ratio 0.0525
cdn1_colo28.ns1586 S3FIFO-0.4000-0.9000 cache size    77172, 3298653 req, miss ratio 0.0307, byte miss ratio 0.0307
cdn1_colo28.ns1586 S3FIFO-0.8000-0.9000 cache size       96, 3298653 req, miss ratio 0.9183, byte miss ratio 0.9183
cdn1_colo28.ns1586 S3FIFO-0.8000-0.9000 cache size      289, 3298653 req, miss ratio 0.8647, byte miss ratio 0.8647
cdn1_colo28.ns1586 S3FIFO-0.8000-0.9000 cache size      964, 3298653 req, miss ratio 0.7510, byte miss ratio 0.7510
cdn1_colo28.ns1586 S3FIFO-0.8000-0.9000 cache size     2893, 3298653 req, miss ratio 0.5480, byte miss ratio 0.5480
cdn1_colo28.ns1586 S3FIFO-0.8000-0.9000 cache size     9646, 3298653 req, miss ratio 0.2417, byte miss ratio 0.2417
cdn1_colo28.ns1586 S3FIFO-0.8000-0.9000 cache size    19293, 3298653 req, miss ratio 0.1233, byte miss ratio 0.1233
cdn1_colo28.ns1586 S3FIFO-0.8000-0.9000 cache size    38586, 3298653 req, miss ratio 0.0623, byte miss ratio 0.0623
cdn1_colo28.ns1586 S3FIFO-0.8000-0.9000 cache size    77172, 3298653 req, miss ratio 0.0324, byte miss ratio 0.0324
cdn1_colo28.ns1586 S3FIFO-0.3500-1.9000 cache size       96, 3298653 req, miss ratio 0.8916, byte miss ratio 0.8916
cdn1_colo28.ns1586 S3FIFO-0.3500-1.9000 cache size      289, 3298653 req, miss ratio 0.8276, byte miss ratio 0.8276
cdn1_colo28.ns1586 S3FIFO-0.3500-1.9000 cache size      964, 3298653 req, miss ratio 0.6976, byte miss ratio 0.6976
cdn1_colo28.ns1586 S3FIFO-0.3500-1.9000 cache size     2893, 3298653 req, miss ratio 0.4805, byte miss ratio 0.4805
cdn1_colo28.ns1586 S3FIFO-0.3500-1.9000 cache size     9646, 3298653 req, miss ratio 0.1870, byte miss ratio 0.1870
