tencentBlock.ns2216 S3FIFO-0.0500-0.9000 cache size     1929, 49119671 req, miss ratio 0.7922, byte miss ratio 0.7922
tencentBlock.ns2216 S3FIFO-0.0500-0.9000 cache size     5788, 49119671 req, miss ratio 0.7060, byte miss ratio 0.7060
tencentBlock.ns2216 S3FIFO-0.0500-0.9000 cache size    19293, 49119671 req, miss ratio 0.5892, byte miss ratio 0.5892
tencentBlock.ns2216 S3FIFO-0.0500-0.9000 cache size    57881, 49119671 req, miss ratio 0.4574, byte miss ratio 0.4574
tencentBlock.ns2216 S3FIFO-0.0500-0.9000 cache size   192939, 49119671 req, miss ratio 0.2612, byte miss ratio 0.2612
tencentBlock.ns2216 S3FIFO-0.0500-0.9000 cache size   385878, 49119671 req, miss ratio 0.1623, byte miss ratio 0.1623
tencentBlock.ns2216 S3FIFO-0.0500-0.9000 cache size   771756, 49119671 req, miss ratio 0.0702, byte miss ratio 0.0702
tencentBlock.ns2216 S3FIFO-0.0500-0.9000 cache size  1543513, 49119671 req, miss ratio 0.0420, byte miss ratio 0.0420
tencentBlock.ns2216 S3FIFO-0.8000-1.9000 cache size     1929, 49119671 req, miss ratio 0.7969, byte miss ratio 0.7969
tencentBlock.ns2216 S3FIFO-0.8000-1.9000 cache size     5788, 49119671 req, miss ratio 0.6915, byte miss ratio 0.6915
tencentBlock.ns2216 S3FIFO-0.8000-1.9000 cache size    19293, 49119671 req, miss ratio 0.5922, byte miss ratio 0.5922
tencentBlock.ns2216 S3FIFO-0.8000-1.9000 cache size    57881, 49119671 req, miss ratio 0.4877, byte miss ratio 0.4877
tencentBlock.ns2216 S3FIFO-0.8000-1.9000 cache size   192939, 49119671 req, miss ratio 0.2815, byte miss ratio 0.2815
tencentBlock.ns2216 S3FIFO-0.8000-1.9000 cache size   385878, 49119671 req, miss ratio 0.1819, byte miss ratio 0.1819
tencentBlock.ns2216 S3FIFO-0.8000-1.9000 cache size   771756, 49119671 req, miss ratio 0.0962, byte miss ratio 0.0962
tencentBlock.ns2216 S3FIFO-0.8000-1.9000 cache size  1543513, 49119671 req, miss ratio 0.0471, byte miss ratio 0.0471
tencentBlock.ns2216 S3FIFO-0.9000-1.9000 cache size     1929, 49119671 req, miss ratio 0.8033, byte miss ratio 0.8033
tencentBlock.ns2216 S3FIFO-0.9000-1.9000 cache size     5788, 49119671 req, miss ratio 0.7006, byte miss ratio 0.7006
tencentBlock.ns2216 S3FIFO-0.9000-1.9000 cache size    19293, 49119671 req, miss ratio 0.6023, byte miss ratio 0.6023
tencentBlock.ns2216 S3FIFO-0.9000-1.9000 cache size    57881, 49119671 req, miss ratio 0.4923, byte miss ratio 0.4923
tencentBlock.ns2216 S3FIFO-0.9000-1.9000 cache size   192939, 49119671 req, miss ratio 0.2883, byte miss ratio 0.2883
tencentBlock.ns2216 S3FIFO-0.9000-1.9000 cache size   385878, 49119671 req, miss ratio 0.1897, byte miss ratio 0.1897
tencentBlock.ns2216 S3FIFO-0.9000-1.9000 cache size   771756, 49119671 req, miss ratio 0.1008, byte miss ratio 0.1008
tencentBlock.ns2216 S3FIFO-0.9000-1.9000 cache size  1543513, 49119671 req, miss ratio 0.0493, byte miss ratio 0.0493
tencentBlock.ns2216 S3FIFO-0.9900-0.9000 cache size     1929, 49119671 req, miss ratio 0.8077, byte miss ratio 0.8077
tencentBlock.ns2216 S3FIFO-0.9900-0.9000 cache size     5788, 49119671 req, miss ratio 0.7081, byte miss ratio 0.7081
tencentBlock.ns2216 S3FIFO-0.9900-0.9000 cache size    19293, 49119671 req, miss ratio 0.6130, byte miss ratio 0.6130
tencentBlock.ns2216 S3FIFO-0.9900-0.9000 cache size    57881, 49119671 req, miss ratio 0.5061, byte miss ratio 0.5061
tencentBlock.ns2216 S3FIFO-0.9900-0.9000 cache size   192939, 49119671 req, miss ratio 0.2966, byte miss ratio 0.2966
tencentBlock.ns2216 S3FIFO-0.9900-0.9000 cache size   385878, 49119671 req, miss ratio 0.1955, byte miss ratio 0.1955
tencentBlock.ns2216 S3FIFO-0.9900-0.9000 cache size   771756, 49119671 req, miss ratio 0.1051, byte miss ratio 0.1051
tencentBlock.ns2216 S3FIFO-0.9900-0.9000 cache size  1543513, 49119671 req, miss ratio 0.0510, byte miss ratio 0.0510
tencentBlock.ns2216 S3FIFO-0.9500-1.9000 cache size     1929, 49119671 req, miss ratio 0.8059, byte miss ratio 0.8059
tencentBlock.ns2216 S3FIFO-0.9500-1.9000 cache size     5788, 49119671 req, miss ratio 0.7063, byte miss ratio 0.7063
tencentBlock.ns2216 S3FIFO-0.9500-1.9000 cache size    19293, 49119671 req, miss ratio 0.6092, byte miss ratio 0.6092
tencentBlock.ns2216 S3FIFO-0.9500-1.9000 cache size    57881, 49119671 req, miss ratio 0.4961, byte miss ratio 0.4961
tencentBlock.ns2216 S3FIFO-0.9500-1.9000 cache size   192939, 49119671 req, miss ratio 0.2915, byte miss ratio 0.2915
tencentBlock.ns2216 S3FIFO-0.9500-1.9000 cache size   385878, 49119671 req, miss ratio 0.1931, byte miss ratio 0.1931
tencentBlock.ns2216 S3FIFO-0.9500-1.9000 cache size   771756, 49119671 req, miss ratio 0.1033, byte miss ratio 0.1033
tencentBlock.ns2216 S3FIFO-0.9500-1.9000 cache size  1543513, 49119671 req, miss ratio 0.0504, byte miss ratio 0.0504
tencentBlock.ns2216 S3FIFO-0.7500-0.9000 cache size     1929, 49119671 req, miss ratio 0.7924, byte miss ratio 0.7924
tencentBlock.ns2216 S3FIFO-0.7500-0.9000 cache size     5788, 49119671 req, miss ratio 0.6869, byte miss ratio 0.6869
tencentBlock.ns2216 S3FIFO-0.7500-0.9000 cache size    19293, 49119671 req, miss ratio 0.5850, byte miss ratio 0.5850
tencentBlock.ns2216 S3FIFO-0.7500-0.9000 cache size    57881, 49119671 req, miss ratio 0.4853, byte miss ratio 0.4853
tencentBlock.ns2216 S3FIFO-0.7500-0.9000 cache size   192939, 49119671 req, miss ratio 0.2788, byte miss ratio 0.2788
tencentBlock.ns2216 S3FIFO-0.7500-0.9000 cache size   385878, 49119671 req, miss ratio 0.1784, byte miss ratio 0.1784
tencentBlock.ns2216 S3FIFO-0.7500-0.9000 cache size   771756, 49119671 req, miss ratio 0.0941, byte miss ratio 0.0941
tencentBlock.ns2216 S3FIFO-0.7500-0.9000 cache size  1543513, 49119671 req, miss ratio 0.0461, byte miss ratio 0.0461
tencentBlock.ns2216 S3FIFO-0.0010-0.9000 cache size     1929, 49119671 req, miss ratio 0.7959, byte miss ratio 0.7959
tencentBlock.ns2216 S3FIFO-0.0010-0.9000 cache size     5788, 49119671 req, miss ratio 0.7156, byte miss ratio 0.7156
tencentBlock.ns2216 S3FIFO-0.0010-0.9000 cache size    19293, 49119671 req, miss ratio 0.6169, byte miss ratio 0.6169
tencentBlock.ns2216 S3FIFO-0.0010-0.9000 cache size    57881, 49119671 req, miss ratio 0.4918, byte miss ratio 0.4918
tencentBlock.ns2216 S3FIFO-0.0010-0.9000 cache size   192939, 49119671 req, miss ratio 0.2745, byte miss ratio 0.2745
tencentBlock.ns2216 S3FIFO-0.0010-0.9000 cache size   385878, 49119671 req, miss ratio 0.1683, byte miss ratio 0.1683
tencentBlock.ns2216 S3FIFO-0.0010-0.9000 cache size   771756, 49119671 req, miss ratio 0.0719, byte miss ratio 0.0719
tencentBlock.ns2216 S3FIFO-0.0010-0.9000 cache size  1543513, 49119671 req, miss ratio 0.0424, byte miss ratio 0.0424
tencentBlock.ns2216 S3FIFO-0.6500-0.9000 cache size     1929, 49119671 req, miss ratio 0.7879, byte miss ratio 0.7879
tencentBlock.ns2216 S3FIFO-0.6500-0.9000 cache size     5788, 49119671 req, miss ratio 0.6816, byte miss ratio 0.6816
tencentBlock.ns2216 S3FIFO-0.6500-0.9000 cache size    19293, 49119671 req, miss ratio 0.5772, byte miss ratio 0.5772
tencentBlock.ns2216 S3FIFO-0.6500-0.9000 cache size    57881, 49119671 req, miss ratio 0.4790, byte miss ratio 0.4790
tencentBlock.ns2216 S3FIFO-0.6500-0.9000 cache size   192939, 49119671 req, miss ratio 0.2728, byte miss ratio 0.2728
tencentBlock.ns2216 S3FIFO-0.6500-0.9000 cache size   385878, 49119671 req, miss ratio 0.1722, byte miss ratio 0.1722
tencentBlock.ns2216 S3FIFO-0.6500-0.9000 cache size   771756, 49119671 req, miss ratio 0.0897, byte miss ratio 0.0897
tencentBlock.ns2216 S3FIFO-0.6500-0.9000 cache size  1543513, 49119671 req, miss ratio 0.0450, byte miss ratio 0.0450
tencentBlock.ns2216 S3FIFO-0.9900-1.9000 cache size     1929, 49119671 req, miss ratio 0.8077, byte miss ratio 0.8077
tencentBlock.ns2216 S3FIFO-0.9900-1.9000 cache size     5788, 49119671 req, miss ratio 0.7101, byte miss ratio 0.7101
tencentBlock.ns2216 S3FIFO-0.9900-1.9000 cache size    19293, 49119671 req, miss ratio 0.6168, byte miss ratio 0.6168
tencentBlock.ns2216 S3FIFO-0.9900-1.9000 cache size    57881, 49119671 req, miss ratio 0.5049, byte miss ratio 0.5049
tencentBlock.ns2216 S3FIFO-0.9900-1.9000 cache size   192939, 49119671 req, miss ratio 0.2956, byte miss ratio 0.2956
tencentBlock.ns2216 S3FIFO-0.9900-1.9000 cache size   385878, 49119671 req, miss ratio 0.1955, byte miss ratio 0.1955
tencentBlock.ns2216 S3FIFO-0.9900-1.9000 cache size   771756, 49119671 req, miss ratio 0.1051, byte miss ratio 0.1051
tencentBlock.ns2216 S3FIFO-0.9900-1.9000 cache size  1543513, 49119671 req, miss ratio 0.0510, byte miss ratio 0.0510
tencentBlock.ns2216 S3FIFO-0.2000-1.9000 cache size     1929, 49119671 req, miss ratio 0.7825, byte miss ratio 0.7825
tencentBlock.ns2216 S3FIFO-0.2000-1.9000 cache size     5788, 49119671 req, miss ratio 0.6835, byte miss ratio 0.6835
tencentBlock.ns2216 S3FIFO-0.2000-1.9000 cache size    19293, 49119671 req, miss ratio 0.5664, byte miss ratio 0.5664
tencentBlock.ns2216 S3FIFO-0.2000-1.9000 cache size    57881, 49119671 req, miss ratio 0.4598, byte miss ratio 0.4598
tencentBlock.ns2216 S3FIFO-0.2000-1.9000 cache size   192939, 49119671 req, miss ratio 0.2608, byte miss ratio 0.2608
tencentBlock.ns2216 S3FIFO-0.2000-1.9000 cache size   385878, 49119671 req, miss ratio 0.1564, byte miss ratio 0.1564
tencentBlock.ns2216 S3FIFO-0.2000-1.9000 cache size   771756, 49119671 req, miss ratio 0.0735, byte miss ratio 0.0735
tencentBlock.ns2216 S3FIFO-0.2000-1.9000 cache size  1543513, 49119671 req, miss ratio 0.0435, byte miss ratio 0.0435
tencentBlock.ns2216 S3FIFO-0.0500-1.9000 cache size     1929, 49119671 req, miss ratio 0.7844, byte miss ratio 0.7844
tencentBlock.ns2216 S3FIFO-0.0500-1.9000 cache size     5788, 49119671 req, miss ratio 0.7020, byte miss ratio 0.7020
tencentBlock.ns2216 S3FIFO-0.0500-1.9000 cache size    19293, 49119671 req, miss ratio 0.5864, byte miss ratio 0.5864
tencentBlock.ns2216 S3FIFO-0.0500-1.9000 cache size    57881, 49119671 req, miss ratio 0.4577, byte miss ratio 0.4577
tencentBlock.ns2216 S3FIFO-0.0500-1.9000 cache size   192939, 49119671 req, miss ratio 0.2614, byte miss ratio 0.2614
tencentBlock.ns2216 S3FIFO-0.0500-1.9000 cache size   385878, 49119671 req, miss ratio 0.1623, byte miss ratio 0.1623
tencentBlock.ns2216 S3FIFO-0.0500-1.9000 cache size   771756, 49119671 req, miss ratio 0.0702, byte miss ratio 0.0702
tencentBlock.ns2216 S3FIFO-0.0500-1.9000 cache size  1543513, 49119671 req, miss ratio 0.0420, byte miss ratio 0.0420
tencentBlock.ns2216 S3FIFO-0.6500-1.9000 cache size     1929, 49119671 req, miss ratio 0.7888, byte miss ratio 0.7888
tencentBlock.ns2216 S3FIFO-0.6500-1.9000 cache size     5788, 49119671 req, miss ratio 0.6825, byte miss ratio 0.6825
tencentBlock.ns2216 S3FIFO-0.6500-1.9000 cache size    19293, 49119671 req, miss ratio 0.5801, byte miss ratio 0.5801
tencentBlock.ns2216 S3FIFO-0.6500-1.9000 cache size    57881, 49119671 req, miss ratio 0.4814, byte miss ratio 0.4814
tencentBlock.ns2216 S3FIFO-0.6500-1.9000 cache size   192939, 49119671 req, miss ratio 0.2723, byte miss ratio 0.2723
tencentBlock.ns2216 S3FIFO-0.6500-1.9000 cache size   385878, 49119671 req, miss ratio 0.1722, byte miss ratio 0.1722
tencentBlock.ns2216 S3FIFO-0.6500-1.9000 cache size   771756, 49119671 req, miss ratio 0.0897, byte miss ratio 0.0897
tencentBlock.ns2216 S3FIFO-0.6500-1.9000 cache size  1543513, 49119671 req, miss ratio 0.0450, byte miss ratio 0.0450
tencentBlock.ns2216 S3FIFO-0.4500-1.9000 cache size     1929, 49119671 req, miss ratio 0.7832, byte miss ratio 0.7832
tencentBlock.ns2216 S3FIFO-0.4500-1.9000 cache size     5788, 49119671 req, miss ratio 0.6760, byte miss ratio 0.6760
tencentBlock.ns2216 S3FIFO-0.4500-1.9000 cache size    19293, 49119671 req, miss ratio 0.5696, byte miss ratio 0.5696
tencentBlock.ns2216 S3FIFO-0.4500-1.9000 cache size    57881, 49119671 req, miss ratio 0.4725, byte miss ratio 0.4725
tencentBlock.ns2216 S3FIFO-0.4500-1.9000 cache size   192939, 49119671 req, miss ratio 0.2640, byte miss ratio 0.2640
tencentBlock.ns2216 S3FIFO-0.4500-1.9000 cache size   385878, 49119671 req, miss ratio 0.1629, byte miss ratio 0.1629
tencentBlock.ns2216 S3FIFO-0.4500-1.9000 cache size   771756, 49119671 req, miss ratio 0.0832, byte miss ratio 0.0832
tencentBlock.ns2216 S3FIFO-0.4500-1.9000 cache size  1543513, 49119671 req, miss ratio 0.0443, byte miss ratio 0.0443
tencentBlock.ns2216 S3FIFO-0.5500-1.9000 cache size     1929, 49119671 req, miss ratio 0.7853, byte miss ratio 0.7853
