cdn1_colo28.ns482 S3FIFO-0.1000-1.9000 cache size       13, 1346930 req, miss ratio 0.4558, byte miss ratio 0.4558
cdn1_colo28.ns482 S3FIFO-0.1000-1.9000 cache size       40, 1346930 req, miss ratio 0.1352, byte miss ratio 0.1352
cdn1_colo28.ns482 S3FIFO-0.1000-1.9000 cache size      136, 1346930 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_colo28.ns482 S3FIFO-0.1000-1.9000 cache size      272, 1346930 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_colo28.ns482 S3FIFO-0.1000-1.9000 cache size      544, 1346930 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns482 S3FIFO-0.1000-1.9000 cache size     1088, 1346930 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns482 S3FIFO-0.0010-0.9000 cache size       13, 1346930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns482 S3FIFO-0.0010-0.9000 cache size       40, 1346930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns482 S3FIFO-0.0010-0.9000 cache size      136, 1346930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns482 S3FIFO-0.0010-0.9000 cache size      272, 1346930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns482 S3FIFO-0.0010-0.9000 cache size      544, 1346930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns482 S3FIFO-0.0010-0.9000 cache size     1088, 1346930 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns482 S3FIFO-0.0250-0.9000 cache size       13, 1346930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns482 S3FIFO-0.0250-0.9000 cache size       40, 1346930 req, miss ratio 0.1247, byte miss ratio 0.1247
cdn1_colo28.ns482 S3FIFO-0.0250-0.9000 cache size      136, 1346930 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_colo28.ns482 S3FIFO-0.0250-0.9000 cache size      272, 1346930 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns482 S3FIFO-0.0250-0.9000 cache size      544, 1346930 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns482 S3FIFO-0.0250-0.9000 cache size     1088, 1346930 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns482 S3FIFO-0.0500-0.9000 cache size       13, 1346930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns482 S3FIFO-0.0500-0.9000 cache size       40, 1346930 req, miss ratio 0.1264, byte miss ratio 0.1264
cdn1_colo28.ns482 S3FIFO-0.0500-0.9000 cache size      136, 1346930 req, miss ratio 0.0173, byte miss ratio 0.0173
cdn1_colo28.ns482 S3FIFO-0.0500-0.9000 cache size      272, 1346930 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns482 S3FIFO-0.0500-0.9000 cache size      544, 1346930 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns482 S3FIFO-0.0500-0.9000 cache size     1088, 1346930 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns482 S3FIFO-0.0500-1.9000 cache size       13, 1346930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns482 S3FIFO-0.0500-1.9000 cache size       40, 1346930 req, miss ratio 0.1322, byte miss ratio 0.1322
cdn1_colo28.ns482 S3FIFO-0.0500-1.9000 cache size      136, 1346930 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns482 S3FIFO-0.0500-1.9000 cache size      272, 1346930 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_colo28.ns482 S3FIFO-0.0500-1.9000 cache size      544, 1346930 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns482 S3FIFO-0.0500-1.9000 cache size     1088, 1346930 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns482 S3FIFO-0.4500-0.9000 cache size       13, 1346930 req, miss ratio 0.5566, byte miss ratio 0.5566
cdn1_colo28.ns482 S3FIFO-0.4500-0.9000 cache size       40, 1346930 req, miss ratio 0.1588, byte miss ratio 0.1588
cdn1_colo28.ns482 S3FIFO-0.4500-0.9000 cache size      136, 1346930 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_colo28.ns482 S3FIFO-0.4500-0.9000 cache size      272, 1346930 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns482 S3FIFO-0.4500-0.9000 cache size      544, 1346930 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns482 S3FIFO-0.4500-0.9000 cache size     1088, 1346930 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns482 S3FIFO-0.0050-1.9000 cache size       13, 1346930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns482 S3FIFO-0.0050-1.9000 cache size       40, 1346930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns482 S3FIFO-0.0050-1.9000 cache size      136, 1346930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns482 S3FIFO-0.0050-1.9000 cache size      272, 1346930 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns482 S3FIFO-0.0050-1.9000 cache size      544, 1346930 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns482 S3FIFO-0.0050-1.9000 cache size     1088, 1346930 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns482 S3FIFO-0.9900-1.9000 cache size       13, 1346930 req, miss ratio 0.6114, byte miss ratio 0.6114
cdn1_colo28.ns482 S3FIFO-0.9900-1.9000 cache size       40, 1346930 req, miss ratio 0.2102, byte miss ratio 0.2102
cdn1_colo28.ns482 S3FIFO-0.9900-1.9000 cache size      136, 1346930 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_colo28.ns482 S3FIFO-0.9900-1.9000 cache size      272, 1346930 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_colo28.ns482 S3FIFO-0.9900-1.9000 cache size      544, 1346930 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns482 S3FIFO-0.9900-1.9000 cache size     1088, 1346930 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns482 S3FIFO-0.2000-0.9000 cache size       13, 1346930 req, miss ratio 0.4597, byte miss ratio 0.4597
cdn1_colo28.ns482 S3FIFO-0.2000-0.9000 cache size       40, 1346930 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_colo28.ns482 S3FIFO-0.2000-0.9000 cache size      136, 1346930 req, miss ratio 0.0200, byte miss ratio 0.0200
cdn1_colo28.ns482 S3FIFO-0.2000-0.9000 cache size      272, 1346930 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_colo28.ns482 S3FIFO-0.2000-0.9000 cache size      544, 1346930 req, miss ratio 0.0017, byte miss ratio 0.0017
