io_traces.ns121 S3FIFO-0.6500-0.9000 cache size     1958, 194400000 req, miss ratio 0.6419, byte miss ratio 0.6419
io_traces.ns121 S3FIFO-0.6500-0.9000 cache size     5875, 194400000 req, miss ratio 0.3364, byte miss ratio 0.3364
io_traces.ns121 S3FIFO-0.6500-0.9000 cache size    19585, 194400000 req, miss ratio 0.1040, byte miss ratio 0.1040
io_traces.ns121 S3FIFO-0.6500-0.9000 cache size    58755, 194400000 req, miss ratio 0.0609, byte miss ratio 0.0609
io_traces.ns121 S3FIFO-0.6500-0.9000 cache size   195850, 194400000 req, miss ratio 0.0245, byte miss ratio 0.0245
io_traces.ns121 S3FIFO-0.6500-0.9000 cache size   391701, 194400000 req, miss ratio 0.0155, byte miss ratio 0.0155
io_traces.ns121 S3FIFO-0.6500-0.9000 cache size   783402, 194400000 req, miss ratio 0.0122, byte miss ratio 0.0122
io_traces.ns121 S3FIFO-0.6500-0.9000 cache size  1566804, 194400000 req, miss ratio 0.0104, byte miss ratio 0.0104
io_traces.ns121 S3FIFO-0.0050-0.9000 cache size     1958, 194400000 req, miss ratio 0.5016, byte miss ratio 0.5016
io_traces.ns121 S3FIFO-0.0050-0.9000 cache size     5875, 194400000 req, miss ratio 0.1598, byte miss ratio 0.1598
io_traces.ns121 S3FIFO-0.0050-0.9000 cache size    19585, 194400000 req, miss ratio 0.0882, byte miss ratio 0.0882
io_traces.ns121 S3FIFO-0.0050-0.9000 cache size    58755, 194400000 req, miss ratio 0.0573, byte miss ratio 0.0573
io_traces.ns121 S3FIFO-0.0050-0.9000 cache size   195850, 194400000 req, miss ratio 0.0259, byte miss ratio 0.0259
io_traces.ns121 S3FIFO-0.0050-0.9000 cache size   391701, 194400000 req, miss ratio 0.0181, byte miss ratio 0.0181
io_traces.ns121 S3FIFO-0.0050-0.9000 cache size   783402, 194400000 req, miss ratio 0.0142, byte miss ratio 0.0142
io_traces.ns121 S3FIFO-0.0050-0.9000 cache size  1566804, 194400000 req, miss ratio 0.0106, byte miss ratio 0.0106
io_traces.ns121 S3FIFO-0.5000-1.9000 cache size     1958, 194400000 req, miss ratio 0.6409, byte miss ratio 0.6409
io_traces.ns121 S3FIFO-0.5000-1.9000 cache size     5875, 194400000 req, miss ratio 0.3114, byte miss ratio 0.3114
io_traces.ns121 S3FIFO-0.5000-1.9000 cache size    19585, 194400000 req, miss ratio 0.1013, byte miss ratio 0.1013
io_traces.ns121 S3FIFO-0.5000-1.9000 cache size    58755, 194400000 req, miss ratio 0.0596, byte miss ratio 0.0596
io_traces.ns121 S3FIFO-0.5000-1.9000 cache size   195850, 194400000 req, miss ratio 0.0232, byte miss ratio 0.0232
io_traces.ns121 S3FIFO-0.5000-1.9000 cache size   391701, 194400000 req, miss ratio 0.0148, byte miss ratio 0.0148
io_traces.ns121 S3FIFO-0.5000-1.9000 cache size   783402, 194400000 req, miss ratio 0.0121, byte miss ratio 0.0121
io_traces.ns121 S3FIFO-0.5000-1.9000 cache size  1566804, 194400000 req, miss ratio 0.0103, byte miss ratio 0.0103
io_traces.ns121 S3FIFO-0.2000-0.9000 cache size     1958, 194400000 req, miss ratio 0.5402, byte miss ratio 0.5402
io_traces.ns121 S3FIFO-0.2000-0.9000 cache size     5875, 194400000 req, miss ratio 0.2299, byte miss ratio 0.2299
io_traces.ns121 S3FIFO-0.2000-0.9000 cache size    19585, 194400000 req, miss ratio 0.0871, byte miss ratio 0.0871
io_traces.ns121 S3FIFO-0.2000-0.9000 cache size    58755, 194400000 req, miss ratio 0.0564, byte miss ratio 0.0564
io_traces.ns121 S3FIFO-0.2000-0.9000 cache size   195850, 194400000 req, miss ratio 0.0224, byte miss ratio 0.0224
io_traces.ns121 S3FIFO-0.2000-0.9000 cache size   391701, 194400000 req, miss ratio 0.0145, byte miss ratio 0.0145
io_traces.ns121 S3FIFO-0.2000-0.9000 cache size   783402, 194400000 req, miss ratio 0.0120, byte miss ratio 0.0120
io_traces.ns121 S3FIFO-0.2000-0.9000 cache size  1566804, 194400000 req, miss ratio 0.0103, byte miss ratio 0.0103
io_traces.ns121 S3FIFO-0.3000-0.9000 cache size     1958, 194400000 req, miss ratio 0.5673, byte miss ratio 0.5673
io_traces.ns121 S3FIFO-0.3000-0.9000 cache size     5875, 194400000 req, miss ratio 0.2740, byte miss ratio 0.2740
io_traces.ns121 S3FIFO-0.3000-0.9000 cache size    19585, 194400000 req, miss ratio 0.0923, byte miss ratio 0.0923
io_traces.ns121 S3FIFO-0.3000-0.9000 cache size    58755, 194400000 req, miss ratio 0.0572, byte miss ratio 0.0572
io_traces.ns121 S3FIFO-0.3000-0.9000 cache size   195850, 194400000 req, miss ratio 0.0223, byte miss ratio 0.0223
io_traces.ns121 S3FIFO-0.3000-0.9000 cache size   391701, 194400000 req, miss ratio 0.0144, byte miss ratio 0.0144
io_traces.ns121 S3FIFO-0.3000-0.9000 cache size   783402, 194400000 req, miss ratio 0.0121, byte miss ratio 0.0121
io_traces.ns121 S3FIFO-0.3000-0.9000 cache size  1566804, 194400000 req, miss ratio 0.0103, byte miss ratio 0.0103
io_traces.ns121 S3FIFO-0.0010-1.9000 cache size     1958, 194400000 req, miss ratio 0.5657, byte miss ratio 0.5657
io_traces.ns121 S3FIFO-0.0010-1.9000 cache size     5875, 194400000 req, miss ratio 0.1752, byte miss ratio 0.1752
io_traces.ns121 S3FIFO-0.0010-1.9000 cache size    19585, 194400000 req, miss ratio 0.0918, byte miss ratio 0.0918
io_traces.ns121 S3FIFO-0.0010-1.9000 cache size    58755, 194400000 req, miss ratio 0.0594, byte miss ratio 0.0594
io_traces.ns121 S3FIFO-0.0010-1.9000 cache size   195850, 194400000 req, miss ratio 0.0263, byte miss ratio 0.0263
io_traces.ns121 S3FIFO-0.0010-1.9000 cache size   391701, 194400000 req, miss ratio 0.0184, byte miss ratio 0.0184
io_traces.ns121 S3FIFO-0.0010-1.9000 cache size   783402, 194400000 req, miss ratio 0.0145, byte miss ratio 0.0145
io_traces.ns121 S3FIFO-0.0010-1.9000 cache size  1566804, 194400000 req, miss ratio 0.0107, byte miss ratio 0.0107
io_traces.ns121 S3FIFO-0.7000-1.9000 cache size     1958, 194400000 req, miss ratio 0.6561, byte miss ratio 0.6561
io_traces.ns121 S3FIFO-0.7000-1.9000 cache size     5875, 194400000 req, miss ratio 0.3375, byte miss ratio 0.3375
io_traces.ns121 S3FIFO-0.7000-1.9000 cache size    19585, 194400000 req, miss ratio 0.1056, byte miss ratio 0.1056
io_traces.ns121 S3FIFO-0.7000-1.9000 cache size    58755, 194400000 req, miss ratio 0.0612, byte miss ratio 0.0612
io_traces.ns121 S3FIFO-0.7000-1.9000 cache size   195850, 194400000 req, miss ratio 0.0249, byte miss ratio 0.0249
io_traces.ns121 S3FIFO-0.7000-1.9000 cache size   391701, 194400000 req, miss ratio 0.0157, byte miss ratio 0.0157
io_traces.ns121 S3FIFO-0.7000-1.9000 cache size   783402, 194400000 req, miss ratio 0.0122, byte miss ratio 0.0122
io_traces.ns121 S3FIFO-0.7000-1.9000 cache size  1566804, 194400000 req, miss ratio 0.0104, byte miss ratio 0.0104
io_traces.ns121 S3FIFO-0.9900-1.9000 cache size     1958, 194400000 req, miss ratio 0.6771, byte miss ratio 0.6771
io_traces.ns121 S3FIFO-0.9900-1.9000 cache size     5875, 194400000 req, miss ratio 0.3684, byte miss ratio 0.3684
io_traces.ns121 S3FIFO-0.9900-1.9000 cache size    19585, 194400000 req, miss ratio 0.1300, byte miss ratio 0.1300
io_traces.ns121 S3FIFO-0.9900-1.9000 cache size    58755, 194400000 req, miss ratio 0.0691, byte miss ratio 0.0691
io_traces.ns121 S3FIFO-0.9900-1.9000 cache size   195850, 194400000 req, miss ratio 0.0284, byte miss ratio 0.0284
io_traces.ns121 S3FIFO-0.9900-1.9000 cache size   391701, 194400000 req, miss ratio 0.0185, byte miss ratio 0.0185
io_traces.ns121 S3FIFO-0.9900-1.9000 cache size   783402, 194400000 req, miss ratio 0.0135, byte miss ratio 0.0135
io_traces.ns121 S3FIFO-0.9900-1.9000 cache size  1566804, 194400000 req, miss ratio 0.0109, byte miss ratio 0.0109
io_traces.ns121 S3FIFO-0.2500-1.9000 cache size     1958, 194400000 req, miss ratio 0.6135, byte miss ratio 0.6135
