tencentBlock.ns15684 S3FIFO-0.9000-1.9000 cache size      129, 1050874 req, miss ratio 0.6249, byte miss ratio 0.6249
tencentBlock.ns15684 S3FIFO-0.9000-1.9000 cache size      389, 1050874 req, miss ratio 0.5608, byte miss ratio 0.5608
tencentBlock.ns15684 S3FIFO-0.9000-1.9000 cache size     1298, 1050874 req, miss ratio 0.5346, byte miss ratio 0.5346
tencentBlock.ns15684 S3FIFO-0.9000-1.9000 cache size     3894, 1050874 req, miss ratio 0.5275, byte miss ratio 0.5275
tencentBlock.ns15684 S3FIFO-0.9000-1.9000 cache size    12980, 1050874 req, miss ratio 0.5246, byte miss ratio 0.5246
tencentBlock.ns15684 S3FIFO-0.9000-1.9000 cache size    25960, 1050874 req, miss ratio 0.4645, byte miss ratio 0.4645
tencentBlock.ns15684 S3FIFO-0.9000-1.9000 cache size    51920, 1050874 req, miss ratio 0.3533, byte miss ratio 0.3533
tencentBlock.ns15684 S3FIFO-0.9000-1.9000 cache size   103841, 1050874 req, miss ratio 0.1890, byte miss ratio 0.1890
tencentBlock.ns15684 S3FIFO-0.3500-1.9000 cache size      129, 1050874 req, miss ratio 0.5564, byte miss ratio 0.5564
tencentBlock.ns15684 S3FIFO-0.3500-1.9000 cache size      389, 1050874 req, miss ratio 0.5312, byte miss ratio 0.5312
tencentBlock.ns15684 S3FIFO-0.3500-1.9000 cache size     1298, 1050874 req, miss ratio 0.5270, byte miss ratio 0.5270
tencentBlock.ns15684 S3FIFO-0.3500-1.9000 cache size     3894, 1050874 req, miss ratio 0.5258, byte miss ratio 0.5258
tencentBlock.ns15684 S3FIFO-0.3500-1.9000 cache size    12980, 1050874 req, miss ratio 0.4945, byte miss ratio 0.4945
tencentBlock.ns15684 S3FIFO-0.3500-1.9000 cache size    25960, 1050874 req, miss ratio 0.4726, byte miss ratio 0.4726
tencentBlock.ns15684 S3FIFO-0.3500-1.9000 cache size    51920, 1050874 req, miss ratio 0.3898, byte miss ratio 0.3898
tencentBlock.ns15684 S3FIFO-0.3500-1.9000 cache size   103841, 1050874 req, miss ratio 0.1663, byte miss ratio 0.1663
tencentBlock.ns15684 S3FIFO-0.2500-1.9000 cache size      129, 1050874 req, miss ratio 0.5551, byte miss ratio 0.5551
tencentBlock.ns15684 S3FIFO-0.2500-1.9000 cache size      389, 1050874 req, miss ratio 0.5309, byte miss ratio 0.5309
tencentBlock.ns15684 S3FIFO-0.2500-1.9000 cache size     1298, 1050874 req, miss ratio 0.5274, byte miss ratio 0.5274
tencentBlock.ns15684 S3FIFO-0.2500-1.9000 cache size     3894, 1050874 req, miss ratio 0.5257, byte miss ratio 0.5257
tencentBlock.ns15684 S3FIFO-0.2500-1.9000 cache size    12980, 1050874 req, miss ratio 0.4932, byte miss ratio 0.4932
tencentBlock.ns15684 S3FIFO-0.2500-1.9000 cache size    25960, 1050874 req, miss ratio 0.4715, byte miss ratio 0.4715
tencentBlock.ns15684 S3FIFO-0.2500-1.9000 cache size    51920, 1050874 req, miss ratio 0.3836, byte miss ratio 0.3836
tencentBlock.ns15684 S3FIFO-0.2500-1.9000 cache size   103841, 1050874 req, miss ratio 0.1566, byte miss ratio 0.1566
tencentBlock.ns15684 S3FIFO-0.9500-1.9000 cache size      129, 1050874 req, miss ratio 0.6412, byte miss ratio 0.6412
tencentBlock.ns15684 S3FIFO-0.9500-1.9000 cache size      389, 1050874 req, miss ratio 0.5723, byte miss ratio 0.5723
tencentBlock.ns15684 S3FIFO-0.9500-1.9000 cache size     1298, 1050874 req, miss ratio 0.5402, byte miss ratio 0.5402
tencentBlock.ns15684 S3FIFO-0.9500-1.9000 cache size     3894, 1050874 req, miss ratio 0.5287, byte miss ratio 0.5287
tencentBlock.ns15684 S3FIFO-0.9500-1.9000 cache size    12980, 1050874 req, miss ratio 0.5245, byte miss ratio 0.5245
tencentBlock.ns15684 S3FIFO-0.9500-1.9000 cache size    25960, 1050874 req, miss ratio 0.4593, byte miss ratio 0.4593
tencentBlock.ns15684 S3FIFO-0.9500-1.9000 cache size    51920, 1050874 req, miss ratio 0.3503, byte miss ratio 0.3503
tencentBlock.ns15684 S3FIFO-0.9500-1.9000 cache size   103841, 1050874 req, miss ratio 0.1897, byte miss ratio 0.1897
tencentBlock.ns15684 S3FIFO-0.9900-1.9000 cache size      129, 1050874 req, miss ratio 0.6498, byte miss ratio 0.6498
tencentBlock.ns15684 S3FIFO-0.9900-1.9000 cache size      389, 1050874 req, miss ratio 0.5879, byte miss ratio 0.5879
tencentBlock.ns15684 S3FIFO-0.9900-1.9000 cache size     1298, 1050874 req, miss ratio 0.5489, byte miss ratio 0.5489
tencentBlock.ns15684 S3FIFO-0.9900-1.9000 cache size     3894, 1050874 req, miss ratio 0.5335, byte miss ratio 0.5335
tencentBlock.ns15684 S3FIFO-0.9900-1.9000 cache size    12980, 1050874 req, miss ratio 0.5243, byte miss ratio 0.5243
tencentBlock.ns15684 S3FIFO-0.9900-1.9000 cache size    25960, 1050874 req, miss ratio 0.4549, byte miss ratio 0.4549
tencentBlock.ns15684 S3FIFO-0.9900-1.9000 cache size    51920, 1050874 req, miss ratio 0.3477, byte miss ratio 0.3477
tencentBlock.ns15684 S3FIFO-0.9900-1.9000 cache size   103841, 1050874 req, miss ratio 0.1899, byte miss ratio 0.1899
tencentBlock.ns15684 S3FIFO-0.5000-1.9000 cache size      129, 1050874 req, miss ratio 0.5590, byte miss ratio 0.5590
tencentBlock.ns15684 S3FIFO-0.5000-1.9000 cache size      389, 1050874 req, miss ratio 0.5327, byte miss ratio 0.5327
tencentBlock.ns15684 S3FIFO-0.5000-1.9000 cache size     1298, 1050874 req, miss ratio 0.5273, byte miss ratio 0.5273
