io_traces.ns672 S3FIFO-0.4000-0.9000 cache size      132, 2000000 req, miss ratio 0.4430, byte miss ratio 0.4430
io_traces.ns672 S3FIFO-0.4000-0.9000 cache size      397, 2000000 req, miss ratio 0.4368, byte miss ratio 0.4368
io_traces.ns672 S3FIFO-0.4000-0.9000 cache size     1324, 2000000 req, miss ratio 0.4329, byte miss ratio 0.4329
io_traces.ns672 S3FIFO-0.4000-0.9000 cache size     3973, 2000000 req, miss ratio 0.4292, byte miss ratio 0.4292
io_traces.ns672 S3FIFO-0.4000-0.9000 cache size    13244, 2000000 req, miss ratio 0.3532, byte miss ratio 0.3532
io_traces.ns672 S3FIFO-0.4000-0.9000 cache size    26488, 2000000 req, miss ratio 0.2540, byte miss ratio 0.2540
io_traces.ns672 S3FIFO-0.4000-0.9000 cache size    52976, 2000000 req, miss ratio 0.0885, byte miss ratio 0.0885
io_traces.ns672 S3FIFO-0.4000-0.9000 cache size   105952, 2000000 req, miss ratio 0.0674, byte miss ratio 0.0674
io_traces.ns672 S3FIFO-0.0250-1.9000 cache size      132, 2000000 req, miss ratio 0.4791, byte miss ratio 0.4791
io_traces.ns672 S3FIFO-0.0250-1.9000 cache size      397, 2000000 req, miss ratio 0.4386, byte miss ratio 0.4386
io_traces.ns672 S3FIFO-0.0250-1.9000 cache size     1324, 2000000 req, miss ratio 0.4338, byte miss ratio 0.4338
io_traces.ns672 S3FIFO-0.0250-1.9000 cache size     3973, 2000000 req, miss ratio 0.4158, byte miss ratio 0.4158
io_traces.ns672 S3FIFO-0.0250-1.9000 cache size    13244, 2000000 req, miss ratio 0.3431, byte miss ratio 0.3431
io_traces.ns672 S3FIFO-0.0250-1.9000 cache size    26488, 2000000 req, miss ratio 0.2317, byte miss ratio 0.2317
io_traces.ns672 S3FIFO-0.0250-1.9000 cache size    52976, 2000000 req, miss ratio 0.0869, byte miss ratio 0.0869
io_traces.ns672 S3FIFO-0.0250-1.9000 cache size   105952, 2000000 req, miss ratio 0.0680, byte miss ratio 0.0680
io_traces.ns672 S3FIFO-0.3000-0.9000 cache size      132, 2000000 req, miss ratio 0.4438, byte miss ratio 0.4438
io_traces.ns672 S3FIFO-0.3000-0.9000 cache size      397, 2000000 req, miss ratio 0.4367, byte miss ratio 0.4367
io_traces.ns672 S3FIFO-0.3000-0.9000 cache size     1324, 2000000 req, miss ratio 0.4328, byte miss ratio 0.4328
io_traces.ns672 S3FIFO-0.3000-0.9000 cache size     3973, 2000000 req, miss ratio 0.4291, byte miss ratio 0.4291
io_traces.ns672 S3FIFO-0.3000-0.9000 cache size    13244, 2000000 req, miss ratio 0.3392, byte miss ratio 0.3392
io_traces.ns672 S3FIFO-0.3000-0.9000 cache size    26488, 2000000 req, miss ratio 0.2531, byte miss ratio 0.2531
io_traces.ns672 S3FIFO-0.3000-0.9000 cache size    52976, 2000000 req, miss ratio 0.0857, byte miss ratio 0.0857
io_traces.ns672 S3FIFO-0.3000-0.9000 cache size   105952, 2000000 req, miss ratio 0.0672, byte miss ratio 0.0672
io_traces.ns672 S3FIFO-0.5000-0.9000 cache size      132, 2000000 req, miss ratio 0.4428, byte miss ratio 0.4428
io_traces.ns672 S3FIFO-0.5000-0.9000 cache size      397, 2000000 req, miss ratio 0.4370, byte miss ratio 0.4370
io_traces.ns672 S3FIFO-0.5000-0.9000 cache size     1324, 2000000 req, miss ratio 0.4330, byte miss ratio 0.4330
io_traces.ns672 S3FIFO-0.5000-0.9000 cache size     3973, 2000000 req, miss ratio 0.4295, byte miss ratio 0.4295
io_traces.ns672 S3FIFO-0.5000-0.9000 cache size    13244, 2000000 req, miss ratio 0.3595, byte miss ratio 0.3595
io_traces.ns672 S3FIFO-0.5000-0.9000 cache size    26488, 2000000 req, miss ratio 0.2560, byte miss ratio 0.2560
io_traces.ns672 S3FIFO-0.5000-0.9000 cache size    52976, 2000000 req, miss ratio 0.0939, byte miss ratio 0.0939
io_traces.ns672 S3FIFO-0.5000-0.9000 cache size   105952, 2000000 req, miss ratio 0.0676, byte miss ratio 0.0676
io_traces.ns672 S3FIFO-0.9900-0.9000 cache size      132, 2000000 req, miss ratio 0.5159, byte miss ratio 0.5159
