io_traces.ns115 S3FIFO-0.8500-1.9000 cache size     1722, 37600000 req, miss ratio 0.2360, byte miss ratio 0.2360
io_traces.ns115 S3FIFO-0.8500-1.9000 cache size     5167, 37600000 req, miss ratio 0.2198, byte miss ratio 0.2198
io_traces.ns115 S3FIFO-0.8500-1.9000 cache size    17226, 37600000 req, miss ratio 0.1902, byte miss ratio 0.1902
io_traces.ns115 S3FIFO-0.8500-1.9000 cache size    51678, 37600000 req, miss ratio 0.1390, byte miss ratio 0.1390
io_traces.ns115 S3FIFO-0.8500-1.9000 cache size   172262, 37600000 req, miss ratio 0.0804, byte miss ratio 0.0804
io_traces.ns115 S3FIFO-0.8500-1.9000 cache size   344524, 37600000 req, miss ratio 0.0635, byte miss ratio 0.0635
io_traces.ns115 S3FIFO-0.8500-1.9000 cache size   689048, 37600000 req, miss ratio 0.0535, byte miss ratio 0.0535
io_traces.ns115 S3FIFO-0.8500-1.9000 cache size  1378097, 37600000 req, miss ratio 0.0466, byte miss ratio 0.0466
io_traces.ns115 S3FIFO-0.2500-0.9000 cache size     1722, 37600000 req, miss ratio 0.2197, byte miss ratio 0.2197
io_traces.ns115 S3FIFO-0.2500-0.9000 cache size     5167, 37600000 req, miss ratio 0.2033, byte miss ratio 0.2033
io_traces.ns115 S3FIFO-0.2500-0.9000 cache size    17226, 37600000 req, miss ratio 0.1846, byte miss ratio 0.1846
io_traces.ns115 S3FIFO-0.2500-0.9000 cache size    51678, 37600000 req, miss ratio 0.1443, byte miss ratio 0.1443
io_traces.ns115 S3FIFO-0.2500-0.9000 cache size   172262, 37600000 req, miss ratio 0.0777, byte miss ratio 0.0777
io_traces.ns115 S3FIFO-0.2500-0.9000 cache size   344524, 37600000 req, miss ratio 0.0597, byte miss ratio 0.0597
io_traces.ns115 S3FIFO-0.2500-0.9000 cache size   689048, 37600000 req, miss ratio 0.0523, byte miss ratio 0.0523
io_traces.ns115 S3FIFO-0.2500-0.9000 cache size  1378097, 37600000 req, miss ratio 0.0465, byte miss ratio 0.0465
io_traces.ns115 S3FIFO-0.7500-0.9000 cache size     1722, 37600000 req, miss ratio 0.2357, byte miss ratio 0.2357
io_traces.ns115 S3FIFO-0.7500-0.9000 cache size     5167, 37600000 req, miss ratio 0.2150, byte miss ratio 0.2150
io_traces.ns115 S3FIFO-0.7500-0.9000 cache size    17226, 37600000 req, miss ratio 0.1904, byte miss ratio 0.1904
io_traces.ns115 S3FIFO-0.7500-0.9000 cache size    51678, 37600000 req, miss ratio 0.1391, byte miss ratio 0.1391
io_traces.ns115 S3FIFO-0.7500-0.9000 cache size   172262, 37600000 req, miss ratio 0.0790, byte miss ratio 0.0790
io_traces.ns115 S3FIFO-0.7500-0.9000 cache size   344524, 37600000 req, miss ratio 0.0616, byte miss ratio 0.0616
io_traces.ns115 S3FIFO-0.7500-0.9000 cache size   689048, 37600000 req, miss ratio 0.0531, byte miss ratio 0.0531
io_traces.ns115 S3FIFO-0.7500-0.9000 cache size  1378097, 37600000 req, miss ratio 0.0468, byte miss ratio 0.0468
io_traces.ns115 S3FIFO-0.5000-1.9000 cache size     1722, 37600000 req, miss ratio 0.2302, byte miss ratio 0.2302
io_traces.ns115 S3FIFO-0.5000-1.9000 cache size     5167, 37600000 req, miss ratio 0.2062, byte miss ratio 0.2062
io_traces.ns115 S3FIFO-0.5000-1.9000 cache size    17226, 37600000 req, miss ratio 0.1898, byte miss ratio 0.1898
io_traces.ns115 S3FIFO-0.5000-1.9000 cache size    51678, 37600000 req, miss ratio 0.1402, byte miss ratio 0.1402
io_traces.ns115 S3FIFO-0.5000-1.9000 cache size   172262, 37600000 req, miss ratio 0.0770, byte miss ratio 0.0770
io_traces.ns115 S3FIFO-0.5000-1.9000 cache size   344524, 37600000 req, miss ratio 0.0597, byte miss ratio 0.0597
io_traces.ns115 S3FIFO-0.5000-1.9000 cache size   689048, 37600000 req, miss ratio 0.0528, byte miss ratio 0.0528
io_traces.ns115 S3FIFO-0.5000-1.9000 cache size  1378097, 37600000 req, miss ratio 0.0466, byte miss ratio 0.0466
io_traces.ns115 S3FIFO-0.0010-0.9000 cache size     1722, 37600000 req, miss ratio 0.2729, byte miss ratio 0.2729
io_traces.ns115 S3FIFO-0.0010-0.9000 cache size     5167, 37600000 req, miss ratio 0.2212, byte miss ratio 0.2212
io_traces.ns115 S3FIFO-0.0010-0.9000 cache size    17226, 37600000 req, miss ratio 0.1924, byte miss ratio 0.1924
io_traces.ns115 S3FIFO-0.0010-0.9000 cache size    51678, 37600000 req, miss ratio 0.1488, byte miss ratio 0.1488
io_traces.ns115 S3FIFO-0.0010-0.9000 cache size   172262, 37600000 req, miss ratio 0.0952, byte miss ratio 0.0952
io_traces.ns115 S3FIFO-0.0010-0.9000 cache size   344524, 37600000 req, miss ratio 0.0761, byte miss ratio 0.0761
io_traces.ns115 S3FIFO-0.0010-0.9000 cache size   689048, 37600000 req, miss ratio 0.0630, byte miss ratio 0.0630
io_traces.ns115 S3FIFO-0.0010-0.9000 cache size  1378097, 37600000 req, miss ratio 0.0476, byte miss ratio 0.0476
io_traces.ns115 S3FIFO-0.3000-1.9000 cache size     1722, 37600000 req, miss ratio 0.2217, byte miss ratio 0.2217
io_traces.ns115 S3FIFO-0.3000-1.9000 cache size     5167, 37600000 req, miss ratio 0.2030, byte miss ratio 0.2030
