tencentBlock.ns7584 S3FIFO-0.0010-1.9000 cache size     3808, 19508754 req, miss ratio 0.8286, byte miss ratio 0.8286
tencentBlock.ns7584 S3FIFO-0.0010-1.9000 cache size    11426, 19508754 req, miss ratio 0.8172, byte miss ratio 0.8172
tencentBlock.ns7584 S3FIFO-0.0010-1.9000 cache size    38089, 19508754 req, miss ratio 0.7822, byte miss ratio 0.7822
tencentBlock.ns7584 S3FIFO-0.0010-1.9000 cache size   114267, 19508754 req, miss ratio 0.7210, byte miss ratio 0.7210
tencentBlock.ns7584 S3FIFO-0.0010-1.9000 cache size   380890, 19508754 req, miss ratio 0.6049, byte miss ratio 0.6049
tencentBlock.ns7584 S3FIFO-0.0010-1.9000 cache size   761781, 19508754 req, miss ratio 0.4892, byte miss ratio 0.4892
tencentBlock.ns7584 S3FIFO-0.0010-1.9000 cache size  1523562, 19508754 req, miss ratio 0.3205, byte miss ratio 0.3205
tencentBlock.ns7584 S3FIFO-0.0010-1.9000 cache size  3047124, 19508754 req, miss ratio 0.1990, byte miss ratio 0.1990
tencentBlock.ns7584 S3FIFO-0.1500-0.9000 cache size     3808, 19508754 req, miss ratio 0.8268, byte miss ratio 0.8268
tencentBlock.ns7584 S3FIFO-0.1500-0.9000 cache size    11426, 19508754 req, miss ratio 0.8159, byte miss ratio 0.8159
tencentBlock.ns7584 S3FIFO-0.1500-0.9000 cache size    38089, 19508754 req, miss ratio 0.7776, byte miss ratio 0.7776
tencentBlock.ns7584 S3FIFO-0.1500-0.9000 cache size   114267, 19508754 req, miss ratio 0.6838, byte miss ratio 0.6838
tencentBlock.ns7584 S3FIFO-0.1500-0.9000 cache size   380890, 19508754 req, miss ratio 0.5517, byte miss ratio 0.5517
tencentBlock.ns7584 S3FIFO-0.1500-0.9000 cache size   761781, 19508754 req, miss ratio 0.4450, byte miss ratio 0.4450
tencentBlock.ns7584 S3FIFO-0.1500-0.9000 cache size  1523562, 19508754 req, miss ratio 0.2740, byte miss ratio 0.2740
tencentBlock.ns7584 S3FIFO-0.1500-0.9000 cache size  3047124, 19508754 req, miss ratio 0.1990, byte miss ratio 0.1990
tencentBlock.ns7584 S3FIFO-0.9900-0.9000 cache size     3808, 19508754 req, miss ratio 0.8601, byte miss ratio 0.8601
tencentBlock.ns7584 S3FIFO-0.9900-0.9000 cache size    11426, 19508754 req, miss ratio 0.8224, byte miss ratio 0.8224
tencentBlock.ns7584 S3FIFO-0.9900-0.9000 cache size    38089, 19508754 req, miss ratio 0.7457, byte miss ratio 0.7457
tencentBlock.ns7584 S3FIFO-0.9900-0.9000 cache size   114267, 19508754 req, miss ratio 0.6888, byte miss ratio 0.6888
tencentBlock.ns7584 S3FIFO-0.9900-0.9000 cache size   380890, 19508754 req, miss ratio 0.5852, byte miss ratio 0.5852
tencentBlock.ns7584 S3FIFO-0.9900-0.9000 cache size   761781, 19508754 req, miss ratio 0.4603, byte miss ratio 0.4603
tencentBlock.ns7584 S3FIFO-0.9900-0.9000 cache size  1523562, 19508754 req, miss ratio 0.3189, byte miss ratio 0.3189
tencentBlock.ns7584 S3FIFO-0.9900-0.9000 cache size  3047124, 19508754 req, miss ratio 0.2214, byte miss ratio 0.2214
tencentBlock.ns7584 S3FIFO-0.6500-1.9000 cache size     3808, 19508754 req, miss ratio 0.8266, byte miss ratio 0.8266
tencentBlock.ns7584 S3FIFO-0.6500-1.9000 cache size    11426, 19508754 req, miss ratio 0.8146, byte miss ratio 0.8146
tencentBlock.ns7584 S3FIFO-0.6500-1.9000 cache size    38089, 19508754 req, miss ratio 0.7471, byte miss ratio 0.7471
tencentBlock.ns7584 S3FIFO-0.6500-1.9000 cache size   114267, 19508754 req, miss ratio 0.6719, byte miss ratio 0.6719
tencentBlock.ns7584 S3FIFO-0.6500-1.9000 cache size   380890, 19508754 req, miss ratio 0.5740, byte miss ratio 0.5740
tencentBlock.ns7584 S3FIFO-0.6500-1.9000 cache size   761781, 19508754 req, miss ratio 0.4525, byte miss ratio 0.4525
tencentBlock.ns7584 S3FIFO-0.6500-1.9000 cache size  1523562, 19508754 req, miss ratio 0.3037, byte miss ratio 0.3037
tencentBlock.ns7584 S3FIFO-0.6500-1.9000 cache size  3047124, 19508754 req, miss ratio 0.2137, byte miss ratio 0.2137
tencentBlock.ns7584 S3FIFO-0.1000-0.9000 cache size     3808, 19508754 req, miss ratio 0.8277, byte miss ratio 0.8277
tencentBlock.ns7584 S3FIFO-0.1000-0.9000 cache size    11426, 19508754 req, miss ratio 0.8160, byte miss ratio 0.8160
tencentBlock.ns7584 S3FIFO-0.1000-0.9000 cache size    38089, 19508754 req, miss ratio 0.7788, byte miss ratio 0.7788
tencentBlock.ns7584 S3FIFO-0.1000-0.9000 cache size   114267, 19508754 req, miss ratio 0.6981, byte miss ratio 0.6981
tencentBlock.ns7584 S3FIFO-0.1000-0.9000 cache size   380890, 19508754 req, miss ratio 0.5533, byte miss ratio 0.5533
tencentBlock.ns7584 S3FIFO-0.1000-0.9000 cache size   761781, 19508754 req, miss ratio 0.4435, byte miss ratio 0.4435
tencentBlock.ns7584 S3FIFO-0.1000-0.9000 cache size  1523562, 19508754 req, miss ratio 0.2750, byte miss ratio 0.2750
tencentBlock.ns7584 S3FIFO-0.1000-0.9000 cache size  3047124, 19508754 req, miss ratio 0.1990, byte miss ratio 0.1990
tencentBlock.ns7584 S3FIFO-0.5500-1.9000 cache size     3808, 19508754 req, miss ratio 0.8252, byte miss ratio 0.8252
tencentBlock.ns7584 S3FIFO-0.5500-1.9000 cache size    11426, 19508754 req, miss ratio 0.8145, byte miss ratio 0.8145
tencentBlock.ns7584 S3FIFO-0.5500-1.9000 cache size    38089, 19508754 req, miss ratio 0.7507, byte miss ratio 0.7507
tencentBlock.ns7584 S3FIFO-0.5500-1.9000 cache size   114267, 19508754 req, miss ratio 0.6681, byte miss ratio 0.6681
tencentBlock.ns7584 S3FIFO-0.5500-1.9000 cache size   380890, 19508754 req, miss ratio 0.5714, byte miss ratio 0.5714
tencentBlock.ns7584 S3FIFO-0.5500-1.9000 cache size   761781, 19508754 req, miss ratio 0.4546, byte miss ratio 0.4546
tencentBlock.ns7584 S3FIFO-0.5500-1.9000 cache size  1523562, 19508754 req, miss ratio 0.2964, byte miss ratio 0.2964
tencentBlock.ns7584 S3FIFO-0.5500-1.9000 cache size  3047124, 19508754 req, miss ratio 0.2072, byte miss ratio 0.2072
tencentBlock.ns7584 S3FIFO-0.9900-1.9000 cache size     3808, 19508754 req, miss ratio 0.8604, byte miss ratio 0.8604
tencentBlock.ns7584 S3FIFO-0.9900-1.9000 cache size    11426, 19508754 req, miss ratio 0.8213, byte miss ratio 0.8213
