cdn1_colo28.ns1323 S3FIFO-0.5000-1.9000 cache size        8, 2869045 req, miss ratio 0.6887, byte miss ratio 0.6887
cdn1_colo28.ns1323 S3FIFO-0.2500-0.9000 cache size        8, 2869045 req, miss ratio 0.6293, byte miss ratio 0.6293
cdn1_colo28.ns1323 S3FIFO-0.2500-0.9000 cache size       24, 2869045 req, miss ratio 0.3970, byte miss ratio 0.3970
cdn1_colo28.ns1323 S3FIFO-0.2500-0.9000 cache size       83, 2869045 req, miss ratio 0.1642, byte miss ratio 0.1642
cdn1_colo28.ns1323 S3FIFO-0.2500-0.9000 cache size      249, 2869045 req, miss ratio 0.0593, byte miss ratio 0.0593
cdn1_colo28.ns1323 S3FIFO-0.2500-0.9000 cache size      830, 2869045 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_colo28.ns1323 S3FIFO-0.2500-0.9000 cache size     1661, 2869045 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns1323 S3FIFO-0.2500-0.9000 cache size     3323, 2869045 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns1323 S3FIFO-0.2500-0.9000 cache size     6646, 2869045 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns1323 S3FIFO-0.6000-0.9000 cache size        8, 2869045 req, miss ratio 0.6766, byte miss ratio 0.6766
cdn1_colo28.ns1323 S3FIFO-0.6000-0.9000 cache size       24, 2869045 req, miss ratio 0.4397, byte miss ratio 0.4397
cdn1_colo28.ns1323 S3FIFO-0.6000-0.9000 cache size       83, 2869045 req, miss ratio 0.1938, byte miss ratio 0.1938
cdn1_colo28.ns1323 S3FIFO-0.6000-0.9000 cache size      249, 2869045 req, miss ratio 0.0714, byte miss ratio 0.0714
cdn1_colo28.ns1323 S3FIFO-0.6000-0.9000 cache size      830, 2869045 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_colo28.ns1323 S3FIFO-0.6000-0.9000 cache size     1661, 2869045 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_colo28.ns1323 S3FIFO-0.6000-0.9000 cache size     3323, 2869045 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_colo28.ns1323 S3FIFO-0.6000-0.9000 cache size     6646, 2869045 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns1323 S3FIFO-0.5500-0.9000 cache size        8, 2869045 req, miss ratio 0.6766, byte miss ratio 0.6766
cdn1_colo28.ns1323 S3FIFO-0.5500-0.9000 cache size       24, 2869045 req, miss ratio 0.4335, byte miss ratio 0.4335
cdn1_colo28.ns1323 S3FIFO-0.5500-0.9000 cache size       83, 2869045 req, miss ratio 0.1891, byte miss ratio 0.1891
cdn1_colo28.ns1323 S3FIFO-0.5500-0.9000 cache size      249, 2869045 req, miss ratio 0.0693, byte miss ratio 0.0693
cdn1_colo28.ns1323 S3FIFO-0.5500-0.9000 cache size      830, 2869045 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_colo28.ns1323 S3FIFO-0.5500-0.9000 cache size     1661, 2869045 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_colo28.ns1323 S3FIFO-0.5500-0.9000 cache size     3323, 2869045 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns1323 S3FIFO-0.5500-0.9000 cache size     6646, 2869045 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns1323 S3FIFO-0.0250-1.9000 cache size        8, 2869045 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1323 S3FIFO-0.0250-1.9000 cache size       24, 2869045 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1323 S3FIFO-0.0250-1.9000 cache size       83, 2869045 req, miss ratio 0.1599, byte miss ratio 0.1599
cdn1_colo28.ns1323 S3FIFO-0.0250-1.9000 cache size      249, 2869045 req, miss ratio 0.0579, byte miss ratio 0.0579
cdn1_colo28.ns1323 S3FIFO-0.0250-1.9000 cache size      830, 2869045 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_colo28.ns1323 S3FIFO-0.0250-1.9000 cache size     1661, 2869045 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_colo28.ns1323 S3FIFO-0.0250-1.9000 cache size     3323, 2869045 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1323 S3FIFO-0.0250-1.9000 cache size     6646, 2869045 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns1323 S3FIFO-0.0010-1.9000 cache size        8, 2869045 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1323 S3FIFO-0.0010-1.9000 cache size       24, 2869045 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1323 S3FIFO-0.0010-1.9000 cache size       83, 2869045 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1323 S3FIFO-0.0010-1.9000 cache size      249, 2869045 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1323 S3FIFO-0.0010-1.9000 cache size      830, 2869045 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1323 S3FIFO-0.0010-1.9000 cache size     1661, 2869045 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_colo28.ns1323 S3FIFO-0.0010-1.9000 cache size     3323, 2869045 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1323 S3FIFO-0.0010-1.9000 cache size     6646, 2869045 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns1323 S3FIFO-0.5500-1.9000 cache size        8, 2869045 req, miss ratio 0.6887, byte miss ratio 0.6887
cdn1_colo28.ns1323 S3FIFO-0.5500-1.9000 cache size       24, 2869045 req, miss ratio 0.4398, byte miss ratio 0.4398
cdn1_colo28.ns1323 S3FIFO-0.5500-1.9000 cache size       83, 2869045 req, miss ratio 0.1897, byte miss ratio 0.1897
cdn1_colo28.ns1323 S3FIFO-0.5500-1.9000 cache size      249, 2869045 req, miss ratio 0.0690, byte miss ratio 0.0690
cdn1_colo28.ns1323 S3FIFO-0.5500-1.9000 cache size      830, 2869045 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_colo28.ns1323 S3FIFO-0.5500-1.9000 cache size     1661, 2869045 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_colo28.ns1323 S3FIFO-0.5500-1.9000 cache size     3323, 2869045 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns1323 S3FIFO-0.5500-1.9000 cache size     6646, 2869045 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns1323 S3FIFO-0.7500-0.9000 cache size        8, 2869045 req, miss ratio 0.7143, byte miss ratio 0.7143
cdn1_colo28.ns1323 S3FIFO-0.7500-0.9000 cache size       24, 2869045 req, miss ratio 0.4685, byte miss ratio 0.4685
cdn1_colo28.ns1323 S3FIFO-0.7500-0.9000 cache size       83, 2869045 req, miss ratio 0.2097, byte miss ratio 0.2097
