tencentBlock.ns8247 S3FIFO-0.2500-0.9000 cache size      122, 2306963 req, miss ratio 0.4129, byte miss ratio 0.4129
tencentBlock.ns8247 S3FIFO-0.2500-0.9000 cache size      367, 2306963 req, miss ratio 0.3376, byte miss ratio 0.3376
tencentBlock.ns8247 S3FIFO-0.2500-0.9000 cache size     1225, 2306963 req, miss ratio 0.2595, byte miss ratio 0.2595
tencentBlock.ns8247 S3FIFO-0.2500-0.9000 cache size     3677, 2306963 req, miss ratio 0.1938, byte miss ratio 0.1938
tencentBlock.ns8247 S3FIFO-0.2500-0.9000 cache size    12259, 2306963 req, miss ratio 0.1592, byte miss ratio 0.1592
tencentBlock.ns8247 S3FIFO-0.2500-0.9000 cache size    24519, 2306963 req, miss ratio 0.1369, byte miss ratio 0.1369
tencentBlock.ns8247 S3FIFO-0.2500-0.9000 cache size    49038, 2306963 req, miss ratio 0.0800, byte miss ratio 0.0800
tencentBlock.ns8247 S3FIFO-0.2500-0.9000 cache size    98077, 2306963 req, miss ratio 0.0542, byte miss ratio 0.0542
tencentBlock.ns8247 S3FIFO-0.0050-0.9000 cache size      122, 2306963 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns8247 S3FIFO-0.0050-0.9000 cache size      367, 2306963 req, miss ratio 0.3568, byte miss ratio 0.3568
tencentBlock.ns8247 S3FIFO-0.0050-0.9000 cache size     1225, 2306963 req, miss ratio 0.2718, byte miss ratio 0.2718
tencentBlock.ns8247 S3FIFO-0.0050-0.9000 cache size     3677, 2306963 req, miss ratio 0.1904, byte miss ratio 0.1904
tencentBlock.ns8247 S3FIFO-0.0050-0.9000 cache size    12259, 2306963 req, miss ratio 0.1513, byte miss ratio 0.1513
tencentBlock.ns8247 S3FIFO-0.0050-0.9000 cache size    24519, 2306963 req, miss ratio 0.1244, byte miss ratio 0.1244
tencentBlock.ns8247 S3FIFO-0.0050-0.9000 cache size    49038, 2306963 req, miss ratio 0.0726, byte miss ratio 0.0726
tencentBlock.ns8247 S3FIFO-0.0050-0.9000 cache size    98077, 2306963 req, miss ratio 0.0542, byte miss ratio 0.0542
tencentBlock.ns8247 S3FIFO-0.3500-0.9000 cache size      122, 2306963 req, miss ratio 0.4181, byte miss ratio 0.4181
tencentBlock.ns8247 S3FIFO-0.3500-0.9000 cache size      367, 2306963 req, miss ratio 0.3388, byte miss ratio 0.3388
tencentBlock.ns8247 S3FIFO-0.3500-0.9000 cache size     1225, 2306963 req, miss ratio 0.2633, byte miss ratio 0.2633
