tencentBlock.ns4484 S3FIFO-0.7500-1.9000 cache size       91, 2172872 req, miss ratio 0.3949, byte miss ratio 0.3949
tencentBlock.ns4484 S3FIFO-0.7500-1.9000 cache size      273, 2172872 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns4484 S3FIFO-0.7500-1.9000 cache size      910, 2172872 req, miss ratio 0.2187, byte miss ratio 0.2187
tencentBlock.ns4484 S3FIFO-0.7500-1.9000 cache size     2731, 2172872 req, miss ratio 0.2144, byte miss ratio 0.2144
tencentBlock.ns4484 S3FIFO-0.7500-1.9000 cache size     9104, 2172872 req, miss ratio 0.2116, byte miss ratio 0.2116
tencentBlock.ns4484 S3FIFO-0.7500-1.9000 cache size    18209, 2172872 req, miss ratio 0.2043, byte miss ratio 0.2043
tencentBlock.ns4484 S3FIFO-0.7500-1.9000 cache size    36419, 2172872 req, miss ratio 0.1441, byte miss ratio 0.1441
tencentBlock.ns4484 S3FIFO-0.7500-1.9000 cache size    72838, 2172872 req, miss ratio 0.0599, byte miss ratio 0.0599
tencentBlock.ns4484 S3FIFO-0.0050-1.9000 cache size       91, 2172872 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns4484 S3FIFO-0.0050-1.9000 cache size      273, 2172872 req, miss ratio 0.2365, byte miss ratio 0.2365
tencentBlock.ns4484 S3FIFO-0.0050-1.9000 cache size      910, 2172872 req, miss ratio 0.2249, byte miss ratio 0.2249
tencentBlock.ns4484 S3FIFO-0.0050-1.9000 cache size     2731, 2172872 req, miss ratio 0.2149, byte miss ratio 0.2149
tencentBlock.ns4484 S3FIFO-0.0050-1.9000 cache size     9104, 2172872 req, miss ratio 0.2081, byte miss ratio 0.2081
tencentBlock.ns4484 S3FIFO-0.0050-1.9000 cache size    18209, 2172872 req, miss ratio 0.1868, byte miss ratio 0.1868
tencentBlock.ns4484 S3FIFO-0.0050-1.9000 cache size    36419, 2172872 req, miss ratio 0.1161, byte miss ratio 0.1161
tencentBlock.ns4484 S3FIFO-0.0050-1.9000 cache size    72838, 2172872 req, miss ratio 0.0435, byte miss ratio 0.0435
tencentBlock.ns4484 S3FIFO-0.1500-0.9000 cache size       91, 2172872 req, miss ratio 0.2753, byte miss ratio 0.2753
tencentBlock.ns4484 S3FIFO-0.1500-0.9000 cache size      273, 2172872 req, miss ratio 0.2229, byte miss ratio 0.2229
tencentBlock.ns4484 S3FIFO-0.1500-0.9000 cache size      910, 2172872 req, miss ratio 0.2162, byte miss ratio 0.2162
tencentBlock.ns4484 S3FIFO-0.1500-0.9000 cache size     2731, 2172872 req, miss ratio 0.2115, byte miss ratio 0.2115
tencentBlock.ns4484 S3FIFO-0.1500-0.9000 cache size     9104, 2172872 req, miss ratio 0.2082, byte miss ratio 0.2082
tencentBlock.ns4484 S3FIFO-0.1500-0.9000 cache size    18209, 2172872 req, miss ratio 0.1726, byte miss ratio 0.1726
tencentBlock.ns4484 S3FIFO-0.1500-0.9000 cache size    36419, 2172872 req, miss ratio 0.1318, byte miss ratio 0.1318
tencentBlock.ns4484 S3FIFO-0.1500-0.9000 cache size    72838, 2172872 req, miss ratio 0.0442, byte miss ratio 0.0442
tencentBlock.ns4484 S3FIFO-0.3000-0.9000 cache size       91, 2172872 req, miss ratio 0.2782, byte miss ratio 0.2782
tencentBlock.ns4484 S3FIFO-0.3000-0.9000 cache size      273, 2172872 req, miss ratio 0.2225, byte miss ratio 0.2225
tencentBlock.ns4484 S3FIFO-0.3000-0.9000 cache size      910, 2172872 req, miss ratio 0.2164, byte miss ratio 0.2164
tencentBlock.ns4484 S3FIFO-0.3000-0.9000 cache size     2731, 2172872 req, miss ratio 0.2122, byte miss ratio 0.2122
tencentBlock.ns4484 S3FIFO-0.3000-0.9000 cache size     9104, 2172872 req, miss ratio 0.2084, byte miss ratio 0.2084
tencentBlock.ns4484 S3FIFO-0.3000-0.9000 cache size    18209, 2172872 req, miss ratio 0.1784, byte miss ratio 0.1784
tencentBlock.ns4484 S3FIFO-0.3000-0.9000 cache size    36419, 2172872 req, miss ratio 0.1513, byte miss ratio 0.1513
tencentBlock.ns4484 S3FIFO-0.3000-0.9000 cache size    72838, 2172872 req, miss ratio 0.0485, byte miss ratio 0.0485
tencentBlock.ns4484 S3FIFO-0.8500-1.9000 cache size       91, 2172872 req, miss ratio 0.4154, byte miss ratio 0.4154
tencentBlock.ns4484 S3FIFO-0.8500-1.9000 cache size      273, 2172872 req, miss ratio 0.2683, byte miss ratio 0.2683
tencentBlock.ns4484 S3FIFO-0.8500-1.9000 cache size      910, 2172872 req, miss ratio 0.2220, byte miss ratio 0.2220
tencentBlock.ns4484 S3FIFO-0.8500-1.9000 cache size     2731, 2172872 req, miss ratio 0.2157, byte miss ratio 0.2157
tencentBlock.ns4484 S3FIFO-0.8500-1.9000 cache size     9104, 2172872 req, miss ratio 0.2133, byte miss ratio 0.2133
tencentBlock.ns4484 S3FIFO-0.8500-1.9000 cache size    18209, 2172872 req, miss ratio 0.1981, byte miss ratio 0.1981
tencentBlock.ns4484 S3FIFO-0.8500-1.9000 cache size    36419, 2172872 req, miss ratio 0.1415, byte miss ratio 0.1415
tencentBlock.ns4484 S3FIFO-0.8500-1.9000 cache size    72838, 2172872 req, miss ratio 0.0630, byte miss ratio 0.0630
tencentBlock.ns4484 S3FIFO-0.4000-1.9000 cache size       91, 2172872 req, miss ratio 0.3067, byte miss ratio 0.3067
tencentBlock.ns4484 S3FIFO-0.4000-1.9000 cache size      273, 2172872 req, miss ratio 0.2236, byte miss ratio 0.2236
tencentBlock.ns4484 S3FIFO-0.4000-1.9000 cache size      910, 2172872 req, miss ratio 0.2160, byte miss ratio 0.2160
tencentBlock.ns4484 S3FIFO-0.4000-1.9000 cache size     2731, 2172872 req, miss ratio 0.2125, byte miss ratio 0.2125
tencentBlock.ns4484 S3FIFO-0.4000-1.9000 cache size     9104, 2172872 req, miss ratio 0.2091, byte miss ratio 0.2091
tencentBlock.ns4484 S3FIFO-0.4000-1.9000 cache size    18209, 2172872 req, miss ratio 0.2088, byte miss ratio 0.2088
tencentBlock.ns4484 S3FIFO-0.4000-1.9000 cache size    36419, 2172872 req, miss ratio 0.1577, byte miss ratio 0.1577
tencentBlock.ns4484 S3FIFO-0.4000-1.9000 cache size    72838, 2172872 req, miss ratio 0.0513, byte miss ratio 0.0513
tencentBlock.ns4484 S3FIFO-0.0500-1.9000 cache size       91, 2172872 req, miss ratio 0.2777, byte miss ratio 0.2777
tencentBlock.ns4484 S3FIFO-0.0500-1.9000 cache size      273, 2172872 req, miss ratio 0.2269, byte miss ratio 0.2269
tencentBlock.ns4484 S3FIFO-0.0500-1.9000 cache size      910, 2172872 req, miss ratio 0.2160, byte miss ratio 0.2160
tencentBlock.ns4484 S3FIFO-0.0500-1.9000 cache size     2731, 2172872 req, miss ratio 0.2119, byte miss ratio 0.2119
tencentBlock.ns4484 S3FIFO-0.0500-1.9000 cache size     9104, 2172872 req, miss ratio 0.2081, byte miss ratio 0.2081
tencentBlock.ns4484 S3FIFO-0.0500-1.9000 cache size    18209, 2172872 req, miss ratio 0.1875, byte miss ratio 0.1875
tencentBlock.ns4484 S3FIFO-0.0500-1.9000 cache size    36419, 2172872 req, miss ratio 0.1213, byte miss ratio 0.1213
tencentBlock.ns4484 S3FIFO-0.0500-1.9000 cache size    72838, 2172872 req, miss ratio 0.0435, byte miss ratio 0.0435
tencentBlock.ns4484 S3FIFO-0.5000-1.9000 cache size       91, 2172872 req, miss ratio 0.3433, byte miss ratio 0.3433
tencentBlock.ns4484 S3FIFO-0.5000-1.9000 cache size      273, 2172872 req, miss ratio 0.2246, byte miss ratio 0.2246
tencentBlock.ns4484 S3FIFO-0.5000-1.9000 cache size      910, 2172872 req, miss ratio 0.2163, byte miss ratio 0.2163
tencentBlock.ns4484 S3FIFO-0.5000-1.9000 cache size     2731, 2172872 req, miss ratio 0.2131, byte miss ratio 0.2131
tencentBlock.ns4484 S3FIFO-0.5000-1.9000 cache size     9104, 2172872 req, miss ratio 0.2084, byte miss ratio 0.2084
tencentBlock.ns4484 S3FIFO-0.5000-1.9000 cache size    18209, 2172872 req, miss ratio 0.2092, byte miss ratio 0.2092
tencentBlock.ns4484 S3FIFO-0.5000-1.9000 cache size    36419, 2172872 req, miss ratio 0.1525, byte miss ratio 0.1525
tencentBlock.ns4484 S3FIFO-0.5000-1.9000 cache size    72838, 2172872 req, miss ratio 0.0524, byte miss ratio 0.0524
tencentBlock.ns4484 S3FIFO-0.3500-0.9000 cache size       91, 2172872 req, miss ratio 0.2864, byte miss ratio 0.2864
tencentBlock.ns4484 S3FIFO-0.3500-0.9000 cache size      273, 2172872 req, miss ratio 0.2230, byte miss ratio 0.2230
tencentBlock.ns4484 S3FIFO-0.3500-0.9000 cache size      910, 2172872 req, miss ratio 0.2164, byte miss ratio 0.2164
tencentBlock.ns4484 S3FIFO-0.3500-0.9000 cache size     2731, 2172872 req, miss ratio 0.2123, byte miss ratio 0.2123
tencentBlock.ns4484 S3FIFO-0.3500-0.9000 cache size     9104, 2172872 req, miss ratio 0.2091, byte miss ratio 0.2091
tencentBlock.ns4484 S3FIFO-0.3500-0.9000 cache size    18209, 2172872 req, miss ratio 0.1805, byte miss ratio 0.1805
tencentBlock.ns4484 S3FIFO-0.3500-0.9000 cache size    36419, 2172872 req, miss ratio 0.1555, byte miss ratio 0.1555
tencentBlock.ns4484 S3FIFO-0.3500-0.9000 cache size    72838, 2172872 req, miss ratio 0.0499, byte miss ratio 0.0499
tencentBlock.ns4484 S3FIFO-0.5500-1.9000 cache size       91, 2172872 req, miss ratio 0.3585, byte miss ratio 0.3585
tencentBlock.ns4484 S3FIFO-0.5500-1.9000 cache size      273, 2172872 req, miss ratio 0.2274, byte miss ratio 0.2274
tencentBlock.ns4484 S3FIFO-0.5500-1.9000 cache size      910, 2172872 req, miss ratio 0.2167, byte miss ratio 0.2167
tencentBlock.ns4484 S3FIFO-0.5500-1.9000 cache size     2731, 2172872 req, miss ratio 0.2134, byte miss ratio 0.2134
tencentBlock.ns4484 S3FIFO-0.5500-1.9000 cache size     9104, 2172872 req, miss ratio 0.2092, byte miss ratio 0.2092
tencentBlock.ns4484 S3FIFO-0.5500-1.9000 cache size    18209, 2172872 req, miss ratio 0.2094, byte miss ratio 0.2094
tencentBlock.ns4484 S3FIFO-0.5500-1.9000 cache size    36419, 2172872 req, miss ratio 0.1499, byte miss ratio 0.1499
tencentBlock.ns4484 S3FIFO-0.5500-1.9000 cache size    72838, 2172872 req, miss ratio 0.0537, byte miss ratio 0.0537
tencentBlock.ns4484 S3FIFO-0.8500-0.9000 cache size       91, 2172872 req, miss ratio 0.4212, byte miss ratio 0.4212
