cdn1_colo28.ns652 S3FIFO-0.8000-0.9000 cache size        6, 1692110 req, miss ratio 0.6839, byte miss ratio 0.6839
cdn1_colo28.ns652 S3FIFO-0.8000-0.9000 cache size       21, 1692110 req, miss ratio 0.4006, byte miss ratio 0.4006
cdn1_colo28.ns652 S3FIFO-0.8000-0.9000 cache size       65, 1692110 req, miss ratio 0.1293, byte miss ratio 0.1293
cdn1_colo28.ns652 S3FIFO-0.8000-0.9000 cache size      218, 1692110 req, miss ratio 0.0271, byte miss ratio 0.0271
cdn1_colo28.ns652 S3FIFO-0.8000-0.9000 cache size      436, 1692110 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_colo28.ns652 S3FIFO-0.8000-0.9000 cache size      873, 1692110 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_colo28.ns652 S3FIFO-0.8000-0.9000 cache size     1747, 1692110 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns652 S3FIFO-0.3500-0.9000 cache size        6, 1692110 req, miss ratio 0.6372, byte miss ratio 0.6372
cdn1_colo28.ns652 S3FIFO-0.3500-0.9000 cache size       21, 1692110 req, miss ratio 0.3424, byte miss ratio 0.3424
cdn1_colo28.ns652 S3FIFO-0.3500-0.9000 cache size       65, 1692110 req, miss ratio 0.0941, byte miss ratio 0.0941
cdn1_colo28.ns652 S3FIFO-0.3500-0.9000 cache size      218, 1692110 req, miss ratio 0.0195, byte miss ratio 0.0195
cdn1_colo28.ns652 S3FIFO-0.3500-0.9000 cache size      436, 1692110 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_colo28.ns652 S3FIFO-0.3500-0.9000 cache size      873, 1692110 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns652 S3FIFO-0.3500-0.9000 cache size     1747, 1692110 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns652 S3FIFO-0.6500-1.9000 cache size        6, 1692110 req, miss ratio 0.6724, byte miss ratio 0.6724
cdn1_colo28.ns652 S3FIFO-0.6500-1.9000 cache size       21, 1692110 req, miss ratio 0.3818, byte miss ratio 0.3818
cdn1_colo28.ns652 S3FIFO-0.6500-1.9000 cache size       65, 1692110 req, miss ratio 0.1151, byte miss ratio 0.1151
cdn1_colo28.ns652 S3FIFO-0.6500-1.9000 cache size      218, 1692110 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns652 S3FIFO-0.6500-1.9000 cache size      436, 1692110 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_colo28.ns652 S3FIFO-0.6500-1.9000 cache size      873, 1692110 req, miss ratio 0.0039, byte miss ratio 0.0039
