cdn1_colo28.ns629 S3FIFO-0.1500-1.9000 cache size     2177, 3722658 req, miss ratio 0.7239, byte miss ratio 0.7239
cdn1_colo28.ns629 S3FIFO-0.1500-1.9000 cache size     6533, 3722658 req, miss ratio 0.6744, byte miss ratio 0.6744
cdn1_colo28.ns629 S3FIFO-0.1500-1.9000 cache size    21778, 3722658 req, miss ratio 0.6317, byte miss ratio 0.6317
cdn1_colo28.ns629 S3FIFO-0.1500-1.9000 cache size    65334, 3722658 req, miss ratio 0.5986, byte miss ratio 0.5986
cdn1_colo28.ns629 S3FIFO-0.1500-1.9000 cache size   217780, 3722658 req, miss ratio 0.5886, byte miss ratio 0.5886
cdn1_colo28.ns629 S3FIFO-0.1500-1.9000 cache size   435560, 3722658 req, miss ratio 0.5859, byte miss ratio 0.5859
cdn1_colo28.ns629 S3FIFO-0.1500-1.9000 cache size   871121, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.1500-1.9000 cache size  1742243, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.0100-1.9000 cache size     2177, 3722658 req, miss ratio 0.7385, byte miss ratio 0.7385
cdn1_colo28.ns629 S3FIFO-0.0100-1.9000 cache size     6533, 3722658 req, miss ratio 0.7033, byte miss ratio 0.7033
cdn1_colo28.ns629 S3FIFO-0.0100-1.9000 cache size    21778, 3722658 req, miss ratio 0.6828, byte miss ratio 0.6828
cdn1_colo28.ns629 S3FIFO-0.0100-1.9000 cache size    65334, 3722658 req, miss ratio 0.6588, byte miss ratio 0.6588
cdn1_colo28.ns629 S3FIFO-0.0100-1.9000 cache size   217780, 3722658 req, miss ratio 0.6172, byte miss ratio 0.6172
cdn1_colo28.ns629 S3FIFO-0.0100-1.9000 cache size   435560, 3722658 req, miss ratio 0.5887, byte miss ratio 0.5887
cdn1_colo28.ns629 S3FIFO-0.0100-1.9000 cache size   871121, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.0100-1.9000 cache size  1742243, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.0250-1.9000 cache size     2177, 3722658 req, miss ratio 0.7350, byte miss ratio 0.7350
cdn1_colo28.ns629 S3FIFO-0.0250-1.9000 cache size     6533, 3722658 req, miss ratio 0.6975, byte miss ratio 0.6975
cdn1_colo28.ns629 S3FIFO-0.0250-1.9000 cache size    21778, 3722658 req, miss ratio 0.6719, byte miss ratio 0.6719
cdn1_colo28.ns629 S3FIFO-0.0250-1.9000 cache size    65334, 3722658 req, miss ratio 0.6420, byte miss ratio 0.6420
cdn1_colo28.ns629 S3FIFO-0.0250-1.9000 cache size   217780, 3722658 req, miss ratio 0.6020, byte miss ratio 0.6020
cdn1_colo28.ns629 S3FIFO-0.0250-1.9000 cache size   435560, 3722658 req, miss ratio 0.5869, byte miss ratio 0.5869
cdn1_colo28.ns629 S3FIFO-0.0250-1.9000 cache size   871121, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.0250-1.9000 cache size  1742243, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.7000-0.9000 cache size     2177, 3722658 req, miss ratio 0.7319, byte miss ratio 0.7319
cdn1_colo28.ns629 S3FIFO-0.7000-0.9000 cache size     6533, 3722658 req, miss ratio 0.6461, byte miss ratio 0.6461
cdn1_colo28.ns629 S3FIFO-0.7000-0.9000 cache size    21778, 3722658 req, miss ratio 0.6002, byte miss ratio 0.6002
cdn1_colo28.ns629 S3FIFO-0.7000-0.9000 cache size    65334, 3722658 req, miss ratio 0.5899, byte miss ratio 0.5899
cdn1_colo28.ns629 S3FIFO-0.7000-0.9000 cache size   217780, 3722658 req, miss ratio 0.5860, byte miss ratio 0.5860
cdn1_colo28.ns629 S3FIFO-0.7000-0.9000 cache size   435560, 3722658 req, miss ratio 0.5852, byte miss ratio 0.5852
cdn1_colo28.ns629 S3FIFO-0.7000-0.9000 cache size   871121, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.7000-0.9000 cache size  1742243, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.6500-1.9000 cache size     2177, 3722658 req, miss ratio 0.7295, byte miss ratio 0.7295
cdn1_colo28.ns629 S3FIFO-0.6500-1.9000 cache size     6533, 3722658 req, miss ratio 0.6458, byte miss ratio 0.6458
cdn1_colo28.ns629 S3FIFO-0.6500-1.9000 cache size    21778, 3722658 req, miss ratio 0.6002, byte miss ratio 0.6002
cdn1_colo28.ns629 S3FIFO-0.6500-1.9000 cache size    65334, 3722658 req, miss ratio 0.5900, byte miss ratio 0.5900
cdn1_colo28.ns629 S3FIFO-0.6500-1.9000 cache size   217780, 3722658 req, miss ratio 0.5860, byte miss ratio 0.5860
cdn1_colo28.ns629 S3FIFO-0.6500-1.9000 cache size   435560, 3722658 req, miss ratio 0.5852, byte miss ratio 0.5852
cdn1_colo28.ns629 S3FIFO-0.6500-1.9000 cache size   871121, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.6500-1.9000 cache size  1742243, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.8500-1.9000 cache size     2177, 3722658 req, miss ratio 0.7527, byte miss ratio 0.7527
cdn1_colo28.ns629 S3FIFO-0.8500-1.9000 cache size     6533, 3722658 req, miss ratio 0.6545, byte miss ratio 0.6545
cdn1_colo28.ns629 S3FIFO-0.8500-1.9000 cache size    21778, 3722658 req, miss ratio 0.6021, byte miss ratio 0.6021
cdn1_colo28.ns629 S3FIFO-0.8500-1.9000 cache size    65334, 3722658 req, miss ratio 0.5904, byte miss ratio 0.5904
cdn1_colo28.ns629 S3FIFO-0.8500-1.9000 cache size   217780, 3722658 req, miss ratio 0.5857, byte miss ratio 0.5857
cdn1_colo28.ns629 S3FIFO-0.8500-1.9000 cache size   435560, 3722658 req, miss ratio 0.5851, byte miss ratio 0.5851
cdn1_colo28.ns629 S3FIFO-0.8500-1.9000 cache size   871121, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.8500-1.9000 cache size  1742243, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.1000-1.9000 cache size     2177, 3722658 req, miss ratio 0.7269, byte miss ratio 0.7269
cdn1_colo28.ns629 S3FIFO-0.1000-1.9000 cache size     6533, 3722658 req, miss ratio 0.6815, byte miss ratio 0.6815
cdn1_colo28.ns629 S3FIFO-0.1000-1.9000 cache size    21778, 3722658 req, miss ratio 0.6430, byte miss ratio 0.6430
cdn1_colo28.ns629 S3FIFO-0.1000-1.9000 cache size    65334, 3722658 req, miss ratio 0.6069, byte miss ratio 0.6069
cdn1_colo28.ns629 S3FIFO-0.1000-1.9000 cache size   217780, 3722658 req, miss ratio 0.5899, byte miss ratio 0.5899
cdn1_colo28.ns629 S3FIFO-0.1000-1.9000 cache size   435560, 3722658 req, miss ratio 0.5861, byte miss ratio 0.5861
cdn1_colo28.ns629 S3FIFO-0.1000-1.9000 cache size   871121, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.1000-1.9000 cache size  1742243, 3722658 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns629 S3FIFO-0.0010-0.9000 cache size     2177, 3722658 req, miss ratio 0.7582, byte miss ratio 0.7582
cdn1_colo28.ns629 S3FIFO-0.0010-0.9000 cache size     6533, 3722658 req, miss ratio 0.7162, byte miss ratio 0.7162
cdn1_colo28.ns629 S3FIFO-0.0010-0.9000 cache size    21778, 3722658 req, miss ratio 0.6959, byte miss ratio 0.6959
