cdn1_colo28.ns492 S3FIFO-0.7500-0.9000 cache size      184, 2347679 req, miss ratio 0.7333, byte miss ratio 0.7333
cdn1_colo28.ns492 S3FIFO-0.7500-0.9000 cache size      552, 2347679 req, miss ratio 0.6367, byte miss ratio 0.6367
cdn1_colo28.ns492 S3FIFO-0.7500-0.9000 cache size     1842, 2347679 req, miss ratio 0.5014, byte miss ratio 0.5014
cdn1_colo28.ns492 S3FIFO-0.7500-0.9000 cache size     5527, 2347679 req, miss ratio 0.3655, byte miss ratio 0.3655
cdn1_colo28.ns492 S3FIFO-0.7500-0.9000 cache size    18425, 2347679 req, miss ratio 0.2282, byte miss ratio 0.2282
cdn1_colo28.ns492 S3FIFO-0.7500-0.9000 cache size    36850, 2347679 req, miss ratio 0.1642, byte miss ratio 0.1642
cdn1_colo28.ns492 S3FIFO-0.7500-0.9000 cache size    73700, 2347679 req, miss ratio 0.1109, byte miss ratio 0.1109
cdn1_colo28.ns492 S3FIFO-0.7500-0.9000 cache size   147400, 2347679 req, miss ratio 0.0814, byte miss ratio 0.0814
cdn1_colo28.ns492 S3FIFO-0.8500-1.9000 cache size      184, 2347679 req, miss ratio 0.7506, byte miss ratio 0.7506
cdn1_colo28.ns492 S3FIFO-0.8500-1.9000 cache size      552, 2347679 req, miss ratio 0.6581, byte miss ratio 0.6581
cdn1_colo28.ns492 S3FIFO-0.8500-1.9000 cache size     1842, 2347679 req, miss ratio 0.5230, byte miss ratio 0.5230
cdn1_colo28.ns492 S3FIFO-0.8500-1.9000 cache size     5527, 2347679 req, miss ratio 0.3820, byte miss ratio 0.3820
cdn1_colo28.ns492 S3FIFO-0.8500-1.9000 cache size    18425, 2347679 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_colo28.ns492 S3FIFO-0.8500-1.9000 cache size    36850, 2347679 req, miss ratio 0.1702, byte miss ratio 0.1702
cdn1_colo28.ns492 S3FIFO-0.8500-1.9000 cache size    73700, 2347679 req, miss ratio 0.1155, byte miss ratio 0.1155
cdn1_colo28.ns492 S3FIFO-0.8500-1.9000 cache size   147400, 2347679 req, miss ratio 0.0831, byte miss ratio 0.0831
cdn1_colo28.ns492 S3FIFO-0.1000-0.9000 cache size      184, 2347679 req, miss ratio 0.6866, byte miss ratio 0.6866
cdn1_colo28.ns492 S3FIFO-0.1000-0.9000 cache size      552, 2347679 req, miss ratio 0.5699, byte miss ratio 0.5699
cdn1_colo28.ns492 S3FIFO-0.1000-0.9000 cache size     1842, 2347679 req, miss ratio 0.4281, byte miss ratio 0.4281
cdn1_colo28.ns492 S3FIFO-0.1000-0.9000 cache size     5527, 2347679 req, miss ratio 0.3057, byte miss ratio 0.3057
cdn1_colo28.ns492 S3FIFO-0.1000-0.9000 cache size    18425, 2347679 req, miss ratio 0.1831, byte miss ratio 0.1831
cdn1_colo28.ns492 S3FIFO-0.1000-0.9000 cache size    36850, 2347679 req, miss ratio 0.1290, byte miss ratio 0.1290
cdn1_colo28.ns492 S3FIFO-0.1000-0.9000 cache size    73700, 2347679 req, miss ratio 0.0956, byte miss ratio 0.0956
cdn1_colo28.ns492 S3FIFO-0.1000-0.9000 cache size   147400, 2347679 req, miss ratio 0.0799, byte miss ratio 0.0799
cdn1_colo28.ns492 S3FIFO-0.0250-1.9000 cache size      184, 2347679 req, miss ratio 0.6948, byte miss ratio 0.6948
cdn1_colo28.ns492 S3FIFO-0.0250-1.9000 cache size      552, 2347679 req, miss ratio 0.5764, byte miss ratio 0.5764
cdn1_colo28.ns492 S3FIFO-0.0250-1.9000 cache size     1842, 2347679 req, miss ratio 0.4307, byte miss ratio 0.4307
cdn1_colo28.ns492 S3FIFO-0.0250-1.9000 cache size     5527, 2347679 req, miss ratio 0.3071, byte miss ratio 0.3071
cdn1_colo28.ns492 S3FIFO-0.0250-1.9000 cache size    18425, 2347679 req, miss ratio 0.1841, byte miss ratio 0.1841
cdn1_colo28.ns492 S3FIFO-0.0250-1.9000 cache size    36850, 2347679 req, miss ratio 0.1293, byte miss ratio 0.1293
cdn1_colo28.ns492 S3FIFO-0.0250-1.9000 cache size    73700, 2347679 req, miss ratio 0.0953, byte miss ratio 0.0953
cdn1_colo28.ns492 S3FIFO-0.0250-1.9000 cache size   147400, 2347679 req, miss ratio 0.0799, byte miss ratio 0.0799
cdn1_colo28.ns492 S3FIFO-0.0100-0.9000 cache size      184, 2347679 req, miss ratio 0.6977, byte miss ratio 0.6977
cdn1_colo28.ns492 S3FIFO-0.0100-0.9000 cache size      552, 2347679 req, miss ratio 0.5808, byte miss ratio 0.5808
cdn1_colo28.ns492 S3FIFO-0.0100-0.9000 cache size     1842, 2347679 req, miss ratio 0.4329, byte miss ratio 0.4329
