io_traces.ns65 S3FIFO-0.8000-1.9000 cache size      261, 2800000 req, miss ratio 0.5995, byte miss ratio 0.5995
io_traces.ns65 S3FIFO-0.8000-1.9000 cache size      785, 2800000 req, miss ratio 0.5502, byte miss ratio 0.5502
io_traces.ns65 S3FIFO-0.8000-1.9000 cache size     2618, 2800000 req, miss ratio 0.5142, byte miss ratio 0.5142
io_traces.ns65 S3FIFO-0.8000-1.9000 cache size     7854, 2800000 req, miss ratio 0.4869, byte miss ratio 0.4869
io_traces.ns65 S3FIFO-0.8000-1.9000 cache size    26181, 2800000 req, miss ratio 0.4330, byte miss ratio 0.4330
io_traces.ns65 S3FIFO-0.8000-1.9000 cache size    52362, 2800000 req, miss ratio 0.2649, byte miss ratio 0.2649
io_traces.ns65 S3FIFO-0.8000-1.9000 cache size   104724, 2800000 req, miss ratio 0.1608, byte miss ratio 0.1608
io_traces.ns65 S3FIFO-0.8000-1.9000 cache size   209449, 2800000 req, miss ratio 0.0981, byte miss ratio 0.0981
io_traces.ns65 S3FIFO-0.0500-1.9000 cache size      261, 2800000 req, miss ratio 0.5747, byte miss ratio 0.5747
io_traces.ns65 S3FIFO-0.0500-1.9000 cache size      785, 2800000 req, miss ratio 0.5315, byte miss ratio 0.5315
io_traces.ns65 S3FIFO-0.0500-1.9000 cache size     2618, 2800000 req, miss ratio 0.4974, byte miss ratio 0.4974
io_traces.ns65 S3FIFO-0.0500-1.9000 cache size     7854, 2800000 req, miss ratio 0.4416, byte miss ratio 0.4416
io_traces.ns65 S3FIFO-0.0500-1.9000 cache size    26181, 2800000 req, miss ratio 0.3676, byte miss ratio 0.3676
io_traces.ns65 S3FIFO-0.0500-1.9000 cache size    52362, 2800000 req, miss ratio 0.1802, byte miss ratio 0.1802
io_traces.ns65 S3FIFO-0.0500-1.9000 cache size   104724, 2800000 req, miss ratio 0.1243, byte miss ratio 0.1243
io_traces.ns65 S3FIFO-0.0500-1.9000 cache size   209449, 2800000 req, miss ratio 0.0946, byte miss ratio 0.0946
io_traces.ns65 S3FIFO-0.8000-0.9000 cache size      261, 2800000 req, miss ratio 0.5988, byte miss ratio 0.5988
io_traces.ns65 S3FIFO-0.8000-0.9000 cache size      785, 2800000 req, miss ratio 0.5493, byte miss ratio 0.5493
io_traces.ns65 S3FIFO-0.8000-0.9000 cache size     2618, 2800000 req, miss ratio 0.5135, byte miss ratio 0.5135
io_traces.ns65 S3FIFO-0.8000-0.9000 cache size     7854, 2800000 req, miss ratio 0.4862, byte miss ratio 0.4862
io_traces.ns65 S3FIFO-0.8000-0.9000 cache size    26181, 2800000 req, miss ratio 0.4421, byte miss ratio 0.4421
io_traces.ns65 S3FIFO-0.8000-0.9000 cache size    52362, 2800000 req, miss ratio 0.2689, byte miss ratio 0.2689
io_traces.ns65 S3FIFO-0.8000-0.9000 cache size   104724, 2800000 req, miss ratio 0.1608, byte miss ratio 0.1608
io_traces.ns65 S3FIFO-0.8000-0.9000 cache size   209449, 2800000 req, miss ratio 0.0981, byte miss ratio 0.0981
