cdn1_colo28.ns1400 S3FIFO-0.1000-1.9000 cache size       14, 1251393 req, miss ratio 0.5140, byte miss ratio 0.5140
cdn1_colo28.ns1400 S3FIFO-0.1000-1.9000 cache size       47, 1251393 req, miss ratio 0.0661, byte miss ratio 0.0661
cdn1_colo28.ns1400 S3FIFO-0.1000-1.9000 cache size       94, 1251393 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_colo28.ns1400 S3FIFO-0.1000-1.9000 cache size      189, 1251393 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns1400 S3FIFO-0.1000-1.9000 cache size      379, 1251393 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1400 S3FIFO-0.3000-0.9000 cache size       14, 1251393 req, miss ratio 0.5308, byte miss ratio 0.5308
cdn1_colo28.ns1400 S3FIFO-0.3000-0.9000 cache size       47, 1251393 req, miss ratio 0.0795, byte miss ratio 0.0795
cdn1_colo28.ns1400 S3FIFO-0.3000-0.9000 cache size       94, 1251393 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_colo28.ns1400 S3FIFO-0.3000-0.9000 cache size      189, 1251393 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_colo28.ns1400 S3FIFO-0.3000-0.9000 cache size      379, 1251393 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1400 S3FIFO-0.7500-1.9000 cache size       14, 1251393 req, miss ratio 0.5893, byte miss ratio 0.5893
cdn1_colo28.ns1400 S3FIFO-0.7500-1.9000 cache size       47, 1251393 req, miss ratio 0.1072, byte miss ratio 0.1072
cdn1_colo28.ns1400 S3FIFO-0.7500-1.9000 cache size       94, 1251393 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns1400 S3FIFO-0.7500-1.9000 cache size      189, 1251393 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns1400 S3FIFO-0.7500-1.9000 cache size      379, 1251393 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1400 S3FIFO-0.8000-1.9000 cache size       14, 1251393 req, miss ratio 0.5922, byte miss ratio 0.5922
cdn1_colo28.ns1400 S3FIFO-0.8000-1.9000 cache size       47, 1251393 req, miss ratio 0.1098, byte miss ratio 0.1098
cdn1_colo28.ns1400 S3FIFO-0.8000-1.9000 cache size       94, 1251393 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_colo28.ns1400 S3FIFO-0.8000-1.9000 cache size      189, 1251393 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns1400 S3FIFO-0.8000-1.9000 cache size      379, 1251393 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1400 S3FIFO-0.4500-1.9000 cache size       14, 1251393 req, miss ratio 0.5635, byte miss ratio 0.5635
cdn1_colo28.ns1400 S3FIFO-0.4500-1.9000 cache size       47, 1251393 req, miss ratio 0.0885, byte miss ratio 0.0885
cdn1_colo28.ns1400 S3FIFO-0.4500-1.9000 cache size       94, 1251393 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_colo28.ns1400 S3FIFO-0.4500-1.9000 cache size      189, 1251393 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns1400 S3FIFO-0.4500-1.9000 cache size      379, 1251393 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1400 S3FIFO-0.7000-0.9000 cache size       14, 1251393 req, miss ratio 0.5827, byte miss ratio 0.5827
cdn1_colo28.ns1400 S3FIFO-0.7000-0.9000 cache size       47, 1251393 req, miss ratio 0.1051, byte miss ratio 0.1051
cdn1_colo28.ns1400 S3FIFO-0.7000-0.9000 cache size       94, 1251393 req, miss ratio 0.0170, byte miss ratio 0.0170
cdn1_colo28.ns1400 S3FIFO-0.7000-0.9000 cache size      189, 1251393 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns1400 S3FIFO-0.7000-0.9000 cache size      379, 1251393 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1400 S3FIFO-0.0010-1.9000 cache size       14, 1251393 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1400 S3FIFO-0.0010-1.9000 cache size       47, 1251393 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1400 S3FIFO-0.0010-1.9000 cache size       94, 1251393 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1400 S3FIFO-0.0010-1.9000 cache size      189, 1251393 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1400 S3FIFO-0.0010-1.9000 cache size      379, 1251393 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1400 S3FIFO-0.4000-1.9000 cache size       14, 1251393 req, miss ratio 0.5553, byte miss ratio 0.5553
cdn1_colo28.ns1400 S3FIFO-0.4000-1.9000 cache size       47, 1251393 req, miss ratio 0.0844, byte miss ratio 0.0844
cdn1_colo28.ns1400 S3FIFO-0.4000-1.9000 cache size       94, 1251393 req, miss ratio 0.0124, byte miss ratio 0.0124
