cdn1_colo28.ns547 S3FIFO-0.0010-0.9000 cache size      160, 2904290 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns547 S3FIFO-0.0010-0.9000 cache size      481, 2904290 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns547 S3FIFO-0.0010-0.9000 cache size     1604, 2904290 req, miss ratio 0.3863, byte miss ratio 0.3863
cdn1_colo28.ns547 S3FIFO-0.0010-0.9000 cache size     4814, 2904290 req, miss ratio 0.2779, byte miss ratio 0.2779
cdn1_colo28.ns547 S3FIFO-0.0010-0.9000 cache size    16049, 2904290 req, miss ratio 0.1708, byte miss ratio 0.1708
cdn1_colo28.ns547 S3FIFO-0.0010-0.9000 cache size    32098, 2904290 req, miss ratio 0.1195, byte miss ratio 0.1195
cdn1_colo28.ns547 S3FIFO-0.0010-0.9000 cache size    64196, 2904290 req, miss ratio 0.0803, byte miss ratio 0.0803
cdn1_colo28.ns547 S3FIFO-0.0010-0.9000 cache size   128392, 2904290 req, miss ratio 0.0574, byte miss ratio 0.0574
cdn1_colo28.ns547 S3FIFO-0.6000-1.9000 cache size      160, 2904290 req, miss ratio 0.6176, byte miss ratio 0.6176
cdn1_colo28.ns547 S3FIFO-0.6000-1.9000 cache size      481, 2904290 req, miss ratio 0.5377, byte miss ratio 0.5377
cdn1_colo28.ns547 S3FIFO-0.6000-1.9000 cache size     1604, 2904290 req, miss ratio 0.4403, byte miss ratio 0.4403
cdn1_colo28.ns547 S3FIFO-0.6000-1.9000 cache size     4814, 2904290 req, miss ratio 0.3410, byte miss ratio 0.3410
cdn1_colo28.ns547 S3FIFO-0.6000-1.9000 cache size    16049, 2904290 req, miss ratio 0.2148, byte miss ratio 0.2148
cdn1_colo28.ns547 S3FIFO-0.6000-1.9000 cache size    32098, 2904290 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns547 S3FIFO-0.6000-1.9000 cache size    64196, 2904290 req, miss ratio 0.0920, byte miss ratio 0.0920
cdn1_colo28.ns547 S3FIFO-0.6000-1.9000 cache size   128392, 2904290 req, miss ratio 0.0586, byte miss ratio 0.0586
cdn1_colo28.ns547 S3FIFO-0.7000-0.9000 cache size      160, 2904290 req, miss ratio 0.6278, byte miss ratio 0.6278
cdn1_colo28.ns547 S3FIFO-0.7000-0.9000 cache size      481, 2904290 req, miss ratio 0.5473, byte miss ratio 0.5473
