cdn1_allcolo.ns2758 S3FIFO-0.6000-1.9000 cache size      101, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.6000-1.9000 cache size      304, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.6000-1.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.6000-1.9000 cache size     3045, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.6000-1.9000 cache size    10152, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.6000-1.9000 cache size    20305, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.6000-1.9000 cache size    40611, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.6000-1.9000 cache size    81222, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8500-0.9000 cache size      101, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8500-0.9000 cache size      304, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8500-0.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8500-0.9000 cache size     3045, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8500-0.9000 cache size    10152, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8500-0.9000 cache size    20305, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8500-0.9000 cache size    40611, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8500-0.9000 cache size    81222, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-1.9000 cache size      101, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-1.9000 cache size      304, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-1.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-1.9000 cache size     3045, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-1.9000 cache size    10152, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-1.9000 cache size    20305, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-1.9000 cache size    40611, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-1.9000 cache size    81222, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0500-1.9000 cache size      101, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0500-1.9000 cache size      304, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0500-1.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0500-1.9000 cache size     3045, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0500-1.9000 cache size    10152, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0500-1.9000 cache size    20305, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0500-1.9000 cache size    40611, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0500-1.9000 cache size    81222, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0010-1.9000 cache size      101, 2763299 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2758 S3FIFO-0.0010-1.9000 cache size      304, 2763299 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2758 S3FIFO-0.0010-1.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0010-1.9000 cache size     3045, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0010-1.9000 cache size    10152, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0010-1.9000 cache size    20305, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0010-1.9000 cache size    40611, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0010-1.9000 cache size    81222, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0250-1.9000 cache size      101, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0250-1.9000 cache size      304, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0250-1.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0250-1.9000 cache size     3045, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0250-1.9000 cache size    10152, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0250-1.9000 cache size    20305, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0250-1.9000 cache size    40611, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0250-1.9000 cache size    81222, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8000-1.9000 cache size      101, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8000-1.9000 cache size      304, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8000-1.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8000-1.9000 cache size     3045, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8000-1.9000 cache size    10152, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8000-1.9000 cache size    20305, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8000-1.9000 cache size    40611, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.8000-1.9000 cache size    81222, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-0.9000 cache size      101, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-0.9000 cache size      304, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-0.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-0.9000 cache size     3045, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-0.9000 cache size    10152, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-0.9000 cache size    20305, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-0.9000 cache size    40611, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.3500-0.9000 cache size    81222, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9500-1.9000 cache size      101, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9500-1.9000 cache size      304, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9500-1.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9500-1.9000 cache size     3045, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9500-1.9000 cache size    10152, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9500-1.9000 cache size    20305, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9500-1.9000 cache size    40611, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9500-1.9000 cache size    81222, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9900-0.9000 cache size      101, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9900-0.9000 cache size      304, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9900-0.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9900-0.9000 cache size     3045, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9900-0.9000 cache size    10152, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9900-0.9000 cache size    20305, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9900-0.9000 cache size    40611, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.9900-0.9000 cache size    81222, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0050-1.9000 cache size      101, 2763299 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2758 S3FIFO-0.0050-1.9000 cache size      304, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0050-1.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0050-1.9000 cache size     3045, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0050-1.9000 cache size    10152, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0050-1.9000 cache size    20305, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0050-1.9000 cache size    40611, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.0050-1.9000 cache size    81222, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.6000-0.9000 cache size      101, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.6000-0.9000 cache size      304, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns2758 S3FIFO-0.6000-0.9000 cache size     1015, 2763299 req, miss ratio 0.0367, byte miss ratio 0.0367
