cdn1_colo28.ns2841 S3FIFO-0.6500-0.9000 cache size        5, 1099690 req, miss ratio 0.8827, byte miss ratio 0.8827
cdn1_colo28.ns2841 S3FIFO-0.6500-0.9000 cache size       17, 1099690 req, miss ratio 0.3450, byte miss ratio 0.3450
cdn1_colo28.ns2841 S3FIFO-0.6500-0.9000 cache size       57, 1099690 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns2841 S3FIFO-0.6500-0.9000 cache size      114, 1099690 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns2841 S3FIFO-0.6500-0.9000 cache size      228, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.6500-0.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.9000-0.9000 cache size        5, 1099690 req, miss ratio 0.9119, byte miss ratio 0.9119
cdn1_colo28.ns2841 S3FIFO-0.9000-0.9000 cache size       17, 1099690 req, miss ratio 0.3350, byte miss ratio 0.3350
cdn1_colo28.ns2841 S3FIFO-0.9000-0.9000 cache size       57, 1099690 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_colo28.ns2841 S3FIFO-0.9000-0.9000 cache size      114, 1099690 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns2841 S3FIFO-0.9000-0.9000 cache size      228, 1099690 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns2841 S3FIFO-0.9000-0.9000 cache size      456, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.0050-1.9000 cache size        5, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0050-1.9000 cache size       17, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0050-1.9000 cache size       57, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0050-1.9000 cache size      114, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0050-1.9000 cache size      228, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.0050-1.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.0010-1.9000 cache size        5, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0010-1.9000 cache size       17, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0010-1.9000 cache size       57, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0010-1.9000 cache size      114, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0010-1.9000 cache size      228, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0010-1.9000 cache size      456, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.3500-1.9000 cache size        5, 1099690 req, miss ratio 0.8424, byte miss ratio 0.8424
cdn1_colo28.ns2841 S3FIFO-0.3500-1.9000 cache size       17, 1099690 req, miss ratio 0.3345, byte miss ratio 0.3345
cdn1_colo28.ns2841 S3FIFO-0.3500-1.9000 cache size       57, 1099690 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns2841 S3FIFO-0.3500-1.9000 cache size      114, 1099690 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns2841 S3FIFO-0.3500-1.9000 cache size      228, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.3500-1.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.0250-1.9000 cache size        5, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0250-1.9000 cache size       17, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0250-1.9000 cache size       57, 1099690 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_colo28.ns2841 S3FIFO-0.0250-1.9000 cache size      114, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.0250-1.9000 cache size      228, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.0250-1.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.7000-1.9000 cache size        5, 1099690 req, miss ratio 0.9080, byte miss ratio 0.9080
cdn1_colo28.ns2841 S3FIFO-0.7000-1.9000 cache size       17, 1099690 req, miss ratio 0.3434, byte miss ratio 0.3434
cdn1_colo28.ns2841 S3FIFO-0.7000-1.9000 cache size       57, 1099690 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_colo28.ns2841 S3FIFO-0.7000-1.9000 cache size      114, 1099690 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns2841 S3FIFO-0.7000-1.9000 cache size      228, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.7000-1.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.4500-0.9000 cache size        5, 1099690 req, miss ratio 0.8455, byte miss ratio 0.8455
cdn1_colo28.ns2841 S3FIFO-0.4500-0.9000 cache size       17, 1099690 req, miss ratio 0.3531, byte miss ratio 0.3531
cdn1_colo28.ns2841 S3FIFO-0.4500-0.9000 cache size       57, 1099690 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns2841 S3FIFO-0.4500-0.9000 cache size      114, 1099690 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns2841 S3FIFO-0.4500-0.9000 cache size      228, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.4500-0.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.9900-0.9000 cache size        5, 1099690 req, miss ratio 0.9119, byte miss ratio 0.9119
cdn1_colo28.ns2841 S3FIFO-0.9900-0.9000 cache size       17, 1099690 req, miss ratio 0.3381, byte miss ratio 0.3381
cdn1_colo28.ns2841 S3FIFO-0.9900-0.9000 cache size       57, 1099690 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_colo28.ns2841 S3FIFO-0.9900-0.9000 cache size      114, 1099690 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns2841 S3FIFO-0.9900-0.9000 cache size      228, 1099690 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns2841 S3FIFO-0.9900-0.9000 cache size      456, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.9500-1.9000 cache size        5, 1099690 req, miss ratio 0.9187, byte miss ratio 0.9187
cdn1_colo28.ns2841 S3FIFO-0.9500-1.9000 cache size       17, 1099690 req, miss ratio 0.3357, byte miss ratio 0.3357
cdn1_colo28.ns2841 S3FIFO-0.9500-1.9000 cache size       57, 1099690 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_colo28.ns2841 S3FIFO-0.9500-1.9000 cache size      114, 1099690 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns2841 S3FIFO-0.9500-1.9000 cache size      228, 1099690 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns2841 S3FIFO-0.9500-1.9000 cache size      456, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.1000-0.9000 cache size        5, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.1000-0.9000 cache size       17, 1099690 req, miss ratio 0.2215, byte miss ratio 0.2215
cdn1_colo28.ns2841 S3FIFO-0.1000-0.9000 cache size       57, 1099690 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns2841 S3FIFO-0.1000-0.9000 cache size      114, 1099690 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns2841 S3FIFO-0.1000-0.9000 cache size      228, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.1000-0.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.0100-0.9000 cache size        5, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0100-0.9000 cache size       17, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0100-0.9000 cache size       57, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0100-0.9000 cache size      114, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.0100-0.9000 cache size      228, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.0100-0.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.2500-1.9000 cache size        5, 1099690 req, miss ratio 0.8424, byte miss ratio 0.8424
cdn1_colo28.ns2841 S3FIFO-0.2500-1.9000 cache size       17, 1099690 req, miss ratio 0.3174, byte miss ratio 0.3174
cdn1_colo28.ns2841 S3FIFO-0.2500-1.9000 cache size       57, 1099690 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns2841 S3FIFO-0.2500-1.9000 cache size      114, 1099690 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns2841 S3FIFO-0.2500-1.9000 cache size      228, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.2500-1.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.3000-0.9000 cache size        5, 1099690 req, miss ratio 0.8056, byte miss ratio 0.8056
cdn1_colo28.ns2841 S3FIFO-0.3000-0.9000 cache size       17, 1099690 req, miss ratio 0.3331, byte miss ratio 0.3331
cdn1_colo28.ns2841 S3FIFO-0.3000-0.9000 cache size       57, 1099690 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns2841 S3FIFO-0.3000-0.9000 cache size      114, 1099690 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns2841 S3FIFO-0.3000-0.9000 cache size      228, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.3000-0.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.0250-0.9000 cache size        5, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0250-0.9000 cache size       17, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0250-0.9000 cache size       57, 1099690 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_colo28.ns2841 S3FIFO-0.0250-0.9000 cache size      114, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.0250-0.9000 cache size      228, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.0250-0.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.0010-0.9000 cache size        5, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0010-0.9000 cache size       17, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0010-0.9000 cache size       57, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0010-0.9000 cache size      114, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0010-0.9000 cache size      228, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.0010-0.9000 cache size      456, 1099690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2841 S3FIFO-0.5000-1.9000 cache size        5, 1099690 req, miss ratio 0.8808, byte miss ratio 0.8808
cdn1_colo28.ns2841 S3FIFO-0.5000-1.9000 cache size       17, 1099690 req, miss ratio 0.3556, byte miss ratio 0.3556
cdn1_colo28.ns2841 S3FIFO-0.5000-1.9000 cache size       57, 1099690 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns2841 S3FIFO-0.5000-1.9000 cache size      114, 1099690 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns2841 S3FIFO-0.5000-1.9000 cache size      228, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.5000-1.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.9900-1.9000 cache size        5, 1099690 req, miss ratio 0.9187, byte miss ratio 0.9187
cdn1_colo28.ns2841 S3FIFO-0.9900-1.9000 cache size       17, 1099690 req, miss ratio 0.3357, byte miss ratio 0.3357
cdn1_colo28.ns2841 S3FIFO-0.9900-1.9000 cache size       57, 1099690 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns2841 S3FIFO-0.9900-1.9000 cache size      114, 1099690 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns2841 S3FIFO-0.9900-1.9000 cache size      228, 1099690 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns2841 S3FIFO-0.9900-1.9000 cache size      456, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.7000-0.9000 cache size        5, 1099690 req, miss ratio 0.8827, byte miss ratio 0.8827
cdn1_colo28.ns2841 S3FIFO-0.7000-0.9000 cache size       17, 1099690 req, miss ratio 0.3450, byte miss ratio 0.3450
cdn1_colo28.ns2841 S3FIFO-0.7000-0.9000 cache size       57, 1099690 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_colo28.ns2841 S3FIFO-0.7000-0.9000 cache size      114, 1099690 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns2841 S3FIFO-0.7000-0.9000 cache size      228, 1099690 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2841 S3FIFO-0.7000-0.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.3000-1.9000 cache size        5, 1099690 req, miss ratio 0.8424, byte miss ratio 0.8424
cdn1_colo28.ns2841 S3FIFO-0.3000-1.9000 cache size       17, 1099690 req, miss ratio 0.3345, byte miss ratio 0.3345
cdn1_colo28.ns2841 S3FIFO-0.3000-1.9000 cache size       57, 1099690 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns2841 S3FIFO-0.3000-1.9000 cache size      114, 1099690 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns2841 S3FIFO-0.3000-1.9000 cache size      228, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.3000-1.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.8000-1.9000 cache size        5, 1099690 req, miss ratio 0.9187, byte miss ratio 0.9187
cdn1_colo28.ns2841 S3FIFO-0.8000-1.9000 cache size       17, 1099690 req, miss ratio 0.3349, byte miss ratio 0.3349
cdn1_colo28.ns2841 S3FIFO-0.8000-1.9000 cache size       57, 1099690 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_colo28.ns2841 S3FIFO-0.8000-1.9000 cache size      114, 1099690 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns2841 S3FIFO-0.8000-1.9000 cache size      228, 1099690 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns2841 S3FIFO-0.8000-1.9000 cache size      456, 1099690 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2841 S3FIFO-0.5500-0.9000 cache size        5, 1099690 req, miss ratio 0.8455, byte miss ratio 0.8455
