io_traces.ns468 S3FIFO-0.1500-1.9000 cache size      666, 2000000 req, miss ratio 0.8902, byte miss ratio 0.8902
io_traces.ns468 S3FIFO-0.1500-1.9000 cache size     2000, 2000000 req, miss ratio 0.8888, byte miss ratio 0.8888
io_traces.ns468 S3FIFO-0.1500-1.9000 cache size     6668, 2000000 req, miss ratio 0.8750, byte miss ratio 0.8750
io_traces.ns468 S3FIFO-0.1500-1.9000 cache size    20005, 2000000 req, miss ratio 0.6596, byte miss ratio 0.6596
io_traces.ns468 S3FIFO-0.1500-1.9000 cache size    66684, 2000000 req, miss ratio 0.3547, byte miss ratio 0.3547
io_traces.ns468 S3FIFO-0.1500-1.9000 cache size   133369, 2000000 req, miss ratio 0.3497, byte miss ratio 0.3497
io_traces.ns468 S3FIFO-0.1500-1.9000 cache size   266739, 2000000 req, miss ratio 0.3432, byte miss ratio 0.3432
io_traces.ns468 S3FIFO-0.1500-1.9000 cache size   533479, 2000000 req, miss ratio 0.3334, byte miss ratio 0.3334
io_traces.ns468 S3FIFO-0.1000-0.9000 cache size      666, 2000000 req, miss ratio 0.8904, byte miss ratio 0.8904
io_traces.ns468 S3FIFO-0.1000-0.9000 cache size     2000, 2000000 req, miss ratio 0.8889, byte miss ratio 0.8889
io_traces.ns468 S3FIFO-0.1000-0.9000 cache size     6668, 2000000 req, miss ratio 0.8828, byte miss ratio 0.8828
io_traces.ns468 S3FIFO-0.1000-0.9000 cache size    20005, 2000000 req, miss ratio 0.6454, byte miss ratio 0.6454
io_traces.ns468 S3FIFO-0.1000-0.9000 cache size    66684, 2000000 req, miss ratio 0.3562, byte miss ratio 0.3562
io_traces.ns468 S3FIFO-0.1000-0.9000 cache size   133369, 2000000 req, miss ratio 0.3499, byte miss ratio 0.3499
io_traces.ns468 S3FIFO-0.1000-0.9000 cache size   266739, 2000000 req, miss ratio 0.3432, byte miss ratio 0.3432
io_traces.ns468 S3FIFO-0.1000-0.9000 cache size   533479, 2000000 req, miss ratio 0.3334, byte miss ratio 0.3334
io_traces.ns468 S3FIFO-0.8500-0.9000 cache size      666, 2000000 req, miss ratio 0.8910, byte miss ratio 0.8910
io_traces.ns468 S3FIFO-0.8500-0.9000 cache size     2000, 2000000 req, miss ratio 0.8733, byte miss ratio 0.8733
io_traces.ns468 S3FIFO-0.8500-0.9000 cache size     6668, 2000000 req, miss ratio 0.8710, byte miss ratio 0.8710
io_traces.ns468 S3FIFO-0.8500-0.9000 cache size    20005, 2000000 req, miss ratio 0.8409, byte miss ratio 0.8409
io_traces.ns468 S3FIFO-0.8500-0.9000 cache size    66684, 2000000 req, miss ratio 0.5049, byte miss ratio 0.5049
