io_traces.ns492 S3FIFO-0.4500-0.9000 cache size      169, 2200000 req, miss ratio 0.4603, byte miss ratio 0.4603
io_traces.ns492 S3FIFO-0.4500-0.9000 cache size      508, 2200000 req, miss ratio 0.4540, byte miss ratio 0.4540
io_traces.ns492 S3FIFO-0.4500-0.9000 cache size     1693, 2200000 req, miss ratio 0.4504, byte miss ratio 0.4504
io_traces.ns492 S3FIFO-0.4500-0.9000 cache size     5081, 2200000 req, miss ratio 0.4355, byte miss ratio 0.4355
io_traces.ns492 S3FIFO-0.4500-0.9000 cache size    16937, 2200000 req, miss ratio 0.3614, byte miss ratio 0.3614
io_traces.ns492 S3FIFO-0.4500-0.9000 cache size    33875, 2200000 req, miss ratio 0.2401, byte miss ratio 0.2401
io_traces.ns492 S3FIFO-0.4500-0.9000 cache size    67751, 2200000 req, miss ratio 0.0900, byte miss ratio 0.0900
io_traces.ns492 S3FIFO-0.4500-0.9000 cache size   135503, 2200000 req, miss ratio 0.0808, byte miss ratio 0.0808
io_traces.ns492 S3FIFO-0.9500-0.9000 cache size      169, 2200000 req, miss ratio 0.5111, byte miss ratio 0.5111
io_traces.ns492 S3FIFO-0.9500-0.9000 cache size      508, 2200000 req, miss ratio 0.4653, byte miss ratio 0.4653
io_traces.ns492 S3FIFO-0.9500-0.9000 cache size     1693, 2200000 req, miss ratio 0.4548, byte miss ratio 0.4548
io_traces.ns492 S3FIFO-0.9500-0.9000 cache size     5081, 2200000 req, miss ratio 0.4514, byte miss ratio 0.4514
io_traces.ns492 S3FIFO-0.9500-0.9000 cache size    16937, 2200000 req, miss ratio 0.3506, byte miss ratio 0.3506
io_traces.ns492 S3FIFO-0.9500-0.9000 cache size    33875, 2200000 req, miss ratio 0.2535, byte miss ratio 0.2535
io_traces.ns492 S3FIFO-0.9500-0.9000 cache size    67751, 2200000 req, miss ratio 0.1180, byte miss ratio 0.1180
io_traces.ns492 S3FIFO-0.9500-0.9000 cache size   135503, 2200000 req, miss ratio 0.0908, byte miss ratio 0.0908
io_traces.ns492 S3FIFO-0.5000-0.9000 cache size      169, 2200000 req, miss ratio 0.4605, byte miss ratio 0.4605
io_traces.ns492 S3FIFO-0.5000-0.9000 cache size      508, 2200000 req, miss ratio 0.4542, byte miss ratio 0.4542
io_traces.ns492 S3FIFO-0.5000-0.9000 cache size     1693, 2200000 req, miss ratio 0.4505, byte miss ratio 0.4505
io_traces.ns492 S3FIFO-0.5000-0.9000 cache size     5081, 2200000 req, miss ratio 0.4358, byte miss ratio 0.4358
io_traces.ns492 S3FIFO-0.5000-0.9000 cache size    16937, 2200000 req, miss ratio 0.3537, byte miss ratio 0.3537
io_traces.ns492 S3FIFO-0.5000-0.9000 cache size    33875, 2200000 req, miss ratio 0.2433, byte miss ratio 0.2433
io_traces.ns492 S3FIFO-0.5000-0.9000 cache size    67751, 2200000 req, miss ratio 0.0934, byte miss ratio 0.0934
io_traces.ns492 S3FIFO-0.5000-0.9000 cache size   135503, 2200000 req, miss ratio 0.0810, byte miss ratio 0.0810
io_traces.ns492 S3FIFO-0.9500-1.9000 cache size      169, 2200000 req, miss ratio 0.5113, byte miss ratio 0.5113
io_traces.ns492 S3FIFO-0.9500-1.9000 cache size      508, 2200000 req, miss ratio 0.4655, byte miss ratio 0.4655
io_traces.ns492 S3FIFO-0.9500-1.9000 cache size     1693, 2200000 req, miss ratio 0.4549, byte miss ratio 0.4549
io_traces.ns492 S3FIFO-0.9500-1.9000 cache size     5081, 2200000 req, miss ratio 0.4514, byte miss ratio 0.4514
io_traces.ns492 S3FIFO-0.9500-1.9000 cache size    16937, 2200000 req, miss ratio 0.3505, byte miss ratio 0.3505
io_traces.ns492 S3FIFO-0.9500-1.9000 cache size    33875, 2200000 req, miss ratio 0.2535, byte miss ratio 0.2535
io_traces.ns492 S3FIFO-0.9500-1.9000 cache size    67751, 2200000 req, miss ratio 0.1180, byte miss ratio 0.1180
io_traces.ns492 S3FIFO-0.9500-1.9000 cache size   135503, 2200000 req, miss ratio 0.0908, byte miss ratio 0.0908
io_traces.ns492 S3FIFO-0.6500-1.9000 cache size      169, 2200000 req, miss ratio 0.4680, byte miss ratio 0.4680
io_traces.ns492 S3FIFO-0.6500-1.9000 cache size      508, 2200000 req, miss ratio 0.4555, byte miss ratio 0.4555
io_traces.ns492 S3FIFO-0.6500-1.9000 cache size     1693, 2200000 req, miss ratio 0.4509, byte miss ratio 0.4509
io_traces.ns492 S3FIFO-0.6500-1.9000 cache size     5081, 2200000 req, miss ratio 0.4498, byte miss ratio 0.4498
io_traces.ns492 S3FIFO-0.6500-1.9000 cache size    16937, 2200000 req, miss ratio 0.3552, byte miss ratio 0.3552
io_traces.ns492 S3FIFO-0.6500-1.9000 cache size    33875, 2200000 req, miss ratio 0.2493, byte miss ratio 0.2493
io_traces.ns492 S3FIFO-0.6500-1.9000 cache size    67751, 2200000 req, miss ratio 0.1034, byte miss ratio 0.1034
io_traces.ns492 S3FIFO-0.6500-1.9000 cache size   135503, 2200000 req, miss ratio 0.0815, byte miss ratio 0.0815
io_traces.ns492 S3FIFO-0.0010-1.9000 cache size      169, 2200000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns492 S3FIFO-0.0010-1.9000 cache size      508, 2200000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns492 S3FIFO-0.0010-1.9000 cache size     1693, 2200000 req, miss ratio 0.5230, byte miss ratio 0.5230
io_traces.ns492 S3FIFO-0.0010-1.9000 cache size     5081, 2200000 req, miss ratio 0.4365, byte miss ratio 0.4365
io_traces.ns492 S3FIFO-0.0010-1.9000 cache size    16937, 2200000 req, miss ratio 0.3303, byte miss ratio 0.3303
io_traces.ns492 S3FIFO-0.0010-1.9000 cache size    33875, 2200000 req, miss ratio 0.2006, byte miss ratio 0.2006
io_traces.ns492 S3FIFO-0.0010-1.9000 cache size    67751, 2200000 req, miss ratio 0.0879, byte miss ratio 0.0879
io_traces.ns492 S3FIFO-0.0010-1.9000 cache size   135503, 2200000 req, miss ratio 0.0808, byte miss ratio 0.0808
io_traces.ns492 S3FIFO-0.6000-1.9000 cache size      169, 2200000 req, miss ratio 0.4620, byte miss ratio 0.4620
io_traces.ns492 S3FIFO-0.6000-1.9000 cache size      508, 2200000 req, miss ratio 0.4552, byte miss ratio 0.4552
io_traces.ns492 S3FIFO-0.6000-1.9000 cache size     1693, 2200000 req, miss ratio 0.4508, byte miss ratio 0.4508
io_traces.ns492 S3FIFO-0.6000-1.9000 cache size     5081, 2200000 req, miss ratio 0.4497, byte miss ratio 0.4497
io_traces.ns492 S3FIFO-0.6000-1.9000 cache size    16937, 2200000 req, miss ratio 0.3552, byte miss ratio 0.3552
io_traces.ns492 S3FIFO-0.6000-1.9000 cache size    33875, 2200000 req, miss ratio 0.2475, byte miss ratio 0.2475
io_traces.ns492 S3FIFO-0.6000-1.9000 cache size    67751, 2200000 req, miss ratio 0.1002, byte miss ratio 0.1002
io_traces.ns492 S3FIFO-0.6000-1.9000 cache size   135503, 2200000 req, miss ratio 0.0813, byte miss ratio 0.0813
io_traces.ns492 S3FIFO-0.0250-0.9000 cache size      169, 2200000 req, miss ratio 0.4919, byte miss ratio 0.4919
io_traces.ns492 S3FIFO-0.0250-0.9000 cache size      508, 2200000 req, miss ratio 0.4556, byte miss ratio 0.4556
io_traces.ns492 S3FIFO-0.0250-0.9000 cache size     1693, 2200000 req, miss ratio 0.4515, byte miss ratio 0.4515
io_traces.ns492 S3FIFO-0.0250-0.9000 cache size     5081, 2200000 req, miss ratio 0.4445, byte miss ratio 0.4445
io_traces.ns492 S3FIFO-0.0250-0.9000 cache size    16937, 2200000 req, miss ratio 0.3312, byte miss ratio 0.3312
io_traces.ns492 S3FIFO-0.0250-0.9000 cache size    33875, 2200000 req, miss ratio 0.2039, byte miss ratio 0.2039
io_traces.ns492 S3FIFO-0.0250-0.9000 cache size    67751, 2200000 req, miss ratio 0.0878, byte miss ratio 0.0878
io_traces.ns492 S3FIFO-0.0250-0.9000 cache size   135503, 2200000 req, miss ratio 0.0807, byte miss ratio 0.0807
io_traces.ns492 S3FIFO-0.0100-0.9000 cache size      169, 2200000 req, miss ratio 0.5363, byte miss ratio 0.5363
io_traces.ns492 S3FIFO-0.0100-0.9000 cache size      508, 2200000 req, miss ratio 0.4715, byte miss ratio 0.4715
io_traces.ns492 S3FIFO-0.0100-0.9000 cache size     1693, 2200000 req, miss ratio 0.4520, byte miss ratio 0.4520
io_traces.ns492 S3FIFO-0.0100-0.9000 cache size     5081, 2200000 req, miss ratio 0.4444, byte miss ratio 0.4444
io_traces.ns492 S3FIFO-0.0100-0.9000 cache size    16937, 2200000 req, miss ratio 0.3301, byte miss ratio 0.3301
io_traces.ns492 S3FIFO-0.0100-0.9000 cache size    33875, 2200000 req, miss ratio 0.2008, byte miss ratio 0.2008
io_traces.ns492 S3FIFO-0.0100-0.9000 cache size    67751, 2200000 req, miss ratio 0.0880, byte miss ratio 0.0880
io_traces.ns492 S3FIFO-0.0100-0.9000 cache size   135503, 2200000 req, miss ratio 0.0808, byte miss ratio 0.0808
io_traces.ns492 S3FIFO-0.0250-1.9000 cache size      169, 2200000 req, miss ratio 0.4894, byte miss ratio 0.4894
io_traces.ns492 S3FIFO-0.0250-1.9000 cache size      508, 2200000 req, miss ratio 0.4549, byte miss ratio 0.4549
io_traces.ns492 S3FIFO-0.0250-1.9000 cache size     1693, 2200000 req, miss ratio 0.4511, byte miss ratio 0.4511
io_traces.ns492 S3FIFO-0.0250-1.9000 cache size     5081, 2200000 req, miss ratio 0.4274, byte miss ratio 0.4274
io_traces.ns492 S3FIFO-0.0250-1.9000 cache size    16937, 2200000 req, miss ratio 0.3320, byte miss ratio 0.3320
io_traces.ns492 S3FIFO-0.0250-1.9000 cache size    33875, 2200000 req, miss ratio 0.2039, byte miss ratio 0.2039
