cdn1_allcolo.ns2257 S3FIFO-0.0100-1.9000 cache size        8, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0100-1.9000 cache size       26, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0100-1.9000 cache size       89, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0100-1.9000 cache size      179, 1740593 req, miss ratio 0.0448, byte miss ratio 0.0448
cdn1_allcolo.ns2257 S3FIFO-0.0100-1.9000 cache size      358, 1740593 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns2257 S3FIFO-0.0100-1.9000 cache size      716, 1740593 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2257 S3FIFO-0.0010-0.9000 cache size        8, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0010-0.9000 cache size       26, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0010-0.9000 cache size       89, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0010-0.9000 cache size      179, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0010-0.9000 cache size      358, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0010-0.9000 cache size      716, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0100-0.9000 cache size        8, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0100-0.9000 cache size       26, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0100-0.9000 cache size       89, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0100-0.9000 cache size      179, 1740593 req, miss ratio 0.0446, byte miss ratio 0.0446
cdn1_allcolo.ns2257 S3FIFO-0.0100-0.9000 cache size      358, 1740593 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns2257 S3FIFO-0.0100-0.9000 cache size      716, 1740593 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2257 S3FIFO-0.0050-1.9000 cache size        8, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0050-1.9000 cache size       26, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0050-1.9000 cache size       89, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0050-1.9000 cache size      179, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.0050-1.9000 cache size      358, 1740593 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns2257 S3FIFO-0.0050-1.9000 cache size      716, 1740593 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2257 S3FIFO-0.1500-1.9000 cache size        8, 1740593 req, miss ratio 0.7963, byte miss ratio 0.7963
cdn1_allcolo.ns2257 S3FIFO-0.1500-1.9000 cache size       26, 1740593 req, miss ratio 0.5750, byte miss ratio 0.5750
cdn1_allcolo.ns2257 S3FIFO-0.1500-1.9000 cache size       89, 1740593 req, miss ratio 0.2015, byte miss ratio 0.2015
cdn1_allcolo.ns2257 S3FIFO-0.1500-1.9000 cache size      179, 1740593 req, miss ratio 0.0494, byte miss ratio 0.0494
cdn1_allcolo.ns2257 S3FIFO-0.1500-1.9000 cache size      358, 1740593 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns2257 S3FIFO-0.1500-1.9000 cache size      716, 1740593 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2257 S3FIFO-0.1000-0.9000 cache size        8, 1740593 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2257 S3FIFO-0.1000-0.9000 cache size       26, 1740593 req, miss ratio 0.5470, byte miss ratio 0.5470
cdn1_allcolo.ns2257 S3FIFO-0.1000-0.9000 cache size       89, 1740593 req, miss ratio 0.1911, byte miss ratio 0.1911
cdn1_allcolo.ns2257 S3FIFO-0.1000-0.9000 cache size      179, 1740593 req, miss ratio 0.0475, byte miss ratio 0.0475
cdn1_allcolo.ns2257 S3FIFO-0.1000-0.9000 cache size      358, 1740593 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns2257 S3FIFO-0.1000-0.9000 cache size      716, 1740593 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2257 S3FIFO-0.5000-0.9000 cache size        8, 1740593 req, miss ratio 0.8281, byte miss ratio 0.8281
cdn1_allcolo.ns2257 S3FIFO-0.5000-0.9000 cache size       26, 1740593 req, miss ratio 0.6157, byte miss ratio 0.6157
cdn1_allcolo.ns2257 S3FIFO-0.5000-0.9000 cache size       89, 1740593 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns2257 S3FIFO-0.5000-0.9000 cache size      179, 1740593 req, miss ratio 0.0646, byte miss ratio 0.0646
cdn1_allcolo.ns2257 S3FIFO-0.5000-0.9000 cache size      358, 1740593 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_allcolo.ns2257 S3FIFO-0.5000-0.9000 cache size      716, 1740593 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns2257 S3FIFO-0.6000-0.9000 cache size        8, 1740593 req, miss ratio 0.8281, byte miss ratio 0.8281
cdn1_allcolo.ns2257 S3FIFO-0.6000-0.9000 cache size       26, 1740593 req, miss ratio 0.6286, byte miss ratio 0.6286
cdn1_allcolo.ns2257 S3FIFO-0.6000-0.9000 cache size       89, 1740593 req, miss ratio 0.2491, byte miss ratio 0.2491
cdn1_allcolo.ns2257 S3FIFO-0.6000-0.9000 cache size      179, 1740593 req, miss ratio 0.0701, byte miss ratio 0.0701
cdn1_allcolo.ns2257 S3FIFO-0.6000-0.9000 cache size      358, 1740593 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns2257 S3FIFO-0.6000-0.9000 cache size      716, 1740593 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns2257 S3FIFO-0.2500-1.9000 cache size        8, 1740593 req, miss ratio 0.8107, byte miss ratio 0.8107
cdn1_allcolo.ns2257 S3FIFO-0.2500-1.9000 cache size       26, 1740593 req, miss ratio 0.5917, byte miss ratio 0.5917
cdn1_allcolo.ns2257 S3FIFO-0.2500-1.9000 cache size       89, 1740593 req, miss ratio 0.2119, byte miss ratio 0.2119
cdn1_allcolo.ns2257 S3FIFO-0.2500-1.9000 cache size      179, 1740593 req, miss ratio 0.0531, byte miss ratio 0.0531
cdn1_allcolo.ns2257 S3FIFO-0.2500-1.9000 cache size      358, 1740593 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns2257 S3FIFO-0.2500-1.9000 cache size      716, 1740593 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2257 S3FIFO-0.3000-1.9000 cache size        8, 1740593 req, miss ratio 0.8107, byte miss ratio 0.8107
cdn1_allcolo.ns2257 S3FIFO-0.3000-1.9000 cache size       26, 1740593 req, miss ratio 0.5968, byte miss ratio 0.5968
cdn1_allcolo.ns2257 S3FIFO-0.3000-1.9000 cache size       89, 1740593 req, miss ratio 0.2162, byte miss ratio 0.2162
cdn1_allcolo.ns2257 S3FIFO-0.3000-1.9000 cache size      179, 1740593 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_allcolo.ns2257 S3FIFO-0.3000-1.9000 cache size      358, 1740593 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_allcolo.ns2257 S3FIFO-0.3000-1.9000 cache size      716, 1740593 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2257 S3FIFO-0.7000-0.9000 cache size        8, 1740593 req, miss ratio 0.8442, byte miss ratio 0.8442
cdn1_allcolo.ns2257 S3FIFO-0.7000-0.9000 cache size       26, 1740593 req, miss ratio 0.6484, byte miss ratio 0.6484
cdn1_allcolo.ns2257 S3FIFO-0.7000-0.9000 cache size       89, 1740593 req, miss ratio 0.2599, byte miss ratio 0.2599
