cdn1_allcolo.ns2887 S3FIFO-0.6500-1.9000 cache size       49, 6633802 req, miss ratio 0.8339, byte miss ratio 0.8339
cdn1_allcolo.ns2887 S3FIFO-0.6500-1.9000 cache size      148, 6633802 req, miss ratio 0.7331, byte miss ratio 0.7331
cdn1_allcolo.ns2887 S3FIFO-0.6500-1.9000 cache size      493, 6633802 req, miss ratio 0.5405, byte miss ratio 0.5405
cdn1_allcolo.ns2887 S3FIFO-0.6500-1.9000 cache size     1481, 6633802 req, miss ratio 0.3092, byte miss ratio 0.3092
cdn1_allcolo.ns2887 S3FIFO-0.6500-1.9000 cache size     4936, 6633802 req, miss ratio 0.1149, byte miss ratio 0.1149
cdn1_allcolo.ns2887 S3FIFO-0.6500-1.9000 cache size     9873, 6633802 req, miss ratio 0.0515, byte miss ratio 0.0515
cdn1_allcolo.ns2887 S3FIFO-0.6500-1.9000 cache size    19747, 6633802 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_allcolo.ns2887 S3FIFO-0.6500-1.9000 cache size    39494, 6633802 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns2887 S3FIFO-0.0010-0.9000 cache size       49, 6633802 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2887 S3FIFO-0.0010-0.9000 cache size      148, 6633802 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2887 S3FIFO-0.0010-0.9000 cache size      493, 6633802 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2887 S3FIFO-0.0010-0.9000 cache size     1481, 6633802 req, miss ratio 0.2251, byte miss ratio 0.2251
cdn1_allcolo.ns2887 S3FIFO-0.0010-0.9000 cache size     4936, 6633802 req, miss ratio 0.0819, byte miss ratio 0.0819
cdn1_allcolo.ns2887 S3FIFO-0.0010-0.9000 cache size     9873, 6633802 req, miss ratio 0.0355, byte miss ratio 0.0355
cdn1_allcolo.ns2887 S3FIFO-0.0010-0.9000 cache size    19747, 6633802 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns2887 S3FIFO-0.0010-0.9000 cache size    39494, 6633802 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns2887 S3FIFO-0.4500-0.9000 cache size       49, 6633802 req, miss ratio 0.8070, byte miss ratio 0.8070
cdn1_allcolo.ns2887 S3FIFO-0.4500-0.9000 cache size      148, 6633802 req, miss ratio 0.6919, byte miss ratio 0.6919
cdn1_allcolo.ns2887 S3FIFO-0.4500-0.9000 cache size      493, 6633802 req, miss ratio 0.4931, byte miss ratio 0.4931
cdn1_allcolo.ns2887 S3FIFO-0.4500-0.9000 cache size     1481, 6633802 req, miss ratio 0.2792, byte miss ratio 0.2792
cdn1_allcolo.ns2887 S3FIFO-0.4500-0.9000 cache size     4936, 6633802 req, miss ratio 0.1049, byte miss ratio 0.1049
cdn1_allcolo.ns2887 S3FIFO-0.4500-0.9000 cache size     9873, 6633802 req, miss ratio 0.0463, byte miss ratio 0.0463
cdn1_allcolo.ns2887 S3FIFO-0.4500-0.9000 cache size    19747, 6633802 req, miss ratio 0.0173, byte miss ratio 0.0173
cdn1_allcolo.ns2887 S3FIFO-0.4500-0.9000 cache size    39494, 6633802 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns2887 S3FIFO-0.8500-0.9000 cache size       49, 6633802 req, miss ratio 0.8574, byte miss ratio 0.8574
cdn1_allcolo.ns2887 S3FIFO-0.8500-0.9000 cache size      148, 6633802 req, miss ratio 0.7588, byte miss ratio 0.7588
cdn1_allcolo.ns2887 S3FIFO-0.8500-0.9000 cache size      493, 6633802 req, miss ratio 0.5739, byte miss ratio 0.5739
cdn1_allcolo.ns2887 S3FIFO-0.8500-0.9000 cache size     1481, 6633802 req, miss ratio 0.3413, byte miss ratio 0.3413
cdn1_allcolo.ns2887 S3FIFO-0.8500-0.9000 cache size     4936, 6633802 req, miss ratio 0.1309, byte miss ratio 0.1309
cdn1_allcolo.ns2887 S3FIFO-0.8500-0.9000 cache size     9873, 6633802 req, miss ratio 0.0593, byte miss ratio 0.0593
cdn1_allcolo.ns2887 S3FIFO-0.8500-0.9000 cache size    19747, 6633802 req, miss ratio 0.0228, byte miss ratio 0.0228
cdn1_allcolo.ns2887 S3FIFO-0.8500-0.9000 cache size    39494, 6633802 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_allcolo.ns2887 S3FIFO-0.3000-0.9000 cache size       49, 6633802 req, miss ratio 0.7919, byte miss ratio 0.7919
cdn1_allcolo.ns2887 S3FIFO-0.3000-0.9000 cache size      148, 6633802 req, miss ratio 0.6707, byte miss ratio 0.6707
cdn1_allcolo.ns2887 S3FIFO-0.3000-0.9000 cache size      493, 6633802 req, miss ratio 0.4661, byte miss ratio 0.4661
cdn1_allcolo.ns2887 S3FIFO-0.3000-0.9000 cache size     1481, 6633802 req, miss ratio 0.2585, byte miss ratio 0.2585
cdn1_allcolo.ns2887 S3FIFO-0.3000-0.9000 cache size     4936, 6633802 req, miss ratio 0.0965, byte miss ratio 0.0965
cdn1_allcolo.ns2887 S3FIFO-0.3000-0.9000 cache size     9873, 6633802 req, miss ratio 0.0423, byte miss ratio 0.0423
cdn1_allcolo.ns2887 S3FIFO-0.3000-0.9000 cache size    19747, 6633802 req, miss ratio 0.0158, byte miss ratio 0.0158
cdn1_allcolo.ns2887 S3FIFO-0.3000-0.9000 cache size    39494, 6633802 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns2887 S3FIFO-0.3000-1.9000 cache size       49, 6633802 req, miss ratio 0.7986, byte miss ratio 0.7986
cdn1_allcolo.ns2887 S3FIFO-0.3000-1.9000 cache size      148, 6633802 req, miss ratio 0.6824, byte miss ratio 0.6824
cdn1_allcolo.ns2887 S3FIFO-0.3000-1.9000 cache size      493, 6633802 req, miss ratio 0.4792, byte miss ratio 0.4792
cdn1_allcolo.ns2887 S3FIFO-0.3000-1.9000 cache size     1481, 6633802 req, miss ratio 0.2657, byte miss ratio 0.2657
cdn1_allcolo.ns2887 S3FIFO-0.3000-1.9000 cache size     4936, 6633802 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_allcolo.ns2887 S3FIFO-0.3000-1.9000 cache size     9873, 6633802 req, miss ratio 0.0424, byte miss ratio 0.0424
cdn1_allcolo.ns2887 S3FIFO-0.3000-1.9000 cache size    19747, 6633802 req, miss ratio 0.0158, byte miss ratio 0.0158
cdn1_allcolo.ns2887 S3FIFO-0.3000-1.9000 cache size    39494, 6633802 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns2887 S3FIFO-0.1000-0.9000 cache size       49, 6633802 req, miss ratio 0.7753, byte miss ratio 0.7753
cdn1_allcolo.ns2887 S3FIFO-0.1000-0.9000 cache size      148, 6633802 req, miss ratio 0.6440, byte miss ratio 0.6440
cdn1_allcolo.ns2887 S3FIFO-0.1000-0.9000 cache size      493, 6633802 req, miss ratio 0.4337, byte miss ratio 0.4337
cdn1_allcolo.ns2887 S3FIFO-0.1000-0.9000 cache size     1481, 6633802 req, miss ratio 0.2341, byte miss ratio 0.2341
cdn1_allcolo.ns2887 S3FIFO-0.1000-0.9000 cache size     4936, 6633802 req, miss ratio 0.0859, byte miss ratio 0.0859
cdn1_allcolo.ns2887 S3FIFO-0.1000-0.9000 cache size     9873, 6633802 req, miss ratio 0.0373, byte miss ratio 0.0373
cdn1_allcolo.ns2887 S3FIFO-0.1000-0.9000 cache size    19747, 6633802 req, miss ratio 0.0140, byte miss ratio 0.0140
cdn1_allcolo.ns2887 S3FIFO-0.1000-0.9000 cache size    39494, 6633802 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns2887 S3FIFO-0.3500-0.9000 cache size       49, 6633802 req, miss ratio 0.7974, byte miss ratio 0.7974
cdn1_allcolo.ns2887 S3FIFO-0.3500-0.9000 cache size      148, 6633802 req, miss ratio 0.6773, byte miss ratio 0.6773
cdn1_allcolo.ns2887 S3FIFO-0.3500-0.9000 cache size      493, 6633802 req, miss ratio 0.4750, byte miss ratio 0.4750
cdn1_allcolo.ns2887 S3FIFO-0.3500-0.9000 cache size     1481, 6633802 req, miss ratio 0.2652, byte miss ratio 0.2652
cdn1_allcolo.ns2887 S3FIFO-0.3500-0.9000 cache size     4936, 6633802 req, miss ratio 0.0993, byte miss ratio 0.0993
cdn1_allcolo.ns2887 S3FIFO-0.3500-0.9000 cache size     9873, 6633802 req, miss ratio 0.0436, byte miss ratio 0.0436
cdn1_allcolo.ns2887 S3FIFO-0.3500-0.9000 cache size    19747, 6633802 req, miss ratio 0.0163, byte miss ratio 0.0163
cdn1_allcolo.ns2887 S3FIFO-0.3500-0.9000 cache size    39494, 6633802 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns2887 S3FIFO-0.8000-1.9000 cache size       49, 6633802 req, miss ratio 0.8565, byte miss ratio 0.8565
cdn1_allcolo.ns2887 S3FIFO-0.8000-1.9000 cache size      148, 6633802 req, miss ratio 0.7577, byte miss ratio 0.7577
cdn1_allcolo.ns2887 S3FIFO-0.8000-1.9000 cache size      493, 6633802 req, miss ratio 0.5671, byte miss ratio 0.5671
cdn1_allcolo.ns2887 S3FIFO-0.8000-1.9000 cache size     1481, 6633802 req, miss ratio 0.3296, byte miss ratio 0.3296
cdn1_allcolo.ns2887 S3FIFO-0.8000-1.9000 cache size     4936, 6633802 req, miss ratio 0.1239, byte miss ratio 0.1239
cdn1_allcolo.ns2887 S3FIFO-0.8000-1.9000 cache size     9873, 6633802 req, miss ratio 0.0564, byte miss ratio 0.0564
cdn1_allcolo.ns2887 S3FIFO-0.8000-1.9000 cache size    19747, 6633802 req, miss ratio 0.0220, byte miss ratio 0.0220
cdn1_allcolo.ns2887 S3FIFO-0.8000-1.9000 cache size    39494, 6633802 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_allcolo.ns2887 S3FIFO-0.2000-0.9000 cache size       49, 6633802 req, miss ratio 0.7834, byte miss ratio 0.7834
cdn1_allcolo.ns2887 S3FIFO-0.2000-0.9000 cache size      148, 6633802 req, miss ratio 0.6570, byte miss ratio 0.6570
cdn1_allcolo.ns2887 S3FIFO-0.2000-0.9000 cache size      493, 6633802 req, miss ratio 0.4494, byte miss ratio 0.4494
cdn1_allcolo.ns2887 S3FIFO-0.2000-0.9000 cache size     1481, 6633802 req, miss ratio 0.2458, byte miss ratio 0.2458
cdn1_allcolo.ns2887 S3FIFO-0.2000-0.9000 cache size     4936, 6633802 req, miss ratio 0.0911, byte miss ratio 0.0911
cdn1_allcolo.ns2887 S3FIFO-0.2000-0.9000 cache size     9873, 6633802 req, miss ratio 0.0398, byte miss ratio 0.0398
cdn1_allcolo.ns2887 S3FIFO-0.2000-0.9000 cache size    19747, 6633802 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_allcolo.ns2887 S3FIFO-0.2000-0.9000 cache size    39494, 6633802 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns2887 S3FIFO-0.6000-1.9000 cache size       49, 6633802 req, miss ratio 0.8290, byte miss ratio 0.8290
cdn1_allcolo.ns2887 S3FIFO-0.6000-1.9000 cache size      148, 6633802 req, miss ratio 0.7247, byte miss ratio 0.7247
cdn1_allcolo.ns2887 S3FIFO-0.6000-1.9000 cache size      493, 6633802 req, miss ratio 0.5315, byte miss ratio 0.5315
cdn1_allcolo.ns2887 S3FIFO-0.6000-1.9000 cache size     1481, 6633802 req, miss ratio 0.3027, byte miss ratio 0.3027
cdn1_allcolo.ns2887 S3FIFO-0.6000-1.9000 cache size     4936, 6633802 req, miss ratio 0.1122, byte miss ratio 0.1122
cdn1_allcolo.ns2887 S3FIFO-0.6000-1.9000 cache size     9873, 6633802 req, miss ratio 0.0500, byte miss ratio 0.0500
cdn1_allcolo.ns2887 S3FIFO-0.6000-1.9000 cache size    19747, 6633802 req, miss ratio 0.0191, byte miss ratio 0.0191
cdn1_allcolo.ns2887 S3FIFO-0.6000-1.9000 cache size    39494, 6633802 req, miss ratio 0.0085, byte miss ratio 0.0085
cdn1_allcolo.ns2887 S3FIFO-0.2000-1.9000 cache size       49, 6633802 req, miss ratio 0.7900, byte miss ratio 0.7900
cdn1_allcolo.ns2887 S3FIFO-0.2000-1.9000 cache size      148, 6633802 req, miss ratio 0.6690, byte miss ratio 0.6690
cdn1_allcolo.ns2887 S3FIFO-0.2000-1.9000 cache size      493, 6633802 req, miss ratio 0.4630, byte miss ratio 0.4630
cdn1_allcolo.ns2887 S3FIFO-0.2000-1.9000 cache size     1481, 6633802 req, miss ratio 0.2542, byte miss ratio 0.2542
cdn1_allcolo.ns2887 S3FIFO-0.2000-1.9000 cache size     4936, 6633802 req, miss ratio 0.0930, byte miss ratio 0.0930
cdn1_allcolo.ns2887 S3FIFO-0.2000-1.9000 cache size     9873, 6633802 req, miss ratio 0.0401, byte miss ratio 0.0401
cdn1_allcolo.ns2887 S3FIFO-0.2000-1.9000 cache size    19747, 6633802 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_allcolo.ns2887 S3FIFO-0.2000-1.9000 cache size    39494, 6633802 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns2887 S3FIFO-0.0500-0.9000 cache size       49, 6633802 req, miss ratio 0.7719, byte miss ratio 0.7719
cdn1_allcolo.ns2887 S3FIFO-0.0500-0.9000 cache size      148, 6633802 req, miss ratio 0.6384, byte miss ratio 0.6384
cdn1_allcolo.ns2887 S3FIFO-0.0500-0.9000 cache size      493, 6633802 req, miss ratio 0.4262, byte miss ratio 0.4262
cdn1_allcolo.ns2887 S3FIFO-0.0500-0.9000 cache size     1481, 6633802 req, miss ratio 0.2288, byte miss ratio 0.2288
cdn1_allcolo.ns2887 S3FIFO-0.0500-0.9000 cache size     4936, 6633802 req, miss ratio 0.0835, byte miss ratio 0.0835
cdn1_allcolo.ns2887 S3FIFO-0.0500-0.9000 cache size     9873, 6633802 req, miss ratio 0.0362, byte miss ratio 0.0362
cdn1_allcolo.ns2887 S3FIFO-0.0500-0.9000 cache size    19747, 6633802 req, miss ratio 0.0136, byte miss ratio 0.0136
cdn1_allcolo.ns2887 S3FIFO-0.0500-0.9000 cache size    39494, 6633802 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns2887 S3FIFO-0.5500-0.9000 cache size       49, 6633802 req, miss ratio 0.8155, byte miss ratio 0.8155
cdn1_allcolo.ns2887 S3FIFO-0.5500-0.9000 cache size      148, 6633802 req, miss ratio 0.7071, byte miss ratio 0.7071
