cdn1_colo28.ns157 S3FIFO-0.9900-1.9000 cache size      468, 1846055 req, miss ratio 0.2864, byte miss ratio 0.2864
cdn1_colo28.ns157 S3FIFO-0.9900-1.9000 cache size     1405, 1846055 req, miss ratio 0.2725, byte miss ratio 0.2725
cdn1_colo28.ns157 S3FIFO-0.9900-1.9000 cache size     4683, 1846055 req, miss ratio 0.2623, byte miss ratio 0.2623
cdn1_colo28.ns157 S3FIFO-0.9900-1.9000 cache size    14051, 1846055 req, miss ratio 0.2576, byte miss ratio 0.2576
cdn1_colo28.ns157 S3FIFO-0.9900-1.9000 cache size    46838, 1846055 req, miss ratio 0.2552, byte miss ratio 0.2552
cdn1_colo28.ns157 S3FIFO-0.9900-1.9000 cache size    93676, 1846055 req, miss ratio 0.2545, byte miss ratio 0.2545
cdn1_colo28.ns157 S3FIFO-0.9900-1.9000 cache size   187352, 1846055 req, miss ratio 0.2541, byte miss ratio 0.2541
cdn1_colo28.ns157 S3FIFO-0.9900-1.9000 cache size   374705, 1846055 req, miss ratio 0.2539, byte miss ratio 0.2539
cdn1_colo28.ns157 S3FIFO-0.0250-1.9000 cache size      468, 1846055 req, miss ratio 0.2693, byte miss ratio 0.2693
cdn1_colo28.ns157 S3FIFO-0.0250-1.9000 cache size     1405, 1846055 req, miss ratio 0.2594, byte miss ratio 0.2594
cdn1_colo28.ns157 S3FIFO-0.0250-1.9000 cache size     4683, 1846055 req, miss ratio 0.2556, byte miss ratio 0.2556
cdn1_colo28.ns157 S3FIFO-0.0250-1.9000 cache size    14051, 1846055 req, miss ratio 0.2545, byte miss ratio 0.2545
cdn1_colo28.ns157 S3FIFO-0.0250-1.9000 cache size    46838, 1846055 req, miss ratio 0.2540, byte miss ratio 0.2540
cdn1_colo28.ns157 S3FIFO-0.0250-1.9000 cache size    93676, 1846055 req, miss ratio 0.2539, byte miss ratio 0.2539
cdn1_colo28.ns157 S3FIFO-0.0250-1.9000 cache size   187352, 1846055 req, miss ratio 0.2539, byte miss ratio 0.2539
cdn1_colo28.ns157 S3FIFO-0.0250-1.9000 cache size   374705, 1846055 req, miss ratio 0.2538, byte miss ratio 0.2538
cdn1_colo28.ns157 S3FIFO-0.4500-0.9000 cache size      468, 1846055 req, miss ratio 0.2739, byte miss ratio 0.2739
cdn1_colo28.ns157 S3FIFO-0.4500-0.9000 cache size     1405, 1846055 req, miss ratio 0.2627, byte miss ratio 0.2627
cdn1_colo28.ns157 S3FIFO-0.4500-0.9000 cache size     4683, 1846055 req, miss ratio 0.2564, byte miss ratio 0.2564
cdn1_colo28.ns157 S3FIFO-0.4500-0.9000 cache size    14051, 1846055 req, miss ratio 0.2549, byte miss ratio 0.2549
cdn1_colo28.ns157 S3FIFO-0.4500-0.9000 cache size    46838, 1846055 req, miss ratio 0.2541, byte miss ratio 0.2541
cdn1_colo28.ns157 S3FIFO-0.4500-0.9000 cache size    93676, 1846055 req, miss ratio 0.2540, byte miss ratio 0.2540
cdn1_colo28.ns157 S3FIFO-0.4500-0.9000 cache size   187352, 1846055 req, miss ratio 0.2539, byte miss ratio 0.2539
cdn1_colo28.ns157 S3FIFO-0.4500-0.9000 cache size   374705, 1846055 req, miss ratio 0.2538, byte miss ratio 0.2538
cdn1_colo28.ns157 S3FIFO-0.1000-1.9000 cache size      468, 1846055 req, miss ratio 0.2701, byte miss ratio 0.2701
cdn1_colo28.ns157 S3FIFO-0.1000-1.9000 cache size     1405, 1846055 req, miss ratio 0.2598, byte miss ratio 0.2598
cdn1_colo28.ns157 S3FIFO-0.1000-1.9000 cache size     4683, 1846055 req, miss ratio 0.2557, byte miss ratio 0.2557
cdn1_colo28.ns157 S3FIFO-0.1000-1.9000 cache size    14051, 1846055 req, miss ratio 0.2545, byte miss ratio 0.2545
cdn1_colo28.ns157 S3FIFO-0.1000-1.9000 cache size    46838, 1846055 req, miss ratio 0.2540, byte miss ratio 0.2540
cdn1_colo28.ns157 S3FIFO-0.1000-1.9000 cache size    93676, 1846055 req, miss ratio 0.2539, byte miss ratio 0.2539
cdn1_colo28.ns157 S3FIFO-0.1000-1.9000 cache size   187352, 1846055 req, miss ratio 0.2539, byte miss ratio 0.2539
cdn1_colo28.ns157 S3FIFO-0.1000-1.9000 cache size   374705, 1846055 req, miss ratio 0.2538, byte miss ratio 0.2538
cdn1_colo28.ns157 S3FIFO-0.2000-0.9000 cache size      468, 1846055 req, miss ratio 0.2711, byte miss ratio 0.2711
cdn1_colo28.ns157 S3FIFO-0.2000-0.9000 cache size     1405, 1846055 req, miss ratio 0.2604, byte miss ratio 0.2604
cdn1_colo28.ns157 S3FIFO-0.2000-0.9000 cache size     4683, 1846055 req, miss ratio 0.2559, byte miss ratio 0.2559
cdn1_colo28.ns157 S3FIFO-0.2000-0.9000 cache size    14051, 1846055 req, miss ratio 0.2546, byte miss ratio 0.2546
cdn1_colo28.ns157 S3FIFO-0.2000-0.9000 cache size    46838, 1846055 req, miss ratio 0.2540, byte miss ratio 0.2540
cdn1_colo28.ns157 S3FIFO-0.2000-0.9000 cache size    93676, 1846055 req, miss ratio 0.2539, byte miss ratio 0.2539
cdn1_colo28.ns157 S3FIFO-0.2000-0.9000 cache size   187352, 1846055 req, miss ratio 0.2539, byte miss ratio 0.2539
cdn1_colo28.ns157 S3FIFO-0.2000-0.9000 cache size   374705, 1846055 req, miss ratio 0.2538, byte miss ratio 0.2538
cdn1_colo28.ns157 S3FIFO-0.0500-0.9000 cache size      468, 1846055 req, miss ratio 0.2696, byte miss ratio 0.2696
cdn1_colo28.ns157 S3FIFO-0.0500-0.9000 cache size     1405, 1846055 req, miss ratio 0.2595, byte miss ratio 0.2595
cdn1_colo28.ns157 S3FIFO-0.0500-0.9000 cache size     4683, 1846055 req, miss ratio 0.2557, byte miss ratio 0.2557
cdn1_colo28.ns157 S3FIFO-0.0500-0.9000 cache size    14051, 1846055 req, miss ratio 0.2545, byte miss ratio 0.2545
cdn1_colo28.ns157 S3FIFO-0.0500-0.9000 cache size    46838, 1846055 req, miss ratio 0.2540, byte miss ratio 0.2540
cdn1_colo28.ns157 S3FIFO-0.0500-0.9000 cache size    93676, 1846055 req, miss ratio 0.2539, byte miss ratio 0.2539
cdn1_colo28.ns157 S3FIFO-0.0500-0.9000 cache size   187352, 1846055 req, miss ratio 0.2539, byte miss ratio 0.2539
cdn1_colo28.ns157 S3FIFO-0.0500-0.9000 cache size   374705, 1846055 req, miss ratio 0.2538, byte miss ratio 0.2538
cdn1_colo28.ns157 S3FIFO-0.0010-0.9000 cache size      468, 1846055 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns157 S3FIFO-0.0010-0.9000 cache size     1405, 1846055 req, miss ratio 0.2612, byte miss ratio 0.2612
cdn1_colo28.ns157 S3FIFO-0.0010-0.9000 cache size     4683, 1846055 req, miss ratio 0.2556, byte miss ratio 0.2556
cdn1_colo28.ns157 S3FIFO-0.0010-0.9000 cache size    14051, 1846055 req, miss ratio 0.2545, byte miss ratio 0.2545
cdn1_colo28.ns157 S3FIFO-0.0010-0.9000 cache size    46838, 1846055 req, miss ratio 0.2540, byte miss ratio 0.2540
cdn1_colo28.ns157 S3FIFO-0.0010-0.9000 cache size    93676, 1846055 req, miss ratio 0.2539, byte miss ratio 0.2539
