tencentBlock.ns13192 S3FIFO-0.1000-1.9000 cache size      465, 4358068 req, miss ratio 0.4999, byte miss ratio 0.4999
tencentBlock.ns13192 S3FIFO-0.1000-1.9000 cache size     1396, 4358068 req, miss ratio 0.3447, byte miss ratio 0.3447
tencentBlock.ns13192 S3FIFO-0.1000-1.9000 cache size     4656, 4358068 req, miss ratio 0.2998, byte miss ratio 0.2998
tencentBlock.ns13192 S3FIFO-0.1000-1.9000 cache size    13969, 4358068 req, miss ratio 0.2578, byte miss ratio 0.2578
tencentBlock.ns13192 S3FIFO-0.1000-1.9000 cache size    46564, 4358068 req, miss ratio 0.2190, byte miss ratio 0.2190
tencentBlock.ns13192 S3FIFO-0.1000-1.9000 cache size    93129, 4358068 req, miss ratio 0.1633, byte miss ratio 0.1633
tencentBlock.ns13192 S3FIFO-0.1000-1.9000 cache size   186259, 4358068 req, miss ratio 0.1174, byte miss ratio 0.1174
tencentBlock.ns13192 S3FIFO-0.1000-1.9000 cache size   372519, 4358068 req, miss ratio 0.1075, byte miss ratio 0.1075
tencentBlock.ns13192 S3FIFO-0.1500-1.9000 cache size      465, 4358068 req, miss ratio 0.4964, byte miss ratio 0.4964
tencentBlock.ns13192 S3FIFO-0.1500-1.9000 cache size     1396, 4358068 req, miss ratio 0.3514, byte miss ratio 0.3514
tencentBlock.ns13192 S3FIFO-0.1500-1.9000 cache size     4656, 4358068 req, miss ratio 0.2993, byte miss ratio 0.2993
tencentBlock.ns13192 S3FIFO-0.1500-1.9000 cache size    13969, 4358068 req, miss ratio 0.2580, byte miss ratio 0.2580
tencentBlock.ns13192 S3FIFO-0.1500-1.9000 cache size    46564, 4358068 req, miss ratio 0.2189, byte miss ratio 0.2189
tencentBlock.ns13192 S3FIFO-0.1500-1.9000 cache size    93129, 4358068 req, miss ratio 0.1640, byte miss ratio 0.1640
tencentBlock.ns13192 S3FIFO-0.1500-1.9000 cache size   186259, 4358068 req, miss ratio 0.1168, byte miss ratio 0.1168
tencentBlock.ns13192 S3FIFO-0.1500-1.9000 cache size   372519, 4358068 req, miss ratio 0.1075, byte miss ratio 0.1075
tencentBlock.ns13192 S3FIFO-0.0100-1.9000 cache size      465, 4358068 req, miss ratio 0.5398, byte miss ratio 0.5398
