io_traces.ns62 S3FIFO-0.6500-1.9000 cache size     1504, 37200000 req, miss ratio 0.2308, byte miss ratio 0.2308
io_traces.ns62 S3FIFO-0.6500-1.9000 cache size     4512, 37200000 req, miss ratio 0.2103, byte miss ratio 0.2103
io_traces.ns62 S3FIFO-0.6500-1.9000 cache size    15041, 37200000 req, miss ratio 0.1942, byte miss ratio 0.1942
io_traces.ns62 S3FIFO-0.6500-1.9000 cache size    45125, 37200000 req, miss ratio 0.1465, byte miss ratio 0.1465
io_traces.ns62 S3FIFO-0.6500-1.9000 cache size   150419, 37200000 req, miss ratio 0.0769, byte miss ratio 0.0769
io_traces.ns62 S3FIFO-0.6500-1.9000 cache size   300839, 37200000 req, miss ratio 0.0569, byte miss ratio 0.0569
io_traces.ns62 S3FIFO-0.6500-1.9000 cache size   601678, 37200000 req, miss ratio 0.0495, byte miss ratio 0.0495
io_traces.ns62 S3FIFO-0.6500-1.9000 cache size  1203357, 37200000 req, miss ratio 0.0415, byte miss ratio 0.0415
io_traces.ns62 S3FIFO-0.9000-1.9000 cache size     1504, 37200000 req, miss ratio 0.2341, byte miss ratio 0.2341
io_traces.ns62 S3FIFO-0.9000-1.9000 cache size     4512, 37200000 req, miss ratio 0.2210, byte miss ratio 0.2210
io_traces.ns62 S3FIFO-0.9000-1.9000 cache size    15041, 37200000 req, miss ratio 0.1954, byte miss ratio 0.1954
io_traces.ns62 S3FIFO-0.9000-1.9000 cache size    45125, 37200000 req, miss ratio 0.1438, byte miss ratio 0.1438
io_traces.ns62 S3FIFO-0.9000-1.9000 cache size   150419, 37200000 req, miss ratio 0.0806, byte miss ratio 0.0806
io_traces.ns62 S3FIFO-0.9000-1.9000 cache size   300839, 37200000 req, miss ratio 0.0616, byte miss ratio 0.0616
io_traces.ns62 S3FIFO-0.9000-1.9000 cache size   601678, 37200000 req, miss ratio 0.0508, byte miss ratio 0.0508
io_traces.ns62 S3FIFO-0.9000-1.9000 cache size  1203357, 37200000 req, miss ratio 0.0414, byte miss ratio 0.0414
io_traces.ns62 S3FIFO-0.3500-0.9000 cache size     1504, 37200000 req, miss ratio 0.2257, byte miss ratio 0.2257
io_traces.ns62 S3FIFO-0.3500-0.9000 cache size     4512, 37200000 req, miss ratio 0.2046, byte miss ratio 0.2046
io_traces.ns62 S3FIFO-0.3500-0.9000 cache size    15041, 37200000 req, miss ratio 0.1886, byte miss ratio 0.1886
io_traces.ns62 S3FIFO-0.3500-0.9000 cache size    45125, 37200000 req, miss ratio 0.1512, byte miss ratio 0.1512
io_traces.ns62 S3FIFO-0.3500-0.9000 cache size   150419, 37200000 req, miss ratio 0.0774, byte miss ratio 0.0774
io_traces.ns62 S3FIFO-0.3500-0.9000 cache size   300839, 37200000 req, miss ratio 0.0553, byte miss ratio 0.0553
io_traces.ns62 S3FIFO-0.3500-0.9000 cache size   601678, 37200000 req, miss ratio 0.0491, byte miss ratio 0.0491
io_traces.ns62 S3FIFO-0.3500-0.9000 cache size  1203357, 37200000 req, miss ratio 0.0413, byte miss ratio 0.0413
io_traces.ns62 S3FIFO-0.0050-0.9000 cache size     1504, 37200000 req, miss ratio 0.2388, byte miss ratio 0.2388
io_traces.ns62 S3FIFO-0.0050-0.9000 cache size     4512, 37200000 req, miss ratio 0.2101, byte miss ratio 0.2101
io_traces.ns62 S3FIFO-0.0050-0.9000 cache size    15041, 37200000 req, miss ratio 0.1896, byte miss ratio 0.1896
io_traces.ns62 S3FIFO-0.0050-0.9000 cache size    45125, 37200000 req, miss ratio 0.1477, byte miss ratio 0.1477
io_traces.ns62 S3FIFO-0.0050-0.9000 cache size   150419, 37200000 req, miss ratio 0.0953, byte miss ratio 0.0953
