cdn1_colo28.ns2675 S3FIFO-0.3500-0.9000 cache size       59, 1382404 req, miss ratio 0.8647, byte miss ratio 0.8647
cdn1_colo28.ns2675 S3FIFO-0.3500-0.9000 cache size      178, 1382404 req, miss ratio 0.7140, byte miss ratio 0.7140
cdn1_colo28.ns2675 S3FIFO-0.3500-0.9000 cache size      593, 1382404 req, miss ratio 0.4910, byte miss ratio 0.4910
cdn1_colo28.ns2675 S3FIFO-0.3500-0.9000 cache size     1781, 1382404 req, miss ratio 0.3108, byte miss ratio 0.3108
cdn1_colo28.ns2675 S3FIFO-0.3500-0.9000 cache size     5936, 1382404 req, miss ratio 0.1668, byte miss ratio 0.1668
cdn1_colo28.ns2675 S3FIFO-0.3500-0.9000 cache size    11873, 1382404 req, miss ratio 0.1106, byte miss ratio 0.1106
cdn1_colo28.ns2675 S3FIFO-0.3500-0.9000 cache size    23747, 1382404 req, miss ratio 0.0703, byte miss ratio 0.0703
cdn1_colo28.ns2675 S3FIFO-0.3500-0.9000 cache size    47495, 1382404 req, miss ratio 0.0478, byte miss ratio 0.0478
cdn1_colo28.ns2675 S3FIFO-0.4500-0.9000 cache size       59, 1382404 req, miss ratio 0.8778, byte miss ratio 0.8778
cdn1_colo28.ns2675 S3FIFO-0.4500-0.9000 cache size      178, 1382404 req, miss ratio 0.7345, byte miss ratio 0.7345
cdn1_colo28.ns2675 S3FIFO-0.4500-0.9000 cache size      593, 1382404 req, miss ratio 0.5121, byte miss ratio 0.5121
cdn1_colo28.ns2675 S3FIFO-0.4500-0.9000 cache size     1781, 1382404 req, miss ratio 0.3254, byte miss ratio 0.3254
cdn1_colo28.ns2675 S3FIFO-0.4500-0.9000 cache size     5936, 1382404 req, miss ratio 0.1754, byte miss ratio 0.1754
cdn1_colo28.ns2675 S3FIFO-0.4500-0.9000 cache size    11873, 1382404 req, miss ratio 0.1158, byte miss ratio 0.1158
cdn1_colo28.ns2675 S3FIFO-0.4500-0.9000 cache size    23747, 1382404 req, miss ratio 0.0729, byte miss ratio 0.0729
cdn1_colo28.ns2675 S3FIFO-0.4500-0.9000 cache size    47495, 1382404 req, miss ratio 0.0494, byte miss ratio 0.0494
cdn1_colo28.ns2675 S3FIFO-0.6000-0.9000 cache size       59, 1382404 req, miss ratio 0.8984, byte miss ratio 0.8984
cdn1_colo28.ns2675 S3FIFO-0.6000-0.9000 cache size      178, 1382404 req, miss ratio 0.7667, byte miss ratio 0.7667
cdn1_colo28.ns2675 S3FIFO-0.6000-0.9000 cache size      593, 1382404 req, miss ratio 0.5482, byte miss ratio 0.5482
cdn1_colo28.ns2675 S3FIFO-0.6000-0.9000 cache size     1781, 1382404 req, miss ratio 0.3504, byte miss ratio 0.3504
cdn1_colo28.ns2675 S3FIFO-0.6000-0.9000 cache size     5936, 1382404 req, miss ratio 0.1897, byte miss ratio 0.1897
cdn1_colo28.ns2675 S3FIFO-0.6000-0.9000 cache size    11873, 1382404 req, miss ratio 0.1244, byte miss ratio 0.1244
cdn1_colo28.ns2675 S3FIFO-0.6000-0.9000 cache size    23747, 1382404 req, miss ratio 0.0772, byte miss ratio 0.0772
cdn1_colo28.ns2675 S3FIFO-0.6000-0.9000 cache size    47495, 1382404 req, miss ratio 0.0520, byte miss ratio 0.0520
cdn1_colo28.ns2675 S3FIFO-0.0500-1.9000 cache size       59, 1382404 req, miss ratio 0.8374, byte miss ratio 0.8374
cdn1_colo28.ns2675 S3FIFO-0.0500-1.9000 cache size      178, 1382404 req, miss ratio 0.6720, byte miss ratio 0.6720
cdn1_colo28.ns2675 S3FIFO-0.0500-1.9000 cache size      593, 1382404 req, miss ratio 0.4494, byte miss ratio 0.4494
cdn1_colo28.ns2675 S3FIFO-0.0500-1.9000 cache size     1781, 1382404 req, miss ratio 0.2822, byte miss ratio 0.2822
cdn1_colo28.ns2675 S3FIFO-0.0500-1.9000 cache size     5936, 1382404 req, miss ratio 0.1504, byte miss ratio 0.1504
cdn1_colo28.ns2675 S3FIFO-0.0500-1.9000 cache size    11873, 1382404 req, miss ratio 0.1003, byte miss ratio 0.1003
cdn1_colo28.ns2675 S3FIFO-0.0500-1.9000 cache size    23747, 1382404 req, miss ratio 0.0653, byte miss ratio 0.0653
cdn1_colo28.ns2675 S3FIFO-0.0500-1.9000 cache size    47495, 1382404 req, miss ratio 0.0473, byte miss ratio 0.0473
cdn1_colo28.ns2675 S3FIFO-0.0100-0.9000 cache size       59, 1382404 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2675 S3FIFO-0.0100-0.9000 cache size      178, 1382404 req, miss ratio 0.6518, byte miss ratio 0.6518
cdn1_colo28.ns2675 S3FIFO-0.0100-0.9000 cache size      593, 1382404 req, miss ratio 0.4316, byte miss ratio 0.4316
cdn1_colo28.ns2675 S3FIFO-0.0100-0.9000 cache size     1781, 1382404 req, miss ratio 0.2694, byte miss ratio 0.2694
cdn1_colo28.ns2675 S3FIFO-0.0100-0.9000 cache size     5936, 1382404 req, miss ratio 0.1431, byte miss ratio 0.1431
cdn1_colo28.ns2675 S3FIFO-0.0100-0.9000 cache size    11873, 1382404 req, miss ratio 0.0959, byte miss ratio 0.0959
cdn1_colo28.ns2675 S3FIFO-0.0100-0.9000 cache size    23747, 1382404 req, miss ratio 0.0642, byte miss ratio 0.0642
cdn1_colo28.ns2675 S3FIFO-0.0100-0.9000 cache size    47495, 1382404 req, miss ratio 0.0473, byte miss ratio 0.0473
cdn1_colo28.ns2675 S3FIFO-0.9900-1.9000 cache size       59, 1382404 req, miss ratio 0.9435, byte miss ratio 0.9435
cdn1_colo28.ns2675 S3FIFO-0.9900-1.9000 cache size      178, 1382404 req, miss ratio 0.8556, byte miss ratio 0.8556
cdn1_colo28.ns2675 S3FIFO-0.9900-1.9000 cache size      593, 1382404 req, miss ratio 0.6504, byte miss ratio 0.6504
cdn1_colo28.ns2675 S3FIFO-0.9900-1.9000 cache size     1781, 1382404 req, miss ratio 0.4276, byte miss ratio 0.4276
cdn1_colo28.ns2675 S3FIFO-0.9900-1.9000 cache size     5936, 1382404 req, miss ratio 0.2310, byte miss ratio 0.2310
cdn1_colo28.ns2675 S3FIFO-0.9900-1.9000 cache size    11873, 1382404 req, miss ratio 0.1502, byte miss ratio 0.1502
cdn1_colo28.ns2675 S3FIFO-0.9900-1.9000 cache size    23747, 1382404 req, miss ratio 0.0930, byte miss ratio 0.0930
cdn1_colo28.ns2675 S3FIFO-0.9900-1.9000 cache size    47495, 1382404 req, miss ratio 0.0602, byte miss ratio 0.0602
cdn1_colo28.ns2675 S3FIFO-0.2000-0.9000 cache size       59, 1382404 req, miss ratio 0.8459, byte miss ratio 0.8459
