io_traces.ns746 S3FIFO-0.2000-0.9000 cache size     4594, 25000000 req, miss ratio 0.9532, byte miss ratio 0.9532
io_traces.ns746 S3FIFO-0.2000-0.9000 cache size    13783, 25000000 req, miss ratio 0.9479, byte miss ratio 0.9479
io_traces.ns746 S3FIFO-0.2000-0.9000 cache size    45945, 25000000 req, miss ratio 0.9379, byte miss ratio 0.9379
io_traces.ns746 S3FIFO-0.2000-0.9000 cache size   137836, 25000000 req, miss ratio 0.8990, byte miss ratio 0.8990
io_traces.ns746 S3FIFO-0.2000-0.9000 cache size   459455, 25000000 req, miss ratio 0.8825, byte miss ratio 0.8825
io_traces.ns746 S3FIFO-0.2000-0.9000 cache size   918910, 25000000 req, miss ratio 0.7111, byte miss ratio 0.7111
io_traces.ns746 S3FIFO-0.2000-0.9000 cache size  1837821, 25000000 req, miss ratio 0.1862, byte miss ratio 0.1862
io_traces.ns746 S3FIFO-0.2000-0.9000 cache size  3675643, 25000000 req, miss ratio 0.1839, byte miss ratio 0.1839
io_traces.ns746 S3FIFO-0.4000-0.9000 cache size     4594, 25000000 req, miss ratio 0.9540, byte miss ratio 0.9540
io_traces.ns746 S3FIFO-0.4000-0.9000 cache size    13783, 25000000 req, miss ratio 0.9483, byte miss ratio 0.9483
io_traces.ns746 S3FIFO-0.4000-0.9000 cache size    45945, 25000000 req, miss ratio 0.9379, byte miss ratio 0.9379
io_traces.ns746 S3FIFO-0.4000-0.9000 cache size   137836, 25000000 req, miss ratio 0.8988, byte miss ratio 0.8988
io_traces.ns746 S3FIFO-0.4000-0.9000 cache size   459455, 25000000 req, miss ratio 0.8825, byte miss ratio 0.8825
io_traces.ns746 S3FIFO-0.4000-0.9000 cache size   918910, 25000000 req, miss ratio 0.8581, byte miss ratio 0.8581
io_traces.ns746 S3FIFO-0.4000-0.9000 cache size  1837821, 25000000 req, miss ratio 0.2165, byte miss ratio 0.2165
io_traces.ns746 S3FIFO-0.4000-0.9000 cache size  3675643, 25000000 req, miss ratio 0.1839, byte miss ratio 0.1839
io_traces.ns746 S3FIFO-0.5000-1.9000 cache size     4594, 25000000 req, miss ratio 0.9544, byte miss ratio 0.9544
