cdn1_allcolo.ns2306 S3FIFO-0.1000-1.9000 cache size       14, 14007037 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_allcolo.ns2306 S3FIFO-0.1000-1.9000 cache size       49, 14007037 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns2306 S3FIFO-0.1000-1.9000 cache size      148, 14007037 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns2306 S3FIFO-0.1000-1.9000 cache size      495, 14007037 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns2306 S3FIFO-0.1000-1.9000 cache size      990, 14007037 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2306 S3FIFO-0.1000-1.9000 cache size     1980, 14007037 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2306 S3FIFO-0.1000-1.9000 cache size     3961, 14007037 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2306 S3FIFO-0.2500-1.9000 cache size       14, 14007037 req, miss ratio 0.1125, byte miss ratio 0.1125
cdn1_allcolo.ns2306 S3FIFO-0.2500-1.9000 cache size       49, 14007037 req, miss ratio 0.0164, byte miss ratio 0.0164
cdn1_allcolo.ns2306 S3FIFO-0.2500-1.9000 cache size      148, 14007037 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns2306 S3FIFO-0.2500-1.9000 cache size      495, 14007037 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns2306 S3FIFO-0.2500-1.9000 cache size      990, 14007037 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2306 S3FIFO-0.2500-1.9000 cache size     1980, 14007037 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2306 S3FIFO-0.2500-1.9000 cache size     3961, 14007037 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2306 S3FIFO-0.9900-1.9000 cache size       14, 14007037 req, miss ratio 0.1610, byte miss ratio 0.1610
cdn1_allcolo.ns2306 S3FIFO-0.9900-1.9000 cache size       49, 14007037 req, miss ratio 0.0286, byte miss ratio 0.0286
cdn1_allcolo.ns2306 S3FIFO-0.9900-1.9000 cache size      148, 14007037 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns2306 S3FIFO-0.9900-1.9000 cache size      495, 14007037 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns2306 S3FIFO-0.9900-1.9000 cache size      990, 14007037 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns2306 S3FIFO-0.9900-1.9000 cache size     1980, 14007037 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2306 S3FIFO-0.9900-1.9000 cache size     3961, 14007037 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2306 S3FIFO-0.7000-0.9000 cache size       14, 14007037 req, miss ratio 0.1425, byte miss ratio 0.1425
cdn1_allcolo.ns2306 S3FIFO-0.7000-0.9000 cache size       49, 14007037 req, miss ratio 0.0236, byte miss ratio 0.0236
cdn1_allcolo.ns2306 S3FIFO-0.7000-0.9000 cache size      148, 14007037 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_allcolo.ns2306 S3FIFO-0.7000-0.9000 cache size      495, 14007037 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns2306 S3FIFO-0.7000-0.9000 cache size      990, 14007037 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns2306 S3FIFO-0.7000-0.9000 cache size     1980, 14007037 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2306 S3FIFO-0.7000-0.9000 cache size     3961, 14007037 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2306 S3FIFO-0.6000-0.9000 cache size       14, 14007037 req, miss ratio 0.1365, byte miss ratio 0.1365
cdn1_allcolo.ns2306 S3FIFO-0.6000-0.9000 cache size       49, 14007037 req, miss ratio 0.0217, byte miss ratio 0.0217
cdn1_allcolo.ns2306 S3FIFO-0.6000-0.9000 cache size      148, 14007037 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns2306 S3FIFO-0.6000-0.9000 cache size      495, 14007037 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns2306 S3FIFO-0.6000-0.9000 cache size      990, 14007037 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2306 S3FIFO-0.6000-0.9000 cache size     1980, 14007037 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2306 S3FIFO-0.6000-0.9000 cache size     3961, 14007037 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2306 S3FIFO-0.9000-0.9000 cache size       14, 14007037 req, miss ratio 0.1612, byte miss ratio 0.1612
cdn1_allcolo.ns2306 S3FIFO-0.9000-0.9000 cache size       49, 14007037 req, miss ratio 0.0278, byte miss ratio 0.0278
cdn1_allcolo.ns2306 S3FIFO-0.9000-0.9000 cache size      148, 14007037 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns2306 S3FIFO-0.9000-0.9000 cache size      495, 14007037 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns2306 S3FIFO-0.9000-0.9000 cache size      990, 14007037 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns2306 S3FIFO-0.9000-0.9000 cache size     1980, 14007037 req, miss ratio 0.0005, byte miss ratio 0.0005
