cdn1_colo28.ns1649 S3FIFO-0.8000-0.9000 cache size        5, 2457739 req, miss ratio 0.8238, byte miss ratio 0.8238
cdn1_colo28.ns1649 S3FIFO-0.8000-0.9000 cache size       17, 2457739 req, miss ratio 0.5164, byte miss ratio 0.5164
cdn1_colo28.ns1649 S3FIFO-0.8000-0.9000 cache size       56, 2457739 req, miss ratio 0.1880, byte miss ratio 0.1880
cdn1_colo28.ns1649 S3FIFO-0.8000-0.9000 cache size      113, 2457739 req, miss ratio 0.0726, byte miss ratio 0.0726
cdn1_colo28.ns1649 S3FIFO-0.8000-0.9000 cache size      227, 2457739 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_colo28.ns1649 S3FIFO-0.8000-0.9000 cache size      454, 2457739 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1649 S3FIFO-0.1500-1.9000 cache size        5, 2457739 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1649 S3FIFO-0.1500-1.9000 cache size       17, 2457739 req, miss ratio 0.4284, byte miss ratio 0.4284
cdn1_colo28.ns1649 S3FIFO-0.1500-1.9000 cache size       56, 2457739 req, miss ratio 0.1372, byte miss ratio 0.1372
cdn1_colo28.ns1649 S3FIFO-0.1500-1.9000 cache size      113, 2457739 req, miss ratio 0.0535, byte miss ratio 0.0535
cdn1_colo28.ns1649 S3FIFO-0.1500-1.9000 cache size      227, 2457739 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_colo28.ns1649 S3FIFO-0.1500-1.9000 cache size      454, 2457739 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1649 S3FIFO-0.0250-0.9000 cache size        5, 2457739 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1649 S3FIFO-0.0250-0.9000 cache size       17, 2457739 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1649 S3FIFO-0.0250-0.9000 cache size       56, 2457739 req, miss ratio 0.1268, byte miss ratio 0.1268
cdn1_colo28.ns1649 S3FIFO-0.0250-0.9000 cache size      113, 2457739 req, miss ratio 0.0496, byte miss ratio 0.0496
cdn1_colo28.ns1649 S3FIFO-0.0250-0.9000 cache size      227, 2457739 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_colo28.ns1649 S3FIFO-0.0250-0.9000 cache size      454, 2457739 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1649 S3FIFO-0.9500-0.9000 cache size        5, 2457739 req, miss ratio 0.8238, byte miss ratio 0.8238
cdn1_colo28.ns1649 S3FIFO-0.9500-0.9000 cache size       17, 2457739 req, miss ratio 0.5403, byte miss ratio 0.5403
cdn1_colo28.ns1649 S3FIFO-0.9500-0.9000 cache size       56, 2457739 req, miss ratio 0.2008, byte miss ratio 0.2008
cdn1_colo28.ns1649 S3FIFO-0.9500-0.9000 cache size      113, 2457739 req, miss ratio 0.0795, byte miss ratio 0.0795
cdn1_colo28.ns1649 S3FIFO-0.9500-0.9000 cache size      227, 2457739 req, miss ratio 0.0123, byte miss ratio 0.0123
cdn1_colo28.ns1649 S3FIFO-0.9500-0.9000 cache size      454, 2457739 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1649 S3FIFO-0.1000-1.9000 cache size        5, 2457739 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1649 S3FIFO-0.1000-1.9000 cache size       17, 2457739 req, miss ratio 0.4170, byte miss ratio 0.4170
cdn1_colo28.ns1649 S3FIFO-0.1000-1.9000 cache size       56, 2457739 req, miss ratio 0.1350, byte miss ratio 0.1350
cdn1_colo28.ns1649 S3FIFO-0.1000-1.9000 cache size      113, 2457739 req, miss ratio 0.0527, byte miss ratio 0.0527
cdn1_colo28.ns1649 S3FIFO-0.1000-1.9000 cache size      227, 2457739 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_colo28.ns1649 S3FIFO-0.1000-1.9000 cache size      454, 2457739 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1649 S3FIFO-0.4500-0.9000 cache size        5, 2457739 req, miss ratio 0.7365, byte miss ratio 0.7365
