cdn1_allcolo.ns136 S3FIFO-0.2000-1.9000 cache size       45, 1619444 req, miss ratio 0.3136, byte miss ratio 0.3136
cdn1_allcolo.ns136 S3FIFO-0.2000-1.9000 cache size      137, 1619444 req, miss ratio 0.1847, byte miss ratio 0.1847
cdn1_allcolo.ns136 S3FIFO-0.2000-1.9000 cache size      457, 1619444 req, miss ratio 0.0773, byte miss ratio 0.0773
cdn1_allcolo.ns136 S3FIFO-0.2000-1.9000 cache size     1373, 1619444 req, miss ratio 0.0457, byte miss ratio 0.0457
cdn1_allcolo.ns136 S3FIFO-0.2000-1.9000 cache size     4576, 1619444 req, miss ratio 0.0345, byte miss ratio 0.0345
cdn1_allcolo.ns136 S3FIFO-0.2000-1.9000 cache size     9153, 1619444 req, miss ratio 0.0313, byte miss ratio 0.0313
cdn1_allcolo.ns136 S3FIFO-0.2000-1.9000 cache size    18307, 1619444 req, miss ratio 0.0294, byte miss ratio 0.0294
cdn1_allcolo.ns136 S3FIFO-0.2000-1.9000 cache size    36615, 1619444 req, miss ratio 0.0283, byte miss ratio 0.0283
cdn1_allcolo.ns136 S3FIFO-0.7500-1.9000 cache size       45, 1619444 req, miss ratio 0.3533, byte miss ratio 0.3533
cdn1_allcolo.ns136 S3FIFO-0.7500-1.9000 cache size      137, 1619444 req, miss ratio 0.2161, byte miss ratio 0.2161
cdn1_allcolo.ns136 S3FIFO-0.7500-1.9000 cache size      457, 1619444 req, miss ratio 0.1016, byte miss ratio 0.1016
cdn1_allcolo.ns136 S3FIFO-0.7500-1.9000 cache size     1373, 1619444 req, miss ratio 0.0552, byte miss ratio 0.0552
cdn1_allcolo.ns136 S3FIFO-0.7500-1.9000 cache size     4576, 1619444 req, miss ratio 0.0382, byte miss ratio 0.0382
cdn1_allcolo.ns136 S3FIFO-0.7500-1.9000 cache size     9153, 1619444 req, miss ratio 0.0332, byte miss ratio 0.0332
cdn1_allcolo.ns136 S3FIFO-0.7500-1.9000 cache size    18307, 1619444 req, miss ratio 0.0301, byte miss ratio 0.0301
cdn1_allcolo.ns136 S3FIFO-0.7500-1.9000 cache size    36615, 1619444 req, miss ratio 0.0284, byte miss ratio 0.0284
cdn1_allcolo.ns136 S3FIFO-0.1000-1.9000 cache size       45, 1619444 req, miss ratio 0.3085, byte miss ratio 0.3085
cdn1_allcolo.ns136 S3FIFO-0.1000-1.9000 cache size      137, 1619444 req, miss ratio 0.1804, byte miss ratio 0.1804
cdn1_allcolo.ns136 S3FIFO-0.1000-1.9000 cache size      457, 1619444 req, miss ratio 0.0750, byte miss ratio 0.0750
cdn1_allcolo.ns136 S3FIFO-0.1000-1.9000 cache size     1373, 1619444 req, miss ratio 0.0451, byte miss ratio 0.0451
cdn1_allcolo.ns136 S3FIFO-0.1000-1.9000 cache size     4576, 1619444 req, miss ratio 0.0343, byte miss ratio 0.0343
cdn1_allcolo.ns136 S3FIFO-0.1000-1.9000 cache size     9153, 1619444 req, miss ratio 0.0312, byte miss ratio 0.0312
cdn1_allcolo.ns136 S3FIFO-0.1000-1.9000 cache size    18307, 1619444 req, miss ratio 0.0294, byte miss ratio 0.0294
cdn1_allcolo.ns136 S3FIFO-0.1000-1.9000 cache size    36615, 1619444 req, miss ratio 0.0283, byte miss ratio 0.0283
cdn1_allcolo.ns136 S3FIFO-0.3500-0.9000 cache size       45, 1619444 req, miss ratio 0.3199, byte miss ratio 0.3199
cdn1_allcolo.ns136 S3FIFO-0.3500-0.9000 cache size      137, 1619444 req, miss ratio 0.1913, byte miss ratio 0.1913
cdn1_allcolo.ns136 S3FIFO-0.3500-0.9000 cache size      457, 1619444 req, miss ratio 0.0824, byte miss ratio 0.0824
cdn1_allcolo.ns136 S3FIFO-0.3500-0.9000 cache size     1373, 1619444 req, miss ratio 0.0473, byte miss ratio 0.0473
cdn1_allcolo.ns136 S3FIFO-0.3500-0.9000 cache size     4576, 1619444 req, miss ratio 0.0351, byte miss ratio 0.0351
cdn1_allcolo.ns136 S3FIFO-0.3500-0.9000 cache size     9153, 1619444 req, miss ratio 0.0315, byte miss ratio 0.0315
cdn1_allcolo.ns136 S3FIFO-0.3500-0.9000 cache size    18307, 1619444 req, miss ratio 0.0295, byte miss ratio 0.0295
cdn1_allcolo.ns136 S3FIFO-0.3500-0.9000 cache size    36615, 1619444 req, miss ratio 0.0283, byte miss ratio 0.0283
cdn1_allcolo.ns136 S3FIFO-0.6500-1.9000 cache size       45, 1619444 req, miss ratio 0.3452, byte miss ratio 0.3452
