cdn1_colo28.ns344 S3FIFO-0.5000-1.9000 cache size       14, 1254331 req, miss ratio 0.4610, byte miss ratio 0.4610
cdn1_colo28.ns344 S3FIFO-0.5000-1.9000 cache size       48, 1254331 req, miss ratio 0.1527, byte miss ratio 0.1527
cdn1_colo28.ns344 S3FIFO-0.5000-1.9000 cache size       97, 1254331 req, miss ratio 0.0636, byte miss ratio 0.0636
cdn1_colo28.ns344 S3FIFO-0.5000-1.9000 cache size      194, 1254331 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_colo28.ns344 S3FIFO-0.5000-1.9000 cache size      388, 1254331 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns344 S3FIFO-0.0100-0.9000 cache size       14, 1254331 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns344 S3FIFO-0.0100-0.9000 cache size       48, 1254331 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns344 S3FIFO-0.0100-0.9000 cache size       97, 1254331 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns344 S3FIFO-0.0100-0.9000 cache size      194, 1254331 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns344 S3FIFO-0.0100-0.9000 cache size      388, 1254331 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns344 S3FIFO-0.9500-1.9000 cache size       14, 1254331 req, miss ratio 0.5155, byte miss ratio 0.5155
cdn1_colo28.ns344 S3FIFO-0.9500-1.9000 cache size       48, 1254331 req, miss ratio 0.1831, byte miss ratio 0.1831
cdn1_colo28.ns344 S3FIFO-0.9500-1.9000 cache size       97, 1254331 req, miss ratio 0.0819, byte miss ratio 0.0819
cdn1_colo28.ns344 S3FIFO-0.9500-1.9000 cache size      194, 1254331 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_colo28.ns344 S3FIFO-0.9500-1.9000 cache size      388, 1254331 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns344 S3FIFO-0.9900-1.9000 cache size       14, 1254331 req, miss ratio 0.5155, byte miss ratio 0.5155
cdn1_colo28.ns344 S3FIFO-0.9900-1.9000 cache size       48, 1254331 req, miss ratio 0.1849, byte miss ratio 0.1849
cdn1_colo28.ns344 S3FIFO-0.9900-1.9000 cache size       97, 1254331 req, miss ratio 0.0828, byte miss ratio 0.0828
cdn1_colo28.ns344 S3FIFO-0.9900-1.9000 cache size      194, 1254331 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_colo28.ns344 S3FIFO-0.9900-1.9000 cache size      388, 1254331 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns344 S3FIFO-0.7500-1.9000 cache size       14, 1254331 req, miss ratio 0.4981, byte miss ratio 0.4981
cdn1_colo28.ns344 S3FIFO-0.7500-1.9000 cache size       48, 1254331 req, miss ratio 0.1703, byte miss ratio 0.1703
cdn1_colo28.ns344 S3FIFO-0.7500-1.9000 cache size       97, 1254331 req, miss ratio 0.0730, byte miss ratio 0.0730
cdn1_colo28.ns344 S3FIFO-0.7500-1.9000 cache size      194, 1254331 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_colo28.ns344 S3FIFO-0.7500-1.9000 cache size      388, 1254331 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns344 S3FIFO-0.6000-0.9000 cache size       14, 1254331 req, miss ratio 0.4689, byte miss ratio 0.4689
cdn1_colo28.ns344 S3FIFO-0.6000-0.9000 cache size       48, 1254331 req, miss ratio 0.1607, byte miss ratio 0.1607
cdn1_colo28.ns344 S3FIFO-0.6000-0.9000 cache size       97, 1254331 req, miss ratio 0.0678, byte miss ratio 0.0678
cdn1_colo28.ns344 S3FIFO-0.6000-0.9000 cache size      194, 1254331 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_colo28.ns344 S3FIFO-0.6000-0.9000 cache size      388, 1254331 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns344 S3FIFO-0.5500-0.9000 cache size       14, 1254331 req, miss ratio 0.4505, byte miss ratio 0.4505
cdn1_colo28.ns344 S3FIFO-0.5500-0.9000 cache size       48, 1254331 req, miss ratio 0.1570, byte miss ratio 0.1570
cdn1_colo28.ns344 S3FIFO-0.5500-0.9000 cache size       97, 1254331 req, miss ratio 0.0658, byte miss ratio 0.0658
cdn1_colo28.ns344 S3FIFO-0.5500-0.9000 cache size      194, 1254331 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns344 S3FIFO-0.5500-0.9000 cache size      388, 1254331 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns344 S3FIFO-0.0250-0.9000 cache size       14, 1254331 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns344 S3FIFO-0.0250-0.9000 cache size       48, 1254331 req, miss ratio 0.1108, byte miss ratio 0.1108
cdn1_colo28.ns344 S3FIFO-0.0250-0.9000 cache size       97, 1254331 req, miss ratio 0.0521, byte miss ratio 0.0521
cdn1_colo28.ns344 S3FIFO-0.0250-0.9000 cache size      194, 1254331 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_colo28.ns344 S3FIFO-0.0250-0.9000 cache size      388, 1254331 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns344 S3FIFO-0.1000-1.9000 cache size       14, 1254331 req, miss ratio 0.3832, byte miss ratio 0.3832
cdn1_colo28.ns344 S3FIFO-0.1000-1.9000 cache size       48, 1254331 req, miss ratio 0.1232, byte miss ratio 0.1232
cdn1_colo28.ns344 S3FIFO-0.1000-1.9000 cache size       97, 1254331 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_colo28.ns344 S3FIFO-0.1000-1.9000 cache size      194, 1254331 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_colo28.ns344 S3FIFO-0.1000-1.9000 cache size      388, 1254331 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns344 S3FIFO-0.8500-1.9000 cache size       14, 1254331 req, miss ratio 0.5060, byte miss ratio 0.5060
cdn1_colo28.ns344 S3FIFO-0.8500-1.9000 cache size       48, 1254331 req, miss ratio 0.1770, byte miss ratio 0.1770
cdn1_colo28.ns344 S3FIFO-0.8500-1.9000 cache size       97, 1254331 req, miss ratio 0.0780, byte miss ratio 0.0780
cdn1_colo28.ns344 S3FIFO-0.8500-1.9000 cache size      194, 1254331 req, miss ratio 0.0154, byte miss ratio 0.0154
cdn1_colo28.ns344 S3FIFO-0.8500-1.9000 cache size      388, 1254331 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns344 S3FIFO-0.8000-1.9000 cache size       14, 1254331 req, miss ratio 0.5060, byte miss ratio 0.5060
cdn1_colo28.ns344 S3FIFO-0.8000-1.9000 cache size       48, 1254331 req, miss ratio 0.1739, byte miss ratio 0.1739
cdn1_colo28.ns344 S3FIFO-0.8000-1.9000 cache size       97, 1254331 req, miss ratio 0.0754, byte miss ratio 0.0754
cdn1_colo28.ns344 S3FIFO-0.8000-1.9000 cache size      194, 1254331 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_colo28.ns344 S3FIFO-0.8000-1.9000 cache size      388, 1254331 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns344 S3FIFO-0.7000-1.9000 cache size       14, 1254331 req, miss ratio 0.4882, byte miss ratio 0.4882
cdn1_colo28.ns344 S3FIFO-0.7000-1.9000 cache size       48, 1254331 req, miss ratio 0.1658, byte miss ratio 0.1658
cdn1_colo28.ns344 S3FIFO-0.7000-1.9000 cache size       97, 1254331 req, miss ratio 0.0710, byte miss ratio 0.0710
cdn1_colo28.ns344 S3FIFO-0.7000-1.9000 cache size      194, 1254331 req, miss ratio 0.0136, byte miss ratio 0.0136
cdn1_colo28.ns344 S3FIFO-0.7000-1.9000 cache size      388, 1254331 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns344 S3FIFO-0.1500-0.9000 cache size       14, 1254331 req, miss ratio 0.3811, byte miss ratio 0.3811
cdn1_colo28.ns344 S3FIFO-0.1500-0.9000 cache size       48, 1254331 req, miss ratio 0.1211, byte miss ratio 0.1211
cdn1_colo28.ns344 S3FIFO-0.1500-0.9000 cache size       97, 1254331 req, miss ratio 0.0555, byte miss ratio 0.0555
cdn1_colo28.ns344 S3FIFO-0.1500-0.9000 cache size      194, 1254331 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_colo28.ns344 S3FIFO-0.1500-0.9000 cache size      388, 1254331 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns344 S3FIFO-0.0010-1.9000 cache size       14, 1254331 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns344 S3FIFO-0.0010-1.9000 cache size       48, 1254331 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns344 S3FIFO-0.0010-1.9000 cache size       97, 1254331 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns344 S3FIFO-0.0010-1.9000 cache size      194, 1254331 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns344 S3FIFO-0.0010-1.9000 cache size      388, 1254331 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns344 S3FIFO-0.9000-1.9000 cache size       14, 1254331 req, miss ratio 0.5121, byte miss ratio 0.5121
cdn1_colo28.ns344 S3FIFO-0.9000-1.9000 cache size       48, 1254331 req, miss ratio 0.1811, byte miss ratio 0.1811
cdn1_colo28.ns344 S3FIFO-0.9000-1.9000 cache size       97, 1254331 req, miss ratio 0.0801, byte miss ratio 0.0801
cdn1_colo28.ns344 S3FIFO-0.9000-1.9000 cache size      194, 1254331 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_colo28.ns344 S3FIFO-0.9000-1.9000 cache size      388, 1254331 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns344 S3FIFO-0.4500-0.9000 cache size       14, 1254331 req, miss ratio 0.4309, byte miss ratio 0.4309
cdn1_colo28.ns344 S3FIFO-0.4500-0.9000 cache size       48, 1254331 req, miss ratio 0.1475, byte miss ratio 0.1475
cdn1_colo28.ns344 S3FIFO-0.4500-0.9000 cache size       97, 1254331 req, miss ratio 0.0624, byte miss ratio 0.0624
cdn1_colo28.ns344 S3FIFO-0.4500-0.9000 cache size      194, 1254331 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_colo28.ns344 S3FIFO-0.4500-0.9000 cache size      388, 1254331 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns344 S3FIFO-0.5500-1.9000 cache size       14, 1254331 req, miss ratio 0.4610, byte miss ratio 0.4610
cdn1_colo28.ns344 S3FIFO-0.5500-1.9000 cache size       48, 1254331 req, miss ratio 0.1558, byte miss ratio 0.1558
cdn1_colo28.ns344 S3FIFO-0.5500-1.9000 cache size       97, 1254331 req, miss ratio 0.0655, byte miss ratio 0.0655
cdn1_colo28.ns344 S3FIFO-0.5500-1.9000 cache size      194, 1254331 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns344 S3FIFO-0.5500-1.9000 cache size      388, 1254331 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns344 S3FIFO-0.3500-1.9000 cache size       14, 1254331 req, miss ratio 0.4127, byte miss ratio 0.4127
cdn1_colo28.ns344 S3FIFO-0.3500-1.9000 cache size       48, 1254331 req, miss ratio 0.1407, byte miss ratio 0.1407
cdn1_colo28.ns344 S3FIFO-0.3500-1.9000 cache size       97, 1254331 req, miss ratio 0.0600, byte miss ratio 0.0600
cdn1_colo28.ns344 S3FIFO-0.3500-1.9000 cache size      194, 1254331 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_colo28.ns344 S3FIFO-0.3500-1.9000 cache size      388, 1254331 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns344 S3FIFO-0.6000-1.9000 cache size       14, 1254331 req, miss ratio 0.4761, byte miss ratio 0.4761
cdn1_colo28.ns344 S3FIFO-0.6000-1.9000 cache size       48, 1254331 req, miss ratio 0.1586, byte miss ratio 0.1586
cdn1_colo28.ns344 S3FIFO-0.6000-1.9000 cache size       97, 1254331 req, miss ratio 0.0669, byte miss ratio 0.0669
cdn1_colo28.ns344 S3FIFO-0.6000-1.9000 cache size      194, 1254331 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_colo28.ns344 S3FIFO-0.6000-1.9000 cache size      388, 1254331 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns344 S3FIFO-0.0500-1.9000 cache size       14, 1254331 req, miss ratio 1.0000, byte miss ratio 1.0000
