cdn1_colo28.ns1184 S3FIFO-0.5000-0.9000 cache size        7, 2651923 req, miss ratio 0.1159, byte miss ratio 0.1159
cdn1_colo28.ns1184 S3FIFO-0.5000-0.9000 cache size       25, 2651923 req, miss ratio 0.0429, byte miss ratio 0.0429
cdn1_colo28.ns1184 S3FIFO-0.5000-0.9000 cache size       50, 2651923 req, miss ratio 0.0245, byte miss ratio 0.0245
cdn1_colo28.ns1184 S3FIFO-0.5000-0.9000 cache size      100, 2651923 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_colo28.ns1184 S3FIFO-0.5000-0.9000 cache size      200, 2651923 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns1184 S3FIFO-0.3000-1.9000 cache size        7, 2651923 req, miss ratio 0.1077, byte miss ratio 0.1077
cdn1_colo28.ns1184 S3FIFO-0.3000-1.9000 cache size       25, 2651923 req, miss ratio 0.0403, byte miss ratio 0.0403
cdn1_colo28.ns1184 S3FIFO-0.3000-1.9000 cache size       50, 2651923 req, miss ratio 0.0233, byte miss ratio 0.0233
cdn1_colo28.ns1184 S3FIFO-0.3000-1.9000 cache size      100, 2651923 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns1184 S3FIFO-0.3000-1.9000 cache size      200, 2651923 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1184 S3FIFO-0.0500-1.9000 cache size        7, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0500-1.9000 cache size       25, 2651923 req, miss ratio 0.0380, byte miss ratio 0.0380
cdn1_colo28.ns1184 S3FIFO-0.0500-1.9000 cache size       50, 2651923 req, miss ratio 0.0218, byte miss ratio 0.0218
cdn1_colo28.ns1184 S3FIFO-0.0500-1.9000 cache size      100, 2651923 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_colo28.ns1184 S3FIFO-0.0500-1.9000 cache size      200, 2651923 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1184 S3FIFO-0.0050-1.9000 cache size        7, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0050-1.9000 cache size       25, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0050-1.9000 cache size       50, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0050-1.9000 cache size      100, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0050-1.9000 cache size      200, 2651923 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1184 S3FIFO-0.9900-0.9000 cache size        7, 2651923 req, miss ratio 0.1553, byte miss ratio 0.1553
cdn1_colo28.ns1184 S3FIFO-0.9900-0.9000 cache size       25, 2651923 req, miss ratio 0.0570, byte miss ratio 0.0570
cdn1_colo28.ns1184 S3FIFO-0.9900-0.9000 cache size       50, 2651923 req, miss ratio 0.0300, byte miss ratio 0.0300
cdn1_colo28.ns1184 S3FIFO-0.9900-0.9000 cache size      100, 2651923 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_colo28.ns1184 S3FIFO-0.9900-0.9000 cache size      200, 2651923 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1184 S3FIFO-0.1500-1.9000 cache size        7, 2651923 req, miss ratio 0.0964, byte miss ratio 0.0964
cdn1_colo28.ns1184 S3FIFO-0.1500-1.9000 cache size       25, 2651923 req, miss ratio 0.0387, byte miss ratio 0.0387
cdn1_colo28.ns1184 S3FIFO-0.1500-1.9000 cache size       50, 2651923 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_colo28.ns1184 S3FIFO-0.1500-1.9000 cache size      100, 2651923 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_colo28.ns1184 S3FIFO-0.1500-1.9000 cache size      200, 2651923 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1184 S3FIFO-0.0010-0.9000 cache size        7, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0010-0.9000 cache size       25, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0010-0.9000 cache size       50, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0010-0.9000 cache size      100, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0010-0.9000 cache size      200, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0050-0.9000 cache size        7, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0050-0.9000 cache size       25, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0050-0.9000 cache size       50, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0050-0.9000 cache size      100, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0050-0.9000 cache size      200, 2651923 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1184 S3FIFO-0.7000-0.9000 cache size        7, 2651923 req, miss ratio 0.1280, byte miss ratio 0.1280
cdn1_colo28.ns1184 S3FIFO-0.7000-0.9000 cache size       25, 2651923 req, miss ratio 0.0477, byte miss ratio 0.0477
cdn1_colo28.ns1184 S3FIFO-0.7000-0.9000 cache size       50, 2651923 req, miss ratio 0.0260, byte miss ratio 0.0260
cdn1_colo28.ns1184 S3FIFO-0.7000-0.9000 cache size      100, 2651923 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_colo28.ns1184 S3FIFO-0.7000-0.9000 cache size      200, 2651923 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1184 S3FIFO-0.0100-1.9000 cache size        7, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0100-1.9000 cache size       25, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0100-1.9000 cache size       50, 2651923 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1184 S3FIFO-0.0100-1.9000 cache size      100, 2651923 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_colo28.ns1184 S3FIFO-0.0100-1.9000 cache size      200, 2651923 req, miss ratio 0.0002, byte miss ratio 0.0002
