cdn1_allcolo.ns3184 S3FIFO-0.8000-1.9000 cache size       26, 1450154 req, miss ratio 0.1687, byte miss ratio 0.1687
cdn1_allcolo.ns3184 S3FIFO-0.8000-1.9000 cache size       78, 1450154 req, miss ratio 0.1132, byte miss ratio 0.1132
cdn1_allcolo.ns3184 S3FIFO-0.8000-1.9000 cache size      262, 1450154 req, miss ratio 0.0836, byte miss ratio 0.0836
cdn1_allcolo.ns3184 S3FIFO-0.8000-1.9000 cache size      786, 1450154 req, miss ratio 0.0669, byte miss ratio 0.0669
cdn1_allcolo.ns3184 S3FIFO-0.8000-1.9000 cache size     2621, 1450154 req, miss ratio 0.0510, byte miss ratio 0.0510
cdn1_allcolo.ns3184 S3FIFO-0.8000-1.9000 cache size     5242, 1450154 req, miss ratio 0.0407, byte miss ratio 0.0407
cdn1_allcolo.ns3184 S3FIFO-0.8000-1.9000 cache size    10484, 1450154 req, miss ratio 0.0288, byte miss ratio 0.0288
cdn1_allcolo.ns3184 S3FIFO-0.8000-1.9000 cache size    20968, 1450154 req, miss ratio 0.0196, byte miss ratio 0.0196
cdn1_allcolo.ns3184 S3FIFO-0.0100-0.9000 cache size       26, 1450154 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3184 S3FIFO-0.0100-0.9000 cache size       78, 1450154 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3184 S3FIFO-0.0100-0.9000 cache size      262, 1450154 req, miss ratio 0.0767, byte miss ratio 0.0767
cdn1_allcolo.ns3184 S3FIFO-0.0100-0.9000 cache size      786, 1450154 req, miss ratio 0.0628, byte miss ratio 0.0628
cdn1_allcolo.ns3184 S3FIFO-0.0100-0.9000 cache size     2621, 1450154 req, miss ratio 0.0465, byte miss ratio 0.0465
cdn1_allcolo.ns3184 S3FIFO-0.0100-0.9000 cache size     5242, 1450154 req, miss ratio 0.0356, byte miss ratio 0.0356
cdn1_allcolo.ns3184 S3FIFO-0.0100-0.9000 cache size    10484, 1450154 req, miss ratio 0.0242, byte miss ratio 0.0242
cdn1_allcolo.ns3184 S3FIFO-0.0100-0.9000 cache size    20968, 1450154 req, miss ratio 0.0182, byte miss ratio 0.0182
cdn1_allcolo.ns3184 S3FIFO-0.3000-1.9000 cache size       26, 1450154 req, miss ratio 0.1418, byte miss ratio 0.1418
cdn1_allcolo.ns3184 S3FIFO-0.3000-1.9000 cache size       78, 1450154 req, miss ratio 0.0967, byte miss ratio 0.0967
cdn1_allcolo.ns3184 S3FIFO-0.3000-1.9000 cache size      262, 1450154 req, miss ratio 0.0776, byte miss ratio 0.0776
cdn1_allcolo.ns3184 S3FIFO-0.3000-1.9000 cache size      786, 1450154 req, miss ratio 0.0628, byte miss ratio 0.0628
cdn1_allcolo.ns3184 S3FIFO-0.3000-1.9000 cache size     2621, 1450154 req, miss ratio 0.0467, byte miss ratio 0.0467
cdn1_allcolo.ns3184 S3FIFO-0.3000-1.9000 cache size     5242, 1450154 req, miss ratio 0.0363, byte miss ratio 0.0363
cdn1_allcolo.ns3184 S3FIFO-0.3000-1.9000 cache size    10484, 1450154 req, miss ratio 0.0254, byte miss ratio 0.0254
cdn1_allcolo.ns3184 S3FIFO-0.3000-1.9000 cache size    20968, 1450154 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_allcolo.ns3184 S3FIFO-0.9500-1.9000 cache size       26, 1450154 req, miss ratio 0.1806, byte miss ratio 0.1806
cdn1_allcolo.ns3184 S3FIFO-0.9500-1.9000 cache size       78, 1450154 req, miss ratio 0.1213, byte miss ratio 0.1213
cdn1_allcolo.ns3184 S3FIFO-0.9500-1.9000 cache size      262, 1450154 req, miss ratio 0.0882, byte miss ratio 0.0882
cdn1_allcolo.ns3184 S3FIFO-0.9500-1.9000 cache size      786, 1450154 req, miss ratio 0.0694, byte miss ratio 0.0694
cdn1_allcolo.ns3184 S3FIFO-0.9500-1.9000 cache size     2621, 1450154 req, miss ratio 0.0529, byte miss ratio 0.0529
cdn1_allcolo.ns3184 S3FIFO-0.9500-1.9000 cache size     5242, 1450154 req, miss ratio 0.0423, byte miss ratio 0.0423
cdn1_allcolo.ns3184 S3FIFO-0.9500-1.9000 cache size    10484, 1450154 req, miss ratio 0.0300, byte miss ratio 0.0300
cdn1_allcolo.ns3184 S3FIFO-0.9500-1.9000 cache size    20968, 1450154 req, miss ratio 0.0205, byte miss ratio 0.0205
cdn1_allcolo.ns3184 S3FIFO-0.8500-1.9000 cache size       26, 1450154 req, miss ratio 0.1743, byte miss ratio 0.1743
cdn1_allcolo.ns3184 S3FIFO-0.8500-1.9000 cache size       78, 1450154 req, miss ratio 0.1158, byte miss ratio 0.1158
cdn1_allcolo.ns3184 S3FIFO-0.8500-1.9000 cache size      262, 1450154 req, miss ratio 0.0848, byte miss ratio 0.0848
cdn1_allcolo.ns3184 S3FIFO-0.8500-1.9000 cache size      786, 1450154 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_allcolo.ns3184 S3FIFO-0.8500-1.9000 cache size     2621, 1450154 req, miss ratio 0.0515, byte miss ratio 0.0515
cdn1_allcolo.ns3184 S3FIFO-0.8500-1.9000 cache size     5242, 1450154 req, miss ratio 0.0412, byte miss ratio 0.0412
cdn1_allcolo.ns3184 S3FIFO-0.8500-1.9000 cache size    10484, 1450154 req, miss ratio 0.0292, byte miss ratio 0.0292
cdn1_allcolo.ns3184 S3FIFO-0.8500-1.9000 cache size    20968, 1450154 req, miss ratio 0.0199, byte miss ratio 0.0199
cdn1_allcolo.ns3184 S3FIFO-0.9900-1.9000 cache size       26, 1450154 req, miss ratio 0.1827, byte miss ratio 0.1827
cdn1_allcolo.ns3184 S3FIFO-0.9900-1.9000 cache size       78, 1450154 req, miss ratio 0.1234, byte miss ratio 0.1234
cdn1_allcolo.ns3184 S3FIFO-0.9900-1.9000 cache size      262, 1450154 req, miss ratio 0.0899, byte miss ratio 0.0899
cdn1_allcolo.ns3184 S3FIFO-0.9900-1.9000 cache size      786, 1450154 req, miss ratio 0.0706, byte miss ratio 0.0706
cdn1_allcolo.ns3184 S3FIFO-0.9900-1.9000 cache size     2621, 1450154 req, miss ratio 0.0537, byte miss ratio 0.0537
cdn1_allcolo.ns3184 S3FIFO-0.9900-1.9000 cache size     5242, 1450154 req, miss ratio 0.0430, byte miss ratio 0.0430
cdn1_allcolo.ns3184 S3FIFO-0.9900-1.9000 cache size    10484, 1450154 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_allcolo.ns3184 S3FIFO-0.9900-1.9000 cache size    20968, 1450154 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_allcolo.ns3184 S3FIFO-0.6000-0.9000 cache size       26, 1450154 req, miss ratio 0.1571, byte miss ratio 0.1571
cdn1_allcolo.ns3184 S3FIFO-0.6000-0.9000 cache size       78, 1450154 req, miss ratio 0.1043, byte miss ratio 0.1043
cdn1_allcolo.ns3184 S3FIFO-0.6000-0.9000 cache size      262, 1450154 req, miss ratio 0.0806, byte miss ratio 0.0806
