cdn1_colo28.ns68 S3FIFO-0.2500-0.9000 cache size       14, 22985524 req, miss ratio 0.6334, byte miss ratio 0.6334
cdn1_colo28.ns68 S3FIFO-0.2500-0.9000 cache size       47, 22985524 req, miss ratio 0.2889, byte miss ratio 0.2889
cdn1_colo28.ns68 S3FIFO-0.2500-0.9000 cache size      142, 22985524 req, miss ratio 0.0599, byte miss ratio 0.0599
cdn1_colo28.ns68 S3FIFO-0.2500-0.9000 cache size      474, 22985524 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns68 S3FIFO-0.2500-0.9000 cache size      949, 22985524 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns68 S3FIFO-0.2500-0.9000 cache size     1899, 22985524 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns68 S3FIFO-0.2500-0.9000 cache size     3798, 22985524 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns68 S3FIFO-0.6000-0.9000 cache size       14, 22985524 req, miss ratio 0.6897, byte miss ratio 0.6897
cdn1_colo28.ns68 S3FIFO-0.6000-0.9000 cache size       47, 22985524 req, miss ratio 0.3590, byte miss ratio 0.3590
cdn1_colo28.ns68 S3FIFO-0.6000-0.9000 cache size      142, 22985524 req, miss ratio 0.0736, byte miss ratio 0.0736
cdn1_colo28.ns68 S3FIFO-0.6000-0.9000 cache size      474, 22985524 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_colo28.ns68 S3FIFO-0.6000-0.9000 cache size      949, 22985524 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns68 S3FIFO-0.6000-0.9000 cache size     1899, 22985524 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns68 S3FIFO-0.6000-0.9000 cache size     3798, 22985524 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns68 S3FIFO-0.2500-1.9000 cache size       14, 22985524 req, miss ratio 0.6585, byte miss ratio 0.6585
cdn1_colo28.ns68 S3FIFO-0.2500-1.9000 cache size       47, 22985524 req, miss ratio 0.2967, byte miss ratio 0.2967
cdn1_colo28.ns68 S3FIFO-0.2500-1.9000 cache size      142, 22985524 req, miss ratio 0.0599, byte miss ratio 0.0599
cdn1_colo28.ns68 S3FIFO-0.2500-1.9000 cache size      474, 22985524 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns68 S3FIFO-0.2500-1.9000 cache size      949, 22985524 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns68 S3FIFO-0.2500-1.9000 cache size     1899, 22985524 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns68 S3FIFO-0.2500-1.9000 cache size     3798, 22985524 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns68 S3FIFO-0.4000-0.9000 cache size       14, 22985524 req, miss ratio 0.6596, byte miss ratio 0.6596
cdn1_colo28.ns68 S3FIFO-0.4000-0.9000 cache size       47, 22985524 req, miss ratio 0.3196, byte miss ratio 0.3196
cdn1_colo28.ns68 S3FIFO-0.4000-0.9000 cache size      142, 22985524 req, miss ratio 0.0650, byte miss ratio 0.0650
cdn1_colo28.ns68 S3FIFO-0.4000-0.9000 cache size      474, 22985524 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_colo28.ns68 S3FIFO-0.4000-0.9000 cache size      949, 22985524 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns68 S3FIFO-0.4000-0.9000 cache size     1899, 22985524 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns68 S3FIFO-0.4000-0.9000 cache size     3798, 22985524 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns68 S3FIFO-0.9900-0.9000 cache size       14, 22985524 req, miss ratio 0.7048, byte miss ratio 0.7048
