tencentBlock.ns15864 S3FIFO-0.6500-0.9000 cache size      900, 7301094 req, miss ratio 0.5351, byte miss ratio 0.5351
tencentBlock.ns15864 S3FIFO-0.6500-0.9000 cache size     2700, 7301094 req, miss ratio 0.4863, byte miss ratio 0.4863
tencentBlock.ns15864 S3FIFO-0.6500-0.9000 cache size     9001, 7301094 req, miss ratio 0.4113, byte miss ratio 0.4113
tencentBlock.ns15864 S3FIFO-0.6500-0.9000 cache size    27003, 7301094 req, miss ratio 0.3389, byte miss ratio 0.3389
tencentBlock.ns15864 S3FIFO-0.6500-0.9000 cache size    90011, 7301094 req, miss ratio 0.2388, byte miss ratio 0.2388
tencentBlock.ns15864 S3FIFO-0.6500-0.9000 cache size   180022, 7301094 req, miss ratio 0.1808, byte miss ratio 0.1808
tencentBlock.ns15864 S3FIFO-0.6500-0.9000 cache size   360045, 7301094 req, miss ratio 0.1433, byte miss ratio 0.1433
tencentBlock.ns15864 S3FIFO-0.6500-0.9000 cache size   720091, 7301094 req, miss ratio 0.1246, byte miss ratio 0.1246
tencentBlock.ns15864 S3FIFO-0.0500-1.9000 cache size      900, 7301094 req, miss ratio 0.5323, byte miss ratio 0.5323
tencentBlock.ns15864 S3FIFO-0.0500-1.9000 cache size     2700, 7301094 req, miss ratio 0.4471, byte miss ratio 0.4471
tencentBlock.ns15864 S3FIFO-0.0500-1.9000 cache size     9001, 7301094 req, miss ratio 0.3752, byte miss ratio 0.3752
tencentBlock.ns15864 S3FIFO-0.0500-1.9000 cache size    27003, 7301094 req, miss ratio 0.3212, byte miss ratio 0.3212
tencentBlock.ns15864 S3FIFO-0.0500-1.9000 cache size    90011, 7301094 req, miss ratio 0.2101, byte miss ratio 0.2101
tencentBlock.ns15864 S3FIFO-0.0500-1.9000 cache size   180022, 7301094 req, miss ratio 0.1610, byte miss ratio 0.1610
tencentBlock.ns15864 S3FIFO-0.0500-1.9000 cache size   360045, 7301094 req, miss ratio 0.1377, byte miss ratio 0.1377
tencentBlock.ns15864 S3FIFO-0.0500-1.9000 cache size   720091, 7301094 req, miss ratio 0.1242, byte miss ratio 0.1242
tencentBlock.ns15864 S3FIFO-0.9900-0.9000 cache size      900, 7301094 req, miss ratio 0.6429, byte miss ratio 0.6429
tencentBlock.ns15864 S3FIFO-0.9900-0.9000 cache size     2700, 7301094 req, miss ratio 0.5425, byte miss ratio 0.5425
tencentBlock.ns15864 S3FIFO-0.9900-0.9000 cache size     9001, 7301094 req, miss ratio 0.4604, byte miss ratio 0.4604
tencentBlock.ns15864 S3FIFO-0.9900-0.9000 cache size    27003, 7301094 req, miss ratio 0.3625, byte miss ratio 0.3625
tencentBlock.ns15864 S3FIFO-0.9900-0.9000 cache size    90011, 7301094 req, miss ratio 0.2608, byte miss ratio 0.2608
tencentBlock.ns15864 S3FIFO-0.9900-0.9000 cache size   180022, 7301094 req, miss ratio 0.1995, byte miss ratio 0.1995
