cdn1_allcolo.ns4530 S3FIFO-0.8500-1.9000 cache size      319, 1029466 req, miss ratio 0.4382, byte miss ratio 0.4382
cdn1_allcolo.ns4530 S3FIFO-0.8500-1.9000 cache size      959, 1029466 req, miss ratio 0.3624, byte miss ratio 0.3624
cdn1_allcolo.ns4530 S3FIFO-0.8500-1.9000 cache size     3198, 1029466 req, miss ratio 0.3304, byte miss ratio 0.3304
cdn1_allcolo.ns4530 S3FIFO-0.8500-1.9000 cache size     9594, 1029466 req, miss ratio 0.3168, byte miss ratio 0.3168
cdn1_allcolo.ns4530 S3FIFO-0.8500-1.9000 cache size    31981, 1029466 req, miss ratio 0.3117, byte miss ratio 0.3117
cdn1_allcolo.ns4530 S3FIFO-0.8500-1.9000 cache size    63963, 1029466 req, miss ratio 0.3109, byte miss ratio 0.3109
cdn1_allcolo.ns4530 S3FIFO-0.8500-1.9000 cache size   127927, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.8500-1.9000 cache size   255855, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.0050-0.9000 cache size      319, 1029466 req, miss ratio 0.3724, byte miss ratio 0.3724
cdn1_allcolo.ns4530 S3FIFO-0.0050-0.9000 cache size      959, 1029466 req, miss ratio 0.3364, byte miss ratio 0.3364
cdn1_allcolo.ns4530 S3FIFO-0.0050-0.9000 cache size     3198, 1029466 req, miss ratio 0.3213, byte miss ratio 0.3213
cdn1_allcolo.ns4530 S3FIFO-0.0050-0.9000 cache size     9594, 1029466 req, miss ratio 0.3167, byte miss ratio 0.3167
cdn1_allcolo.ns4530 S3FIFO-0.0050-0.9000 cache size    31981, 1029466 req, miss ratio 0.3116, byte miss ratio 0.3116
cdn1_allcolo.ns4530 S3FIFO-0.0050-0.9000 cache size    63963, 1029466 req, miss ratio 0.3109, byte miss ratio 0.3109
cdn1_allcolo.ns4530 S3FIFO-0.0050-0.9000 cache size   127927, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.0050-0.9000 cache size   255855, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.0100-1.9000 cache size      319, 1029466 req, miss ratio 0.3520, byte miss ratio 0.3520
cdn1_allcolo.ns4530 S3FIFO-0.0100-1.9000 cache size      959, 1029466 req, miss ratio 0.3310, byte miss ratio 0.3310
cdn1_allcolo.ns4530 S3FIFO-0.0100-1.9000 cache size     3198, 1029466 req, miss ratio 0.3194, byte miss ratio 0.3194
cdn1_allcolo.ns4530 S3FIFO-0.0100-1.9000 cache size     9594, 1029466 req, miss ratio 0.3162, byte miss ratio 0.3162
cdn1_allcolo.ns4530 S3FIFO-0.0100-1.9000 cache size    31981, 1029466 req, miss ratio 0.3116, byte miss ratio 0.3116
cdn1_allcolo.ns4530 S3FIFO-0.0100-1.9000 cache size    63963, 1029466 req, miss ratio 0.3109, byte miss ratio 0.3109
cdn1_allcolo.ns4530 S3FIFO-0.0100-1.9000 cache size   127927, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.0100-1.9000 cache size   255855, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.2500-0.9000 cache size      319, 1029466 req, miss ratio 0.3741, byte miss ratio 0.3741
cdn1_allcolo.ns4530 S3FIFO-0.2500-0.9000 cache size      959, 1029466 req, miss ratio 0.3359, byte miss ratio 0.3359
cdn1_allcolo.ns4530 S3FIFO-0.2500-0.9000 cache size     3198, 1029466 req, miss ratio 0.3196, byte miss ratio 0.3196
cdn1_allcolo.ns4530 S3FIFO-0.2500-0.9000 cache size     9594, 1029466 req, miss ratio 0.3161, byte miss ratio 0.3161
cdn1_allcolo.ns4530 S3FIFO-0.2500-0.9000 cache size    31981, 1029466 req, miss ratio 0.3116, byte miss ratio 0.3116
cdn1_allcolo.ns4530 S3FIFO-0.2500-0.9000 cache size    63963, 1029466 req, miss ratio 0.3109, byte miss ratio 0.3109
cdn1_allcolo.ns4530 S3FIFO-0.2500-0.9000 cache size   127927, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.2500-0.9000 cache size   255855, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.1000-1.9000 cache size      319, 1029466 req, miss ratio 0.3527, byte miss ratio 0.3527
cdn1_allcolo.ns4530 S3FIFO-0.1000-1.9000 cache size      959, 1029466 req, miss ratio 0.3307, byte miss ratio 0.3307
cdn1_allcolo.ns4530 S3FIFO-0.1000-1.9000 cache size     3198, 1029466 req, miss ratio 0.3183, byte miss ratio 0.3183
cdn1_allcolo.ns4530 S3FIFO-0.1000-1.9000 cache size     9594, 1029466 req, miss ratio 0.3158, byte miss ratio 0.3158
cdn1_allcolo.ns4530 S3FIFO-0.1000-1.9000 cache size    31981, 1029466 req, miss ratio 0.3116, byte miss ratio 0.3116
cdn1_allcolo.ns4530 S3FIFO-0.1000-1.9000 cache size    63963, 1029466 req, miss ratio 0.3109, byte miss ratio 0.3109
cdn1_allcolo.ns4530 S3FIFO-0.1000-1.9000 cache size   127927, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.1000-1.9000 cache size   255855, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.9900-0.9000 cache size      319, 1029466 req, miss ratio 0.4741, byte miss ratio 0.4741
cdn1_allcolo.ns4530 S3FIFO-0.9900-0.9000 cache size      959, 1029466 req, miss ratio 0.3983, byte miss ratio 0.3983
cdn1_allcolo.ns4530 S3FIFO-0.9900-0.9000 cache size     3198, 1029466 req, miss ratio 0.3546, byte miss ratio 0.3546
cdn1_allcolo.ns4530 S3FIFO-0.9900-0.9000 cache size     9594, 1029466 req, miss ratio 0.3317, byte miss ratio 0.3317
cdn1_allcolo.ns4530 S3FIFO-0.9900-0.9000 cache size    31981, 1029466 req, miss ratio 0.3190, byte miss ratio 0.3190
cdn1_allcolo.ns4530 S3FIFO-0.9900-0.9000 cache size    63963, 1029466 req, miss ratio 0.3142, byte miss ratio 0.3142
cdn1_allcolo.ns4530 S3FIFO-0.9900-0.9000 cache size   127927, 1029466 req, miss ratio 0.3117, byte miss ratio 0.3117
cdn1_allcolo.ns4530 S3FIFO-0.9900-0.9000 cache size   255855, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.4500-0.9000 cache size      319, 1029466 req, miss ratio 0.3793, byte miss ratio 0.3793
cdn1_allcolo.ns4530 S3FIFO-0.4500-0.9000 cache size      959, 1029466 req, miss ratio 0.3388, byte miss ratio 0.3388
cdn1_allcolo.ns4530 S3FIFO-0.4500-0.9000 cache size     3198, 1029466 req, miss ratio 0.3196, byte miss ratio 0.3196
cdn1_allcolo.ns4530 S3FIFO-0.4500-0.9000 cache size     9594, 1029466 req, miss ratio 0.3159, byte miss ratio 0.3159
cdn1_allcolo.ns4530 S3FIFO-0.4500-0.9000 cache size    31981, 1029466 req, miss ratio 0.3116, byte miss ratio 0.3116
cdn1_allcolo.ns4530 S3FIFO-0.4500-0.9000 cache size    63963, 1029466 req, miss ratio 0.3109, byte miss ratio 0.3109
cdn1_allcolo.ns4530 S3FIFO-0.4500-0.9000 cache size   127927, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.4500-0.9000 cache size   255855, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.2500-1.9000 cache size      319, 1029466 req, miss ratio 0.3549, byte miss ratio 0.3549
cdn1_allcolo.ns4530 S3FIFO-0.2500-1.9000 cache size      959, 1029466 req, miss ratio 0.3310, byte miss ratio 0.3310
cdn1_allcolo.ns4530 S3FIFO-0.2500-1.9000 cache size     3198, 1029466 req, miss ratio 0.3180, byte miss ratio 0.3180
cdn1_allcolo.ns4530 S3FIFO-0.2500-1.9000 cache size     9594, 1029466 req, miss ratio 0.3156, byte miss ratio 0.3156
cdn1_allcolo.ns4530 S3FIFO-0.2500-1.9000 cache size    31981, 1029466 req, miss ratio 0.3116, byte miss ratio 0.3116
cdn1_allcolo.ns4530 S3FIFO-0.2500-1.9000 cache size    63963, 1029466 req, miss ratio 0.3109, byte miss ratio 0.3109
cdn1_allcolo.ns4530 S3FIFO-0.2500-1.9000 cache size   127927, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.2500-1.9000 cache size   255855, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.0250-1.9000 cache size      319, 1029466 req, miss ratio 0.3519, byte miss ratio 0.3519
cdn1_allcolo.ns4530 S3FIFO-0.0250-1.9000 cache size      959, 1029466 req, miss ratio 0.3308, byte miss ratio 0.3308
cdn1_allcolo.ns4530 S3FIFO-0.0250-1.9000 cache size     3198, 1029466 req, miss ratio 0.3190, byte miss ratio 0.3190
cdn1_allcolo.ns4530 S3FIFO-0.0250-1.9000 cache size     9594, 1029466 req, miss ratio 0.3160, byte miss ratio 0.3160
cdn1_allcolo.ns4530 S3FIFO-0.0250-1.9000 cache size    31981, 1029466 req, miss ratio 0.3116, byte miss ratio 0.3116
cdn1_allcolo.ns4530 S3FIFO-0.0250-1.9000 cache size    63963, 1029466 req, miss ratio 0.3109, byte miss ratio 0.3109
cdn1_allcolo.ns4530 S3FIFO-0.0250-1.9000 cache size   127927, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.0250-1.9000 cache size   255855, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.7500-0.9000 cache size      319, 1029466 req, miss ratio 0.4043, byte miss ratio 0.4043
cdn1_allcolo.ns4530 S3FIFO-0.7500-0.9000 cache size      959, 1029466 req, miss ratio 0.3498, byte miss ratio 0.3498
cdn1_allcolo.ns4530 S3FIFO-0.7500-0.9000 cache size     3198, 1029466 req, miss ratio 0.3236, byte miss ratio 0.3236
cdn1_allcolo.ns4530 S3FIFO-0.7500-0.9000 cache size     9594, 1029466 req, miss ratio 0.3158, byte miss ratio 0.3158
cdn1_allcolo.ns4530 S3FIFO-0.7500-0.9000 cache size    31981, 1029466 req, miss ratio 0.3116, byte miss ratio 0.3116
cdn1_allcolo.ns4530 S3FIFO-0.7500-0.9000 cache size    63963, 1029466 req, miss ratio 0.3109, byte miss ratio 0.3109
cdn1_allcolo.ns4530 S3FIFO-0.7500-0.9000 cache size   127927, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.7500-0.9000 cache size   255855, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.9000-1.9000 cache size      319, 1029466 req, miss ratio 0.4514, byte miss ratio 0.4514
cdn1_allcolo.ns4530 S3FIFO-0.9000-1.9000 cache size      959, 1029466 req, miss ratio 0.3732, byte miss ratio 0.3732
cdn1_allcolo.ns4530 S3FIFO-0.9000-1.9000 cache size     3198, 1029466 req, miss ratio 0.3384, byte miss ratio 0.3384
cdn1_allcolo.ns4530 S3FIFO-0.9000-1.9000 cache size     9594, 1029466 req, miss ratio 0.3191, byte miss ratio 0.3191
cdn1_allcolo.ns4530 S3FIFO-0.9000-1.9000 cache size    31981, 1029466 req, miss ratio 0.3124, byte miss ratio 0.3124
cdn1_allcolo.ns4530 S3FIFO-0.9000-1.9000 cache size    63963, 1029466 req, miss ratio 0.3109, byte miss ratio 0.3109
cdn1_allcolo.ns4530 S3FIFO-0.9000-1.9000 cache size   127927, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.9000-1.9000 cache size   255855, 1029466 req, miss ratio 0.3107, byte miss ratio 0.3107
cdn1_allcolo.ns4530 S3FIFO-0.3000-1.9000 cache size      319, 1029466 req, miss ratio 0.3558, byte miss ratio 0.3558
cdn1_allcolo.ns4530 S3FIFO-0.3000-1.9000 cache size      959, 1029466 req, miss ratio 0.3319, byte miss ratio 0.3319
cdn1_allcolo.ns4530 S3FIFO-0.3000-1.9000 cache size     3198, 1029466 req, miss ratio 0.3180, byte miss ratio 0.3180
cdn1_allcolo.ns4530 S3FIFO-0.3000-1.9000 cache size     9594, 1029466 req, miss ratio 0.3156, byte miss ratio 0.3156
cdn1_allcolo.ns4530 S3FIFO-0.3000-1.9000 cache size    31981, 1029466 req, miss ratio 0.3116, byte miss ratio 0.3116
