tencentBlock.ns3817 S3FIFO-0.4500-0.9000 cache size       64, 2389562 req, miss ratio 0.2249, byte miss ratio 0.2249
tencentBlock.ns3817 S3FIFO-0.4500-0.9000 cache size      193, 2389562 req, miss ratio 0.1961, byte miss ratio 0.1961
tencentBlock.ns3817 S3FIFO-0.4500-0.9000 cache size      645, 2389562 req, miss ratio 0.1746, byte miss ratio 0.1746
tencentBlock.ns3817 S3FIFO-0.4500-0.9000 cache size     1936, 2389562 req, miss ratio 0.1707, byte miss ratio 0.1707
tencentBlock.ns3817 S3FIFO-0.4500-0.9000 cache size     6455, 2389562 req, miss ratio 0.1620, byte miss ratio 0.1620
tencentBlock.ns3817 S3FIFO-0.4500-0.9000 cache size    12911, 2389562 req, miss ratio 0.1516, byte miss ratio 0.1516
tencentBlock.ns3817 S3FIFO-0.4500-0.9000 cache size    25823, 2389562 req, miss ratio 0.1471, byte miss ratio 0.1471
tencentBlock.ns3817 S3FIFO-0.4500-0.9000 cache size    51646, 2389562 req, miss ratio 0.0495, byte miss ratio 0.0495
tencentBlock.ns3817 S3FIFO-0.5000-0.9000 cache size       64, 2389562 req, miss ratio 0.2273, byte miss ratio 0.2273
tencentBlock.ns3817 S3FIFO-0.5000-0.9000 cache size      193, 2389562 req, miss ratio 0.1965, byte miss ratio 0.1965
tencentBlock.ns3817 S3FIFO-0.5000-0.9000 cache size      645, 2389562 req, miss ratio 0.1746, byte miss ratio 0.1746
tencentBlock.ns3817 S3FIFO-0.5000-0.9000 cache size     1936, 2389562 req, miss ratio 0.1708, byte miss ratio 0.1708
tencentBlock.ns3817 S3FIFO-0.5000-0.9000 cache size     6455, 2389562 req, miss ratio 0.1683, byte miss ratio 0.1683
tencentBlock.ns3817 S3FIFO-0.5000-0.9000 cache size    12911, 2389562 req, miss ratio 0.1548, byte miss ratio 0.1548
tencentBlock.ns3817 S3FIFO-0.5000-0.9000 cache size    25823, 2389562 req, miss ratio 0.1439, byte miss ratio 0.1439
tencentBlock.ns3817 S3FIFO-0.5000-0.9000 cache size    51646, 2389562 req, miss ratio 0.0504, byte miss ratio 0.0504
tencentBlock.ns3817 S3FIFO-0.0500-1.9000 cache size       64, 2389562 req, miss ratio 0.2233, byte miss ratio 0.2233
tencentBlock.ns3817 S3FIFO-0.0500-1.9000 cache size      193, 2389562 req, miss ratio 0.1901, byte miss ratio 0.1901
tencentBlock.ns3817 S3FIFO-0.0500-1.9000 cache size      645, 2389562 req, miss ratio 0.1750, byte miss ratio 0.1750
tencentBlock.ns3817 S3FIFO-0.0500-1.9000 cache size     1936, 2389562 req, miss ratio 0.1698, byte miss ratio 0.1698
tencentBlock.ns3817 S3FIFO-0.0500-1.9000 cache size     6455, 2389562 req, miss ratio 0.1601, byte miss ratio 0.1601
tencentBlock.ns3817 S3FIFO-0.0500-1.9000 cache size    12911, 2389562 req, miss ratio 0.1584, byte miss ratio 0.1584
tencentBlock.ns3817 S3FIFO-0.0500-1.9000 cache size    25823, 2389562 req, miss ratio 0.1248, byte miss ratio 0.1248
tencentBlock.ns3817 S3FIFO-0.0500-1.9000 cache size    51646, 2389562 req, miss ratio 0.0402, byte miss ratio 0.0402
tencentBlock.ns3817 S3FIFO-0.0100-0.9000 cache size       64, 2389562 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns3817 S3FIFO-0.0100-0.9000 cache size      193, 2389562 req, miss ratio 0.2003, byte miss ratio 0.2003
tencentBlock.ns3817 S3FIFO-0.0100-0.9000 cache size      645, 2389562 req, miss ratio 0.1826, byte miss ratio 0.1826
tencentBlock.ns3817 S3FIFO-0.0100-0.9000 cache size     1936, 2389562 req, miss ratio 0.1719, byte miss ratio 0.1719
tencentBlock.ns3817 S3FIFO-0.0100-0.9000 cache size     6455, 2389562 req, miss ratio 0.1602, byte miss ratio 0.1602
tencentBlock.ns3817 S3FIFO-0.0100-0.9000 cache size    12911, 2389562 req, miss ratio 0.1493, byte miss ratio 0.1493
tencentBlock.ns3817 S3FIFO-0.0100-0.9000 cache size    25823, 2389562 req, miss ratio 0.1231, byte miss ratio 0.1231
tencentBlock.ns3817 S3FIFO-0.0100-0.9000 cache size    51646, 2389562 req, miss ratio 0.0394, byte miss ratio 0.0394
tencentBlock.ns3817 S3FIFO-0.5500-0.9000 cache size       64, 2389562 req, miss ratio 0.2324, byte miss ratio 0.2324
tencentBlock.ns3817 S3FIFO-0.5500-0.9000 cache size      193, 2389562 req, miss ratio 0.1972, byte miss ratio 0.1972
tencentBlock.ns3817 S3FIFO-0.5500-0.9000 cache size      645, 2389562 req, miss ratio 0.1749, byte miss ratio 0.1749
tencentBlock.ns3817 S3FIFO-0.5500-0.9000 cache size     1936, 2389562 req, miss ratio 0.1710, byte miss ratio 0.1710
tencentBlock.ns3817 S3FIFO-0.5500-0.9000 cache size     6455, 2389562 req, miss ratio 0.1689, byte miss ratio 0.1689
tencentBlock.ns3817 S3FIFO-0.5500-0.9000 cache size    12911, 2389562 req, miss ratio 0.1592, byte miss ratio 0.1592
tencentBlock.ns3817 S3FIFO-0.5500-0.9000 cache size    25823, 2389562 req, miss ratio 0.1423, byte miss ratio 0.1423
tencentBlock.ns3817 S3FIFO-0.5500-0.9000 cache size    51646, 2389562 req, miss ratio 0.0507, byte miss ratio 0.0507
tencentBlock.ns3817 S3FIFO-0.6000-1.9000 cache size       64, 2389562 req, miss ratio 0.2436, byte miss ratio 0.2436
tencentBlock.ns3817 S3FIFO-0.6000-1.9000 cache size      193, 2389562 req, miss ratio 0.1959, byte miss ratio 0.1959
tencentBlock.ns3817 S3FIFO-0.6000-1.9000 cache size      645, 2389562 req, miss ratio 0.1751, byte miss ratio 0.1751
tencentBlock.ns3817 S3FIFO-0.6000-1.9000 cache size     1936, 2389562 req, miss ratio 0.1709, byte miss ratio 0.1709
tencentBlock.ns3817 S3FIFO-0.6000-1.9000 cache size     6455, 2389562 req, miss ratio 0.1685, byte miss ratio 0.1685
tencentBlock.ns3817 S3FIFO-0.6000-1.9000 cache size    12911, 2389562 req, miss ratio 0.1682, byte miss ratio 0.1682
tencentBlock.ns3817 S3FIFO-0.6000-1.9000 cache size    25823, 2389562 req, miss ratio 0.1406, byte miss ratio 0.1406
tencentBlock.ns3817 S3FIFO-0.6000-1.9000 cache size    51646, 2389562 req, miss ratio 0.0517, byte miss ratio 0.0517
tencentBlock.ns3817 S3FIFO-0.7500-1.9000 cache size       64, 2389562 req, miss ratio 0.2681, byte miss ratio 0.2681
tencentBlock.ns3817 S3FIFO-0.7500-1.9000 cache size      193, 2389562 req, miss ratio 0.2032, byte miss ratio 0.2032
tencentBlock.ns3817 S3FIFO-0.7500-1.9000 cache size      645, 2389562 req, miss ratio 0.1771, byte miss ratio 0.1771
tencentBlock.ns3817 S3FIFO-0.7500-1.9000 cache size     1936, 2389562 req, miss ratio 0.1717, byte miss ratio 0.1717
tencentBlock.ns3817 S3FIFO-0.7500-1.9000 cache size     6455, 2389562 req, miss ratio 0.1694, byte miss ratio 0.1694
tencentBlock.ns3817 S3FIFO-0.7500-1.9000 cache size    12911, 2389562 req, miss ratio 0.1673, byte miss ratio 0.1673
tencentBlock.ns3817 S3FIFO-0.7500-1.9000 cache size    25823, 2389562 req, miss ratio 0.1379, byte miss ratio 0.1379
tencentBlock.ns3817 S3FIFO-0.7500-1.9000 cache size    51646, 2389562 req, miss ratio 0.0527, byte miss ratio 0.0527
tencentBlock.ns3817 S3FIFO-0.2500-1.9000 cache size       64, 2389562 req, miss ratio 0.2226, byte miss ratio 0.2226
tencentBlock.ns3817 S3FIFO-0.2500-1.9000 cache size      193, 2389562 req, miss ratio 0.1907, byte miss ratio 0.1907
tencentBlock.ns3817 S3FIFO-0.2500-1.9000 cache size      645, 2389562 req, miss ratio 0.1740, byte miss ratio 0.1740
tencentBlock.ns3817 S3FIFO-0.2500-1.9000 cache size     1936, 2389562 req, miss ratio 0.1697, byte miss ratio 0.1697
tencentBlock.ns3817 S3FIFO-0.2500-1.9000 cache size     6455, 2389562 req, miss ratio 0.1606, byte miss ratio 0.1606
tencentBlock.ns3817 S3FIFO-0.2500-1.9000 cache size    12911, 2389562 req, miss ratio 0.1631, byte miss ratio 0.1631
tencentBlock.ns3817 S3FIFO-0.2500-1.9000 cache size    25823, 2389562 req, miss ratio 0.1385, byte miss ratio 0.1385
tencentBlock.ns3817 S3FIFO-0.2500-1.9000 cache size    51646, 2389562 req, miss ratio 0.0463, byte miss ratio 0.0463
tencentBlock.ns3817 S3FIFO-0.9900-0.9000 cache size       64, 2389562 req, miss ratio 0.3134, byte miss ratio 0.3134
tencentBlock.ns3817 S3FIFO-0.9900-0.9000 cache size      193, 2389562 req, miss ratio 0.2329, byte miss ratio 0.2329
tencentBlock.ns3817 S3FIFO-0.9900-0.9000 cache size      645, 2389562 req, miss ratio 0.1949, byte miss ratio 0.1949
tencentBlock.ns3817 S3FIFO-0.9900-0.9000 cache size     1936, 2389562 req, miss ratio 0.1801, byte miss ratio 0.1801
tencentBlock.ns3817 S3FIFO-0.9900-0.9000 cache size     6455, 2389562 req, miss ratio 0.1736, byte miss ratio 0.1736
tencentBlock.ns3817 S3FIFO-0.9900-0.9000 cache size    12911, 2389562 req, miss ratio 0.1717, byte miss ratio 0.1717
tencentBlock.ns3817 S3FIFO-0.9900-0.9000 cache size    25823, 2389562 req, miss ratio 0.1282, byte miss ratio 0.1282
tencentBlock.ns3817 S3FIFO-0.9900-0.9000 cache size    51646, 2389562 req, miss ratio 0.0505, byte miss ratio 0.0505
tencentBlock.ns3817 S3FIFO-0.6500-0.9000 cache size       64, 2389562 req, miss ratio 0.2489, byte miss ratio 0.2489
tencentBlock.ns3817 S3FIFO-0.6500-0.9000 cache size      193, 2389562 req, miss ratio 0.1986, byte miss ratio 0.1986
tencentBlock.ns3817 S3FIFO-0.6500-0.9000 cache size      645, 2389562 req, miss ratio 0.1756, byte miss ratio 0.1756
tencentBlock.ns3817 S3FIFO-0.6500-0.9000 cache size     1936, 2389562 req, miss ratio 0.1715, byte miss ratio 0.1715
tencentBlock.ns3817 S3FIFO-0.6500-0.9000 cache size     6455, 2389562 req, miss ratio 0.1691, byte miss ratio 0.1691
tencentBlock.ns3817 S3FIFO-0.6500-0.9000 cache size    12911, 2389562 req, miss ratio 0.1614, byte miss ratio 0.1614
tencentBlock.ns3817 S3FIFO-0.6500-0.9000 cache size    25823, 2389562 req, miss ratio 0.1413, byte miss ratio 0.1413
tencentBlock.ns3817 S3FIFO-0.6500-0.9000 cache size    51646, 2389562 req, miss ratio 0.0519, byte miss ratio 0.0519
tencentBlock.ns3817 S3FIFO-0.1000-1.9000 cache size       64, 2389562 req, miss ratio 0.2208, byte miss ratio 0.2208
tencentBlock.ns3817 S3FIFO-0.1000-1.9000 cache size      193, 2389562 req, miss ratio 0.1897, byte miss ratio 0.1897
tencentBlock.ns3817 S3FIFO-0.1000-1.9000 cache size      645, 2389562 req, miss ratio 0.1743, byte miss ratio 0.1743
tencentBlock.ns3817 S3FIFO-0.1000-1.9000 cache size     1936, 2389562 req, miss ratio 0.1694, byte miss ratio 0.1694
tencentBlock.ns3817 S3FIFO-0.1000-1.9000 cache size     6455, 2389562 req, miss ratio 0.1601, byte miss ratio 0.1601
tencentBlock.ns3817 S3FIFO-0.1000-1.9000 cache size    12911, 2389562 req, miss ratio 0.1593, byte miss ratio 0.1593
tencentBlock.ns3817 S3FIFO-0.1000-1.9000 cache size    25823, 2389562 req, miss ratio 0.1279, byte miss ratio 0.1279
tencentBlock.ns3817 S3FIFO-0.1000-1.9000 cache size    51646, 2389562 req, miss ratio 0.0411, byte miss ratio 0.0411
tencentBlock.ns3817 S3FIFO-0.8500-0.9000 cache size       64, 2389562 req, miss ratio 0.2835, byte miss ratio 0.2835
tencentBlock.ns3817 S3FIFO-0.8500-0.9000 cache size      193, 2389562 req, miss ratio 0.2092, byte miss ratio 0.2092
tencentBlock.ns3817 S3FIFO-0.8500-0.9000 cache size      645, 2389562 req, miss ratio 0.1834, byte miss ratio 0.1834
tencentBlock.ns3817 S3FIFO-0.8500-0.9000 cache size     1936, 2389562 req, miss ratio 0.1731, byte miss ratio 0.1731
tencentBlock.ns3817 S3FIFO-0.8500-0.9000 cache size     6455, 2389562 req, miss ratio 0.1703, byte miss ratio 0.1703
tencentBlock.ns3817 S3FIFO-0.8500-0.9000 cache size    12911, 2389562 req, miss ratio 0.1696, byte miss ratio 0.1696
tencentBlock.ns3817 S3FIFO-0.8500-0.9000 cache size    25823, 2389562 req, miss ratio 0.1331, byte miss ratio 0.1331
tencentBlock.ns3817 S3FIFO-0.8500-0.9000 cache size    51646, 2389562 req, miss ratio 0.0498, byte miss ratio 0.0498
tencentBlock.ns3817 S3FIFO-0.0250-0.9000 cache size       64, 2389562 req, miss ratio 0.2326, byte miss ratio 0.2326
tencentBlock.ns3817 S3FIFO-0.0250-0.9000 cache size      193, 2389562 req, miss ratio 0.1953, byte miss ratio 0.1953
tencentBlock.ns3817 S3FIFO-0.0250-0.9000 cache size      645, 2389562 req, miss ratio 0.1808, byte miss ratio 0.1808
tencentBlock.ns3817 S3FIFO-0.0250-0.9000 cache size     1936, 2389562 req, miss ratio 0.1703, byte miss ratio 0.1703
tencentBlock.ns3817 S3FIFO-0.0250-0.9000 cache size     6455, 2389562 req, miss ratio 0.1603, byte miss ratio 0.1603
tencentBlock.ns3817 S3FIFO-0.0250-0.9000 cache size    12911, 2389562 req, miss ratio 0.1493, byte miss ratio 0.1493
tencentBlock.ns3817 S3FIFO-0.0250-0.9000 cache size    25823, 2389562 req, miss ratio 0.1240, byte miss ratio 0.1240
tencentBlock.ns3817 S3FIFO-0.0250-0.9000 cache size    51646, 2389562 req, miss ratio 0.0397, byte miss ratio 0.0397
tencentBlock.ns3817 S3FIFO-0.1000-0.9000 cache size       64, 2389562 req, miss ratio 0.2263, byte miss ratio 0.2263
tencentBlock.ns3817 S3FIFO-0.1000-0.9000 cache size      193, 2389562 req, miss ratio 0.1939, byte miss ratio 0.1939
tencentBlock.ns3817 S3FIFO-0.1000-0.9000 cache size      645, 2389562 req, miss ratio 0.1749, byte miss ratio 0.1749
tencentBlock.ns3817 S3FIFO-0.1000-0.9000 cache size     1936, 2389562 req, miss ratio 0.1698, byte miss ratio 0.1698
tencentBlock.ns3817 S3FIFO-0.1000-0.9000 cache size     6455, 2389562 req, miss ratio 0.1603, byte miss ratio 0.1603
tencentBlock.ns3817 S3FIFO-0.1000-0.9000 cache size    12911, 2389562 req, miss ratio 0.1494, byte miss ratio 0.1494
tencentBlock.ns3817 S3FIFO-0.1000-0.9000 cache size    25823, 2389562 req, miss ratio 0.1278, byte miss ratio 0.1278
tencentBlock.ns3817 S3FIFO-0.1000-0.9000 cache size    51646, 2389562 req, miss ratio 0.0411, byte miss ratio 0.0411
tencentBlock.ns3817 S3FIFO-0.2000-0.9000 cache size       64, 2389562 req, miss ratio 0.2252, byte miss ratio 0.2252
tencentBlock.ns3817 S3FIFO-0.2000-0.9000 cache size      193, 2389562 req, miss ratio 0.1938, byte miss ratio 0.1938
tencentBlock.ns3817 S3FIFO-0.2000-0.9000 cache size      645, 2389562 req, miss ratio 0.1745, byte miss ratio 0.1745
tencentBlock.ns3817 S3FIFO-0.2000-0.9000 cache size     1936, 2389562 req, miss ratio 0.1699, byte miss ratio 0.1699
tencentBlock.ns3817 S3FIFO-0.2000-0.9000 cache size     6455, 2389562 req, miss ratio 0.1605, byte miss ratio 0.1605
