tencentBlock.ns13552 S3FIFO-0.9900-0.9000 cache size      528, 4398311 req, miss ratio 0.6247, byte miss ratio 0.6247
tencentBlock.ns13552 S3FIFO-0.9900-0.9000 cache size     1585, 4398311 req, miss ratio 0.5019, byte miss ratio 0.5019
tencentBlock.ns13552 S3FIFO-0.9900-0.9000 cache size     5285, 4398311 req, miss ratio 0.3930, byte miss ratio 0.3930
tencentBlock.ns13552 S3FIFO-0.9900-0.9000 cache size    15857, 4398311 req, miss ratio 0.3334, byte miss ratio 0.3334
tencentBlock.ns13552 S3FIFO-0.9900-0.9000 cache size    52857, 4398311 req, miss ratio 0.2719, byte miss ratio 0.2719
tencentBlock.ns13552 S3FIFO-0.9900-0.9000 cache size   105714, 4398311 req, miss ratio 0.2258, byte miss ratio 0.2258
tencentBlock.ns13552 S3FIFO-0.9900-0.9000 cache size   211429, 4398311 req, miss ratio 0.1762, byte miss ratio 0.1762
tencentBlock.ns13552 S3FIFO-0.9900-0.9000 cache size   422859, 4398311 req, miss ratio 0.1313, byte miss ratio 0.1313
tencentBlock.ns13552 S3FIFO-0.6500-0.9000 cache size      528, 4398311 req, miss ratio 0.5489, byte miss ratio 0.5489
tencentBlock.ns13552 S3FIFO-0.6500-0.9000 cache size     1585, 4398311 req, miss ratio 0.4472, byte miss ratio 0.4472
tencentBlock.ns13552 S3FIFO-0.6500-0.9000 cache size     5285, 4398311 req, miss ratio 0.3416, byte miss ratio 0.3416
tencentBlock.ns13552 S3FIFO-0.6500-0.9000 cache size    15857, 4398311 req, miss ratio 0.3173, byte miss ratio 0.3173
tencentBlock.ns13552 S3FIFO-0.6500-0.9000 cache size    52857, 4398311 req, miss ratio 0.2620, byte miss ratio 0.2620
tencentBlock.ns13552 S3FIFO-0.6500-0.9000 cache size   105714, 4398311 req, miss ratio 0.2313, byte miss ratio 0.2313
tencentBlock.ns13552 S3FIFO-0.6500-0.9000 cache size   211429, 4398311 req, miss ratio 0.1717, byte miss ratio 0.1717
tencentBlock.ns13552 S3FIFO-0.6500-0.9000 cache size   422859, 4398311 req, miss ratio 0.1261, byte miss ratio 0.1261
tencentBlock.ns13552 S3FIFO-0.0500-1.9000 cache size      528, 4398311 req, miss ratio 0.5435, byte miss ratio 0.5435
tencentBlock.ns13552 S3FIFO-0.0500-1.9000 cache size     1585, 4398311 req, miss ratio 0.3646, byte miss ratio 0.3646
tencentBlock.ns13552 S3FIFO-0.0500-1.9000 cache size     5285, 4398311 req, miss ratio 0.3409, byte miss ratio 0.3409
