io_traces.ns693 S3FIFO-0.8500-1.9000 cache size      127, 4600000 req, miss ratio 0.5163, byte miss ratio 0.5163
io_traces.ns693 S3FIFO-0.8500-1.9000 cache size      382, 4600000 req, miss ratio 0.3083, byte miss ratio 0.3083
io_traces.ns693 S3FIFO-0.8500-1.9000 cache size     1275, 4600000 req, miss ratio 0.2389, byte miss ratio 0.2389
io_traces.ns693 S3FIFO-0.8500-1.9000 cache size     3826, 4600000 req, miss ratio 0.1702, byte miss ratio 0.1702
io_traces.ns693 S3FIFO-0.8500-1.9000 cache size    12756, 4600000 req, miss ratio 0.1131, byte miss ratio 0.1131
io_traces.ns693 S3FIFO-0.8500-1.9000 cache size    25512, 4600000 req, miss ratio 0.0816, byte miss ratio 0.0816
io_traces.ns693 S3FIFO-0.8500-1.9000 cache size    51024, 4600000 req, miss ratio 0.0428, byte miss ratio 0.0428
io_traces.ns693 S3FIFO-0.8500-1.9000 cache size   102049, 4600000 req, miss ratio 0.0309, byte miss ratio 0.0309
io_traces.ns693 S3FIFO-0.9000-0.9000 cache size      127, 4600000 req, miss ratio 0.5341, byte miss ratio 0.5341
io_traces.ns693 S3FIFO-0.9000-0.9000 cache size      382, 4600000 req, miss ratio 0.3225, byte miss ratio 0.3225
io_traces.ns693 S3FIFO-0.9000-0.9000 cache size     1275, 4600000 req, miss ratio 0.2411, byte miss ratio 0.2411
io_traces.ns693 S3FIFO-0.9000-0.9000 cache size     3826, 4600000 req, miss ratio 0.1746, byte miss ratio 0.1746
io_traces.ns693 S3FIFO-0.9000-0.9000 cache size    12756, 4600000 req, miss ratio 0.1156, byte miss ratio 0.1156
io_traces.ns693 S3FIFO-0.9000-0.9000 cache size    25512, 4600000 req, miss ratio 0.0811, byte miss ratio 0.0811
io_traces.ns693 S3FIFO-0.9000-0.9000 cache size    51024, 4600000 req, miss ratio 0.0432, byte miss ratio 0.0432
io_traces.ns693 S3FIFO-0.9000-0.9000 cache size   102049, 4600000 req, miss ratio 0.0314, byte miss ratio 0.0314
io_traces.ns693 S3FIFO-0.3500-0.9000 cache size      127, 4600000 req, miss ratio 0.3187, byte miss ratio 0.3187
io_traces.ns693 S3FIFO-0.3500-0.9000 cache size      382, 4600000 req, miss ratio 0.2786, byte miss ratio 0.2786
io_traces.ns693 S3FIFO-0.3500-0.9000 cache size     1275, 4600000 req, miss ratio 0.1955, byte miss ratio 0.1955
io_traces.ns693 S3FIFO-0.3500-0.9000 cache size     3826, 4600000 req, miss ratio 0.1446, byte miss ratio 0.1446
io_traces.ns693 S3FIFO-0.3500-0.9000 cache size    12756, 4600000 req, miss ratio 0.1164, byte miss ratio 0.1164
