io_traces.ns258 S3FIFO-0.1000-1.9000 cache size      169, 2400000 req, miss ratio 0.4893, byte miss ratio 0.4893
io_traces.ns258 S3FIFO-0.1000-1.9000 cache size      509, 2400000 req, miss ratio 0.4823, byte miss ratio 0.4823
io_traces.ns258 S3FIFO-0.1000-1.9000 cache size     1697, 2400000 req, miss ratio 0.4516, byte miss ratio 0.4516
io_traces.ns258 S3FIFO-0.1000-1.9000 cache size     5092, 2400000 req, miss ratio 0.4304, byte miss ratio 0.4304
io_traces.ns258 S3FIFO-0.1000-1.9000 cache size    16974, 2400000 req, miss ratio 0.3654, byte miss ratio 0.3654
io_traces.ns258 S3FIFO-0.1000-1.9000 cache size    33949, 2400000 req, miss ratio 0.2560, byte miss ratio 0.2560
io_traces.ns258 S3FIFO-0.1000-1.9000 cache size    67899, 2400000 req, miss ratio 0.0895, byte miss ratio 0.0895
io_traces.ns258 S3FIFO-0.1000-1.9000 cache size   135798, 2400000 req, miss ratio 0.0716, byte miss ratio 0.0716
io_traces.ns258 S3FIFO-0.9500-0.9000 cache size      169, 2400000 req, miss ratio 0.5273, byte miss ratio 0.5273
io_traces.ns258 S3FIFO-0.9500-0.9000 cache size      509, 2400000 req, miss ratio 0.4898, byte miss ratio 0.4898
io_traces.ns258 S3FIFO-0.9500-0.9000 cache size     1697, 2400000 req, miss ratio 0.4821, byte miss ratio 0.4821
io_traces.ns258 S3FIFO-0.9500-0.9000 cache size     5092, 2400000 req, miss ratio 0.4616, byte miss ratio 0.4616
io_traces.ns258 S3FIFO-0.9500-0.9000 cache size    16974, 2400000 req, miss ratio 0.3901, byte miss ratio 0.3901
io_traces.ns258 S3FIFO-0.9500-0.9000 cache size    33949, 2400000 req, miss ratio 0.2802, byte miss ratio 0.2802
io_traces.ns258 S3FIFO-0.9500-0.9000 cache size    67899, 2400000 req, miss ratio 0.1214, byte miss ratio 0.1214
io_traces.ns258 S3FIFO-0.9500-0.9000 cache size   135798, 2400000 req, miss ratio 0.0819, byte miss ratio 0.0819
io_traces.ns258 S3FIFO-0.3000-1.9000 cache size      169, 2400000 req, miss ratio 0.4863, byte miss ratio 0.4863
io_traces.ns258 S3FIFO-0.3000-1.9000 cache size      509, 2400000 req, miss ratio 0.4820, byte miss ratio 0.4820
io_traces.ns258 S3FIFO-0.3000-1.9000 cache size     1697, 2400000 req, miss ratio 0.4521, byte miss ratio 0.4521
io_traces.ns258 S3FIFO-0.3000-1.9000 cache size     5092, 2400000 req, miss ratio 0.4343, byte miss ratio 0.4343
io_traces.ns258 S3FIFO-0.3000-1.9000 cache size    16974, 2400000 req, miss ratio 0.3771, byte miss ratio 0.3771
io_traces.ns258 S3FIFO-0.3000-1.9000 cache size    33949, 2400000 req, miss ratio 0.2779, byte miss ratio 0.2779
io_traces.ns258 S3FIFO-0.3000-1.9000 cache size    67899, 2400000 req, miss ratio 0.0903, byte miss ratio 0.0903
io_traces.ns258 S3FIFO-0.3000-1.9000 cache size   135798, 2400000 req, miss ratio 0.0714, byte miss ratio 0.0714
io_traces.ns258 S3FIFO-0.0010-0.9000 cache size      169, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns258 S3FIFO-0.0010-0.9000 cache size      509, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns258 S3FIFO-0.0010-0.9000 cache size     1697, 2400000 req, miss ratio 0.5356, byte miss ratio 0.5356
io_traces.ns258 S3FIFO-0.0010-0.9000 cache size     5092, 2400000 req, miss ratio 0.4592, byte miss ratio 0.4592
io_traces.ns258 S3FIFO-0.0010-0.9000 cache size    16974, 2400000 req, miss ratio 0.3613, byte miss ratio 0.3613
io_traces.ns258 S3FIFO-0.0010-0.9000 cache size    33949, 2400000 req, miss ratio 0.2414, byte miss ratio 0.2414
io_traces.ns258 S3FIFO-0.0010-0.9000 cache size    67899, 2400000 req, miss ratio 0.0931, byte miss ratio 0.0931
io_traces.ns258 S3FIFO-0.0010-0.9000 cache size   135798, 2400000 req, miss ratio 0.0724, byte miss ratio 0.0724
io_traces.ns258 S3FIFO-0.2000-1.9000 cache size      169, 2400000 req, miss ratio 0.4859, byte miss ratio 0.4859
io_traces.ns258 S3FIFO-0.2000-1.9000 cache size      509, 2400000 req, miss ratio 0.4821, byte miss ratio 0.4821
