cdn1_colo28.ns96 S3FIFO-0.2500-1.9000 cache size       16, 2602233 req, miss ratio 0.8716, byte miss ratio 0.8716
cdn1_colo28.ns96 S3FIFO-0.2500-1.9000 cache size       49, 2602233 req, miss ratio 0.7836, byte miss ratio 0.7836
cdn1_colo28.ns96 S3FIFO-0.2500-1.9000 cache size      163, 2602233 req, miss ratio 0.6116, byte miss ratio 0.6116
cdn1_colo28.ns96 S3FIFO-0.2500-1.9000 cache size      491, 2602233 req, miss ratio 0.4353, byte miss ratio 0.4353
cdn1_colo28.ns96 S3FIFO-0.2500-1.9000 cache size     1636, 2602233 req, miss ratio 0.1958, byte miss ratio 0.1958
cdn1_colo28.ns96 S3FIFO-0.2500-1.9000 cache size     3273, 2602233 req, miss ratio 0.1006, byte miss ratio 0.1006
cdn1_colo28.ns96 S3FIFO-0.2500-1.9000 cache size     6546, 2602233 req, miss ratio 0.0394, byte miss ratio 0.0394
cdn1_colo28.ns96 S3FIFO-0.2500-1.9000 cache size    13093, 2602233 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_colo28.ns96 S3FIFO-0.6500-0.9000 cache size       16, 2602233 req, miss ratio 0.8911, byte miss ratio 0.8911
cdn1_colo28.ns96 S3FIFO-0.6500-0.9000 cache size       49, 2602233 req, miss ratio 0.8198, byte miss ratio 0.8198
cdn1_colo28.ns96 S3FIFO-0.6500-0.9000 cache size      163, 2602233 req, miss ratio 0.6760, byte miss ratio 0.6760
cdn1_colo28.ns96 S3FIFO-0.6500-0.9000 cache size      491, 2602233 req, miss ratio 0.4814, byte miss ratio 0.4814
cdn1_colo28.ns96 S3FIFO-0.6500-0.9000 cache size     1636, 2602233 req, miss ratio 0.2356, byte miss ratio 0.2356
cdn1_colo28.ns96 S3FIFO-0.6500-0.9000 cache size     3273, 2602233 req, miss ratio 0.1201, byte miss ratio 0.1201
cdn1_colo28.ns96 S3FIFO-0.6500-0.9000 cache size     6546, 2602233 req, miss ratio 0.0478, byte miss ratio 0.0478
cdn1_colo28.ns96 S3FIFO-0.6500-0.9000 cache size    13093, 2602233 req, miss ratio 0.0096, byte miss ratio 0.0096
