cdn1_colo28.ns2572 S3FIFO-0.0500-0.9000 cache size      457, 1495155 req, miss ratio 0.3805, byte miss ratio 0.3805
cdn1_colo28.ns2572 S3FIFO-0.0500-0.9000 cache size     1373, 1495155 req, miss ratio 0.3767, byte miss ratio 0.3767
cdn1_colo28.ns2572 S3FIFO-0.0500-0.9000 cache size     4578, 1495155 req, miss ratio 0.3735, byte miss ratio 0.3735
cdn1_colo28.ns2572 S3FIFO-0.0500-0.9000 cache size    13736, 1495155 req, miss ratio 0.3678, byte miss ratio 0.3678
cdn1_colo28.ns2572 S3FIFO-0.0500-0.9000 cache size    45786, 1495155 req, miss ratio 0.3445, byte miss ratio 0.3445
cdn1_colo28.ns2572 S3FIFO-0.0500-0.9000 cache size    91573, 1495155 req, miss ratio 0.3306, byte miss ratio 0.3306
cdn1_colo28.ns2572 S3FIFO-0.0500-0.9000 cache size   183146, 1495155 req, miss ratio 0.3165, byte miss ratio 0.3165
cdn1_colo28.ns2572 S3FIFO-0.0500-0.9000 cache size   366293, 1495155 req, miss ratio 0.3070, byte miss ratio 0.3070
cdn1_colo28.ns2572 S3FIFO-0.9000-1.9000 cache size      457, 1495155 req, miss ratio 0.3855, byte miss ratio 0.3855
cdn1_colo28.ns2572 S3FIFO-0.9000-1.9000 cache size     1373, 1495155 req, miss ratio 0.3794, byte miss ratio 0.3794
cdn1_colo28.ns2572 S3FIFO-0.9000-1.9000 cache size     4578, 1495155 req, miss ratio 0.3754, byte miss ratio 0.3754
cdn1_colo28.ns2572 S3FIFO-0.9000-1.9000 cache size    13736, 1495155 req, miss ratio 0.3705, byte miss ratio 0.3705
cdn1_colo28.ns2572 S3FIFO-0.9000-1.9000 cache size    45786, 1495155 req, miss ratio 0.3528, byte miss ratio 0.3528
cdn1_colo28.ns2572 S3FIFO-0.9000-1.9000 cache size    91573, 1495155 req, miss ratio 0.3346, byte miss ratio 0.3346
cdn1_colo28.ns2572 S3FIFO-0.9000-1.9000 cache size   183146, 1495155 req, miss ratio 0.3178, byte miss ratio 0.3178
cdn1_colo28.ns2572 S3FIFO-0.9000-1.9000 cache size   366293, 1495155 req, miss ratio 0.3070, byte miss ratio 0.3070
cdn1_colo28.ns2572 S3FIFO-0.4500-0.9000 cache size      457, 1495155 req, miss ratio 0.3814, byte miss ratio 0.3814
cdn1_colo28.ns2572 S3FIFO-0.4500-0.9000 cache size     1373, 1495155 req, miss ratio 0.3774, byte miss ratio 0.3774
cdn1_colo28.ns2572 S3FIFO-0.4500-0.9000 cache size     4578, 1495155 req, miss ratio 0.3742, byte miss ratio 0.3742
cdn1_colo28.ns2572 S3FIFO-0.4500-0.9000 cache size    13736, 1495155 req, miss ratio 0.3688, byte miss ratio 0.3688
cdn1_colo28.ns2572 S3FIFO-0.4500-0.9000 cache size    45786, 1495155 req, miss ratio 0.3469, byte miss ratio 0.3469
cdn1_colo28.ns2572 S3FIFO-0.4500-0.9000 cache size    91573, 1495155 req, miss ratio 0.3305, byte miss ratio 0.3305
cdn1_colo28.ns2572 S3FIFO-0.4500-0.9000 cache size   183146, 1495155 req, miss ratio 0.3165, byte miss ratio 0.3165
cdn1_colo28.ns2572 S3FIFO-0.4500-0.9000 cache size   366293, 1495155 req, miss ratio 0.3070, byte miss ratio 0.3070
cdn1_colo28.ns2572 S3FIFO-0.6500-0.9000 cache size      457, 1495155 req, miss ratio 0.3824, byte miss ratio 0.3824
cdn1_colo28.ns2572 S3FIFO-0.6500-0.9000 cache size     1373, 1495155 req, miss ratio 0.3781, byte miss ratio 0.3781
cdn1_colo28.ns2572 S3FIFO-0.6500-0.9000 cache size     4578, 1495155 req, miss ratio 0.3745, byte miss ratio 0.3745
cdn1_colo28.ns2572 S3FIFO-0.6500-0.9000 cache size    13736, 1495155 req, miss ratio 0.3695, byte miss ratio 0.3695
cdn1_colo28.ns2572 S3FIFO-0.6500-0.9000 cache size    45786, 1495155 req, miss ratio 0.3498, byte miss ratio 0.3498
cdn1_colo28.ns2572 S3FIFO-0.6500-0.9000 cache size    91573, 1495155 req, miss ratio 0.3317, byte miss ratio 0.3317
cdn1_colo28.ns2572 S3FIFO-0.6500-0.9000 cache size   183146, 1495155 req, miss ratio 0.3167, byte miss ratio 0.3167
cdn1_colo28.ns2572 S3FIFO-0.6500-0.9000 cache size   366293, 1495155 req, miss ratio 0.3070, byte miss ratio 0.3070
cdn1_colo28.ns2572 S3FIFO-0.8000-0.9000 cache size      457, 1495155 req, miss ratio 0.3836, byte miss ratio 0.3836
cdn1_colo28.ns2572 S3FIFO-0.8000-0.9000 cache size     1373, 1495155 req, miss ratio 0.3787, byte miss ratio 0.3787
cdn1_colo28.ns2572 S3FIFO-0.8000-0.9000 cache size     4578, 1495155 req, miss ratio 0.3750, byte miss ratio 0.3750
cdn1_colo28.ns2572 S3FIFO-0.8000-0.9000 cache size    13736, 1495155 req, miss ratio 0.3699, byte miss ratio 0.3699
cdn1_colo28.ns2572 S3FIFO-0.8000-0.9000 cache size    45786, 1495155 req, miss ratio 0.3521, byte miss ratio 0.3521
cdn1_colo28.ns2572 S3FIFO-0.8000-0.9000 cache size    91573, 1495155 req, miss ratio 0.3335, byte miss ratio 0.3335
cdn1_colo28.ns2572 S3FIFO-0.8000-0.9000 cache size   183146, 1495155 req, miss ratio 0.3172, byte miss ratio 0.3172
cdn1_colo28.ns2572 S3FIFO-0.8000-0.9000 cache size   366293, 1495155 req, miss ratio 0.3070, byte miss ratio 0.3070
cdn1_colo28.ns2572 S3FIFO-0.4000-0.9000 cache size      457, 1495155 req, miss ratio 0.3813, byte miss ratio 0.3813
cdn1_colo28.ns2572 S3FIFO-0.4000-0.9000 cache size     1373, 1495155 req, miss ratio 0.3773, byte miss ratio 0.3773
cdn1_colo28.ns2572 S3FIFO-0.4000-0.9000 cache size     4578, 1495155 req, miss ratio 0.3741, byte miss ratio 0.3741
cdn1_colo28.ns2572 S3FIFO-0.4000-0.9000 cache size    13736, 1495155 req, miss ratio 0.3687, byte miss ratio 0.3687
cdn1_colo28.ns2572 S3FIFO-0.4000-0.9000 cache size    45786, 1495155 req, miss ratio 0.3464, byte miss ratio 0.3464
cdn1_colo28.ns2572 S3FIFO-0.4000-0.9000 cache size    91573, 1495155 req, miss ratio 0.3304, byte miss ratio 0.3304
