cdn1_colo28.ns617 S3FIFO-0.0050-1.9000 cache size      665, 4091288 req, miss ratio 0.3946, byte miss ratio 0.3946
cdn1_colo28.ns617 S3FIFO-0.0050-1.9000 cache size     1995, 4091288 req, miss ratio 0.3273, byte miss ratio 0.3273
cdn1_colo28.ns617 S3FIFO-0.0050-1.9000 cache size     6651, 4091288 req, miss ratio 0.2719, byte miss ratio 0.2719
cdn1_colo28.ns617 S3FIFO-0.0050-1.9000 cache size    19953, 4091288 req, miss ratio 0.2339, byte miss ratio 0.2339
cdn1_colo28.ns617 S3FIFO-0.0050-1.9000 cache size    66510, 4091288 req, miss ratio 0.1985, byte miss ratio 0.1985
cdn1_colo28.ns617 S3FIFO-0.0050-1.9000 cache size   133021, 4091288 req, miss ratio 0.1831, byte miss ratio 0.1831
cdn1_colo28.ns617 S3FIFO-0.0050-1.9000 cache size   266043, 4091288 req, miss ratio 0.1693, byte miss ratio 0.1693
cdn1_colo28.ns617 S3FIFO-0.0050-1.9000 cache size   532087, 4091288 req, miss ratio 0.1631, byte miss ratio 0.1631
cdn1_colo28.ns617 S3FIFO-0.0010-1.9000 cache size      665, 4091288 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns617 S3FIFO-0.0010-1.9000 cache size     1995, 4091288 req, miss ratio 0.3346, byte miss ratio 0.3346
cdn1_colo28.ns617 S3FIFO-0.0010-1.9000 cache size     6651, 4091288 req, miss ratio 0.2791, byte miss ratio 0.2791
cdn1_colo28.ns617 S3FIFO-0.0010-1.9000 cache size    19953, 4091288 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_colo28.ns617 S3FIFO-0.0010-1.9000 cache size    66510, 4091288 req, miss ratio 0.2015, byte miss ratio 0.2015
cdn1_colo28.ns617 S3FIFO-0.0010-1.9000 cache size   133021, 4091288 req, miss ratio 0.1849, byte miss ratio 0.1849
cdn1_colo28.ns617 S3FIFO-0.0010-1.9000 cache size   266043, 4091288 req, miss ratio 0.1693, byte miss ratio 0.1693
cdn1_colo28.ns617 S3FIFO-0.0010-1.9000 cache size   532087, 4091288 req, miss ratio 0.1631, byte miss ratio 0.1631
cdn1_colo28.ns617 S3FIFO-0.8000-1.9000 cache size      665, 4091288 req, miss ratio 0.4541, byte miss ratio 0.4541
cdn1_colo28.ns617 S3FIFO-0.8000-1.9000 cache size     1995, 4091288 req, miss ratio 0.3592, byte miss ratio 0.3592
cdn1_colo28.ns617 S3FIFO-0.8000-1.9000 cache size     6651, 4091288 req, miss ratio 0.2906, byte miss ratio 0.2906
cdn1_colo28.ns617 S3FIFO-0.8000-1.9000 cache size    19953, 4091288 req, miss ratio 0.2443, byte miss ratio 0.2443
cdn1_colo28.ns617 S3FIFO-0.8000-1.9000 cache size    66510, 4091288 req, miss ratio 0.2068, byte miss ratio 0.2068
cdn1_colo28.ns617 S3FIFO-0.8000-1.9000 cache size   133021, 4091288 req, miss ratio 0.1868, byte miss ratio 0.1868
