tencentBlock.ns18328 S3FIFO-0.3000-0.9000 cache size       14, 12449972 req, miss ratio 0.7305, byte miss ratio 0.7305
tencentBlock.ns18328 S3FIFO-0.3000-0.9000 cache size       28, 12449972 req, miss ratio 0.6945, byte miss ratio 0.6945
tencentBlock.ns18328 S3FIFO-0.3000-0.9000 cache size       56, 12449972 req, miss ratio 0.4833, byte miss ratio 0.4833
tencentBlock.ns18328 S3FIFO-0.3000-0.9000 cache size      112, 12449972 req, miss ratio 0.3172, byte miss ratio 0.3172
tencentBlock.ns18328 S3FIFO-0.7500-1.9000 cache size       14, 12449972 req, miss ratio 0.7306, byte miss ratio 0.7306
tencentBlock.ns18328 S3FIFO-0.7500-1.9000 cache size       28, 12449972 req, miss ratio 0.7304, byte miss ratio 0.7304
tencentBlock.ns18328 S3FIFO-0.7500-1.9000 cache size       56, 12449972 req, miss ratio 0.6253, byte miss ratio 0.6253
tencentBlock.ns18328 S3FIFO-0.7500-1.9000 cache size      112, 12449972 req, miss ratio 0.1178, byte miss ratio 0.1178
tencentBlock.ns18328 S3FIFO-0.5500-1.9000 cache size       14, 12449972 req, miss ratio 0.7306, byte miss ratio 0.7306
tencentBlock.ns18328 S3FIFO-0.5500-1.9000 cache size       28, 12449972 req, miss ratio 0.7264, byte miss ratio 0.7264
tencentBlock.ns18328 S3FIFO-0.5500-1.9000 cache size       56, 12449972 req, miss ratio 0.6809, byte miss ratio 0.6809
tencentBlock.ns18328 S3FIFO-0.5500-1.9000 cache size      112, 12449972 req, miss ratio 0.1364, byte miss ratio 0.1364
tencentBlock.ns18328 S3FIFO-0.4000-0.9000 cache size       14, 12449972 req, miss ratio 0.7306, byte miss ratio 0.7306
tencentBlock.ns18328 S3FIFO-0.4000-0.9000 cache size       28, 12449972 req, miss ratio 0.7154, byte miss ratio 0.7154
tencentBlock.ns18328 S3FIFO-0.4000-0.9000 cache size       56, 12449972 req, miss ratio 0.5210, byte miss ratio 0.5210
tencentBlock.ns18328 S3FIFO-0.4000-0.9000 cache size      112, 12449972 req, miss ratio 0.3257, byte miss ratio 0.3257
tencentBlock.ns18328 S3FIFO-0.7000-0.9000 cache size       14, 12449972 req, miss ratio 0.7306, byte miss ratio 0.7306
tencentBlock.ns18328 S3FIFO-0.7000-0.9000 cache size       28, 12449972 req, miss ratio 0.7305, byte miss ratio 0.7305
tencentBlock.ns18328 S3FIFO-0.7000-0.9000 cache size       56, 12449972 req, miss ratio 0.7165, byte miss ratio 0.7165
tencentBlock.ns18328 S3FIFO-0.7000-0.9000 cache size      112, 12449972 req, miss ratio 0.1108, byte miss ratio 0.1108
