cdn1_allcolo.ns3997 S3FIFO-0.3000-1.9000 cache size       10, 1759318 req, miss ratio 0.2476, byte miss ratio 0.2476
cdn1_allcolo.ns3997 S3FIFO-0.3000-1.9000 cache size       21, 1759318 req, miss ratio 0.0361, byte miss ratio 0.0361
cdn1_allcolo.ns3997 S3FIFO-0.3000-1.9000 cache size       42, 1759318 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns3997 S3FIFO-0.3000-1.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.5500-1.9000 cache size       10, 1759318 req, miss ratio 0.2659, byte miss ratio 0.2659
cdn1_allcolo.ns3997 S3FIFO-0.5500-1.9000 cache size       21, 1759318 req, miss ratio 0.0437, byte miss ratio 0.0437
cdn1_allcolo.ns3997 S3FIFO-0.5500-1.9000 cache size       42, 1759318 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns3997 S3FIFO-0.5500-1.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.4500-1.9000 cache size       10, 1759318 req, miss ratio 0.2569, byte miss ratio 0.2569
cdn1_allcolo.ns3997 S3FIFO-0.4500-1.9000 cache size       21, 1759318 req, miss ratio 0.0405, byte miss ratio 0.0405
cdn1_allcolo.ns3997 S3FIFO-0.4500-1.9000 cache size       42, 1759318 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns3997 S3FIFO-0.4500-1.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.8500-0.9000 cache size       10, 1759318 req, miss ratio 0.2931, byte miss ratio 0.2931
cdn1_allcolo.ns3997 S3FIFO-0.8500-0.9000 cache size       21, 1759318 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_allcolo.ns3997 S3FIFO-0.8500-0.9000 cache size       42, 1759318 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns3997 S3FIFO-0.8500-0.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.3500-0.9000 cache size       10, 1759318 req, miss ratio 0.2462, byte miss ratio 0.2462
cdn1_allcolo.ns3997 S3FIFO-0.3500-0.9000 cache size       21, 1759318 req, miss ratio 0.0374, byte miss ratio 0.0374
cdn1_allcolo.ns3997 S3FIFO-0.3500-0.9000 cache size       42, 1759318 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns3997 S3FIFO-0.3500-0.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.0500-1.9000 cache size       10, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0500-1.9000 cache size       21, 1759318 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_allcolo.ns3997 S3FIFO-0.0500-1.9000 cache size       42, 1759318 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns3997 S3FIFO-0.0500-1.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.8500-1.9000 cache size       10, 1759318 req, miss ratio 0.2909, byte miss ratio 0.2909
cdn1_allcolo.ns3997 S3FIFO-0.8500-1.9000 cache size       21, 1759318 req, miss ratio 0.0547, byte miss ratio 0.0547
cdn1_allcolo.ns3997 S3FIFO-0.8500-1.9000 cache size       42, 1759318 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns3997 S3FIFO-0.8500-1.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.0250-1.9000 cache size       10, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0250-1.9000 cache size       21, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0250-1.9000 cache size       42, 1759318 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns3997 S3FIFO-0.0250-1.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.0100-0.9000 cache size       10, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0100-0.9000 cache size       21, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0100-0.9000 cache size       42, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0100-0.9000 cache size       84, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0050-1.9000 cache size       10, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0050-1.9000 cache size       21, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0050-1.9000 cache size       42, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0050-1.9000 cache size       84, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.1500-1.9000 cache size       10, 1759318 req, miss ratio 0.2289, byte miss ratio 0.2289
cdn1_allcolo.ns3997 S3FIFO-0.1500-1.9000 cache size       21, 1759318 req, miss ratio 0.0322, byte miss ratio 0.0322
cdn1_allcolo.ns3997 S3FIFO-0.1500-1.9000 cache size       42, 1759318 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns3997 S3FIFO-0.1500-1.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.6000-0.9000 cache size       10, 1759318 req, miss ratio 0.2762, byte miss ratio 0.2762
cdn1_allcolo.ns3997 S3FIFO-0.6000-0.9000 cache size       21, 1759318 req, miss ratio 0.0455, byte miss ratio 0.0455
cdn1_allcolo.ns3997 S3FIFO-0.6000-0.9000 cache size       42, 1759318 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns3997 S3FIFO-0.6000-0.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.8000-0.9000 cache size       10, 1759318 req, miss ratio 0.2931, byte miss ratio 0.2931
cdn1_allcolo.ns3997 S3FIFO-0.8000-0.9000 cache size       21, 1759318 req, miss ratio 0.0529, byte miss ratio 0.0529
cdn1_allcolo.ns3997 S3FIFO-0.8000-0.9000 cache size       42, 1759318 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns3997 S3FIFO-0.8000-0.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.9500-0.9000 cache size       10, 1759318 req, miss ratio 0.2978, byte miss ratio 0.2978
cdn1_allcolo.ns3997 S3FIFO-0.9500-0.9000 cache size       21, 1759318 req, miss ratio 0.0583, byte miss ratio 0.0583
cdn1_allcolo.ns3997 S3FIFO-0.9500-0.9000 cache size       42, 1759318 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns3997 S3FIFO-0.9500-0.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.4000-0.9000 cache size       10, 1759318 req, miss ratio 0.2566, byte miss ratio 0.2566
cdn1_allcolo.ns3997 S3FIFO-0.4000-0.9000 cache size       21, 1759318 req, miss ratio 0.0391, byte miss ratio 0.0391
cdn1_allcolo.ns3997 S3FIFO-0.4000-0.9000 cache size       42, 1759318 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns3997 S3FIFO-0.4000-0.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.2000-1.9000 cache size       10, 1759318 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns3997 S3FIFO-0.2000-1.9000 cache size       21, 1759318 req, miss ratio 0.0334, byte miss ratio 0.0334
cdn1_allcolo.ns3997 S3FIFO-0.2000-1.9000 cache size       42, 1759318 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns3997 S3FIFO-0.2000-1.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.0250-0.9000 cache size       10, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0250-0.9000 cache size       21, 1759318 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3997 S3FIFO-0.0250-0.9000 cache size       42, 1759318 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns3997 S3FIFO-0.0250-0.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.5000-1.9000 cache size       10, 1759318 req, miss ratio 0.2659, byte miss ratio 0.2659
cdn1_allcolo.ns3997 S3FIFO-0.5000-1.9000 cache size       21, 1759318 req, miss ratio 0.0421, byte miss ratio 0.0421
cdn1_allcolo.ns3997 S3FIFO-0.5000-1.9000 cache size       42, 1759318 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns3997 S3FIFO-0.5000-1.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.2500-0.9000 cache size       10, 1759318 req, miss ratio 0.2358, byte miss ratio 0.2358
cdn1_allcolo.ns3997 S3FIFO-0.2500-0.9000 cache size       21, 1759318 req, miss ratio 0.0346, byte miss ratio 0.0346
cdn1_allcolo.ns3997 S3FIFO-0.2500-0.9000 cache size       42, 1759318 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns3997 S3FIFO-0.2500-0.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns3997 S3FIFO-0.7000-1.9000 cache size       10, 1759318 req, miss ratio 0.2834, byte miss ratio 0.2834
cdn1_allcolo.ns3997 S3FIFO-0.7000-1.9000 cache size       21, 1759318 req, miss ratio 0.0493, byte miss ratio 0.0493
cdn1_allcolo.ns3997 S3FIFO-0.7000-1.9000 cache size       42, 1759318 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_allcolo.ns3997 S3FIFO-0.7000-1.9000 cache size       84, 1759318 req, miss ratio 0.0001, byte miss ratio 0.0001
