cdn1_allcolo.ns257 S3FIFO-0.1000-1.9000 cache size      250, 48538268 req, miss ratio 0.0212, byte miss ratio 0.0212
cdn1_allcolo.ns257 S3FIFO-0.1000-1.9000 cache size      751, 48538268 req, miss ratio 0.0131, byte miss ratio 0.0131
cdn1_allcolo.ns257 S3FIFO-0.1000-1.9000 cache size     2506, 48538268 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_allcolo.ns257 S3FIFO-0.1000-1.9000 cache size     7518, 48538268 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns257 S3FIFO-0.1000-1.9000 cache size    25063, 48538268 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_allcolo.ns257 S3FIFO-0.1000-1.9000 cache size    50126, 48538268 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns257 S3FIFO-0.1000-1.9000 cache size   100253, 48538268 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns257 S3FIFO-0.1000-1.9000 cache size   200506, 48538268 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns257 S3FIFO-0.0010-1.9000 cache size      250, 48538268 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns257 S3FIFO-0.0010-1.9000 cache size      751, 48538268 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns257 S3FIFO-0.0010-1.9000 cache size     2506, 48538268 req, miss ratio 0.0121, byte miss ratio 0.0121
cdn1_allcolo.ns257 S3FIFO-0.0010-1.9000 cache size     7518, 48538268 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_allcolo.ns257 S3FIFO-0.0010-1.9000 cache size    25063, 48538268 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns257 S3FIFO-0.0010-1.9000 cache size    50126, 48538268 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns257 S3FIFO-0.0010-1.9000 cache size   100253, 48538268 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns257 S3FIFO-0.0010-1.9000 cache size   200506, 48538268 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns257 S3FIFO-0.0010-0.9000 cache size      250, 48538268 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns257 S3FIFO-0.0010-0.9000 cache size      751, 48538268 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns257 S3FIFO-0.0010-0.9000 cache size     2506, 48538268 req, miss ratio 0.0122, byte miss ratio 0.0122
cdn1_allcolo.ns257 S3FIFO-0.0010-0.9000 cache size     7518, 48538268 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_allcolo.ns257 S3FIFO-0.0010-0.9000 cache size    25063, 48538268 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns257 S3FIFO-0.0010-0.9000 cache size    50126, 48538268 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns257 S3FIFO-0.0010-0.9000 cache size   100253, 48538268 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns257 S3FIFO-0.0010-0.9000 cache size   200506, 48538268 req, miss ratio 0.0052, byte miss ratio 0.0052
