io_traces.ns72 S3FIFO-0.3000-1.9000 cache size     1515, 37600000 req, miss ratio 0.2249, byte miss ratio 0.2249
io_traces.ns72 S3FIFO-0.3000-1.9000 cache size     4546, 37600000 req, miss ratio 0.2053, byte miss ratio 0.2053
io_traces.ns72 S3FIFO-0.3000-1.9000 cache size    15154, 37600000 req, miss ratio 0.1926, byte miss ratio 0.1926
io_traces.ns72 S3FIFO-0.3000-1.9000 cache size    45464, 37600000 req, miss ratio 0.1545, byte miss ratio 0.1545
io_traces.ns72 S3FIFO-0.3000-1.9000 cache size   151549, 37600000 req, miss ratio 0.0823, byte miss ratio 0.0823
io_traces.ns72 S3FIFO-0.3000-1.9000 cache size   303098, 37600000 req, miss ratio 0.0602, byte miss ratio 0.0602
io_traces.ns72 S3FIFO-0.3000-1.9000 cache size   606197, 37600000 req, miss ratio 0.0522, byte miss ratio 0.0522
io_traces.ns72 S3FIFO-0.3000-1.9000 cache size  1212395, 37600000 req, miss ratio 0.0417, byte miss ratio 0.0417
io_traces.ns72 S3FIFO-0.1000-0.9000 cache size     1515, 37600000 req, miss ratio 0.2253, byte miss ratio 0.2253
io_traces.ns72 S3FIFO-0.1000-0.9000 cache size     4546, 37600000 req, miss ratio 0.2050, byte miss ratio 0.2050
io_traces.ns72 S3FIFO-0.1000-0.9000 cache size    15154, 37600000 req, miss ratio 0.1871, byte miss ratio 0.1871
io_traces.ns72 S3FIFO-0.1000-0.9000 cache size    45464, 37600000 req, miss ratio 0.1524, byte miss ratio 0.1524
io_traces.ns72 S3FIFO-0.1000-0.9000 cache size   151549, 37600000 req, miss ratio 0.0895, byte miss ratio 0.0895
io_traces.ns72 S3FIFO-0.1000-0.9000 cache size   303098, 37600000 req, miss ratio 0.0635, byte miss ratio 0.0635
io_traces.ns72 S3FIFO-0.1000-0.9000 cache size   606197, 37600000 req, miss ratio 0.0530, byte miss ratio 0.0530
io_traces.ns72 S3FIFO-0.1000-0.9000 cache size  1212395, 37600000 req, miss ratio 0.0419, byte miss ratio 0.0419
io_traces.ns72 S3FIFO-0.2000-0.9000 cache size     1515, 37600000 req, miss ratio 0.2246, byte miss ratio 0.2246
io_traces.ns72 S3FIFO-0.2000-0.9000 cache size     4546, 37600000 req, miss ratio 0.2053, byte miss ratio 0.2053
io_traces.ns72 S3FIFO-0.2000-0.9000 cache size    15154, 37600000 req, miss ratio 0.1882, byte miss ratio 0.1882
io_traces.ns72 S3FIFO-0.2000-0.9000 cache size    45464, 37600000 req, miss ratio 0.1535, byte miss ratio 0.1535
io_traces.ns72 S3FIFO-0.2000-0.9000 cache size   151549, 37600000 req, miss ratio 0.0840, byte miss ratio 0.0840
io_traces.ns72 S3FIFO-0.2000-0.9000 cache size   303098, 37600000 req, miss ratio 0.0610, byte miss ratio 0.0610
io_traces.ns72 S3FIFO-0.2000-0.9000 cache size   606197, 37600000 req, miss ratio 0.0522, byte miss ratio 0.0522
io_traces.ns72 S3FIFO-0.2000-0.9000 cache size  1212395, 37600000 req, miss ratio 0.0418, byte miss ratio 0.0418
io_traces.ns72 S3FIFO-0.0010-0.9000 cache size     1515, 37600000 req, miss ratio 0.2702, byte miss ratio 0.2702
io_traces.ns72 S3FIFO-0.0010-0.9000 cache size     4546, 37600000 req, miss ratio 0.2241, byte miss ratio 0.2241
io_traces.ns72 S3FIFO-0.0010-0.9000 cache size    15154, 37600000 req, miss ratio 0.1970, byte miss ratio 0.1970
io_traces.ns72 S3FIFO-0.0010-0.9000 cache size    45464, 37600000 req, miss ratio 0.1569, byte miss ratio 0.1569
io_traces.ns72 S3FIFO-0.0010-0.9000 cache size   151549, 37600000 req, miss ratio 0.0999, byte miss ratio 0.0999
io_traces.ns72 S3FIFO-0.0010-0.9000 cache size   303098, 37600000 req, miss ratio 0.0770, byte miss ratio 0.0770
io_traces.ns72 S3FIFO-0.0010-0.9000 cache size   606197, 37600000 req, miss ratio 0.0632, byte miss ratio 0.0632
