cdn1_colo28.ns532 S3FIFO-0.0500-1.9000 cache size      696, 4917630 req, miss ratio 0.7199, byte miss ratio 0.7199
cdn1_colo28.ns532 S3FIFO-0.0500-1.9000 cache size     2088, 4917630 req, miss ratio 0.6337, byte miss ratio 0.6337
cdn1_colo28.ns532 S3FIFO-0.0500-1.9000 cache size     6961, 4917630 req, miss ratio 0.5264, byte miss ratio 0.5264
cdn1_colo28.ns532 S3FIFO-0.0500-1.9000 cache size    20885, 4917630 req, miss ratio 0.4173, byte miss ratio 0.4173
cdn1_colo28.ns532 S3FIFO-0.0500-1.9000 cache size    69619, 4917630 req, miss ratio 0.2903, byte miss ratio 0.2903
cdn1_colo28.ns532 S3FIFO-0.0500-1.9000 cache size   139238, 4917630 req, miss ratio 0.2231, byte miss ratio 0.2231
cdn1_colo28.ns532 S3FIFO-0.0500-1.9000 cache size   278477, 4917630 req, miss ratio 0.1726, byte miss ratio 0.1726
cdn1_colo28.ns532 S3FIFO-0.0500-1.9000 cache size   556955, 4917630 req, miss ratio 0.1444, byte miss ratio 0.1444
cdn1_colo28.ns532 S3FIFO-0.6500-1.9000 cache size      696, 4917630 req, miss ratio 0.7699, byte miss ratio 0.7699
cdn1_colo28.ns532 S3FIFO-0.6500-1.9000 cache size     2088, 4917630 req, miss ratio 0.6856, byte miss ratio 0.6856
cdn1_colo28.ns532 S3FIFO-0.6500-1.9000 cache size     6961, 4917630 req, miss ratio 0.5823, byte miss ratio 0.5823
cdn1_colo28.ns532 S3FIFO-0.6500-1.9000 cache size    20885, 4917630 req, miss ratio 0.4735, byte miss ratio 0.4735
cdn1_colo28.ns532 S3FIFO-0.6500-1.9000 cache size    69619, 4917630 req, miss ratio 0.3383, byte miss ratio 0.3383
cdn1_colo28.ns532 S3FIFO-0.6500-1.9000 cache size   139238, 4917630 req, miss ratio 0.2578, byte miss ratio 0.2578
cdn1_colo28.ns532 S3FIFO-0.6500-1.9000 cache size   278477, 4917630 req, miss ratio 0.1888, byte miss ratio 0.1888
cdn1_colo28.ns532 S3FIFO-0.6500-1.9000 cache size   556955, 4917630 req, miss ratio 0.1449, byte miss ratio 0.1449
cdn1_colo28.ns532 S3FIFO-0.8000-1.9000 cache size      696, 4917630 req, miss ratio 0.7956, byte miss ratio 0.7956
cdn1_colo28.ns532 S3FIFO-0.8000-1.9000 cache size     2088, 4917630 req, miss ratio 0.7108, byte miss ratio 0.7108
cdn1_colo28.ns532 S3FIFO-0.8000-1.9000 cache size     6961, 4917630 req, miss ratio 0.6074, byte miss ratio 0.6074
cdn1_colo28.ns532 S3FIFO-0.8000-1.9000 cache size    20885, 4917630 req, miss ratio 0.4962, byte miss ratio 0.4962
cdn1_colo28.ns532 S3FIFO-0.8000-1.9000 cache size    69619, 4917630 req, miss ratio 0.3557, byte miss ratio 0.3557
cdn1_colo28.ns532 S3FIFO-0.8000-1.9000 cache size   139238, 4917630 req, miss ratio 0.2708, byte miss ratio 0.2708
cdn1_colo28.ns532 S3FIFO-0.8000-1.9000 cache size   278477, 4917630 req, miss ratio 0.1984, byte miss ratio 0.1984
cdn1_colo28.ns532 S3FIFO-0.8000-1.9000 cache size   556955, 4917630 req, miss ratio 0.1475, byte miss ratio 0.1475
cdn1_colo28.ns532 S3FIFO-0.1500-1.9000 cache size      696, 4917630 req, miss ratio 0.7243, byte miss ratio 0.7243
cdn1_colo28.ns532 S3FIFO-0.1500-1.9000 cache size     2088, 4917630 req, miss ratio 0.6381, byte miss ratio 0.6381
cdn1_colo28.ns532 S3FIFO-0.1500-1.9000 cache size     6961, 4917630 req, miss ratio 0.5316, byte miss ratio 0.5316
cdn1_colo28.ns532 S3FIFO-0.1500-1.9000 cache size    20885, 4917630 req, miss ratio 0.4228, byte miss ratio 0.4228
cdn1_colo28.ns532 S3FIFO-0.1500-1.9000 cache size    69619, 4917630 req, miss ratio 0.2952, byte miss ratio 0.2952
cdn1_colo28.ns532 S3FIFO-0.1500-1.9000 cache size   139238, 4917630 req, miss ratio 0.2266, byte miss ratio 0.2266
cdn1_colo28.ns532 S3FIFO-0.1500-1.9000 cache size   278477, 4917630 req, miss ratio 0.1735, byte miss ratio 0.1735
cdn1_colo28.ns532 S3FIFO-0.1500-1.9000 cache size   556955, 4917630 req, miss ratio 0.1444, byte miss ratio 0.1444
cdn1_colo28.ns532 S3FIFO-0.9000-0.9000 cache size      696, 4917630 req, miss ratio 0.8145, byte miss ratio 0.8145
cdn1_colo28.ns532 S3FIFO-0.9000-0.9000 cache size     2088, 4917630 req, miss ratio 0.7290, byte miss ratio 0.7290
cdn1_colo28.ns532 S3FIFO-0.9000-0.9000 cache size     6961, 4917630 req, miss ratio 0.6235, byte miss ratio 0.6235
cdn1_colo28.ns532 S3FIFO-0.9000-0.9000 cache size    20885, 4917630 req, miss ratio 0.5107, byte miss ratio 0.5107
cdn1_colo28.ns532 S3FIFO-0.9000-0.9000 cache size    69619, 4917630 req, miss ratio 0.3689, byte miss ratio 0.3689
cdn1_colo28.ns532 S3FIFO-0.9000-0.9000 cache size   139238, 4917630 req, miss ratio 0.2823, byte miss ratio 0.2823
cdn1_colo28.ns532 S3FIFO-0.9000-0.9000 cache size   278477, 4917630 req, miss ratio 0.2059, byte miss ratio 0.2059
cdn1_colo28.ns532 S3FIFO-0.9000-0.9000 cache size   556955, 4917630 req, miss ratio 0.1514, byte miss ratio 0.1514
cdn1_colo28.ns532 S3FIFO-0.0010-0.9000 cache size      696, 4917630 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns532 S3FIFO-0.0010-0.9000 cache size     2088, 4917630 req, miss ratio 0.6345, byte miss ratio 0.6345
cdn1_colo28.ns532 S3FIFO-0.0010-0.9000 cache size     6961, 4917630 req, miss ratio 0.5268, byte miss ratio 0.5268
cdn1_colo28.ns532 S3FIFO-0.0010-0.9000 cache size    20885, 4917630 req, miss ratio 0.4165, byte miss ratio 0.4165
cdn1_colo28.ns532 S3FIFO-0.0010-0.9000 cache size    69619, 4917630 req, miss ratio 0.2884, byte miss ratio 0.2884
cdn1_colo28.ns532 S3FIFO-0.0010-0.9000 cache size   139238, 4917630 req, miss ratio 0.2227, byte miss ratio 0.2227
cdn1_colo28.ns532 S3FIFO-0.0010-0.9000 cache size   278477, 4917630 req, miss ratio 0.1730, byte miss ratio 0.1730
cdn1_colo28.ns532 S3FIFO-0.0010-0.9000 cache size   556955, 4917630 req, miss ratio 0.1444, byte miss ratio 0.1444
cdn1_colo28.ns532 S3FIFO-0.8000-0.9000 cache size      696, 4917630 req, miss ratio 0.7911, byte miss ratio 0.7911
cdn1_colo28.ns532 S3FIFO-0.8000-0.9000 cache size     2088, 4917630 req, miss ratio 0.7060, byte miss ratio 0.7060
cdn1_colo28.ns532 S3FIFO-0.8000-0.9000 cache size     6961, 4917630 req, miss ratio 0.6020, byte miss ratio 0.6020
cdn1_colo28.ns532 S3FIFO-0.8000-0.9000 cache size    20885, 4917630 req, miss ratio 0.4915, byte miss ratio 0.4915
cdn1_colo28.ns532 S3FIFO-0.8000-0.9000 cache size    69619, 4917630 req, miss ratio 0.3542, byte miss ratio 0.3542
cdn1_colo28.ns532 S3FIFO-0.8000-0.9000 cache size   139238, 4917630 req, miss ratio 0.2712, byte miss ratio 0.2712
cdn1_colo28.ns532 S3FIFO-0.8000-0.9000 cache size   278477, 4917630 req, miss ratio 0.1984, byte miss ratio 0.1984
cdn1_colo28.ns532 S3FIFO-0.8000-0.9000 cache size   556955, 4917630 req, miss ratio 0.1475, byte miss ratio 0.1475
cdn1_colo28.ns532 S3FIFO-0.4000-0.9000 cache size      696, 4917630 req, miss ratio 0.7388, byte miss ratio 0.7388
cdn1_colo28.ns532 S3FIFO-0.4000-0.9000 cache size     2088, 4917630 req, miss ratio 0.6535, byte miss ratio 0.6535
cdn1_colo28.ns532 S3FIFO-0.4000-0.9000 cache size     6961, 4917630 req, miss ratio 0.5469, byte miss ratio 0.5469
cdn1_colo28.ns532 S3FIFO-0.4000-0.9000 cache size    20885, 4917630 req, miss ratio 0.4389, byte miss ratio 0.4389
cdn1_colo28.ns532 S3FIFO-0.4000-0.9000 cache size    69619, 4917630 req, miss ratio 0.3089, byte miss ratio 0.3089
cdn1_colo28.ns532 S3FIFO-0.4000-0.9000 cache size   139238, 4917630 req, miss ratio 0.2376, byte miss ratio 0.2376
cdn1_colo28.ns532 S3FIFO-0.4000-0.9000 cache size   278477, 4917630 req, miss ratio 0.1786, byte miss ratio 0.1786
cdn1_colo28.ns532 S3FIFO-0.4000-0.9000 cache size   556955, 4917630 req, miss ratio 0.1444, byte miss ratio 0.1444
cdn1_colo28.ns532 S3FIFO-0.3500-0.9000 cache size      696, 4917630 req, miss ratio 0.7348, byte miss ratio 0.7348
cdn1_colo28.ns532 S3FIFO-0.3500-0.9000 cache size     2088, 4917630 req, miss ratio 0.6492, byte miss ratio 0.6492
cdn1_colo28.ns532 S3FIFO-0.3500-0.9000 cache size     6961, 4917630 req, miss ratio 0.5423, byte miss ratio 0.5423
cdn1_colo28.ns532 S3FIFO-0.3500-0.9000 cache size    20885, 4917630 req, miss ratio 0.4341, byte miss ratio 0.4341
cdn1_colo28.ns532 S3FIFO-0.3500-0.9000 cache size    69619, 4917630 req, miss ratio 0.3044, byte miss ratio 0.3044
cdn1_colo28.ns532 S3FIFO-0.3500-0.9000 cache size   139238, 4917630 req, miss ratio 0.2343, byte miss ratio 0.2343
cdn1_colo28.ns532 S3FIFO-0.3500-0.9000 cache size   278477, 4917630 req, miss ratio 0.1771, byte miss ratio 0.1771
