cdn1_colo28.ns1065 S3FIFO-0.6000-1.9000 cache size      423, 1802378 req, miss ratio 0.7185, byte miss ratio 0.7185
cdn1_colo28.ns1065 S3FIFO-0.6000-1.9000 cache size     1271, 1802378 req, miss ratio 0.6630, byte miss ratio 0.6630
cdn1_colo28.ns1065 S3FIFO-0.6000-1.9000 cache size     4237, 1802378 req, miss ratio 0.5812, byte miss ratio 0.5812
cdn1_colo28.ns1065 S3FIFO-0.6000-1.9000 cache size    12711, 1802378 req, miss ratio 0.4895, byte miss ratio 0.4895
cdn1_colo28.ns1065 S3FIFO-0.6000-1.9000 cache size    42370, 1802378 req, miss ratio 0.3848, byte miss ratio 0.3848
cdn1_colo28.ns1065 S3FIFO-0.6000-1.9000 cache size    84740, 1802378 req, miss ratio 0.3157, byte miss ratio 0.3157
cdn1_colo28.ns1065 S3FIFO-0.6000-1.9000 cache size   169481, 1802378 req, miss ratio 0.2641, byte miss ratio 0.2641
cdn1_colo28.ns1065 S3FIFO-0.6000-1.9000 cache size   338963, 1802378 req, miss ratio 0.2371, byte miss ratio 0.2371
cdn1_colo28.ns1065 S3FIFO-0.2000-1.9000 cache size      423, 1802378 req, miss ratio 0.7029, byte miss ratio 0.7029
cdn1_colo28.ns1065 S3FIFO-0.2000-1.9000 cache size     1271, 1802378 req, miss ratio 0.6394, byte miss ratio 0.6394
cdn1_colo28.ns1065 S3FIFO-0.2000-1.9000 cache size     4237, 1802378 req, miss ratio 0.5517, byte miss ratio 0.5517
cdn1_colo28.ns1065 S3FIFO-0.2000-1.9000 cache size    12711, 1802378 req, miss ratio 0.4576, byte miss ratio 0.4576
cdn1_colo28.ns1065 S3FIFO-0.2000-1.9000 cache size    42370, 1802378 req, miss ratio 0.3564, byte miss ratio 0.3564
cdn1_colo28.ns1065 S3FIFO-0.2000-1.9000 cache size    84740, 1802378 req, miss ratio 0.2939, byte miss ratio 0.2939
cdn1_colo28.ns1065 S3FIFO-0.2000-1.9000 cache size   169481, 1802378 req, miss ratio 0.2583, byte miss ratio 0.2583
cdn1_colo28.ns1065 S3FIFO-0.2000-1.9000 cache size   338963, 1802378 req, miss ratio 0.2371, byte miss ratio 0.2371
cdn1_colo28.ns1065 S3FIFO-0.0250-0.9000 cache size      423, 1802378 req, miss ratio 0.7082, byte miss ratio 0.7082
cdn1_colo28.ns1065 S3FIFO-0.0250-0.9000 cache size     1271, 1802378 req, miss ratio 0.6401, byte miss ratio 0.6401
cdn1_colo28.ns1065 S3FIFO-0.0250-0.9000 cache size     4237, 1802378 req, miss ratio 0.5476, byte miss ratio 0.5476
cdn1_colo28.ns1065 S3FIFO-0.0250-0.9000 cache size    12711, 1802378 req, miss ratio 0.4504, byte miss ratio 0.4504
cdn1_colo28.ns1065 S3FIFO-0.0250-0.9000 cache size    42370, 1802378 req, miss ratio 0.3428, byte miss ratio 0.3428
cdn1_colo28.ns1065 S3FIFO-0.0250-0.9000 cache size    84740, 1802378 req, miss ratio 0.2929, byte miss ratio 0.2929
cdn1_colo28.ns1065 S3FIFO-0.0250-0.9000 cache size   169481, 1802378 req, miss ratio 0.2584, byte miss ratio 0.2584
cdn1_colo28.ns1065 S3FIFO-0.0250-0.9000 cache size   338963, 1802378 req, miss ratio 0.2371, byte miss ratio 0.2371
cdn1_colo28.ns1065 S3FIFO-0.9900-1.9000 cache size      423, 1802378 req, miss ratio 0.7617, byte miss ratio 0.7617
cdn1_colo28.ns1065 S3FIFO-0.9900-1.9000 cache size     1271, 1802378 req, miss ratio 0.7092, byte miss ratio 0.7092
cdn1_colo28.ns1065 S3FIFO-0.9900-1.9000 cache size     4237, 1802378 req, miss ratio 0.6341, byte miss ratio 0.6341
cdn1_colo28.ns1065 S3FIFO-0.9900-1.9000 cache size    12711, 1802378 req, miss ratio 0.5436, byte miss ratio 0.5436
cdn1_colo28.ns1065 S3FIFO-0.9900-1.9000 cache size    42370, 1802378 req, miss ratio 0.4319, byte miss ratio 0.4319
