cdn1_allcolo.ns2501 S3FIFO-0.0500-1.9000 cache size      439, 3003755 req, miss ratio 0.3666, byte miss ratio 0.3666
cdn1_allcolo.ns2501 S3FIFO-0.0500-1.9000 cache size     1318, 3003755 req, miss ratio 0.3601, byte miss ratio 0.3601
cdn1_allcolo.ns2501 S3FIFO-0.0500-1.9000 cache size     4394, 3003755 req, miss ratio 0.3465, byte miss ratio 0.3465
cdn1_allcolo.ns2501 S3FIFO-0.0500-1.9000 cache size    13182, 3003755 req, miss ratio 0.3224, byte miss ratio 0.3224
cdn1_allcolo.ns2501 S3FIFO-0.0500-1.9000 cache size    43943, 3003755 req, miss ratio 0.2692, byte miss ratio 0.2692
cdn1_allcolo.ns2501 S3FIFO-0.0500-1.9000 cache size    87886, 3003755 req, miss ratio 0.2230, byte miss ratio 0.2230
cdn1_allcolo.ns2501 S3FIFO-0.0500-1.9000 cache size   175772, 3003755 req, miss ratio 0.1757, byte miss ratio 0.1757
cdn1_allcolo.ns2501 S3FIFO-0.0500-1.9000 cache size   351545, 3003755 req, miss ratio 0.1485, byte miss ratio 0.1485
cdn1_allcolo.ns2501 S3FIFO-0.4500-0.9000 cache size      439, 3003755 req, miss ratio 0.3661, byte miss ratio 0.3661
cdn1_allcolo.ns2501 S3FIFO-0.4500-0.9000 cache size     1318, 3003755 req, miss ratio 0.3605, byte miss ratio 0.3605
cdn1_allcolo.ns2501 S3FIFO-0.4500-0.9000 cache size     4394, 3003755 req, miss ratio 0.3479, byte miss ratio 0.3479
cdn1_allcolo.ns2501 S3FIFO-0.4500-0.9000 cache size    13182, 3003755 req, miss ratio 0.3258, byte miss ratio 0.3258
cdn1_allcolo.ns2501 S3FIFO-0.4500-0.9000 cache size    43943, 3003755 req, miss ratio 0.2785, byte miss ratio 0.2785
cdn1_allcolo.ns2501 S3FIFO-0.4500-0.9000 cache size    87886, 3003755 req, miss ratio 0.2351, byte miss ratio 0.2351
cdn1_allcolo.ns2501 S3FIFO-0.4500-0.9000 cache size   175772, 3003755 req, miss ratio 0.1843, byte miss ratio 0.1843
cdn1_allcolo.ns2501 S3FIFO-0.4500-0.9000 cache size   351545, 3003755 req, miss ratio 0.1485, byte miss ratio 0.1485
cdn1_allcolo.ns2501 S3FIFO-0.0100-1.9000 cache size      439, 3003755 req, miss ratio 0.3678, byte miss ratio 0.3678
cdn1_allcolo.ns2501 S3FIFO-0.0100-1.9000 cache size     1318, 3003755 req, miss ratio 0.3610, byte miss ratio 0.3610
cdn1_allcolo.ns2501 S3FIFO-0.0100-1.9000 cache size     4394, 3003755 req, miss ratio 0.3471, byte miss ratio 0.3471
cdn1_allcolo.ns2501 S3FIFO-0.0100-1.9000 cache size    13182, 3003755 req, miss ratio 0.3227, byte miss ratio 0.3227
cdn1_allcolo.ns2501 S3FIFO-0.0100-1.9000 cache size    43943, 3003755 req, miss ratio 0.2691, byte miss ratio 0.2691
