tencentBlock.ns3681 S3FIFO-0.0500-0.9000 cache size      588, 4887035 req, miss ratio 0.2930, byte miss ratio 0.2930
tencentBlock.ns3681 S3FIFO-0.0500-0.9000 cache size     1765, 4887035 req, miss ratio 0.2471, byte miss ratio 0.2471
tencentBlock.ns3681 S3FIFO-0.0500-0.9000 cache size     5884, 4887035 req, miss ratio 0.2176, byte miss ratio 0.2176
tencentBlock.ns3681 S3FIFO-0.0500-0.9000 cache size    17654, 4887035 req, miss ratio 0.2039, byte miss ratio 0.2039
tencentBlock.ns3681 S3FIFO-0.0500-0.9000 cache size    58848, 4887035 req, miss ratio 0.1608, byte miss ratio 0.1608
tencentBlock.ns3681 S3FIFO-0.0500-0.9000 cache size   117696, 4887035 req, miss ratio 0.1322, byte miss ratio 0.1322
tencentBlock.ns3681 S3FIFO-0.0500-0.9000 cache size   235393, 4887035 req, miss ratio 0.1255, byte miss ratio 0.1255
tencentBlock.ns3681 S3FIFO-0.0500-0.9000 cache size   470786, 4887035 req, miss ratio 0.1220, byte miss ratio 0.1220
tencentBlock.ns3681 S3FIFO-0.8000-1.9000 cache size      588, 4887035 req, miss ratio 0.3518, byte miss ratio 0.3518
tencentBlock.ns3681 S3FIFO-0.8000-1.9000 cache size     1765, 4887035 req, miss ratio 0.2785, byte miss ratio 0.2785
tencentBlock.ns3681 S3FIFO-0.8000-1.9000 cache size     5884, 4887035 req, miss ratio 0.2406, byte miss ratio 0.2406
tencentBlock.ns3681 S3FIFO-0.8000-1.9000 cache size    17654, 4887035 req, miss ratio 0.2194, byte miss ratio 0.2194
tencentBlock.ns3681 S3FIFO-0.8000-1.9000 cache size    58848, 4887035 req, miss ratio 0.1806, byte miss ratio 0.1806
tencentBlock.ns3681 S3FIFO-0.8000-1.9000 cache size   117696, 4887035 req, miss ratio 0.1483, byte miss ratio 0.1483
tencentBlock.ns3681 S3FIFO-0.8000-1.9000 cache size   235393, 4887035 req, miss ratio 0.1326, byte miss ratio 0.1326
tencentBlock.ns3681 S3FIFO-0.8000-1.9000 cache size   470786, 4887035 req, miss ratio 0.1220, byte miss ratio 0.1220
tencentBlock.ns3681 S3FIFO-0.4500-1.9000 cache size      588, 4887035 req, miss ratio 0.3165, byte miss ratio 0.3165
tencentBlock.ns3681 S3FIFO-0.4500-1.9000 cache size     1765, 4887035 req, miss ratio 0.2531, byte miss ratio 0.2531
tencentBlock.ns3681 S3FIFO-0.4500-1.9000 cache size     5884, 4887035 req, miss ratio 0.2255, byte miss ratio 0.2255
tencentBlock.ns3681 S3FIFO-0.4500-1.9000 cache size    17654, 4887035 req, miss ratio 0.2104, byte miss ratio 0.2104
tencentBlock.ns3681 S3FIFO-0.4500-1.9000 cache size    58848, 4887035 req, miss ratio 0.1857, byte miss ratio 0.1857
tencentBlock.ns3681 S3FIFO-0.4500-1.9000 cache size   117696, 4887035 req, miss ratio 0.1347, byte miss ratio 0.1347
tencentBlock.ns3681 S3FIFO-0.4500-1.9000 cache size   235393, 4887035 req, miss ratio 0.1255, byte miss ratio 0.1255
tencentBlock.ns3681 S3FIFO-0.4500-1.9000 cache size   470786, 4887035 req, miss ratio 0.1220, byte miss ratio 0.1220
tencentBlock.ns3681 S3FIFO-0.6500-1.9000 cache size      588, 4887035 req, miss ratio 0.3356, byte miss ratio 0.3356
tencentBlock.ns3681 S3FIFO-0.6500-1.9000 cache size     1765, 4887035 req, miss ratio 0.2639, byte miss ratio 0.2639
tencentBlock.ns3681 S3FIFO-0.6500-1.9000 cache size     5884, 4887035 req, miss ratio 0.2345, byte miss ratio 0.2345
tencentBlock.ns3681 S3FIFO-0.6500-1.9000 cache size    17654, 4887035 req, miss ratio 0.2145, byte miss ratio 0.2145
tencentBlock.ns3681 S3FIFO-0.6500-1.9000 cache size    58848, 4887035 req, miss ratio 0.1812, byte miss ratio 0.1812
tencentBlock.ns3681 S3FIFO-0.6500-1.9000 cache size   117696, 4887035 req, miss ratio 0.1431, byte miss ratio 0.1431
tencentBlock.ns3681 S3FIFO-0.6500-1.9000 cache size   235393, 4887035 req, miss ratio 0.1264, byte miss ratio 0.1264
