cdn1_colo28.ns1601 S3FIFO-0.0250-1.9000 cache size       75, 1087356 req, miss ratio 0.5298, byte miss ratio 0.5298
cdn1_colo28.ns1601 S3FIFO-0.0250-1.9000 cache size      227, 1087356 req, miss ratio 0.4715, byte miss ratio 0.4715
cdn1_colo28.ns1601 S3FIFO-0.0250-1.9000 cache size      759, 1087356 req, miss ratio 0.4036, byte miss ratio 0.4036
cdn1_colo28.ns1601 S3FIFO-0.0250-1.9000 cache size     2278, 1087356 req, miss ratio 0.3251, byte miss ratio 0.3251
cdn1_colo28.ns1601 S3FIFO-0.0250-1.9000 cache size     7595, 1087356 req, miss ratio 0.2265, byte miss ratio 0.2265
cdn1_colo28.ns1601 S3FIFO-0.0250-1.9000 cache size    15190, 1087356 req, miss ratio 0.1629, byte miss ratio 0.1629
cdn1_colo28.ns1601 S3FIFO-0.0250-1.9000 cache size    30380, 1087356 req, miss ratio 0.1035, byte miss ratio 0.1035
cdn1_colo28.ns1601 S3FIFO-0.0250-1.9000 cache size    60760, 1087356 req, miss ratio 0.0729, byte miss ratio 0.0729
cdn1_colo28.ns1601 S3FIFO-0.0250-0.9000 cache size       75, 1087356 req, miss ratio 0.5280, byte miss ratio 0.5280
cdn1_colo28.ns1601 S3FIFO-0.0250-0.9000 cache size      227, 1087356 req, miss ratio 0.4692, byte miss ratio 0.4692
cdn1_colo28.ns1601 S3FIFO-0.0250-0.9000 cache size      759, 1087356 req, miss ratio 0.4001, byte miss ratio 0.4001
cdn1_colo28.ns1601 S3FIFO-0.0250-0.9000 cache size     2278, 1087356 req, miss ratio 0.3211, byte miss ratio 0.3211
cdn1_colo28.ns1601 S3FIFO-0.0250-0.9000 cache size     7595, 1087356 req, miss ratio 0.2214, byte miss ratio 0.2214
cdn1_colo28.ns1601 S3FIFO-0.0250-0.9000 cache size    15190, 1087356 req, miss ratio 0.1585, byte miss ratio 0.1585
cdn1_colo28.ns1601 S3FIFO-0.0250-0.9000 cache size    30380, 1087356 req, miss ratio 0.1035, byte miss ratio 0.1035
cdn1_colo28.ns1601 S3FIFO-0.0250-0.9000 cache size    60760, 1087356 req, miss ratio 0.0729, byte miss ratio 0.0729
cdn1_colo28.ns1601 S3FIFO-0.0050-0.9000 cache size       75, 1087356 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1601 S3FIFO-0.0050-0.9000 cache size      227, 1087356 req, miss ratio 0.4694, byte miss ratio 0.4694
cdn1_colo28.ns1601 S3FIFO-0.0050-0.9000 cache size      759, 1087356 req, miss ratio 0.4002, byte miss ratio 0.4002
cdn1_colo28.ns1601 S3FIFO-0.0050-0.9000 cache size     2278, 1087356 req, miss ratio 0.3209, byte miss ratio 0.3209
cdn1_colo28.ns1601 S3FIFO-0.0050-0.9000 cache size     7595, 1087356 req, miss ratio 0.2209, byte miss ratio 0.2209
cdn1_colo28.ns1601 S3FIFO-0.0050-0.9000 cache size    15190, 1087356 req, miss ratio 0.1577, byte miss ratio 0.1577
cdn1_colo28.ns1601 S3FIFO-0.0050-0.9000 cache size    30380, 1087356 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns1601 S3FIFO-0.0050-0.9000 cache size    60760, 1087356 req, miss ratio 0.0729, byte miss ratio 0.0729
cdn1_colo28.ns1601 S3FIFO-0.2500-1.9000 cache size       75, 1087356 req, miss ratio 0.5440, byte miss ratio 0.5440
cdn1_colo28.ns1601 S3FIFO-0.2500-1.9000 cache size      227, 1087356 req, miss ratio 0.4817, byte miss ratio 0.4817
cdn1_colo28.ns1601 S3FIFO-0.2500-1.9000 cache size      759, 1087356 req, miss ratio 0.4148, byte miss ratio 0.4148
cdn1_colo28.ns1601 S3FIFO-0.2500-1.9000 cache size     2278, 1087356 req, miss ratio 0.3378, byte miss ratio 0.3378
cdn1_colo28.ns1601 S3FIFO-0.2500-1.9000 cache size     7595, 1087356 req, miss ratio 0.2378, byte miss ratio 0.2378
cdn1_colo28.ns1601 S3FIFO-0.2500-1.9000 cache size    15190, 1087356 req, miss ratio 0.1735, byte miss ratio 0.1735
cdn1_colo28.ns1601 S3FIFO-0.2500-1.9000 cache size    30380, 1087356 req, miss ratio 0.1088, byte miss ratio 0.1088
cdn1_colo28.ns1601 S3FIFO-0.2500-1.9000 cache size    60760, 1087356 req, miss ratio 0.0729, byte miss ratio 0.0729
cdn1_colo28.ns1601 S3FIFO-0.3000-0.9000 cache size       75, 1087356 req, miss ratio 0.5458, byte miss ratio 0.5458
cdn1_colo28.ns1601 S3FIFO-0.3000-0.9000 cache size      227, 1087356 req, miss ratio 0.4815, byte miss ratio 0.4815
cdn1_colo28.ns1601 S3FIFO-0.3000-0.9000 cache size      759, 1087356 req, miss ratio 0.4141, byte miss ratio 0.4141
cdn1_colo28.ns1601 S3FIFO-0.3000-0.9000 cache size     2278, 1087356 req, miss ratio 0.3364, byte miss ratio 0.3364
cdn1_colo28.ns1601 S3FIFO-0.3000-0.9000 cache size     7595, 1087356 req, miss ratio 0.2355, byte miss ratio 0.2355
cdn1_colo28.ns1601 S3FIFO-0.3000-0.9000 cache size    15190, 1087356 req, miss ratio 0.1728, byte miss ratio 0.1728
cdn1_colo28.ns1601 S3FIFO-0.3000-0.9000 cache size    30380, 1087356 req, miss ratio 0.1104, byte miss ratio 0.1104
cdn1_colo28.ns1601 S3FIFO-0.3000-0.9000 cache size    60760, 1087356 req, miss ratio 0.0729, byte miss ratio 0.0729
cdn1_colo28.ns1601 S3FIFO-0.0500-1.9000 cache size       75, 1087356 req, miss ratio 0.5308, byte miss ratio 0.5308
cdn1_colo28.ns1601 S3FIFO-0.0500-1.9000 cache size      227, 1087356 req, miss ratio 0.4722, byte miss ratio 0.4722
cdn1_colo28.ns1601 S3FIFO-0.0500-1.9000 cache size      759, 1087356 req, miss ratio 0.4045, byte miss ratio 0.4045
cdn1_colo28.ns1601 S3FIFO-0.0500-1.9000 cache size     2278, 1087356 req, miss ratio 0.3261, byte miss ratio 0.3261
