cdn1_allcolo.ns2934 S3FIFO-0.4500-1.9000 cache size        6, 1499108 req, miss ratio 0.3610, byte miss ratio 0.3610
cdn1_allcolo.ns2934 S3FIFO-0.4500-1.9000 cache size       21, 1499108 req, miss ratio 0.2398, byte miss ratio 0.2398
cdn1_allcolo.ns2934 S3FIFO-0.4500-1.9000 cache size       65, 1499108 req, miss ratio 0.1563, byte miss ratio 0.1563
cdn1_allcolo.ns2934 S3FIFO-0.4500-1.9000 cache size      219, 1499108 req, miss ratio 0.0489, byte miss ratio 0.0489
cdn1_allcolo.ns2934 S3FIFO-0.4500-1.9000 cache size      438, 1499108 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_allcolo.ns2934 S3FIFO-0.4500-1.9000 cache size      876, 1499108 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns2934 S3FIFO-0.4500-1.9000 cache size     1753, 1499108 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns2934 S3FIFO-0.7500-0.9000 cache size        6, 1499108 req, miss ratio 0.4403, byte miss ratio 0.4403
cdn1_allcolo.ns2934 S3FIFO-0.7500-0.9000 cache size       21, 1499108 req, miss ratio 0.2596, byte miss ratio 0.2596
cdn1_allcolo.ns2934 S3FIFO-0.7500-0.9000 cache size       65, 1499108 req, miss ratio 0.1696, byte miss ratio 0.1696
cdn1_allcolo.ns2934 S3FIFO-0.7500-0.9000 cache size      219, 1499108 req, miss ratio 0.0597, byte miss ratio 0.0597
cdn1_allcolo.ns2934 S3FIFO-0.7500-0.9000 cache size      438, 1499108 req, miss ratio 0.0232, byte miss ratio 0.0232
cdn1_allcolo.ns2934 S3FIFO-0.7500-0.9000 cache size      876, 1499108 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns2934 S3FIFO-0.7500-0.9000 cache size     1753, 1499108 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2934 S3FIFO-0.4000-1.9000 cache size        6, 1499108 req, miss ratio 0.3610, byte miss ratio 0.3610
cdn1_allcolo.ns2934 S3FIFO-0.4000-1.9000 cache size       21, 1499108 req, miss ratio 0.2368, byte miss ratio 0.2368
cdn1_allcolo.ns2934 S3FIFO-0.4000-1.9000 cache size       65, 1499108 req, miss ratio 0.1541, byte miss ratio 0.1541
cdn1_allcolo.ns2934 S3FIFO-0.4000-1.9000 cache size      219, 1499108 req, miss ratio 0.0475, byte miss ratio 0.0475
cdn1_allcolo.ns2934 S3FIFO-0.4000-1.9000 cache size      438, 1499108 req, miss ratio 0.0183, byte miss ratio 0.0183
cdn1_allcolo.ns2934 S3FIFO-0.4000-1.9000 cache size      876, 1499108 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns2934 S3FIFO-0.4000-1.9000 cache size     1753, 1499108 req, miss ratio 0.0017, byte miss ratio 0.0017
